EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,
  740H20090203,  SR01,    22,  1,      6,      6,2,20090212,0441,-59.8198, -68.2397, 3764,   2792.8,   1.0641,  34.7179,2,  34.7164,2,    193.7,    195.5,   2,   116.08,2,    33.03,2,     2.22,2,   2257.8,2,   2371.2,6
  740H20090203,  SR01,    22,  1,      7,      7,2,20090212,0441,-59.8198, -68.2397, 3764,   2539.9,   1.1946,  34.7219,2,  34.7204,2,    191.0,    194.2,   2,   111.80,2,    32.47,2,     2.21,2,   2261.4,2,   2368.6,6
  740H20090203,  SR01,    22,  1,      8,      8,2,20090212,0441,-59.8198, -68.2397, 3764,   2283.6,   1.3596,  34.7262,2,  34.7248,2,    187.9,    191.3,   2,   106.09,2,    32.58,2,     2.19,2,   2259.8,2,   2369.4,6
  740H20090203,  SR01,    22,  1,      9,      9,2,20090212,0441,-59.8198, -68.2397, 3764,   2029.4,   1.4826,  34.7264,2,  34.7249,2,    185.0,    187.5,   2,   103.56,2,    32.86,2,     2.21,2,   2259.6,2,   2372.3,6
  740H20090203,  SR01,    22,  1,     10,     10,2,20090212,0441,-59.8198, -68.2397, 3764,   1774.5,   1.6257,  34.7251,2,  34.7238,2,    181.4,    184.3,   2,    99.65,2,    32.96,2,     2.22,2,   2258.9,2,   2369.5,6
  740H20090203,  SR01,    22,  1,     11,     11,2,20090212,0441,-59.8198, -68.2397, 3764,   1519.1,   1.8763,  34.7210,2,  34.7193,2,    177.9,    181.5,   2,    91.25,2,    32.89,2,     2.24,2,   2255.0,2,   2362.4,6
  740H20090203,  SR01,    22,  1,     12,     12,2,20090212,0441,-59.8198, -68.2397, 3764,   1266.0,   2.0923,  34.6934,2,  34.6921,2,    172.3,    175.7,   2,    84.32,2,    33.61,2,     2.24,2,   2253.3,2,   2355.4,6
  740H20090203,  SR01,    22,  1,     13,     13,2,20090212,0441,-59.8198, -68.2397, 3764,   1011.6,   2.2260,  34.6439,2,  34.6418,2,    167.4,    170.2,   2,    79.93,2,    34.38,2,     2.30,2,   2254.3,2,   2348.1,6
  740H20090203,  SR01,    22,  1,     14,     14,2,20090212,0441,-59.8198, -68.2397, 3764,    886.5,   2.2716,  34.6153,2,  34.6119,2,    166.5,    169.4,   2,    77.58,2,    35.05,2,     2.36,2,   2252.5,2,   2347.9,6
  740H20090203,  SR01,    22,  1,     15,     15,2,20090212,0441,-59.8198, -68.2397, 3764,    759.3,   2.3511,  34.5622,2,  34.5599,2,    166.5,    169.6,   2,    73.92,2,    35.43,2,     2.38,2,   2250.8,2,   2343.4,6
  740H20090203,  SR01,    22,  1,     16,     16,2,20090212,0441,-59.8198, -68.2397, 3764,    631.7,   2.3690,  34.5069,2,  34.5057,2,    169.8,    177.8,   2,    68.67,2,    35.48,2,     2.37,2,   2250.7,2,   2337.8,6
  740H20090203,  SR01,    22,  1,     17,     17,2,20090212,0441,-59.8198, -68.2397, 3764,    506.3,   2.4215,  34.4260,2,  34.4242,2,    180.0,    182.8,   2,    61.36,2,    35.54,2,     2.37,2,   2238.9,2,   2327.7,6
  740H20090203,  SR01,    22,  1,     18,     18,2,20090212,0441,-59.8198, -68.2397, 3764,    378.2,   2.2328,  34.3029,2,  34.2956,2,    207.7,    218.1,   2,    50.65,2,    34.40,2,     2.25,2,   2221.4,2,   2317.1,6
  740H20090203,  SR01,    22,  1,     19,     19,2,20090212,0441,-59.8198, -68.2397, 3764,    251.9,   0.6283,  34.0643,2,  34.0632,2,    290.8,    292.2,   2,    32.25,2,    31.18,2,     2.09,2,   2181.1,2,   2301.1,6
  740H20090203,  SR01,    22,  1,     20,     20,2,20090212,0441,-59.8198, -68.2397, 3764,    177.4,   0.3557,  34.0042,2,  33.9984,2,    314.9,    320.2,   2,    26.86,2,    30.11,2,     2.02,2,   2167.6,2,   2291.9,6
  740H20090203,  SR01,    22,  1,     21,     21,2,20090212,0441,-59.8198, -68.2397, 3764,    102.5,   0.7078,  33.9511,2,  33.9524,2,    327.0,    329.3,   2,    23.49,2,    28.40,2,     1.95,2,   2158.2,2,   2291.9,6
  740H20090203,  SR01,    22,  1,     22,     22,2,20090212,0441,-59.8198, -68.2397, 3764,     77.0,   1.3214,  33.9328,2,  33.9331,2,    329.5,    329.9,   2,    19.35,2,    27.33,2,     1.88,2,   2152.1,2,   2287.7,6
  740H20090203,  SR01,    22,  1,     23,     23,2,20090212,0441,-59.8198, -68.2397, 3764,     51.9,   3.7161,  33.9083,2,  33.9067,2,    312.9,    314.2,   2,    11.75,2,    25.65,2,     1.68,2,   2132.0,2,   2286.9,6
  740H20090203,  SR01,    22,  1,     24,     24,2,20090212,0441,-59.8198, -68.2397, 3764,      5.8,   4.2647,  33.8984,2,  33.8965,2,    307.6,    312.9,   2,    11.17,2,    25.59,2,     1.66,2,   2133.1,2,   2286.6,6
  740H20090203,  SR01,    23,  1,      1,      1,2,20090212,0945,-60.0704, -68.1894, 3749,   3557.6,   0.7630,  34.7086,2,  34.7077,2,    201.9,    218.4,   3,   123.01,2,    33.49,2,     2.25,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      2,      2,2,20090212,0945,-60.0704, -68.1894, 3749,   3507.2,   0.7616,  34.7088,2,  34.7073,2,    201.7,    201.9,   2,   124.19,2,    33.62,2,     2.27,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      3,      3,2,20090212,0945,-60.0704, -68.1894, 3749,   3308.0,   0.7839,  34.7098,2,  34.7085,2,    199.9,    111.0,   3,   121.33,2,    33.52,2,     2.25,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      4,      4,2,20090212,0945,-60.0704, -68.1894, 3749,   3049.7,   0.8996,  34.7129,2,  34.7121,2,    197.0,    199.3,   2,   119.63,4,    33.68,4,     2.32,4,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      5,      5,2,20090212,0945,-60.0704, -68.1894, 3749,   2793.5,   1.0830,  34.7183,2,  34.7171,2,    193.8,    195.6,   2,   110.88,2,    33.05,2,     2.23,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      6,      6,2,20090212,0945,-60.0704, -68.1894, 3749,   2538.4,   1.2084,  34.7224,2,  34.7216,2,    190.8,    193.0,   2,   106.74,2,    33.27,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      7,      7,2,20090212,0945,-60.0704, -68.1894, 3749,   2283.2,   1.3856,  34.7259,2,  34.7247,2,    187.4,    190.6,   2,   101.60,2,    33.07,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      8,      8,2,20090212,0945,-60.0704, -68.1894, 3749,   2027.9,   1.5570,  34.7282,2,  34.7272,2,    184.1,    186.9,   2,    97.11,2,    33.05,2,     2.22,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,      9,      9,2,20090212,0945,-60.0704, -68.1894, 3749,   1773.6,   1.7605,  34.7267,2,  34.7260,2,    180.5,    184.3,   2,    90.05,2,    32.70,2,     2.21,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     10,     10,2,20090212,0945,-60.0704, -68.1894, 3749,   1519.1,   1.9788,  34.7140,2,  34.7132,2,    175.7,    178.9,   2,    83.73,2,    33.44,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     11,     11,2,20090212,0945,-60.0704, -68.1894, 3749,   1265.4,   2.1335,  34.6848,2,  34.6833,2,    170.8,    173.5,   2,    79.71,2,    34.36,2,     2.29,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     12,     12,2,20090212,0945,-60.0704, -68.1894, 3749,   1010.0,   2.2676,  34.6238,2,  34.6224,2,    166.5,    169.7,   2,    73.98,2,    34.68,2,     2.34,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     13,     13,2,20090212,0945,-60.0704, -68.1894, 3749,    885.6,   2.3305,  34.5782,2,  34.5765,2,    166.6,    170.0,   2,    71.40,2,    35.88,2,     2.43,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     14,     14,9,20090212,0945,-60.0704, -68.1894, 3749,    758.7,   2.3981,  34.5276,2,-999.0000,9,    168.2,   -999.0,   9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     15,     15,2,20090212,0945,-60.0704, -68.1894, 3749,    632.2,   2.4776,  34.4672,2,  34.4647,2,    173.6,   -999.0,   9,    61.88,2,    36.06,2,     2.43,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     16,     16,2,20090212,0945,-60.0704, -68.1894, 3749,    506.1,   2.5081,  34.3937,2,  34.3931,2,    185.3,    187.4,   2,    55.26,2,    35.85,2,     2.39,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     17,     17,2,20090212,0945,-60.0704, -68.1894, 3749,    379.5,   2.0954,  34.2364,2,  34.2351,2,    227.4,    229.4,   2,    41.66,2,    33.55,2,     2.26,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     18,     18,4,20090212,0945,-60.0704, -68.1894, 3749,    252.7,   0.8511,  34.0396,2,  33.9890,4,    297.5,    303.1,   4,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     19,     19,2,20090212,0945,-60.0704, -68.1894, 3749,    178.1,   1.4678,  34.0571,2,  34.0554,2,    292.4,    292.4,   2,    25.74,2,    30.41,2,     2.12,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     20,     20,2,20090212,0945,-60.0704, -68.1894, 3749,    102.1,   1.8694,  33.9830,2,  33.9821,2,    312.8,    313.8,   2,    20.45,2,    28.05,2,     1.93,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     21,     21,2,20090212,0945,-60.0704, -68.1894, 3749,     76.7,   3.0253,  33.9537,2,  33.9518,2,    317.2,    317.5,   2,    12.78,2,    25.95,2,     1.82,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     22,     22,9,20090212,0945,-60.0704, -68.1894, 3749,     51.6,   4.1387,  33.9233,2,-999.0000,9,    310.5,   -999.0,   9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     23,     23,9,20090212,0945,-60.0704, -68.1894, 3749,     27.3,   4.3587,  33.9231,2,-999.0000,9,    308.0,   -999.0,   9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    23,  1,     24,     24,2,20090212,0945,-60.0704, -68.1894, 3749,      6.3,   4.3837,  33.9233,2,  33.9222,2,    307.9,    308.0,   2,     7.73,2,    24.92,2,     1.62,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    24,  1,      1,      1,2,20090212,1517,-60.3200, -68.1199, 3859,   3849.3,   0.7919,  34.7084,2,  34.7087,2,    201.3,    206.4,   2,   122.46,2,    32.66,2,     2.14,2,   2262.4,2,   2370.3,6
  740H20090203,  SR01,    24,  1,      2,      2,2,20090212,1517,-60.3200, -68.1199, 3859,   3799.1,   0.7857,  34.7084,2,  34.7087,2,    200.9,    201.2,   2,   122.33,2,    32.76,2,     2.12,2,   2259.9,2,   -999.0,6
  740H20090203,  SR01,    24,  1,      3,      3,2,20090212,1517,-60.3200, -68.1199, 3859,   3567.3,   0.7970,  34.7091,2,  34.7091,2,    199.7,    201.5,   2,   121.11,2,    32.73,2,     2.14,2,   2263.1,2,   2369.2,6
  740H20090203,  SR01,    24,  1,      4,      4,2,20090212,1517,-60.3200, -68.1199, 3859,   3309.3,   0.8849,  34.7117,2,  34.7114,2,    197.3,    199.7,   2,   118.32,2,    32.87,2,     2.14,2,   2262.6,2,   2366.5,6
  740H20090203,  SR01,    24,  1,      5,      5,2,20090212,1517,-60.3200, -68.1199, 3859,   3052.8,   1.0017,  34.7153,2,  34.7151,2,    194.5,    197.7,   2,   114.55,2,    32.53,2,     2.17,2,   2260.2,2,   2366.8,6
  740H20090203,  SR01,    24,  1,      6,      6,2,20090212,1517,-60.3200, -68.1199, 3859,   2797.2,   1.1564,  34.7205,2,  34.7205,2,    191.6,    194.4,   2,   110.50,2,    32.54,2,     2.13,2,   2259.1,2,   2367.2,6
  740H20090203,  SR01,    24,  1,      7,      7,2,20090212,1517,-60.3200, -68.1199, 3859,   2541.0,   1.2647,  34.7236,2,  34.7234,2,    189.1,    193.5,   2,   106.80,2,    32.61,2,     2.18,2,   2258.0,2,   2367.0,6
  740H20090203,  SR01,    24,  1,      8,      8,2,20090212,1517,-60.3200, -68.1199, 3859,   2286.1,   1.4404,  34.7261,2,  34.7262,2,    185.5,    189.0,   2,   102.84,2,    32.64,2,     2.13,2,   2260.3,2,   2371.0,6
  740H20090203,  SR01,    24,  1,      9,      9,2,20090212,1517,-60.3200, -68.1199, 3859,   2030.3,   1.5893,  34.7270,2,  34.7274,2,    182.3,    186.1,   2,    98.73,2,    32.68,2,     2.13,2,   2257.2,2,   2369.4,6
  740H20090203,  SR01,    24,  1,     10,     10,2,20090212,1517,-60.3200, -68.1199, 3859,   1775.3,   1.7775,  34.7240,2,  34.7242,2,    178.6,    182.5,   2,    92.68,2,    32.93,2,     2.13,2,   2257.2,2,   2369.5,6
  740H20090203,  SR01,    24,  1,     11,     11,2,20090212,1517,-60.3200, -68.1199, 3859,   1521.6,   1.9879,  34.7114,2,  34.7110,2,    174.3,    178.5,   2,    87.60,2,    33.13,2,     2.16,2,   2257.5,2,   2358.4,6
  740H20090203,  SR01,    24,  1,     12,     12,2,20090212,1517,-60.3200, -68.1199, 3859,   1268.3,   2.1571,  34.6794,2,  34.6787,2,    169.8,    173.3,   2,    82.15,2,    33.95,2,     2.20,2,   2252.7,2,   2359.1,6
  740H20090203,  SR01,    24,  1,     13,     13,2,20090212,1517,-60.3200, -68.1199, 3859,   1015.1,   2.3206,  34.6160,2,  34.6165,2,    165.7,    172.3,   2,    77.08,2,    34.97,2,     2.34,2,   2253.8,2,   2352.4,6
  740H20090203,  SR01,    24,  1,     14,     14,2,20090212,1517,-60.3200, -68.1199, 3859,    888.3,   2.4096,  34.5714,2,  34.5709,2,    165.7,    179.5,   2,    73.49,2,    35.25,2,     2.30,2,   2251.4,2,   2349.1,6
  740H20090203,  SR01,    24,  1,     15,     15,2,20090212,1517,-60.3200, -68.1199, 3859,    760.9,   2.4824,  34.5143,2,  34.5134,2,    168.4,    177.2,   3,    68.17,2,    35.64,2,     2.32,2,   2247.2,2,   2338.9,6
  740H20090203,  SR01,    24,  1,     16,     16,2,20090212,1517,-60.3200, -68.1199, 3859,    634.3,   2.4561,  34.4379,2,  34.4383,2,    177.4,    195.6,   2,    62.03,2,    35.66,2,     2.34,2,   2238.2,2,   2334.8,6
  740H20090203,  SR01,    24,  1,     17,     17,2,20090212,1517,-60.3200, -68.1199, 3859,    508.3,   2.5628,  34.3639,2,  34.3637,2,    190.7,    237.1,   2,    54.21,2,    35.31,2,     2.30,2,   2227.0,2,   2327.1,6
  740H20090203,  SR01,    24,  1,     18,     18,2,20090212,1517,-60.3200, -68.1199, 3859,    381.5,   2.1157,  34.2176,2,  34.2174,2,    232.5,    262.1,   2,    40.83,2,    33.51,2,     2.18,2,   2199.9,2,   2314.1,6
  740H20090203,  SR01,    24,  1,     19,     19,2,20090212,1517,-60.3200, -68.1199, 3859,    255.0,   1.7678,  34.1118,2,  34.1127,2,    270.5,    270.9,   2,    30.98,2,    31.69,2,     2.06,2,   2181.8,2,   2302.4,6
  740H20090203,  SR01,    24,  1,     20,     20,2,20090212,1517,-60.3200, -68.1199, 3859,    179.4,   1.7056,  34.0615,2,  34.0628,2,    288.3,    289.7,   2,    25.79,2,    30.80,2,     2.00,2,   2167.6,2,   2296.3,6
  740H20090203,  SR01,    24,  1,     21,     21,2,20090212,1517,-60.3200, -68.1199, 3859,    103.3,   1.9573,  33.9779,2,  33.9779,2,    314.7,    319.9,   2,    20.41,2,    27.84,2,     1.84,2,   2149.7,2,   2300.3,6
  740H20090203,  SR01,    24,  1,     22,     22,2,20090212,1517,-60.3200, -68.1199, 3859,     78.1,   2.3139,  33.9748,2,  33.9753,2,    314.8,    315.5,   2,    18.06,2,    27.34,2,     1.86,4,   2146.8,2,   2298.7,6
  740H20090203,  SR01,    24,  1,     23,     23,2,20090212,1517,-60.3200, -68.1199, 3859,     52.9,   3.9334,  33.9603,2,  33.9629,2,    309.1,    312.2,   2,     4.72,2,    24.49,2,     1.65,2,   2127.4,2,   2297.9,6
  740H20090203,  SR01,    24,  1,     24,     24,2,20090212,1517,-60.3200, -68.1199, 3859,      7.2,   4.7311,  33.9422,2,  33.9425,2,    304.8,    306.2,   2,     1.84,2,    24.21,2,     1.52,2,   2120.3,2,   2297.3,6
  740H20090203,  SR01,    25,  1,      1,      1,2,20090212,2101,-60.5801, -68.0601, 4079,   4069.4,   0.6139,  34.7050,2,  34.7064,2,    204.5,    209.1,   2,   131.98,2,    33.62,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      2,      2,2,20090212,2101,-60.5801, -68.0601, 4079,   4018.4,   0.6149,  34.7052,2,  34.7065,2,    203.8,    205.1,   2,   131.61,2,    33.40,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      3,      3,2,20090212,2101,-60.5801, -68.0601, 4079,   3822.7,   0.6048,  34.7054,2,  34.7066,2,    202.8,    207.5,   3,   131.28,2,    33.56,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      4,      4,2,20090212,2101,-60.5801, -68.0601, 4079,   3565.3,   0.6684,  34.7071,2,  34.7080,2,    201.0,    200.4,   2,   127.85,2,    33.76,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      5,      5,2,20090212,2101,-60.5801, -68.0601, 4079,   3309.3,   0.8475,  34.7109,2,  34.7115,2,    197.2,    200.5,   2,   121.03,2,    33.57,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      6,      6,2,20090212,2101,-60.5801, -68.0601, 4079,   3052.4,   0.9908,  34.7148,2,  34.7158,2,    194.3,    197.6,   3,   116.59,2,    33.49,2,     2.22,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      7,      7,2,20090212,2101,-60.5801, -68.0601, 4079,   2796.4,   1.1162,  34.7192,2,  34.7204,2,    192.0,    195.3,   2,   112.72,2,    33.21,2,     2.21,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      8,      8,2,20090212,2101,-60.5801, -68.0601, 4079,   2541.4,   1.2614,  34.7234,2,  34.7249,2,    189.0,    193.1,   2,   108.55,2,    33.29,2,     2.21,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,      9,      9,2,20090212,2101,-60.5801, -68.0601, 4079,   2285.7,   1.4357,  34.7262,2,  34.7275,2,    185.4,    192.1,   2,   104.68,2,    33.28,2,     2.20,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     10,     10,2,20090212,2101,-60.5801, -68.0601, 4079,   2030.7,   1.6056,  34.7263,2,  34.7279,2,    181.9,    186.2,   2,    99.06,2,    33.21,2,     2.21,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     11,     11,2,20090212,2101,-60.5801, -68.0601, 4079,   1776.4,   1.7627,  34.7165,2,  34.7179,2,    174.7,    186.7,   2,    97.83,2,    33.53,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     12,     12,2,20090212,2101,-60.5801, -68.0601, 4079,   1522.2,   1.9823,  34.7105,2,  34.7116,2,    173.9,    177.1,   2,    88.18,2,    33.50,2,     2.23,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     13,     13,2,20090212,2101,-60.5801, -68.0601, 4079,   1267.8,   2.1696,  34.6762,2,  34.6773,2,    168.4,    174.2,   2,    82.53,2,    33.98,2,     2.24,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     14,     14,2,20090212,2101,-60.5801, -68.0601, 4079,   1013.7,   2.3116,  34.6185,2,  34.6192,2,    165.7,    169.2,   2,    77.07,2,    35.18,2,     2.32,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     15,     15,2,20090212,2101,-60.5801, -68.0601, 4079,    886.9,   2.4002,  34.5729,2,  34.5737,2,    165.5,    169.5,   2,    73.63,2,    35.88,2,     2.50,4,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     16,     16,2,20090212,2101,-60.5801, -68.0601, 4079,    760.1,   2.4531,  34.5109,2,  34.5126,2,    168.8,    172.1,   2,    68.50,2,    35.80,2,     2.37,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     17,     17,2,20090212,2101,-60.5801, -68.0601, 4079,    633.9,   2.5273,  34.4358,2,  34.4365,2,    177.2,    180.8,   2,    61.03,2,    35.84,2,     2.38,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     18,     18,2,20090212,2101,-60.5801, -68.0601, 4079,    506.2,   2.6286,  34.3511,2,  34.3512,2,    192.7,    195.4,   2,    52.41,2,    35.23,2,     2.33,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     19,     19,2,20090212,2101,-60.5801, -68.0601, 4079,    379.7,   2.1164,  34.1925,2,  34.1944,2,    241.8,    245.9,   2,    37.36,2,    33.08,2,     2.22,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     20,     20,2,20090212,2101,-60.5801, -68.0601, 4079,    253.2,   1.9049,  34.0755,2,  34.0762,2,    283.4,    284.9,   2,    25.72,2,    30.31,2,     2.01,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     21,     21,2,20090212,2101,-60.5801, -68.0601, 4079,    175.9,   2.1741,  34.0616,2,  34.0636,2,    289.6,    290.9,   2,    22.35,2,    29.84,2,     2.07,4,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     22,     22,2,20090212,2101,-60.5801, -68.0601, 4079,    101.2,   2.6260,  34.0485,2,  34.0493,2,    295.0,    296.1,   2,    18.34,2,    28.59,2,     1.91,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     23,     23,2,20090212,2101,-60.5801, -68.0601, 4079,     49.3,   3.6987,  33.9888,2,  33.9873,2,    308.2,    309.8,   2,     4.62,2,    24.18,2,     1.69,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    25,  1,     24,     24,2,20090212,2101,-60.5801, -68.0601, 4079,      5.3,   4.7965,  33.9521,2,  33.9532,2,    304.3,     24.0,   4,     2.13,2,    24.11,2,     1.57,2,   -999.0,9,   -999.0,9
  740H20090203,  SR01,    26,  1,      1,      1,2,20090213,0249,-60.8288, -67.9902, 4030,   4020.0,   0.6019,  34.7048,2,  34.7066,2,    204.5,    206.0,   2,   133.14,2,    34.09,2,     2.26,2,   2263.3,3,   2370.0,6
  740H20090203,  SR01,    26,  1,      2,      2,2,20090213,0249,-60.8288, -67.9902, 4030,   3967.5,   0.6014,  34.7050,2,  34.7066,2,    204.4,    205.1,   2,   132.21,2,    34.13,2,     2.25,2,   2263.0,3,   2371.6,6
  740H20090203,  SR01,    26,  1,      3,      3,2,20090213,0249,-60.8288, -67.9902, 4030,   3819.4,   0.6189,  34.7054,2,  34.7066,2,    203.0,    203.8,   2,   130.32,2,    34.00,2,     2.25,2,   2261.7,3,   2376.4,6
  740H20090203,  SR01,    26,  1,      4,      4,2,20090213,0249,-60.8288, -67.9902, 4030,   3561.1,   0.6922,  34.7070,2,  34.7084,2,    200.9,    203.0,   2,   128.29,2,    33.95,2,     2.26,2,   2261.2,3,   2374.6,6
  740H20090203,  SR01,    26,  1,      5,      5,2,20090213,0249,-60.8288, -67.9902, 4030,   3303.3,   0.8295,  34.7102,2,  34.7110,2,    197.7,    200.6,   2,   123.67,2,    33.91,2,     2.32,4,   2260.3,3,   2374.0,6
  740H20090203,  SR01,    26,  1,      6,      6,2,20090213,0249,-60.8288, -67.9902, 4030,   3047.4,   0.9937,  34.7151,2,  34.7158,2,    194.5,    197.6,   2,   117.77,2,    33.49,2,     2.24,2,   2260.8,3,   2372.2,6
  740H20090203,  SR01,    26,  1,      7,      7,2,20090213,0249,-60.8288, -67.9902, 4030,   2793.0,   1.1209,  34.7195,2,  34.7210,2,    191.9,    195.5,   2,   113.70,2,    33.76,4,     2.31,4,   2260.2,3,   2373.4,6
  740H20090203,  SR01,    26,  1,      8,      8,2,20090213,0249,-60.8288, -67.9902, 4030,   2537.9,   1.2662,  34.7231,2,  34.7247,2,    189.0,    192.2,   2,   108.06,2,    32.93,2,     2.20,2,   2260.5,3,   2371.5,6
  740H20090203,  SR01,    26,  1,      9,      9,2,20090213,0249,-60.8288, -67.9902, 4030,   2283.2,   1.4206,  34.7252,2,  34.7264,2,    185.2,    189.6,   2,   103.99,2,    33.22,2,     2.19,2,   2262.6,3,   2373.4,6
  740H20090203,  SR01,    26,  1,     10,     10,2,20090213,0249,-60.8288, -67.9902, 4030,   2028.7,   1.6003,  34.7256,2,  34.7265,2,    181.6,    184.7,   2,    99.36,2,    33.07,2,     2.19,2,   2261.6,3,   2370.1,6
  740H20090203,  SR01,    26,  1,     11,     11,2,20090213,0249,-60.8288, -67.9902, 4030,   1775.3,   1.7939,  34.7225,2,  34.7228,2,    177.9,    182.4,   2,    94.00,2,    33.19,2,     2.20,2,   2260.0,3,   2367.0,6
  740H20090203,  SR01,    26,  1,     12,     12,2,20090213,0249,-60.8288, -67.9902, 4030,   1519.8,   1.9739,  34.7105,2,  34.7110,2,    173.7,    177.4,   2,    88.65,2,    33.41,2,     2.21,2,   2260.0,3,   2364.3,6
  740H20090203,  SR01,    26,  1,     13,     13,2,20090213,0249,-60.8288, -67.9902, 4030,   1266.5,   2.1542,  34.6813,2,  34.6824,2,    169.4,    173.8,   2,    82.52,2,    34.09,2,     2.28,2,   2257.7,3,   2357.2,6
  740H20090203,  SR01,    26,  1,     14,     14,2,20090213,0249,-60.8288, -67.9902, 4030,   1012.6,   2.2911,  34.6256,2,  34.6261,2,    165.8,    169.8,   2,    77.53,2,    35.07,2,     2.30,2,   2257.2,3,   2351.7,6
  740H20090203,  SR01,    26,  1,     15,     15,2,20090213,0249,-60.8288, -67.9902, 4030,    885.6,   2.3461,  34.5879,2,  34.5885,2,    165.6,   -999.0,   9,    74.67,2,    35.36,2,     2.34,2,   2254.1,3,   2344.5,6
  740H20090203,  SR01,    26,  1,     16,     16,2,20090213,0249,-60.8288, -67.9902, 4030,    759.6,   2.3874,  34.5308,2,  34.5322,2,    167.6,    170.7,   2,    70.13,2,    36.07,2,     2.37,2,   2252.0,3,   2341.9,6
