BOTTLE,20081219PRINUNIVRMKPRINUNIVRMK
# DATE this file initialized 9/4/07 
# Data from M. Ishii 
# Ship:Tangaroa 
# Cruise: JARE43; SR03 
# Dates: 2/6-3/7/2002 
# EXPOCODE: 61TG20020206 
# Region:SR03 line; Meridional section at 140E from Antarctica to 60S 
# Chief Scientist: T. Odate 
# 8 stations  
# Hydro: Who - S.Aoki; Status - final 
# 	Notes:  
# Nuts/O2: Who - S.Watanabe; Status - final 
# 	Notes: O2 converted from mL/L to umol/Kg with theta at sampling pressure (by provider) 
# 	Nuts converted from umol/L to umol/kg assuming T=25C (by provider) 
# 	Includes ammonium 
# TCO2: Who - M. Ishii; Status - final 
# 	Notes: Corrected to Japanese prepared CRM which were back-referenced to Dickson CRM batch #54 
# CFC: Who - ; Status - no data yet  
# 	Notes: samples returned to shore for analysis 
# Other: Chloroa 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,CHLORA,CHLORA_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UG/L,,DEGC
  61TG20020206,  SR03,     6,  3,     17,     17,2,20020219,-64.7480, 139.8400, 3458,   1010.5,   1.0120,  34.7180,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.9588
  61TG20020206,  SR03,     6,  3,     16,     16,2,20020219,-64.7480, 139.8400, 3458,   1011.0,   1.0060,  34.7180,2,  34.7270,2,    210.9,   2,   102.90,   2,    32.59,   2,     0.01,   2,     2.06,2,     0.03,   2,   2260.7,2,  -999.00,9,   0.9528
  61TG20020206,  SR03,     6,  3,     15,     15,2,20020219,-64.7480, 139.8400, 3458,   1267.2,   0.6050,  34.6910,2,  34.6980,2,    217.2,   2,   107.40,   2,    33.13,   2,     0.01,   2,     2.07,2,     0.03,   2,   2251.3,2,  -999.00,9,   0.5398
  61TG20020206,  SR03,     6,  3,     14,     14,2,20020219,-64.7480, 139.8400, 3458,   1518.9,   0.3930,  34.6870,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3141
  61TG20020206,  SR03,     6,  3,     13,     13,2,20020219,-64.7480, 139.8400, 3458,   1520.0,   0.3920,  34.6870,2,  34.6940,2,    221.7,   2,   115.10,   2,    33.44,   2,     0.01,   2,     2.16,2,     0.02,   2,   2262.3,2,  -999.00,9,   0.3131
  61TG20020206,  SR03,     6,  3,     12,     12,2,20020219,-64.7480, 139.8400, 3458,   1774.2,   0.2140,  34.6790,2,  34.6860,2,    225.3,   2,   116.00,   2,    33.56,   2,     0.01,   2,     2.16,2,     0.02,   2,   2259.9,2,  -999.00,9,   0.1206
  61TG20020206,  SR03,     6,  3,     11,     11,2,20020219,-64.7480, 139.8400, 3458,   2029.6,   0.0350,  34.6710,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.0734
  61TG20020206,  SR03,     6,  3,     10,     10,2,20020219,-64.7480, 139.8400, 3458,   2029.9,   0.0350,  34.6710,2,  34.6780,2,    232.2,   2,   111.00,   2,    33.54,   2,     0.01,   2,     2.13,2,     0.01,   2,   2256.9,2,  -999.00,9,  -0.0734
  61TG20020206,  SR03,     6,  3,      9,      9,2,20020219,-64.7480, 139.8400, 3458,   2286.2,  -0.1120,  34.6650,2,  34.6710,2,    238.8,   2,   107.30,   2,    33.25,   2,     0.01,   2,     2.14,2,     0.02,   2,   -999.0,9,  -999.00,9,  -0.2364
  61TG20020206,  SR03,     6,  3,      7,      7,2,20020219,-64.7480, 139.8400, 3458,   2541.3,  -0.2920,  34.6550,2,  34.6610,2,    246.9,   2,   102.80,   2,    32.99,   2,     0.02,   2,     2.12,2,     0.02,   2,   2252.5,2,  -999.00,9,  -0.4321
  61TG20020206,  SR03,     6,  3,      8,      8,2,20020219,-64.7480, 139.8400, 3458,   2543.8,  -0.2920,  34.6550,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.4323
  61TG20020206,  SR03,     6,  3,      5,      5,2,20020219,-64.7480, 139.8400, 3458,   2695.0,  -0.3880,  34.6480,2,-999.0000,9,    252.6,   2,    98.90,   2,    32.90,   2,     0.02,   2,     2.14,2,     0.02,   2,   -999.0,9,  -999.00,9,  -0.5380
  61TG20020206,  SR03,     6,  3,      6,      6,2,20020219,-64.7480, 139.8400, 3458,   2697.1,  -0.3870,  34.6480,2,  34.6560,2,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.5372
  61TG20020206,  SR03,     6,  3,      2,      2,2,20020219,-64.7480, 139.8400, 3458,   2803.3,  -0.3810,  34.6470,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.5397
  61TG20020206,  SR03,     6,  3,      1,      1,2,20020219,-64.7480, 139.8400, 3458,   2804.2,  -0.3810,  34.6470,2,  34.6510,2,    252.1,   2,    98.40,   2,    33.00,   2,     0.02,   2,     2.14,2,     0.02,   2,   2249.5,2,  -999.00,9,  -0.5398
  61TG20020206,  SR03,     6,  4,     21,     21,2,20020219,-64.7480, 139.8400, 3458,      9.4,   0.3240,  33.9010,2,  33.9050,2,    338.4,   2,    39.90,   2,    25.48,   2,     0.14,   2,     1.67,2,      0.3,   2,   2161.3,2,     0.78,5,   0.3237
  61TG20020206,  SR03,     6,  4,     22,     22,2,20020219,-64.7480, 139.8400, 3458,      9.9,   0.3210,  33.8990,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3206
  61TG20020206,  SR03,     6,  4,     19,     19,2,20020219,-64.7480, 139.8400, 3458,     19.6,   0.3750,  33.9500,2,  33.9560,2,    333.4,   2,    42.10,   2,    26.26,   2,     0.18,   2,     1.75,2,     0.26,   2,   2167.0,2,     1.11,5,   0.3743
  61TG20020206,  SR03,     6,  4,     20,     20,2,20020219,-64.7480, 139.8400, 3458,     20.1,   0.3770,  33.9510,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3763
  61TG20020206,  SR03,     6,  4,     18,     18,2,20020219,-64.7480, 139.8400, 3458,     29.7,   0.3830,  33.9580,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3819
  61TG20020206,  SR03,     6,  4,     17,     17,2,20020219,-64.7480, 139.8400, 3458,     30.1,   0.3830,  33.9590,2,  33.9620,2,    331.6,   2,    42.20,   2,    26.39,   2,     0.17,   2,     1.66,2,     0.27,   2,   2171.8,2,     1.87,5,   0.3819
  61TG20020206,  SR03,     6,  4,     15,     15,2,20020219,-64.7480, 139.8400, 3458,     39.6,   0.4140,  33.9660,2,  33.9800,2,    327.8,   2,    43.00,   2,    26.67,   2,     0.16,   2,     1.71,2,     0.33,   2,   2170.7,2,     1.07,5,   0.4125
  61TG20020206,  SR03,     6,  4,     16,     16,2,20020219,-64.7480, 139.8400, 3458,     39.9,   0.4120,  33.9660,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.4105
  61TG20020206,  SR03,     6,  4,     13,     13,2,20020219,-64.7480, 139.8400, 3458,     50.7,   0.3410,  34.0770,2,  34.0480,0,    313.2,   2,    46.40,   2,    27.70,   2,     0.13,   2,     1.79,2,     0.39,   2,   2185.7,2,     1.13,5,   0.3391
  61TG20020206,  SR03,     6,  4,     14,     14,2,20020219,-64.7480, 139.8400, 3458,     51.1,   0.3500,  34.0730,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3481
  61TG20020206,  SR03,     6,  4,     11,     11,2,20020219,-64.7480, 139.8400, 3458,     60.4,  -0.1560,  34.2050,2,  34.2190,2,    299.1,   2,    55.60,   2,    29.97,   2,     0.12,   2,     1.97,2,     0.48,   2,   2205.6,2,     0.43,5,  -0.1580
  61TG20020206,  SR03,     6,  4,     12,     12,2,20020219,-64.7480, 139.8400, 3458,     60.8,  -0.1550,  34.2040,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.1570
  61TG20020206,  SR03,     6,  4,     23,     23,2,20020219,-64.7480, 139.8400, 3458,     69.8,  -0.1110,  34.3640,2,  34.3630,2,    270.7,   2,    62.80,   2,    32.06,   2,     0.10,   2,     2.07,2,     0.44,   2,   2221.8,2,     0.25,5,  -0.1134
  61TG20020206,  SR03,     6,  4,     24,     24,2,20020219,-64.7480, 139.8400, 3458,     71.2,  -0.1270,  34.3640,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.1294
  61TG20020206,  SR03,     6,  4,      9,      9,2,20020219,-64.7480, 139.8400, 3458,     81.0,   0.9220,  34.5300,2,  34.6990,0,    220.7,   2,    71.40,   2,    34.25,   2,     0.11,   2,     2.16,2,      0.2,   2,   2246.7,2,     0.12,5,   0.9185
  61TG20020206,  SR03,     6,  4,     10,     10,2,20020219,-64.7480, 139.8400, 3458,     81.4,   0.9990,  34.5400,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.9954
  61TG20020206,  SR03,     6,  4,      7,      7,2,20020219,-64.7480, 139.8400, 3458,    101.9,   1.3050,  34.5810,2,  34.5860,2,    200.3,   2,    75.60,   2,    34.63,   2,     0.07,   2,     2.22,2,     0.06,   2,   2253.5,2,     0.05,5,   1.3002
  61TG20020206,  SR03,     6,  4,      8,      8,2,20020219,-64.7480, 139.8400, 3458,    102.0,   1.2910,  34.5800,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.2862
  61TG20020206,  SR03,     6,  4,      5,      5,2,20020219,-64.7480, 139.8400, 3458,    127.6,   1.6950,  34.6310,2,  34.6350,2,    188.1,   2,    78.10,   2,    34.68,   2,     0.04,   2,     2.16,2,     0.06,   2,   2258.7,2,     0.03,5,   1.6886
  61TG20020206,  SR03,     6,  4,      6,      6,2,20020219,-64.7480, 139.8400, 3458,    133.2,   1.6990,  34.6340,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.6923
  61TG20020206,  SR03,     6,  4,      3,      3,2,20020219,-64.7480, 139.8400, 3458,    150.5,   1.6780,  34.6570,2,  34.6630,2,    195.9,   2,    79.10,   2,    33.97,   2,     0.03,   2,     2.14,2,     0.04,   2,   2254.6,2,     0.03,5,   1.6704
  61TG20020206,  SR03,     6,  4,      4,      4,2,20020219,-64.7480, 139.8400, 3458,    151.3,   1.6720,  34.6560,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.6644
  61TG20020206,  SR03,     6,  4,      2,      2,2,20020219,-64.7480, 139.8400, 3458,    204.2,   1.7770,  34.6800,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.7664
  61TG20020206,  SR03,     6,  4,      1,      1,2,20020219,-64.7480, 139.8400, 3458,    204.6,   1.7770,  34.6800,2,  34.6840,2,    192.7,   2,    80.30,   2,    33.78,   2,     0.02,   2,     2.15,2,     0.04,   2,   2256.3,2,     0.02,5,   1.7664
  61TG20020206,  SR03,     4,  2,     19,     19,2,20020220,-63.2480, 140.0150, 3850,      5.2,   1.1300,  33.7020,2,-999.0000,9,   -999.0,-999,    22.50,   2,    24.96,   2,     0.21,   2,  -999.00,9,     0.43,   2,   -999.0,9,  -999.00,9,   1.1298
  61TG20020206,  SR03,     4,  2,     23,     23,2,20020220,-63.2480, 140.0150, 3850,     40.9,   0.9520,  33.7310,2,-999.0000,9,   -999.0,-999,    23.10,   2,    25.04,   2,     0.20,   2,  -999.00,9,     0.48,   2,   -999.0,9,  -999.00,9,   0.9503
  61TG20020206,  SR03,     4,  2,     22,     22,2,20020220,-63.2480, 140.0150, 3850,     59.4,   0.8670,  33.7420,2,-999.0000,9,   -999.0,-999,    25.10,   2,    25.42,   2,     0.19,   2,  -999.00,9,     0.56,   2,   -999.0,9,  -999.00,9,   0.8645
  61TG20020206,  SR03,     4,  2,     20,     20,2,20020220,-63.2480, 140.0150, 3850,    505.9,   1.5690,  34.7250,2,  34.7360,2,    200.7,   2,    85.10,   2,    31.97,   2,     0.01,   2,     2.09,2,     0.04,   2,   2250.3,2,  -999.00,9,   1.5423
  61TG20020206,  SR03,     4,  2,     21,     21,2,20020220,-63.2480, 140.0150, 3850,    506.5,   1.5800,  34.7270,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.5532
  61TG20020206,  SR03,     4,  2,     17,     17,2,20020220,-63.2480, 140.0150, 3850,    758.4,   1.4390,  34.7340,2,  34.7430,2,    204.2,   2,    90.40,   2,    31.90,   2,     0.01,   2,     2.05,2,     0.04,   2,   -999.0,9,  -999.00,9,   1.3981
  61TG20020206,  SR03,     4,  2,     18,     18,2,20020220,-63.2480, 140.0150, 3850,    758.8,   1.4200,  34.7310,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.3792
  61TG20020206,  SR03,     4,  2,     15,     15,2,20020220,-63.2480, 140.0150, 3850,   1011.9,   1.2030,  34.7250,2,  34.7360,2,    208.2,   2,    96.10,   2,    32.16,   2,     0.01,   2,     2.08,2,     0.02,   2,   2254.2,2,  -999.00,9,   1.1482
  61TG20020206,  SR03,     4,  2,     16,     16,2,20020220,-63.2480, 140.0150, 3850,   1012.9,   1.2040,  34.7250,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.1491
  61TG20020206,  SR03,     4,  2,     14,     14,2,20020220,-63.2480, 140.0150, 3850,   1265.6,   1.0210,  34.7160,2,  34.7270,2,    210.5,   2,   101.10,   2,    32.48,   2,     0.00,   2,     2.11,2,     0.02,   2,   -999.0,9,  -999.00,9,   0.9516
  61TG20020206,  SR03,     4,  2,     13,     13,2,20020220,-63.2480, 140.0150, 3850,   1519.3,   0.8340,  34.7090,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.7498
  61TG20020206,  SR03,     4,  2,     12,     12,2,20020220,-63.2480, 140.0150, 3850,   1519.5,   0.8330,  34.7090,2,  34.7190,2,    212.5,   2,   107.60,   2,    32.75,   2,     0.01,   2,     2.12,2,     0.03,   2,   2260.1,2,  -999.00,9,   0.7487
  61TG20020206,  SR03,     4,  2,     11,     11,2,20020220,-63.2480, 140.0150, 3850,   1771.7,   0.6380,  34.7000,2,  34.7090,2,    215.6,   2,   112.70,   2,    33.02,   2,     0.01,   2,     2.16,2,     0.01,   2,   -999.0,9,  -999.00,9,   0.5388
  61TG20020206,  SR03,     4,  2,      9,      9,2,20020220,-63.2480, 140.0150, 3850,   2029.4,   0.4540,  34.6910,2,  34.6990,2,    219.1,   2,   115.90,   2,    33.41,   2,     0.00,   2,     2.15,2,     0.04,   2,   2260.6,2,  -999.00,9,   0.3389
  61TG20020206,  SR03,     4,  2,     10,     10,2,20020220,-63.2480, 140.0150, 3850,   2029.5,   0.4540,  34.6910,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3389
  61TG20020206,  SR03,     4,  2,      8,      8,2,20020220,-63.2480, 140.0150, 3850,   2283.9,   0.2840,  34.6820,2,  34.6940,2,    227.9,   2,   117.20,   2,    33.32,   2,     0.00,   2,     2.17,2,     0.03,   2,   2259.4,2,  -999.00,9,   0.1527
  61TG20020206,  SR03,     4,  2,      7,      7,2,20020220,-63.2480, 140.0150, 3850,   2539.3,   0.1610,  34.6770,2,  34.6880,2,    228.3,   2,   116.40,   2,    33.33,   2,     0.01,   2,     2.19,2,     0.03,   2,   2256.0,2,  -999.00,9,   0.0121
  61TG20020206,  SR03,     4,  2,      6,      6,2,20020220,-63.2480, 140.0150, 3850,   3051.3,  -0.0250,  34.6720,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.2122
  61TG20020206,  SR03,     4,  2,      5,      5,2,20020220,-63.2480, 140.0150, 3850,   3051.8,  -0.0260,  34.6720,2,  34.6820,2,    238.3,   2,   118.10,   2,    33.38,   2,     0.01,   2,     2.17,2,     0.03,   2,   2257.4,3,  -999.00,9,  -0.2133
  61TG20020206,  SR03,     4,  2,      4,      4,2,20020220,-63.2480, 140.0150, 3850,   3307.7,  -0.1340,  34.6670,2,  34.6750,2,    241.7,   2,   113.10,   2,    33.19,   2,     0.01,   2,     2.16,2,     0.03,   2,   2249.7,3,  -999.00,9,  -0.3411
  61TG20020206,  SR03,     4,  2,      3,      3,2,20020220,-63.2480, 140.0150, 3850,   3563.5,  -0.3430,  34.6480,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.5678
  61TG20020206,  SR03,     4,  2,      2,      2,2,20020220,-63.2480, 140.0150, 3850,   3564.6,  -0.3430,  34.6480,2,  34.6580,2,    253.2,   2,    98.90,   2,    32.69,   2,     0.01,   2,     2.14,2,     0.04,   2,   2243.9,3,  -999.00,9,  -0.5679
  61TG20020206,  SR03,     4,  2,     24,     24,2,20020220,-63.2480, 140.0150, 3850,   3727.3,  -0.5020,  34.6380,2,  34.6470,2,    269.7,   2,    94.80,   2,    32.45,   2,     0.02,   2,     2.11,2,     0.03,   2,   -999.0,9,  -999.00,9,  -0.7376
  61TG20020206,  SR03,     4,  3,     24,     24,2,20020220,-63.2480, 140.0150, 3850,     10.2,   1.2590,  33.6530,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.2586
  61TG20020206,  SR03,     4,  3,     23,     23,2,20020220,-63.2480, 140.0150, 3850,     10.5,   1.2610,  33.6520,2,  33.6610,2,    349.3,   2,    20.20,   2,    24.15,   2,     0.21,   2,     1.52,2,     0.52,   2,   2132.5,2,     0.29,5,   1.2605
  61TG20020206,  SR03,     4,  3,     21,     21,2,20020220,-63.2480, 140.0150, 3850,     20.8,   1.2190,  33.6560,2,  33.6700,2,    349.5,   2,    20.20,   2,    24.24,   2,     0.21,   2,     1.52,2,     0.54,   2,   2134.1,2,     0.32,5,   1.2181
  61TG20020206,  SR03,     4,  3,     22,     22,2,20020220,-63.2480, 140.0150, 3850,     21.1,   1.2020,  33.6590,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.2011
  61TG20020206,  SR03,     4,  3,     20,     20,2,20020220,-63.2480, 140.0150, 3850,     30.5,   1.1100,  33.6800,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.1087
  61TG20020206,  SR03,     4,  3,     19,     19,2,20020220,-63.2480, 140.0150, 3850,     30.6,   1.1130,  33.6790,2,  33.6930,2,    349.6,   2,    20.70,   2,    24.43,   2,     0.21,   2,     1.56,2,     0.52,   2,   2137.4,2,     0.33,5,   1.1117
  61TG20020206,  SR03,     4,  3,     17,     17,2,20020220,-63.2480, 140.0150, 3850,     39.5,   1.0510,  33.7040,2,  33.7210,2,    349.4,   2,    21.80,   2,    24.82,   2,     0.20,   2,     1.59,2,     0.44,   2,   2144.3,2,     0.38,5,   1.0493
  61TG20020206,  SR03,     4,  3,     18,     18,2,20020220,-63.2480, 140.0150, 3850,     40.4,   1.0560,  33.7030,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.0543
  61TG20020206,  SR03,     4,  3,     16,     16,2,20020220,-63.2480, 140.0150, 3850,     50.4,   0.9040,  33.7440,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.9019
  61TG20020206,  SR03,     4,  3,     15,     15,2,20020220,-63.2480, 140.0150, 3850,     50.5,   0.9130,  33.7420,2,  33.7470,2,    348.6,   2,    23.00,   2,    25.02,   2,     0.20,   2,     1.69,2,     0.41,   2,   2137.1,2,     0.56,5,   0.9109
  61TG20020206,  SR03,     4,  3,     14,     14,2,20020220,-63.2480, 140.0150, 3850,     58.4,   0.8640,  33.7510,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.8616
  61TG20020206,  SR03,     4,  3,     13,     13,2,20020220,-63.2480, 140.0150, 3850,     60.0,   0.8620,  33.7540,2,  33.7710,2,    345.9,   2,    24.70,   2,    25.53,   2,     0.19,   2,     1.66,2,     0.46,   2,   2146.1,2,     0.58,5,   0.8595
  61TG20020206,  SR03,     4,  3,     11,     11,2,20020220,-63.2480, 140.0150, 3850,     79.8,  -0.4890,  34.1980,2,  34.2100,2,    297.4,   2,    53.00,   2,    31.64,   2,     0.14,   2,     2.16,2,     1.01,   2,   2209.4,2,     0.29,5,  -0.4915
  61TG20020206,  SR03,     4,  3,     12,     12,2,20020220,-63.2480, 140.0150, 3850,     80.4,  -0.4820,  34.1970,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,  -0.4845
  61TG20020206,  SR03,     4,  3,      9,      9,2,20020220,-63.2480, 140.0150, 3850,    100.8,   0.6230,  34.4140,2,  34.4290,2,    232.7,   2,    65.20,   2,    34.34,   2,     0.12,   2,     2.25,2,     0.34,   2,   2240.0,2,     0.14,5,   0.6189
  61TG20020206,  SR03,     4,  3,     10,     10,2,20020220,-63.2480, 140.0150, 3850,    101.8,   0.4160,  34.4060,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.4120
  61TG20020206,  SR03,     4,  3,      7,      7,2,20020220,-63.2480, 140.0150, 3850,    126.4,   0.0800,  34.4390,2,  34.4440,2,    253.6,   2,    66.10,   2,    33.68,   2,     0.13,   2,     2.20,2,     0.09,   2,   2233.6,2,     0.06,5,   0.0754
  61TG20020206,  SR03,     4,  3,      8,      8,2,20020220,-63.2480, 140.0150, 3850,    128.0,   0.0520,  34.4370,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.0473
  61TG20020206,  SR03,     4,  3,      5,      5,2,20020220,-63.2480, 140.0150, 3850,    152.0,   0.3260,  34.4860,2,  34.4840,2,    245.9,   2,    68.60,   2,    33.63,   2,     0.07,   2,     2.21,2,     0.03,   2,   2237.0,2,     0.08,5,   0.3201
  61TG20020206,  SR03,     4,  3,      6,      6,2,20020220,-63.2480, 140.0150, 3850,    153.3,   0.3730,  34.4970,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.3670
  61TG20020206,  SR03,     4,  3,      4,      4,2,20020220,-63.2480, 140.0150, 3850,    202.1,   0.8440,  34.5760,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   0.8351
  61TG20020206,  SR03,     4,  3,      3,      3,2,20020220,-63.2480, 140.0150, 3850,    202.3,   0.8180,  34.5750,2,  34.5770,2,    225.0,   2,    74.10,   2,    33.83,   2,     0.03,   2,     2.21,2,     0.03,   2,   2251.4,2,     0.02,5,   0.8092
  61TG20020206,  SR03,     4,  3,      2,      2,2,20020220,-63.2480, 140.0150, 3850,    302.7,   1.5220,  34.6770,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.5067
  61TG20020206,  SR03,     4,  3,      1,      1,2,20020220,-63.2480, 140.0150, 3850,    303.1,   1.5320,  34.6780,2,  34.6840,2,    202.6,   2,    79.50,   2,    33.19,   2,     0.01,   2,     2.13,2,     0.02,   2,   2257.3,2,  -999.00,9,   1.5166
  61TG20020206,  SR03,     3,  2,     19,     19,2,20020221,-62.5000, 140.0030, 4039,      7.0,   1.5000,  33.6610,2,-999.0000,9,   -999.0,-999,    17.60,   2,    25.81,   2,     0.25,   2,  -999.00,9,     0.52,   2,   -999.0,9,  -999.00,9,   1.4997
  61TG20020206,  SR03,     3,  2,     23,     23,2,20020221,-62.5000, 140.0030, 4039,     40.3,   1.2200,  33.7030,2,-999.0000,9,   -999.0,-999,    22.50,   2,    25.83,   2,     0.22,   2,  -999.00,9,     0.44,   2,   -999.0,9,  -999.00,9,   1.2182
  61TG20020206,  SR03,     3,  2,     22,     22,2,20020221,-62.5000, 140.0030, 4039,     40.7,   1.1280,  33.7140,2,-999.0000,9,   -999.0,-999,    24.30,   2,    25.84,   2,     0.22,   2,  -999.00,9,     0.42,   2,   -999.0,9,  -999.00,9,   1.1262
  61TG20020206,  SR03,     3,  2,     24,     24,2,20020221,-62.5000, 140.0030, 4039,    503.7,   1.8140,  34.7120,2,-999.0000,9,   -999.0,-999,  -999.00,-999,  -999.00,-999,  -999.00,-999,  -999.00,9,     -999,-999,   -999.0,9,  -999.00,9,   1.7864
