EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
  18HU20090517, AR07W,   122,  1, 351838,     13,2,20090524,1218, 56.9562, -52.2357, 3529,      5.0,   3.4725,  34.8073,2,-999.0000,9,    375.9,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.4722
  18HU20090517, AR07W,   123,  1, 351839,      1,2,20090524,1435, 56.9555, -52.2347, 3529,   3552.4,   1.6767,  34.8960,2,  34.8991,2,    391.5,3,    297.5,2,     9.68,6,    14.26,6,     0.84,6,    4.302,2,    3.135,4,    0.406,2,    5.227,2,   2161.4,2,   2306.5,2,   1.3994
  18HU20090517, AR07W,   123,  1, 351840,      2,2,20090524,1435, 56.9555, -52.2347, 3529,   3492.2,   1.8137,  34.8973,2,  34.9001,2,    387.5,3,    294.7,2,    10.11,6,    14.31,6,     0.85,6,    4.196,2,    2.604,4,    0.360,2,    5.211,2,   2163.0,2,   2297.0,2,   1.5392
  18HU20090517, AR07W,   123,  1, 351841,      3,2,20090524,1435, 56.9555, -52.2347, 3529,   3397.2,   2.0135,  34.8970,2,  34.9003,2,    383.1,3,    314.6,4,    10.59,6,    14.54,6,     0.88,6,    3.879,2,    1.849,4,    0.203,2,    4.742,2,   2161.3,2,   2299.6,2,   1.7440
  18HU20090517, AR07W,   123,  1, 351842,      4,2,20090524,1435, 56.9555, -52.2347, 3529,   3289.4,   2.2263,  34.8977,2,  34.9001,2,    375.6,3,    289.2,2,    12.72,6,    15.35,6,     0.90,6,    3.328,2,    1.891,4,    0.170,2,    4.205,2,   2161.0,2,   2300.2,2,   1.9629
  18HU20090517, AR07W,   123,  1, 351843,      5,2,20090524,1435, 56.9555, -52.2347, 3529,   3169.2,   2.4272,  34.9039,2,  34.9062,2,    370.3,3,    283.5,2,    13.20,6,    15.73,6,     0.92,6,    3.083,2,    1.681,4,    0.085,4,    3.856,2,   2159.9,2,   2305.1,2,   2.1716
  18HU20090517, AR07W,   123,  1, 351844,      6,2,20090524,1435, 56.9555, -52.2347, 3529,   2960.6,   2.7047,  34.9153,2,  34.9174,6,    363.3,3,    279.2,2,    13.17,6,    16.14,6,     0.97,6,    2.861,2,    1.742,4,    0.138,2,    3.523,2,   2159.5,2,   2304.3,2,   2.4644
  18HU20090517, AR07W,   123,  1, 351845,      7,2,20090524,1435, 56.9555, -52.2347, 3529,   2834.8,   2.8121,  34.9172,2,  34.9197,2,    360.5,3,    278.0,2,    12.86,6,    16.26,6,     0.95,6,    2.804,2,    1.189,4,    0.116,2,    3.461,2,   2159.2,2,   2304.4,2,   2.5824
  18HU20090517, AR07W,   123,  1, 351846,      8,2,20090524,1435, 56.9555, -52.2347, 3529,   2680.0,   2.9159,  34.9134,2,  34.9168,2,    358.2,3,    278.5,2,    12.48,6,    16.25,6,     0.95,6,    2.871,2,    1.631,4,    0.189,2,    3.524,2,   2157.7,2,   2302.7,2,   2.6998
  18HU20090517, AR07W,   123,  1, 351847,      9,2,20090524,1435, 56.9555, -52.2347, 3529,   2466.2,   3.0449,  34.9102,2,  34.9140,2,    355.6,3,    278.8,2,    11.81,6,    16.44,6,     0.97,6,    3.051,2,    1.465,4,    0.209,2,    3.696,2,   2157.6,2,   2302.1,2,   2.8475
  18HU20090517, AR07W,   123,  1, 351848,     10,2,20090524,1435, 56.9555, -52.2347, 3529,   2243.2,   3.1724,  34.9042,2,  34.9071,2,    352.2,3,    277.7,2,    11.61,6,    16.71,6,     1.04,3,    3.123,2,    1.382,4, -999.000,9,    3.746,2,   2159.0,2,   2301.5,2,   2.9945
  18HU20090517, AR07W,   123,  1, 351849,     11,2,20090524,1435, 56.9555, -52.2347, 3529,   1916.6,   3.3813,  34.9025,2,  34.9052,6,    347.5,3,    276.6,2,    11.23,6,    17.01,6,     0.99,6,    3.404,2,    1.651,4,    0.211,2,    4.029,2,   2159.4,2,   2302.6,2,   3.2309
  18HU20090517, AR07W,   123,  1, 351850,     12,2,20090524,1435, 56.9555, -52.2347, 3529,   1742.5,   3.5095,  34.9039,2,  34.9065,2,    344.3,3,    275.7,2,    11.11,6,    17.05,6,     0.99,6,    3.628,2,    2.232,4,    0.207,2,    4.204,2,   2159.4,2,   2301.5,2,   3.3733
  18HU20090517, AR07W,   123,  1, 351851,     13,2,20090524,1435, 56.9555, -52.2347, 3529,   1528.3,   3.5838,  34.8909,2,  34.8935,2,    345.6,3,    280.2,2,    10.59,6,    16.85,6,     1.00,6,    4.083,2,    3.003,4,    0.342,2,    4.671,2,   2159.7,2,   2298.5,2,   3.4660
  18HU20090517, AR07W,   123,  1, 351852,     14,2,20090524,1435, 56.9555, -52.2347, 3529,   1290.1,   3.5054,  34.8642,2,  34.8670,2,    352.8,3,    288.0,2,     9.20,6,    16.28,6,     1.06,3,    4.637,2,    3.703,4,    0.377,2,    5.654,2,   2157.3,2,   2294.7,2,   3.4091
  18HU20090517, AR07W,   123,  1, 351853,     15,2,20090524,1435, 56.9555, -52.2347, 3529,   1067.9,   3.4343,  34.8437,2,  34.8469,2,    357.2,3,    294.3,2,     8.58,6,    15.80,6,     0.93,6,    4.999,2,    5.622,4,    0.409,2,    6.280,2,   2158.8,2,   2297.5,2,   3.3570
  18HU20090517, AR07W,   123,  1, 351854,     16,2,20090524,1435, 56.9555, -52.2347, 3529,    870.2,   3.3552,  34.8298,2,  34.8329,2,    359.6,3,    298.6,6,     8.31,6,    15.60,6,     0.91,6,    5.138,2,    4.583,4,    0.371,2,    6.659,2,   2157.8,2,   2299.0,2,   3.2941
  18HU20090517, AR07W,   123,  1, 351855,     17,2,20090524,1435, 56.9555, -52.2347, 3529,    682.5,   3.3426,  34.8263,2,  34.8294,2,    358.8,3,    299.0,2,     8.39,6,    15.55,6,     0.92,6,    5.019,2,    3.804,4,    0.432,2,    6.452,2,   2157.6,2,   2299.1,2,   3.2957
  18HU20090517, AR07W,   123,  1, 351856,     18,2,20090524,1435, 56.9555, -52.2347, 3529,    511.0,   3.3883,  34.8302,2,  34.8327,2,    359.0,3,    301.3,2,     8.17,6,    15.42,6,     0.91,6,    5.119,2,    4.628,4,    0.483,2,    6.691,2,   2157.5,2,   2293.2,2,   3.3537
  18HU20090517, AR07W,   123,  1, 351857,     19,2,20090524,1435, 56.9555, -52.2347, 3529,    360.8,   3.3442,  34.8199,2,  34.8221,2,    357.7,3,    304.0,2,     8.20,6,    15.57,6,     0.92,6,    5.111,2,    5.373,4,    0.470,2,    6.750,2,   2158.1,2,   2295.6,2,   3.3203
  18HU20090517, AR07W,   123,  1, 351858,     20,2,20090524,1435, 56.9555, -52.2347, 3529,    241.3,   3.2964,  34.8096,2,  34.8113,2,    364.4,3,    307.5,2,     8.04,6,    15.26,6,     0.91,6,    5.305,2,    4.868,4,    0.392,2,    7.247,2,   2154.7,2,   2294.2,2,   3.2808
  18HU20090517, AR07W,   123,  1, 351859,     21,2,20090524,1435, 56.9555, -52.2347, 3529,    139.7,   3.3634,  34.8128,2,-999.0000,9,    364.2,3,    308.4,2,     7.96,6,    15.04,6,     0.90,6,    5.207,2,    4.294,4,    0.491,2,    6.996,2,   2154.9,2,   2294.9,2,   3.3544
  18HU20090517, AR07W,   123,  1, 351860,     22,2,20090524,1435, 56.9555, -52.2347, 3529,     48.5,   3.4803,  34.8084,2,-999.0000,9,    372.5,3,    315.5,2,     7.50,6,    13.78,6,     0.86,6,    5.317,2,    4.654,4,    0.473,2,    7.393,2,   2148.7,2,   2296.4,2,   3.4772
  18HU20090517, AR07W,   123,  1, 351861,     23,2,20090524,1435, 56.9555, -52.2347, 3529,     10.7,   3.4805,  34.8083,2,  34.8103,2,    373.4,3,    318.7,2,     8.00,6,    14.91,3,     0.96,3, -999.000,9,    5.848,4,    0.491,2,    7.406,2,   2148.9,2,   2300.3,2,   3.4798
  18HU20090517, AR07W,   123,  1, 351862,     24,2,20090524,1435, 56.9555, -52.2347, 3529,      2.2,   3.4801,  34.8082,2,-999.0000,9,    373.7,3,   -999.0,9,     7.43,6,    13.73,6,     0.86,6,    5.386,2,    5.638,4,    0.424,2,    7.602,2,   -999.0,9,   -999.0,9,   3.4800
  18HU20090517, AR07W,   135,  1, 351863,      1,2,20090524,2122, 56.5420, -52.6767, 3510,   3539.1,   1.8222,  34.8984,2,  34.9008,2,    389.6,3,    291.7,2,    10.42,6,    14.23,6,     0.88,6,    3.917,2,    1.272,4,    0.321,2,    3.198,2,   2160.3,2,   2306.1,2,   1.5426
  18HU20090517, AR07W,   135,  1, 351864,      2,2,20090524,2122, 56.5420, -52.6767, 3510,   3459.0,   1.8922,  34.8987,2,  34.9011,2,    386.9,3,    292.1,2,    10.38,6,    14.31,6,     0.88,6,    3.956,2,    1.930,4,    0.297,2,    3.259,2,   2159.9,2,   2304.1,2,   1.6192
  18HU20090517, AR07W,   135,  1, 351865,      3,2,20090524,2122, 56.5420, -52.6767, 3510,   3380.3,   2.0439,  34.8979,2,  34.9007,2,    382.9,3,    289.7,2,    10.67,6,    14.61,6,     0.89,6,    3.804,2,    2.699,4,    0.290,2,    3.158,2,   2156.5,2,   2309.6,2,   1.7754
  18HU20090517, AR07W,   135,  1, 351866,      4,2,20090524,2122, 56.5420, -52.6767, 3510,   3282.0,   2.2468,  34.8996,2,  34.9019,2,    376.7,3,    285.5,2,    12.06,6,    15.11,6,     0.93,6,    3.384,2,    2.558,4,    0.252,2,    2.942,2,   2158.5,2,   2304.7,2,   1.9837
  18HU20090517, AR07W,   135,  1, 351867,      5,2,20090524,2122, 56.5420, -52.6767, 3510,   3155.3,   2.4851,  34.9061,2,  34.9088,2,    368.4,3,    279.5,2,    13.87,6,    15.75,6,     0.96,6,    2.786,2,    0.753,4,    0.196,2,    2.390,2,   2161.9,2,   2309.3,2,   2.2296
  18HU20090517, AR07W,   135,  1, 351868,      6,2,20090524,2122, 56.5420, -52.6767, 3510,   3028.5,   2.6385,  34.9135,2,  34.9155,6,    364.7,3,    277.8,2,    13.54,6,    15.78,6,     0.98,6,    2.759,2,    1.311,4,    0.166,2,    2.376,2,   2160.3,2,   2304.2,2,   2.3927
  18HU20090517, AR07W,   135,  1, 351869,      7,2,20090524,2122, 56.5420, -52.6767, 3510,   2860.8,   2.8016,  34.9164,2,  34.9194,2,    361.0,3,    276.9,6,    12.92,6,    15.87,6,     0.99,6,    2.810,2,    2.430,4,    0.168,2,    2.393,2,   2161.2,2,   2306.9,2,   2.5695
  18HU20090517, AR07W,   135,  1, 351870,      8,2,20090524,2122, 56.5420, -52.6767, 3510,   2621.4,   2.9616,  34.9121,2,-999.0000,9,    358.0,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   2.7505
  18HU20090517, AR07W,   135,  1, 351871,      9,2,20090524,2122, 56.5420, -52.6767, 3510,   2372.7,   3.1098,  34.9071,2,  34.9098,2,    353.9,3,    276.8,2,    12.18,6,    16.48,6,     1.02,6,    2.926,2,    1.049,4,    0.173,2,    2.442,2,   2158.9,2,   2303.2,2,   2.9204
  18HU20090517, AR07W,   135,  1, 351872,     10,2,20090524,2122, 56.5420, -52.6767, 3510,   2100.2,   3.2627,  34.9020,2,  34.9037,2,    351.0,3,    276.8,2,    11.41,6,    16.56,6,     1.02,6,    3.234,2,    1.907,4,    0.206,2,    2.699,2,   2159.3,2,   2308.9,2,   3.0969
  18HU20090517, AR07W,   135,  1, 351873,     11,2,20090524,2122, 56.5420, -52.6767, 3510,   1919.7,   3.3824,  34.9027,2,  34.9054,2,    347.6,3,    275.4,2,    11.16,6,    16.66,6,     1.04,6,    3.352,2,    2.643,4,    0.262,2,    2.776,2,   2160.3,2,   -999.0,9,   3.2317
  18HU20090517, AR07W,   135,  1, 351874,     12,2,20090524,2122, 56.5420, -52.6767, 3510,   1733.8,   3.5041,  34.9037,2,  34.9058,2,    344.5,3,    274.1,2,    10.92,6,    16.65,6,     1.04,6,    3.507,2,    2.441,4,    0.240,2,    2.829,2,   2159.3,2,   2303.5,2,   3.3688
  18HU20090517, AR07W,   135,  1, 351875,     13,2,20090524,2122, 56.5420, -52.6767, 3510,   1503.5,   3.5865,  34.8928,2,  34.8942,2,    345.0,3,    277.4,2,    10.24,6,    16.49,6,     1.03,6,    3.948,2,    2.868,4,    0.280,2,    3.184,2,   2160.2,2,   2303.3,2,   3.4708
  18HU20090517, AR07W,   135,  1, 351876,     14,2,20090524,2122, 56.5420, -52.6767, 3510,   1282.0,   3.4908,  34.8636,2,  34.8647,2,    354.0,3,    288.4,2,     9.18,6,    16.04,6,     1.00,6,    4.450,2,    2.803,4,    0.361,2,    3.403,2,   2157.5,2,   2299.8,2,   3.3953
  18HU20090517, AR07W,   135,  1, 351877,     15,2,20090524,2122, 56.5420, -52.6767, 3510,   1073.4,   3.5063,  34.8583,2,  34.8611,2,    353.6,3,    289.7,2,     8.82,6,    15.78,6,     1.01,6,    4.561,2,    3.244,4,    0.395,2,    3.576,2,   2154.9,2,   2301.8,2,   3.4279
  18HU20090517, AR07W,   135,  1, 351878,     16,2,20090524,2122, 56.5420, -52.6767, 3510,    921.8,   3.5252,  34.8557,2,  34.8586,2,    352.6,3,    289.8,2,     8.70,6,    15.62,6,     1.00,6,    4.585,2,    3.102,4,    0.376,2,    3.616,2,   2154.3,2,   2303.0,2,   3.4588
  18HU20090517, AR07W,   135,  1, 351879,     17,2,20090524,2122, 56.5420, -52.6767, 3510,    660.7,   3.3521,  34.8246,2,  34.8271,2,    359.6,3,    299.2,2,     8.11,6,    15.24,6,     0.97,6,    4.894,2,    3.574,4,    0.425,2,    4.077,2,   2152.9,2,   2300.6,2,   3.3068
  18HU20090517, AR07W,   135,  1, 351880,     18,2,20090524,2122, 56.5420, -52.6767, 3510,    512.2,   3.3683,  34.8252,2,  34.8277,2,    359.0,3,    299.1,2,     8.00,6,    15.24,6,     0.98,6,    5.049,2,    4.364,4,    0.531,2,    3.783,2,   2153.4,2,   2302.2,2,   3.3337
  18HU20090517, AR07W,   135,  1, 351881,     19,2,20090524,2122, 56.5420, -52.6767, 3510,    360.0,   3.3953,  34.8258,2,  34.8350,2,    358.1,3,    299.0,2,     8.05,6,    15.11,6,     0.99,6,    4.793,2,    3.336,4,    0.432,2,    4.031,2,   2151.6,2,   2298.4,2,   3.3713
  18HU20090517, AR07W,   135,  1, 351882,     20,2,20090524,2122, 56.5420, -52.6767, 3510,    238.9,   3.4945,  34.8298,2,  34.8320,2,    360.6,3,    302.8,2,     8.02,6,    14.91,6,     0.97,6,    4.856,2,    3.287,4,    0.431,2,    4.136,2,   2154.6,2,   2296.4,2,   3.4786
  18HU20090517, AR07W,   135,  1, 351883,     21,2,20090524,2122, 56.5420, -52.6767, 3510,    140.1,   3.5212,  34.8244,2,-999.0000,9,    368.6,3,    311.5,2,     7.59,6,    14.24,6,     0.93,6,    4.996,2,    3.328,4,    0.462,2,    4.319,2,   2150.7,2,   2302.1,2,   3.5120
  18HU20090517, AR07W,   135,  1, 351884,     22,2,20090524,2122, 56.5420, -52.6767, 3510,     51.7,   3.3650,  34.7750,2,  34.7773,2,    372.8,3,    317.1,2,     7.76,6,    13.63,6,     0.91,6,    5.064,2,    3.598,4,    0.464,2,    4.491,2,   2149.8,2,   2294.7,2,   3.3617
  18HU20090517, AR07W,   135,  1, 351885,     23,2,20090524,2122, 56.5420, -52.6767, 3510,     11.1,   3.3618,  34.7746,2,-999.0000,9,    373.3,3,    316.6,2,     8.20,6,    13.68,6,     0.91,6,    5.078,2,    3.462,4,    0.455,2,    4.531,2,   2149.9,2,   2292.7,2,   3.3611
  18HU20090517, AR07W,   135,  1, 351886,     24,2,20090524,2122, 56.5420, -52.6767, 3510,      3.9,   3.3613,  34.7741,2,-999.0000,9,    375.0,3,   -999.0,9,     7.77,6,    13.69,6,     0.91,6,    5.066,2,    3.344,4,    0.464,2,    4.496,2,   -999.0,9,   -999.0,9,   3.3611
  18HU20090517, AR07W,   146,  1, 351887,      1,2,20090525,0411, 56.1102, -53.1010, 3347,   3376.8,   1.7444,  34.8974,2,  34.9012,2,    388.4,3,    292.0,2,    10.33,6,    13.95,6,     0.92,6,    4.138,2,    1.260,4,    0.224,2,    4.396,2,   2162.5,2,   2297.5,2,   1.4835
  18HU20090517, AR07W,   146,  1, 351888,      2,2,20090525,0411, 56.1102, -53.1010, 3347,   3302.3,   1.8556,  34.8982,2,  34.9016,2,    385.5,3,    292.4,2,    10.16,6,    14.03,6,     0.92,6,    4.086,2,    1.808,4,    0.144,2,    4.380,2,   2156.7,2,   2304.7,2,   1.5997
  18HU20090517, AR07W,   146,  1, 351889,      3,2,20090525,0411, 56.1102, -53.1010, 3347,   3220.4,   2.0481,  34.8987,2,  34.9018,2,    380.9,3,    287.3,6,    10.64,6,    14.27,6,     0.94,6,    3.849,2,    1.751,4,    0.113,2,    4.167,2,   2155.6,2,   2296.3,2,   1.7960
  18HU20090517, AR07W,   146,  1, 351890,      4,2,20090525,0411, 56.1102, -53.1010, 3347,   3119.2,   2.3005,  34.9009,2,  34.9046,2,    373.2,3,   -999.0,9,    12.55,6,    15.07,6,     0.98,6,    3.353,2,    2.301,4,    0.124,2,    3.769,2,   2158.2,2,   2303.6,2,   2.0529
  18HU20090517, AR07W,   146,  1, 351891,      5,2,20090525,0411, 56.1102, -53.1010, 3347,   2999.7,   2.4492,  34.9057,2,  34.9085,2,    367.6,3,    280.6,2,    13.41,6,    15.41,6,     1.01,6,    2.971,2,    1.234,4,    0.070,4,    3.278,2,   2158.0,2,   2302.8,2,   2.2105
  18HU20090517, AR07W,   146,  1, 351892,      6,2,20090525,0411, 56.1102, -53.1010, 3347,   2860.0,   2.6336,  34.9130,2,  34.9158,6,    363.3,3,    278.9,2,    12.99,6,    15.65,6,     1.02,6,    2.936,2,    1.353,4,    0.024,4,    3.216,2,   2160.7,2,   2299.9,2,   2.4051
  18HU20090517, AR07W,   146,  1, 351893,      7,2,20090525,0411, 56.1102, -53.1010, 3347,   2701.5,   2.7865,  34.9149,2,  34.9178,2,    360.7,3,    278.6,2,    12.09,6,    15.55,6,     1.03,6,    3.083,2,    1.470,4,    0.066,4,    3.294,2,   -999.0,9,   2302.7,2,   2.5707
  18HU20090517, AR07W,   146,  1, 351894,      8,2,20090525,0411, 56.1102, -53.1010, 3347,   2521.4,   2.9244,  34.9131,2,  34.9157,6,    357.9,3,    278.7,2,    11.63,6,    15.65,6,     1.03,6,    3.118,2,    2.277,4,    0.089,4,    3.305,2,   -999.0,9,   2305.8,2,   2.7238
  18HU20090517, AR07W,   146,  1, 351895,      9,2,20090525,0411, 56.1102, -53.1010, 3347,   2322.8,   3.0740,  34.9091,2,  34.9123,2,    354.3,3,    277.9,2,    11.61,6,    15.94,6,     1.05,6,    3.073,2,    0.945,4,    0.044,4,    3.268,2,   -999.0,9,   2304.8,2,   2.8901
  18HU20090517, AR07W,   146,  1, 351896,     10,2,20090525,0411, 56.1102, -53.1010, 3347,   2101.4,   3.2062,  34.9054,2,  34.9080,2,    351.3,3,    277.3,2,    11.26,6,    16.00,6,     1.05,6,    3.251,2,    1.377,4,    0.020,4,    3.428,2,   -999.0,9,   2304.9,2,   3.0412
  18HU20090517, AR07W,   146,  1, 351897,     11,2,20090525,0411, 56.1102, -53.1010, 3347,   1880.9,   3.3285,  34.9019,2,  34.9050,2,    347.7,3,    276.1,2,    11.17,6,    16.63,6,     1.09,6,    3.344,2,    1.298,4,    0.072,4,    3.514,2,   -999.0,9,   2302.2,2,   3.1822
  18HU20090517, AR07W,   146,  1, 351898,     12,2,20090525,0411, 56.1102, -53.1010, 3347,   1641.3,   3.4797,  34.9019,2,  34.9043,2,    344.1,3,    275.3,6,    10.86,6,    16.55,6,     1.08,6,    3.568,2,    2.573,4,    0.071,4,    3.667,2,   -999.0,9,   2304.5,2,   3.3531
  18HU20090517, AR07W,   146,  1, 351899,     13,2,20090525,0411, 56.1102, -53.1010, 3347,   1398.9,   3.5929,  34.8956,2,  34.8978,2,    342.3,3,    275.6,2,    10.27,6,    16.45,6,     1.08,6,    3.914,2,    3.091,4,    0.075,4,    3.947,2,   -999.0,9,   2299.1,2,   3.4863
  18HU20090517, AR07W,   146,  1, 351900,     14,2,20090525,0411, 56.1102, -53.1010, 3347,   1179.6,   3.5351,  34.8694,2,  34.8718,2,    349.7,3,    285.5,2,     9.25,6,    16.07,6,     1.04,6,    4.495,2,    3.336,4,    0.150,2,    4.659,2,   -999.0,9,   2295.7,2,   3.4477
  18HU20090517, AR07W,   146,  1, 351901,     15,2,20090525,0411, 56.1102, -53.1010, 3347,    959.5,   3.5345,  34.8604,2,  34.8630,2,    351.1,3,    287.9,2,     8.92,6,    15.74,6,     1.06,6,    4.575,2,    1.812,4,    0.184,2,    4.857,2,   -999.0,9,   2295.0,2,   3.4651
  18HU20090517, AR07W,   146,  1, 351902,     16,2,20090525,0411, 56.1102, -53.1010, 3347,    760.2,   3.6139,  34.8669,2,  34.8689,2,    347.3,3,    285.5,2,     9.05,6,    15.84,6,     1.03,6,    4.632,2,    1.340,4,    0.148,2,    4.833,2,   -999.0,9,   2298.7,2,   3.5596
  18HU20090517, AR07W,   146,  1, 351903,     17,2,20090525,0411, 56.1102, -53.1010, 3347,    580.8,   3.5462,  34.8504,2,  34.8522,2,    349.5,3,    288.8,2,     8.63,6,    15.60,6,     1.03,6,    4.770,2,    3.012,4,    0.134,2,    5.194,2,   -999.0,9,   2303.0,2,   3.5058
  18HU20090517, AR07W,   146,  1, 351904,     18,2,20090525,0411, 56.1102, -53.1010, 3347,    430.0,   3.4641,  34.8324,2,  34.8343,2,    352.9,3,    293.5,2,     8.39,6,    15.53,6,     1.01,6,    4.859,2,    3.415,4,    0.221,2,    5.429,2,   -999.0,9,   2305.3,2,   3.4350
  18HU20090517, AR07W,   146,  1, 351905,     19,2,20090525,0411, 56.1102, -53.1010, 3347,    309.5,   3.5875,  34.8411,2,-999.0000,9,    348.6,3,    290.0,2,     8.41,6,    15.74,6,     1.04,6,    4.734,2,    2.590,4,    0.195,2,    5.156,2,   -999.0,9,   2299.2,2,   3.5665
  18HU20090517, AR07W,   146,  1, 351906,     20,2,20090525,0411, 56.1102, -53.1010, 3347,    200.7,   3.4538,  34.8177,2,-999.0000,9,    353.7,3,    295.7,2,     8.11,6,    15.28,6,     1.00,6,    4.881,2,    3.313,4,    0.190,2,    5.514,2,   -999.0,9,   2302.4,2,   3.4406
  18HU20090517, AR07W,   146,  1, 351907,     21,2,20090525,0411, 56.1102, -53.1010, 3347,    119.5,   3.3667,  34.7917,2,-999.0000,9,    368.6,3,    312.3,2,     7.77,6,    14.28,6,     0.95,6,    5.212,2,    3.608,4,    0.263,2,    6.264,2,   -999.0,9,   2299.6,2,   3.3590
  18HU20090517, AR07W,   146,  1, 351908,     22,2,20090525,0411, 56.1102, -53.1010, 3347,     50.5,   3.3616,  34.7916,2,-999.0000,9,    369.5,3,    312.4,2,     8.04,6,    14.28,6,     0.95,6,    5.200,2,    3.685,4,    0.279,2,    6.348,2,   -999.0,9,   2299.1,2,   3.3584
  18HU20090517, AR07W,   146,  1, 351909,     23,2,20090525,0411, 56.1102, -53.1010, 3347,     10.9,   3.3559,  34.7917,2,  34.7936,2,    369.3,3,    312.6,2,     7.88,6,    14.08,6,     0.95,6,    5.133,2,    3.491,4,    0.257,2,    6.255,2,   -999.0,9,   2301.1,2,   3.3552
  18HU20090517, AR07W,   146,  1, 351910,     24,2,20090525,0411, 56.1102, -53.1010, 3347,      2.3,   3.3582,  34.7912,2,-999.0000,9,    369.9,3,   -999.0,9,     7.97,6,    14.14,6,     0.97,6,    5.185,2,    3.044,4,    0.289,2,    6.294,2,   -999.0,9,   2299.2,2,   3.3581
  18HU20090517, AR07W,   154,  1, 351911,      1,2,20090525,0933, 55.8445, -53.3950, 3054,   3157.2,   1.7961,  34.8979,2,  34.8998,2,    384.6,3,    305.2,2,    10.32,6,    14.42,6,     0.97,6,    3.868,2,    0.966,4,    0.296,2,    3.140,2,   2157.1,2,   2311.6,2,   1.5562
  18HU20090517, AR07W,   154,  1, 351912,      2,2,20090525,0933, 55.8445, -53.3950, 3054,   3100.5,   1.8190,  34.8983,2,  34.8993,6,    382.6,3,    298.4,2,    10.41,6,    14.41,6,     0.98,6,    3.838,2,    0.761,4,    0.296,2,    3.006,2,   2160.8,2,   2312.8,2,   1.5842
  18HU20090517, AR07W,   154,  1, 351913,      3,2,20090525,0933, 55.8445, -53.3950, 3054,   3020.9,   1.9378,  34.8988,2,  34.9012,2,    379.5,3,    296.1,2,    10.47,6,    14.67,6,     0.99,6,    3.754,2,    0.084,4,    0.300,2,    2.962,2,   2160.5,2,   2306.9,2,   1.7082
  18HU20090517, AR07W,   154,  1, 351914,      4,2,20090525,0933, 55.8445, -53.3950, 3054,   2920.9,   2.1969,  34.9016,2,  34.9035,2,    373.6,3,    290.4,2,    11.35,6,    15.06,6,     1.01,6,    3.414,2,    0.190,4,    0.258,2,    2.767,2,   2158.9,2,   2305.2,2,   1.9715
  18HU20090517, AR07W,   154,  1, 351915,      5,2,20090525,0933, 55.8445, -53.3950, 3054,   2809.6,   2.4572,  34.9077,2,  34.9094,2,    367.2,3,    285.3,6,    12.14,6,    15.57,6,     1.04,6,    3.086,2,    0.313,4,    0.244,2,    2.531,2,   2159.8,2,   2308.5,2,   2.2374
  18HU20090517, AR07W,   154,  1, 351916,      6,2,20090525,0933, 55.8445, -53.3950, 3054,   2691.8,   2.6587,  34.9139,2,  34.9156,6,    362.4,3,    284.0,2,    12.21,6,    15.99,6,     1.06,6,    2.924,2,    0.194,4,    0.231,2,    2.443,2,   2158.5,2,   2307.4,2,   2.4464
  18HU20090517, AR07W,   154,  1, 351917,      7,2,20090525,0933, 55.8445, -53.3950, 3054,   2560.5,   2.7807,  34.9150,2,  34.9174,6,    360.1,3,    286.8,2,    11.77,6,    15.99,6,     1.05,6,    2.968,2, -999.000,9,    0.204,2,    2.368,2,   2159.6,2,   2308.4,2,   2.5790
  18HU20090517, AR07W,   154,  1, 351918,      8,2,20090525,0933, 55.8445, -53.3950, 3054,   2411.0,   2.9171,  34.9143,2,  34.9164,2,    357.2,3,    281.6,2,    11.38,6,    16.12,6,     1.06,6,    3.032,2, -999.000,9,    0.200,2,    2.401,2,   2157.6,2,   2307.9,2,   2.7274
  18HU20090517, AR07W,   154,  1, 351919,      9,2,20090525,0933, 55.8445, -53.3950, 3054,   2231.6,   3.0571,  34.9122,2,  34.9144,2,    354.0,3,    281.4,2,    11.19,6,    16.17,6,     1.05,6,    3.101,2,    0.317,4,    0.245,2,    2.441,2,   2158.6,2,   2312.9,2,   2.8822
