EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
  18HU20090517, AR07W,    55,  1, 351633,      4,2,20090522,0126, 59.9838, -48.9000, 2860,   2760.6,   2.3436,  34.9023,2,  34.9045,2,    368.9,3,    286.4,2,    11.65,6,    15.05,6,     0.99,6,    3.292,2,    1.589,4,    0.327,2,    3.286,2,   2161.0,2,   2304.4,2,   2.1309
  18HU20090517, AR07W,    55,  1, 351634,      5,2,20090522,0126, 59.9838, -48.9000, 2860,   2503.8,   2.6007,  34.9075,2,  34.9098,2,    363.6,3,    284.7,2,    10.83,6,    15.20,6,     0.96,6,    3.399,2,    0.687,4,    0.294,2,    3.413,2,   2158.9,2,   2298.6,2,   2.4078
  18HU20090517, AR07W,    55,  1, 351635,      6,2,20090522,0126, 59.9838, -48.9000, 2860,   2498.9,   2.6017,  34.9066,2,  34.9090,6,    365.2,3,    286.3,2,    10.59,6,    15.15,6,     0.95,6,    3.443,2,    0.778,4,    0.228,2,    3.471,2,   2156.2,2,   2300.7,2,   2.4093
  18HU20090517, AR07W,    55,  1, 351636,      7,2,20090522,0126, 59.9838, -48.9000, 2860,   2335.8,   2.6302,  34.9072,2,  34.9098,2,    361.5,3,    284.7,2,    10.73,6,    15.41,6,     0.97,6,    3.348,2,    0.492,4,    0.173,2,    3.267,2,   2156.9,2,   2299.3,2,   2.4527
  18HU20090517, AR07W,    55,  1, 351637,      8,2,20090522,0126, 59.9838, -48.9000, 2860,   2161.0,   2.6814,  34.9084,2,  34.9100,2,    358.6,3,    284.3,2,    10.66,6,    15.41,6,     0.97,6,    3.397,2,    1.443,4,    0.227,2,    3.334,2,   2158.1,2,   2301.7,2,   2.5192
  18HU20090517, AR07W,    55,  1, 351638,      9,2,20090522,0126, 59.9838, -48.9000, 2860,   1986.2,   2.7727,  34.9097,2,  34.9122,2,    355.5,3,    283.6,2,    10.65,6,    15.42,6,     0.97,6,    3.391,2,    0.930,4,    0.311,2,    3.388,2,   2158.3,2,   2300.1,2,   2.6249
  18HU20090517, AR07W,    55,  1, 351639,     10,2,20090522,0126, 59.9838, -48.9000, 2860,   1782.5,   3.1099,  34.9124,2,  34.9144,2,    349.4,3,    279.7,2,    10.65,6,    16.10,6,     1.03,6,    3.309,2,    0.663,4,    0.182,2,    3.205,2,   2158.2,2,   2300.0,2,   2.9754
  18HU20090517, AR07W,    55,  1, 351640,     11,2,20090522,0126, 59.9838, -48.9000, 2860,   1587.0,   3.3029,  34.9103,2,  34.9132,2,    345.8,3,    278.4,6,    10.41,6,    16.28,6,     1.03,6,    3.331,2,    1.471,4,    0.255,2,    3.186,2,   2158.6,2,   2300.2,2,   3.1832
  18HU20090517, AR07W,    55,  1, 351641,     12,2,20090522,0126, 59.9838, -48.9000, 2860,   1378.8,   3.5103,  34.9144,2,  34.9169,2,    341.7,3,    276.3,2,    10.11,6,    16.59,6,     1.04,6,    3.542,2,    1.663,4,    0.238,2,    3.327,2,   2158.5,2,   2298.1,2,   3.4063
  18HU20090517, AR07W,    55,  1, 351642,     13,2,20090522,0126, 59.9838, -48.9000, 2860,   1184.1,   3.6889,  34.9116,2,  34.9134,2,    342.1,3,    278.8,2,     9.46,6,    16.22,6,     1.01,6,    3.946,2,    2.155,4,    0.257,2,    3.708,2,   2161.2,2,   2301.2,2,   3.5997
  18HU20090517, AR07W,    55,  1, 351643,     14,2,20090522,0126, 59.9838, -48.9000, 2860,    977.0,   3.6435,  34.8836,2,  34.8862,2,    347.7,3,    286.0,2,     8.83,6,    16.19,6,     1.03,6,    4.264,2,    0.680,4,    0.355,2,    4.044,2,   2159.5,2,   2297.0,2,   3.5718
  18HU20090517, AR07W,    55,  1, 351644,     15,2,20090522,0126, 59.9838, -48.9000, 2860,    798.6,   3.7265,  34.8805,2,  34.8817,2,    347.7,3,    288.2,2,     8.49,6,    16.00,6,     1.00,6,    4.333,2,    2.616,4,    0.335,2,    4.232,2,   2159.3,2,   2296.9,2,   3.6685
  18HU20090517, AR07W,    55,  1, 351645,     16,2,20090522,0126, 59.9838, -48.9000, 2860,    653.3,   4.0374,  34.9132,2,  34.9157,2,    353.3,3,    294.4,2,     7.96,6,    15.65,6,     0.98,6,    4.384,2,    3.119,4,    0.364,2,    4.453,2,   2156.6,2,   2297.8,2,   3.9890
  18HU20090517, AR07W,    55,  1, 351646,     17,2,20090522,0126, 59.9838, -48.9000, 2860,    498.6,   4.3595,  34.9528,2,  34.9547,2,    352.1,3,    295.6,2,     7.73,6,    15.46,6,     0.97,6,    4.452,2,    2.393,4,    0.314,2,    4.557,2,   2153.2,2,   2298.8,2,   4.3219
  18HU20090517, AR07W,    55,  1, 351647,     18,2,20090522,0126, 59.9838, -48.9000, 2860,    382.2,   4.4385,  34.9594,2,  34.9606,2,    352.7,3,    296.5,2,     7.61,6,    15.46,6,     0.96,6,    4.358,2,    2.350,4,    0.315,2,    4.527,2,   2152.0,2,   2298.4,2,   4.4098
  18HU20090517, AR07W,    55,  1, 351648,     19,2,20090522,0126, 59.9838, -48.9000, 2860,    268.3,   4.4500,  34.9512,2,  34.9518,2,    353.5,3,    297.9,2,     7.56,6,    15.30,6,     0.95,6,    4.455,2,    2.784,4,    0.382,2,    4.622,2,   2150.0,2,   2301.3,2,   4.4300
  18HU20090517, AR07W,    55,  1, 351649,     20,2,20090522,0126, 59.9838, -48.9000, 2860,    160.9,   4.1276,  34.8686,2,-999.0000,9,    350.7,3,    295.0,2,     7.34,6,    15.15,6,     0.95,6,    4.468,2,    3.137,4,    0.359,2,    4.598,2,   2150.7,2,   2297.7,2,   4.1162
  18HU20090517, AR07W,    55,  1, 351650,     21,2,20090522,0126, 59.9838, -48.9000, 2860,    100.6,   3.1752,  34.6449,2,-999.0000,9,    386.6,3,    331.9,2,     4.20,6,     9.32,6,     0.65,6,    5.539,2,    3.339,4,    0.473,2,    6.288,2,   2116.9,2,   2289.6,2,   3.1689
  18HU20090517, AR07W,    55,  1, 351651,     22,2,20090522,0126, 59.9838, -48.9000, 2860,     50.7,   2.7999,  34.4615,2,-999.0000,9,    406.7,3,    351.6,2,     2.05,6,     6.42,6,     0.45,6,    5.186,2,    3.251,4,    0.402,2,    5.853,2,   2094.7,2,   2287.2,2,   2.7969
  18HU20090517, AR07W,    55,  1, 351652,     23,2,20090522,0126, 59.9838, -48.9000, 2860,     21.0,   2.1751,  34.2061,2,-999.0000,9,    420.3,3,    367.4,2,     0.62,6,     3.21,6,     0.29,6,    5.647,2,    3.532,4,    0.462,2,    6.509,2,   2068.5,2,   2275.0,2,   2.1740
  18HU20090517, AR07W,    55,  1, 351653,     24,2,20090522,0126, 59.9838, -48.9000, 2860,      1.7,   2.0348,  34.1319,2,-999.0000,9,    428.8,3,    372.7,2,     0.38,6,     1.90,6,     0.18,6,    5.496,2,    3.949,4,    0.454,2,    6.431,2,   2060.7,2,   2275.2,2,   2.0347
  18HU20090517, AR07W,    62,  1, 351654,      1,2,20090522,0845, 59.4815, -49.4668, 3420,   3437.8,   1.6254,  34.8949,2,  34.8984,2,    392.5,3,    295.6,2,     9.32,6,    14.04,6,     0.92,6,    4.112,2,    1.776,4,    0.311,2,    3.345,2,   2162.1,2,   2312.2,2,   1.3612
  18HU20090517, AR07W,    62,  1, 351655,      2,2,20090522,0845, 59.4815, -49.4668, 3420,   3382.4,   1.6766,  34.8949,2,  34.8977,2,    390.1,3,    296.7,2,     9.09,6,    14.18,6,     0.92,6,    3.993,2,    1.728,4,    0.331,2,    3.064,2,   2161.6,2,   2301.9,2,   1.4168
  18HU20090517, AR07W,    62,  1, 351656,      3,2,20090522,0845, 59.4815, -49.4668, 3420,   3301.5,   1.9068,  34.8974,2,  34.9004,2,    384.7,3,    292.8,2,     9.93,6,    14.51,6,     0.94,6,    3.838,2,    1.761,4,    0.318,2,    2.941,2,   2160.5,2,   2296.9,2,   1.6497
  18HU20090517, AR07W,    62,  1, 351657,      4,2,20090522,0845, 59.4815, -49.4668, 3420,   3202.2,   2.1518,  34.8960,2,  34.8984,2,    380.2,3,    290.4,2,    10.04,6,    14.64,6,     0.95,6,    3.695,2,    1.077,4,    0.306,2,    2.826,2,   2159.2,2,   2297.3,2,   1.8992
  18HU20090517, AR07W,    62,  1, 351658,      5,2,20090522,0845, 59.4815, -49.4668, 3420,   3081.7,   2.3641,  34.9037,2,  34.9049,2,    371.7,3,    282.2,2,    12.44,6,    15.36,6,     1.00,6,    3.186,2,    1.299,4,    0.244,2,    2.522,2,   2160.0,2,   2301.6,2,   2.1189
  18HU20090517, AR07W,    62,  1, 351659,      6,2,20090522,0845, 59.4815, -49.4668, 3420,   2950.6,   2.5340,  34.9085,2,  34.9107,6,    367.5,3,    282.5,2,    12.22,6,    15.53,6,     1.01,6,    3.062,2,    1.006,4,    0.240,2,    2.412,2,   2162.0,2,   2303.1,2,   2.2984
  18HU20090517, AR07W,    62,  1, 351660,      7,2,20090522,0845, 59.4815, -49.4668, 3420,   2952.0,   2.5328,  34.9085,2,  34.9110,2,    367.6,3,    281.7,2,    12.25,6,    15.67,6,     1.02,6,    3.046,2,    0.940,4,    0.240,2,    2.344,2,   2161.5,2,   2304.3,2,   2.2971
  18HU20090517, AR07W,    62,  1, 351661,      8,2,20090522,0845, 59.4815, -49.4668, 3420,   2792.5,   2.7155,  34.9118,2,  34.9150,2,    364.3,3,    282.6,2,    11.57,6,    15.51,6,     1.01,6,    3.112,2,    1.314,4,    0.196,2,    2.387,2,   2161.6,2,   2304.7,2,   2.4921
  18HU20090517, AR07W,    62,  1, 351662,      9,2,20090522,0845, 59.4815, -49.4668, 3420,   2609.3,   2.8798,  34.9146,2,  34.9174,6,    359.1,3,    278.8,2,    11.72,6,    15.96,6,     1.02,6,    2.978,2,    0.951,4,    0.216,2,    2.288,2,   2160.7,2,   2303.2,2,   2.6714
  18HU20090517, AR07W,    62,  1, 351663,     10,2,20090522,0845, 59.4815, -49.4668, 3420,   2409.2,   3.0415,  34.9142,2,  34.9177,2,    356.3,3,    278.6,2,    11.01,6,    15.88,6,     1.01,6,    3.164,2,    1.005,4,    0.234,2,    2.374,2,   2161.2,2,   2300.6,2,   2.8497
  18HU20090517, AR07W,    62,  1, 351664,     11,2,20090522,0845, 59.4815, -49.4668, 3420,   2189.6,   3.2108,  34.9105,2,  34.9130,2,    352.6,3,    278.0,2,    10.82,6,    16.22,6,     1.03,6,    3.195,2,    1.192,4,    0.242,2,    2.392,2,   2157.7,2,   2305.4,2,   3.0373
  18HU20090517, AR07W,    62,  1, 351665,     12,2,20090522,0845, 59.4815, -49.4668, 3420,   1798.9,   3.5237,  34.9139,2,  34.9164,2,    345.6,3,    275.8,2,    10.41,6,    16.49,6,     1.04,6,    3.475,2,    2.002,4,    0.242,2,    2.584,2,   2160.3,2,   2305.1,2,   3.3822
  18HU20090517, AR07W,    62,  1, 351666,     13,2,20090522,0845, 59.4815, -49.4668, 3420,   1407.0,   3.5113,  34.8674,2,  34.8705,2,    354.3,3,    288.4,2,     9.05,6,    16.10,6,     1.02,6,    4.356,2,    2.531,4,    0.357,2,    3.403,2,   2160.4,2,   2303.6,2,   3.4049
  18HU20090517, AR07W,    62,  1, 351667,     14,2,20090522,0845, 59.4815, -49.4668, 3420,   1275.5,   3.6428,  34.8832,2,  34.8867,2,    349.7,3,    285.8,2,     9.13,6,    16.02,6,     1.02,6,    4.133,2,    1.400,4,    0.324,2,    3.030,2,   2160.7,2,   2305.4,2,   3.5463
  18HU20090517, AR07W,    62,  1, 351668,     15,2,20090522,0845, 59.4815, -49.4668, 3420,   1075.9,   3.5397,  34.8557,2,  34.8601,2,    354.1,3,    291.5,2,     8.52,6,    15.93,6,     1.00,6,    4.473,2,    1.662,4,    0.377,2,    3.354,2,   2160.9,2,   2300.6,2,   3.4608
  18HU20090517, AR07W,    62,  1, 351669,     16,2,20090522,0845, 59.4815, -49.4668, 3420,    927.3,   3.3666,  34.8229,2,  34.8261,2,    361.5,3,    300.0,3,     7.98,6,    15.40,3,     0.98,6,    4.705,2,    3.080,4,    0.425,2,    3.790,2,   2156.6,2,   2304.3,2,   3.3010
  18HU20090517, AR07W,    62,  1, 351670,     17,2,20090522,0845, 59.4815, -49.4668, 3420,    681.2,   3.8773,  34.8896,2,  34.8934,2,    349.8,3,    291.7,2,     8.25,6,    15.61,6,     0.99,6,    4.401,2,    2.558,4,    0.363,2,    3.508,2,   2159.8,2,   2304.9,2,   3.8276
  18HU20090517, AR07W,    62,  1, 351671,     18,2,20090522,0845, 59.4815, -49.4668, 3420,    510.6,   3.6788,  34.8490,2,  34.8519,2,    353.7,3,    294.9,2,     7.84,6,    15.36,6,     0.97,6,    4.463,2,    1.627,4,    0.401,2,    3.474,2,   2156.6,2,   2304.9,2,   3.6430
  18HU20090517, AR07W,    62,  1, 351672,     19,2,20090522,0845, 59.4815, -49.4668, 3420,    383.9,   4.0322,  34.8879,2,  34.8904,2,    349.8,3,    292.2,2,     7.83,6,    15.54,6,     0.98,6,    4.427,2,    2.176,4,    0.360,2,    3.468,2,   2158.2,2,   2306.2,2,   4.0046
  18HU20090517, AR07W,    62,  1, 351673,     20,2,20090522,0845, 59.4815, -49.4668, 3420,    240.9,   4.2003,  34.8924,2,  34.8939,2,    351.1,3,    294.8,2,     7.49,6,    15.11,6,     0.95,6,    4.472,2,    2.653,4,    0.365,2,    3.520,2,   2154.0,2,   2314.7,3,   4.1829
  18HU20090517, AR07W,    62,  1, 351674,     21,2,20090522,0845, 59.4815, -49.4668, 3420,    140.4,   3.8574,  34.8222,2,-999.0000,9,    358.0,3,    301.7,2,     7.12,6,    14.44,6,     0.93,6,    4.580,2,    2.416,4,    0.381,2,    3.773,2,   2151.1,2,   2303.1,2,   3.8478
  18HU20090517, AR07W,    62,  1, 351675,     22,2,20090522,0845, 59.4815, -49.4668, 3420,     70.3,   3.4522,  34.7361,2,-999.0000,9,    373.0,3,    318.6,2,     5.92,6,    11.65,6,     0.80,6,    4.806,2,    1.714,4,    0.422,2,    3.965,2,   2137.1,2,   2305.4,2,   3.4477
  18HU20090517, AR07W,    62,  1, 351676,     23,2,20090522,0845, 59.4815, -49.4668, 3420,     35.0,   3.3644,  34.6596,2,  34.6614,2,    391.9,3,    335.8,2,     4.69,6,     8.71,6,     0.63,6,    4.982,2,    2.833,4,    0.429,2,    4.215,2,   2114.9,2,   2299.7,2,   3.3622
  18HU20090517, AR07W,    62,  1, 351677,     24,2,20090522,0845, 59.4815, -49.4668, 3420,      3.6,   3.3431,  34.6548,2,-999.0000,9,    392.5,3,    336.7,2,     4.59,6,     8.70,6,     0.62,6,    5.068,2,    2.713,4,    0.445,2,    4.378,2,   2116.1,2,   2303.2,2,   3.3429
  18HU20090517, AR07W,    72,  1, 351678,      1,2,20090522,1341, 59.0657, -49.9487, 3510,    202.5,   4.1554,  34.8905,2,-999.0000,9,    352.2,3,   -999.0,9,     7.71,6,    15.38,6,     0.95,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.1409
  18HU20090517, AR07W,    72,  1, 351679,      2,2,20090522,1341, 59.0657, -49.9487, 3510,    150.5,   4.0934,  34.8703,2,-999.0000,9,    353.1,3,   -999.0,9,     7.43,6,    15.25,6,     0.94,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.0828
  18HU20090517, AR07W,    72,  1, 351680,      3,2,20090522,1341, 59.0657, -49.9487, 3510,    100.2,   3.8810,  34.8247,2,-999.0000,9,    357.2,3,   -999.0,9,     7.21,6,    14.70,6,     0.91,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.8741
  18HU20090517, AR07W,    72,  1, 351681,      4,2,20090522,1341, 59.0657, -49.9487, 3510,     80.1,   3.6789,  34.7827,2,-999.0000,9,    363.1,3,   -999.0,9,     7.01,6,    13.61,6,     0.87,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.6736
  18HU20090517, AR07W,    72,  1, 351682,      5,2,20090522,1341, 59.0657, -49.9487, 3510,     59.9,   3.3042,  34.6960,2,-999.0000,9,    379.2,3,   -999.0,9,     6.20,6,    10.91,6,     0.74,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.3004
  18HU20090517, AR07W,    72,  1, 351683,      6,2,20090522,1341, 59.0657, -49.9487, 3510,     50.5,   3.2698,  34.6742,2,-999.0000,9,    385.1,3,   -999.0,9,     5.82,6,     8.84,6,     0.65,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.2666
  18HU20090517, AR07W,    72,  1, 351684,      7,2,20090522,1341, 59.0657, -49.9487, 3510,     39.5,   3.3326,  34.6583,2,-999.0000,9,    394.4,3,   -999.0,9,     5.63,6,     7.97,6,     0.60,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.3301
  18HU20090517, AR07W,    72,  1, 351685,      8,2,20090522,1341, 59.0657, -49.9487, 3510,     39.8,   3.3331,  34.6565,2,-999.0000,9,    394.5,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.3306
  18HU20090517, AR07W,    72,  1, 351686,      9,2,20090522,1341, 59.0657, -49.9487, 3510,     30.1,   3.3220,  34.6505,2,-999.0000,9,    395.2,3,   -999.0,9,     5.54,6,     7.78,6,     0.60,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.3201
  18HU20090517, AR07W,    72,  1, 351687,     10,2,20090522,1341, 59.0657, -49.9487, 3510,     30.1,   3.3226,  34.6510,2,-999.0000,9,    394.9,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.3207
  18HU20090517, AR07W,    72,  1, 351688,     11,2,20090522,1341, 59.0657, -49.9487, 3510,     20.1,   3.2772,  34.6294,2,-999.0000,9,    397.1,3,   -999.0,9,     5.12,6,     7.10,6,     0.55,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.2759
  18HU20090517, AR07W,    72,  1, 351689,     12,2,20090522,1341, 59.0657, -49.9487, 3510,     19.5,   3.2817,  34.6306,2,-999.0000,9,    397.7,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.2805
  18HU20090517, AR07W,    72,  1, 351690,     13,2,20090522,1341, 59.0657, -49.9487, 3510,     10.1,   3.2465,  34.6136,2,-999.0000,9,    399.5,3,   -999.0,9,     4.88,6,     6.89,6,     0.53,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.2459
  18HU20090517, AR07W,    72,  1, 351691,     14,2,20090522,1341, 59.0657, -49.9487, 3510,      2.1,   3.2406,  34.6127,2,-999.0000,9,    399.9,3,   -999.0,9,     4.93,6,     6.90,6,     0.53,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.2405
  18HU20090517, AR07W,    72,  1, 351692,     15,2,20090522,1341, 59.0657, -49.9487, 3510,      2.7,   3.2419,  34.6126,2,-999.0000,9,    399.8,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.2417
  18HU20090517, AR07W,    73,  1, 351693,      1,2,20090522,1540, 59.0665, -49.9498, 3486,   3507.3,   1.6153,  34.8952,2,  34.9038,2,    392.6,3,    288.7,3,    10.93,6,    15.09,3,     0.95,3,    3.671,2,    0.903,4,    0.128,2,    3.757,2,   2163.5,2,   2305.9,2,   1.3442
  18HU20090517, AR07W,    73,  1, 351694,      2,2,20090522,1540, 59.0665, -49.9498, 3486,   3450.4,   1.6901,  34.8959,2,  34.8979,2,    390.2,3,    295.5,2,     9.37,6,    14.22,6,     0.88,6,    4.022,2,    2.287,4,    0.186,2,    4.111,2,   2164.3,2,   2307.3,2,   1.4230
  18HU20090517, AR07W,    73,  1, 351695,      3,2,20090522,1540, 59.0665, -49.9498, 3486,   3370.9,   1.9386,  34.8971,2,  34.9008,2,    384.5,3,    289.5,2,    10.27,6,    14.88,6,     0.91,6,    3.815,2,    0.937,4,    0.096,2,    3.802,2,   2163.4,2,   2307.2,2,   1.6736
  18HU20090517, AR07W,    73,  1, 351696,      4,2,20090522,1540, 59.0665, -49.9498, 3486,   3271.3,   2.1471,  34.8977,2,  34.9008,2,    378.4,3,    288.1,2,    11.59,6,    15.04,6,     0.92,6,    3.494,2,    0.718,4,    0.080,4,    3.538,2,   2161.2,2,   2307.9,2,   1.8874
  18HU20090517, AR07W,    73,  1, 351697,      5,2,20090522,1540, 59.0665, -49.9498, 3486,   3151.0,   2.3320,  34.9015,2,  34.9041,2,    371.1,3,    283.6,2,    13.45,6,    15.67,6,     0.96,6,    3.045,2,    0.666,4,    0.195,2,    3.176,2,   2161.8,2,   2310.5,2,   2.0805
  18HU20090517, AR07W,    73,  1, 351698,      6,2,20090522,1540, 59.0665, -49.9498, 3486,   3020.1,   2.4928,  34.9083,2,  34.9107,6,    366.0,3,    280.0,2,    13.93,6,    16.12,6,     0.97,6,    2.791,2,    0.403,4,    0.022,4,    2.935,2,   2160.4,2,   2315.5,2,   2.2511
  18HU20090517, AR07W,    73,  1, 351699,      7,2,20090522,1540, 59.0665, -49.9498, 3486,   2799.4,   2.7371,  34.9178,2,  34.9209,2,    360.6,3,    277.7,2,    13.02,6,    16.24,6,     0.98,6,    2.746,2,    0.305,4,    0.046,4,    2.810,2,   2162.1,2,   2306.7,2,   2.5125
  18HU20090517, AR07W,    73,  1, 351700,      8,2,20090522,1540, 59.0665, -49.9498, 3486,   2600.1,   2.8991,  34.9144,2,  34.9181,2,    357.7,3,    278.7,6,    12.02,6,    16.23,6,     0.99,6,    2.863,2,    0.396,4,    0.102,2,    2.886,2,   2162.6,2,   2311.7,2,   2.6912
  18HU20090517, AR07W,    73,  1, 351701,      9,2,20090522,1540, 59.0665, -49.9498, 3486,   2441.4,   3.0293,  34.9125,2,  34.9151,2,    355.9,3,    279.0,2,    11.30,6,    16.29,6,     0.98,6,    3.148,2,    0.877,4,    0.142,2,    3.148,2,   2161.5,2,   2310.0,2,   2.8346
  18HU20090517, AR07W,    73,  1, 351702,     10,2,20090522,1540, 59.0665, -49.9498, 3486,   2208.5,   3.2094,  34.9124,2,  34.9155,6,    352.8,3,    278.7,2,    10.63,6,    16.38,6,     0.99,6,    4.111,4,    1.492,4,    0.119,2,    3.250,2,   2161.7,2,   2307.7,2,   3.0342
  18HU20090517, AR07W,    73,  1, 351703,     11,2,20090522,1540, 59.0665, -49.9498, 3486,   1969.7,   3.3842,  34.9091,2,  34.9114,2,    348.3,3,    277.3,2,    10.65,6,    16.87,6,     1.02,6,    3.415,2,    0.479,4,    0.075,4,    3.261,2,   2163.0,2,   2311.2,2,   3.2288
  18HU20090517, AR07W,    73,  1, 351704,     12,2,20090522,1540, 59.0665, -49.9498, 3486,   1680.9,   3.6044,  34.9114,2,  34.9149,2,    343.4,3,    275.4,2,    10.29,6,    16.77,6,     1.01,6,    3.727,2,    1.021,4,    0.145,2,    3.519,2,   2164.0,2,   2316.6,2,   3.4726
  18HU20090517, AR07W,    73,  1, 351705,     13,2,20090522,1540, 59.0665, -49.9498, 3486,   1399.5,   3.4876,  34.8640,2,  34.8671,2,    354.6,3,    288.8,2,     8.92,6,    16.34,6,     0.98,6,    4.676,2,    1.728,4,    0.234,2,    4.565,2,   2159.3,2,   2307.9,2,   3.3821
  18HU20090517, AR07W,    73,  1, 351706,     14,2,20090522,1540, 59.0665, -49.9498, 3486,   1139.9,   3.5096,  34.8577,2,  34.8604,2,    353.4,3,    290.3,2,     8.74,6,    16.22,6,     0.97,6,    4.753,2,    2.224,4,    0.267,2,    4.754,2,   2162.7,2,   2305.4,2,   3.4258
  18HU20090517, AR07W,    73,  1, 351707,     15,2,20090522,1540, 59.0665, -49.9498, 3486,   1000.5,   3.5350,  34.8568,2,  34.8598,2,    352.8,3,    290.1,2,     8.60,6,    16.22,6,     0.97,6,    4.609,2,    1.693,4,    0.222,2,    4.619,2,   2160.9,2,   2306.1,2,   3.4623
  18HU20090517, AR07W,    73,  1, 351708,     16,2,20090522,1540, 59.0665, -49.9498, 3486,    813.9,   3.4909,  34.8431,2,  34.8498,2,    355.7,3,    294.2,2,     8.20,6,    15.73,6,     0.95,6,    4.839,2,    4.124,4,    0.315,2,    4.864,2,   2161.6,2,   2304.2,2,   3.4332
  18HU20090517, AR07W,    73,  1, 351709,     17,2,20090522,1540, 59.0665, -49.9498, 3486,    681.6,   3.7182,  34.8706,2,  34.8736,2,    353.3,3,    293.6,2,     8.19,6,    16.00,6,     0.95,6,    4.625,2,    2.139,4,    0.378,2,    4.779,2,   2163.4,2,   2303.9,2,   3.6693
  18HU20090517, AR07W,    73,  1, 351710,     18,2,20090522,1540, 59.0665, -49.9498, 3486,    512.5,   3.8897,  34.8843,2,  34.8863,2,    350.9,3,    301.8,2,     8.07,6,    15.87,6,     0.95,6,    4.733,2,    1.816,4,    0.301,2,    4.901,2,   2157.1,2,   2306.9,2,   3.8529
  18HU20090517, AR07W,    73,  1, 351711,     19,2,20090522,1540, 59.0665, -49.9498, 3486,    359.8,   4.0169,  34.8905,2,  34.8950,2,    350.0,3,    292.4,2,     7.86,6,    15.62,6,     0.94,6,    4.580,2,    1.659,4,    0.260,2,    4.779,2,   2158.5,2,   2304.5,2,   3.9911
  18HU20090517, AR07W,    73,  1, 351712,     20,2,20090522,1540, 59.0665, -49.9498, 3486,    240.6,   3.9256,  34.8638,2,  34.8678,2,    352.8,3,    296.2,2,     7.63,6,    15.20,6,     0.93,6,    4.793,2,    4.406,4,    0.297,2,    5.132,2,   2155.4,2,   2303.6,2,   3.9088
  18HU20090517, AR07W,    73,  1, 351713,     21,2,20090522,1540, 59.0665, -49.9498, 3486,    140.8,   3.9393,  34.8373,2,-999.0000,9,    353.8,3,    302.6,2,     7.24,6,    14.51,6,     0.91,6,    5.075,2,    5.047,4,    0.318,2,    5.394,2,   2154.7,2,   2304.3,2,   3.9296
  18HU20090517, AR07W,    73,  1, 351714,     22,2,20090522,1540, 59.0665, -49.9498, 3486,     70.8,   3.3326,  34.7107,2,-999.0000,9,    385.7,3,    330.9,2,     6.02,6,     9.18,6,     0.67,6,    5.227,2,    2.172,4,    0.317,2,    6.007,2,   2125.3,2,   2297.9,2,   3.3281
