BOTTLE,20111212CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb 
#original files copied from HTML directory: 2011-12-12
#original HYD file: /data/co2clivar/pacific/p15s/p15s_09SS20090203/original/20111010_carbon_cberys/processing/orig_hy1.csv  2011-12-12
#merged: BOTTLE,20111006PRINUNIVRMK
#   10/05/11 Initialized README file  
#   Data source: CCHDO (8/25/11) and Tilbrook carbon via CDIAC (10/4/11) 
#BOTTLE,20111003CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb
#original files copied from HTML directory: 2011-10-03
#original HYD file: /data/co2clivar/pacific/p15s/p15s_09SS20090203/original/20111003_CFC_cberys/original_hy1.csv  2011-10-03
#BOTTLE,20091201CMRCSIRORLC
#Ship: RV Southern Surveyor
#Cruise: 09SS20090203; P15; alias ss200901
#EXPOCODE = 09SS20090203
#SECT_ID = P15
#Dates: 2/2/2009-24/3/2009
#Chief Scientist: B.Sloyan and S.Wijffels
# 128 stations with 24 place Rosette 
# Hydro: Who - R.Cowley; Status - final  
# Nuts/O2: Who - R.Cowley; Status - final  
# TCO2: Who - B. Tilbrook; Status - Final  
#      Notes: Precision & accuracy estimated at 1umol/kg 
# TA: Who - B. Tilbrook; Status - Final 
#      Notes: Precision & accuracy estimated at 2umol/kg 
# CFC: Who - J. Bullister; Status - Final  
#      Notes:  SIO98 calibration scale 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
09SS20090203, P15,1,1,24,12015,2,20090203,851,-41.8762,175.5281,2416,1698.8,2.834,34.581,2,34.5877,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7114
09SS20090203, P15,1,1,23,12046,2,20090203,851,-41.8762,175.5281,2416,1698.7,2.833,34.581,2,34.5887,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7104
09SS20090203, P15,1,1,22,12020,2,20090203,851,-41.8762,175.5281,2416,1699,2.834,34.581,2,34.5887,2,151.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7114
09SS20090203, P15,1,1,21,12003,2,20090203,851,-41.8762,175.5281,2416,1698.5,2.832,34.581,2,34.5873,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7095
09SS20090203, P15,1,1,20,12051,2,20090203,851,-41.8762,175.5281,2416,1699.1,2.832,34.581,2,34.5877,2,151.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7094
09SS20090203, P15,1,1,19,12010,2,20090203,851,-41.8762,175.5281,2416,1698.6,2.836,34.581,2,34.5875,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7134
09SS20090203, P15,1,1,18,12018,2,20090203,851,-41.8762,175.5281,2416,1698.4,2.832,34.581,2,34.5873,2,151.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7095
09SS20090203, P15,1,1,17,12024,2,20090203,851,-41.8762,175.5281,2416,1699,2.834,34.581,2,34.5883,2,151.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7114
09SS20090203, P15,1,1,16,12001,2,20090203,851,-41.8762,175.5281,2416,1698.6,2.836,34.581,2,34.5879,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7134
09SS20090203, P15,1,1,15,12025,2,20090203,851,-41.8762,175.5281,2416,1698.5,2.832,34.581,2,34.5879,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7095
09SS20090203, P15,1,1,14,12041,2,20090203,851,-41.8762,175.5281,2416,1698.9,2.829,34.581,2,34.5891,2,151.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7065
09SS20090203, P15,1,1,13,12012,2,20090203,851,-41.8762,175.5281,2416,1697.8,2.833,34.581,2,34.5881,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7105
09SS20090203, P15,1,1,12,12022,2,20090203,851,-41.8762,175.5281,2416,1699,2.829,34.581,2,34.5879,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7065
09SS20090203, P15,1,1,11,12016,2,20090203,851,-41.8762,175.5281,2416,1697.9,2.829,34.581,2,34.5895,2,151.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7066
09SS20090203, P15,1,1,10,12019,2,20090203,851,-41.8762,175.5281,2416,1698.5,2.832,34.581,2,34.5879,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7095
09SS20090203, P15,1,1,9,12031,2,20090203,851,-41.8762,175.5281,2416,1697.9,2.831,34.581,2,34.5881,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7085
09SS20090203, P15,1,1,8,12021,2,20090203,851,-41.8762,175.5281,2416,1697.5,2.831,34.581,2,34.5895,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7086
09SS20090203, P15,1,1,7,12032,2,20090203,851,-41.8762,175.5281,2416,1697.9,2.831,34.581,2,34.5889,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7085
09SS20090203, P15,1,1,6,12007,2,20090203,851,-41.8762,175.5281,2416,1697.5,2.831,34.581,2,34.5883,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7086
09SS20090203, P15,1,1,5,12055,2,20090203,851,-41.8762,175.5281,2416,1698.5,2.832,34.581,2,34.5879,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7095
09SS20090203, P15,1,1,4,12009,2,20090203,851,-41.8762,175.5281,2416,1698.1,2.831,34.581,2,34.5887,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7085
09SS20090203, P15,1,1,3,12033,2,20090203,851,-41.8762,175.5281,2416,1697.5,2.831,34.581,2,34.5877,2,151.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7086
09SS20090203, P15,1,1,2,12006,2,20090203,851,-41.8762,175.5281,2416,1697.5,2.83,34.581,2,34.5881,2,151.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7076
09SS20090203, P15,1,1,1,12045,2,20090203,851,-41.8762,175.5281,2416,1698.1,2.831,34.581,2,34.584,2,151.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7085
09SS20090203, P15,2,1,24,12015,2,20090206,1305,-50.0835,-170.0269,5232,1.9,11.26,34.202,2,34.2041,2,278.2,2,274.2,2,0.83,2,11.72,2,0.87,2,-999,9,-999,9,2075.1,6,2280.9,2,11.2598
09SS20090203, P15,2,1,23,12046,2,20090206,1305,-50.0835,-170.0269,5232,47.4,11.263,34.203,2,34.206,2,278,2,274.1,2,0.84,2,11.7,2,0.88,2,-999,9,-999,9,2075,2,2280.4,2,11.2572
09SS20090203, P15,2,1,22,12020,2,20090206,1305,-50.0835,-170.0269,5232,98.8,7.617,34.215,2,34.2142,2,287.3,2,284.8,2,3.25,2,16.95,2,1.28,2,-999,9,-999,9,2115.6,2,2282.6,2,7.6075
09SS20090203, P15,2,1,21,12003,2,20090206,1305,-50.0835,-170.0269,5232,150.1,7.085,34.229,2,34.2299,2,283.8,2,281.6,2,4.58,2,19.14,2,1.32,2,-999,9,-999,9,2120.9,2,2275.2,2,7.0711
09SS20090203, P15,2,1,20,12051,2,20090206,1305,-50.0835,-170.0269,5232,199.8,7.065,34.282,2,34.2898,2,277.5,2,274.9,2,5.18,2,19.42,2,1.33,2,-999,9,-999,9,2125.4,2,2276.8,2,7.0464
09SS20090203, P15,2,1,19,12010,2,20090206,1305,-50.0835,-170.0269,5232,251.2,6.8,34.27,2,34.2714,2,275.2,2,272.8,2,6.04,2,20.43,2,1.39,2,-999,9,-999,9,2130.7,2,2276.8,2,6.777
09SS20090203, P15,2,1,18,12018,2,20090206,1305,-50.0835,-170.0269,5232,300.5,6.367,34.231,2,34.2368,2,277.3,2,275.4,2,6.72,2,21.18,2,1.43,2,-999,9,-999,9,2132.7,2,2277.1,2,6.3405
09SS20090203, P15,2,1,17,12024,2,20090206,1305,-50.0835,-170.0269,5232,403.5,5.968,34.24,2,34.2528,2,261.5,2,260.4,2,10.13,2,23.26,2,1.55,2,-999,9,-999,9,2145.1,2,2278.1,2,5.9333
09SS20090203, P15,2,1,16,12001,2,20090206,1305,-50.0835,-170.0269,5232,503.6,5.312,34.232,2,34.2354,2,247.4,2,247.3,2,15.18,2,26.26,2,1.72,2,-999,9,-999,9,2160.1,2,2280.7,6,5.2709
09SS20090203, P15,2,1,15,-999,9,20090206,1305,-50.0835,-170.0269,5232,605.4,4.972,34.268,2,-999,9,231.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,4.9237
09SS20090203, P15,2,1,14,12041,2,20090206,1305,-50.0835,-170.0269,5232,706.3,4.427,34.294,2,34.2973,2,217.9,2,218.4,2,28.83,2,29.9,2,1.96,2,-999,9,-999,9,2188.6,2,2296.9,2,4.373
09SS20090203, P15,2,1,13,12012,2,20090206,1305,-50.0835,-170.0269,5232,907.9,3.541,34.324,2,34.3282,2,205.9,2,206.4,2,41.29,2,32.25,2,2.14,2,-999,9,-999,9,2209.9,2,2312.4,2,3.4764
09SS20090203, P15,2,1,12,12022,2,20090206,1305,-50.0835,-170.0269,5232,1106,3.056,34.415,2,34.4211,2,187.1,2,187.9,2,56.32,2,34.01,2,2.27,2,-999,9,-999,9,2232.6,6,2321.6,6,2.9797
09SS20090203, P15,2,1,11,12016,2,20090206,1305,-50.0835,-170.0269,5232,1307.9,2.747,34.509,2,34.5128,2,174.8,2,175.9,2,68.72,2,34.56,2,2.31,2,-999,9,-999,9,2247.9,2,2331.4,2,2.6576
09SS20090203, P15,2,1,10,12019,2,20090206,1305,-50.0835,-170.0269,5232,1507,2.556,34.576,2,34.5783,2,171.7,2,174,2,74.97,2,34.49,2,2.29,2,-999,9,-999,9,2255.1,2,2351.8,4,2.4527
09SS20090203, P15,2,1,9,12031,2,20090206,1305,-50.0835,-170.0269,5232,1704.2,2.443,34.625,2,34.6285,2,172.1,2,174.1,2,79.59,2,33.78,2,2.25,2,-999,9,-999,9,2258.7,2,2342.4,2,2.3249
09SS20090203, P15,2,1,8,12021,2,20090206,1305,-50.0835,-170.0269,5232,2005.9,2.26,34.684,2,34.6896,2,178,2,179.1,2,84.21,2,32.72,2,2.18,2,-999,9,-999,9,2253.8,2,2346.8,2,2.1189
09SS20090203, P15,2,1,7,12032,2,20090206,1305,-50.0835,-170.0269,5232,2506.9,1.922,34.732,2,34.7365,2,189.7,2,192,2,91.63,2,31.5,2,2.09,2,-999,9,-999,9,2254.3,2,2357.3,2,1.7422
09SS20090203, P15,2,1,6,12007,2,20090206,1305,-50.0835,-170.0269,5232,3004.4,1.585,34.733,2,34.7366,2,196.2,2,200.2,2,101.43,2,31.32,2,2.11,2,-999,9,-999,9,2257.5,2,2362.2,6,1.3656
09SS20090203, P15,2,1,5,12055,2,20090206,1305,-50.0835,-170.0269,5232,3504,1.257,34.722,2,34.7251,2,202.2,2,203.9,2,111.59,2,31.92,2,2.14,2,-999,9,-999,9,2259.9,2,2365.9,2,0.9964
09SS20090203, P15,2,1,4,12009,2,20090206,1305,-50.0835,-170.0269,5232,4002.3,1.043,34.712,2,34.7151,2,207.3,2,207,2,118.67,2,32.21,2,2.17,2,-999,9,-999,9,2262.8,2,2363.9,2,0.7366
09SS20090203, P15,2,1,3,12033,2,20090206,1305,-50.0835,-170.0269,5232,4504.7,0.966,34.707,2,34.7105,2,210.7,2,208.5,2,122.6,2,32.39,2,2.17,2,-999,9,-999,9,2263.8,2,2367.6,2,0.607
09SS20090203, P15,2,1,2,12006,2,20090206,1305,-50.0835,-170.0269,5232,4997.1,0.981,34.705,2,34.7086,2,212.9,2,211.7,2,124.04,2,32.47,2,2.19,2,-999,9,-999,9,2264.1,2,2371.2,2,0.5646
09SS20090203, P15,2,1,1,12045,2,20090206,1305,-50.0835,-170.0269,5232,5404.6,1.021,34.704,2,34.7076,2,214.8,2,210.6,2,124.24,2,32.37,2,2.18,2,-999,9,-999,9,2264.8,6,2365.6,2,0.5537
09SS20090203, P15,3,1,24,12015,2,20090207,52,-49.5323,-169.9871,5225,3.5,11.432,34.218,2,34.2209,2,276.5,2,272.7,2,0.86,2,10.97,2,0.83,2,3.459,6,1.971,6,2074.6,2,2285.1,2,11.4316
09SS20090203, P15,3,1,23,12046,2,20090207,52,-49.5323,-169.9871,5225,64.7,9.786,34.171,2,34.1755,2,290,2,286.3,2,1.23,2,13.73,2,1.01,2,-999,9,-999,9,-999,9,-999,9,9.7787
09SS20090203, P15,3,1,22,12020,2,20090207,52,-49.5323,-169.9871,5225,107,7.535,34.215,2,34.2182,2,283.7,2,281.4,2,3.76,2,18,2,1.28,2,4.309,2,2.359,2,-999,9,-999,9,7.5247
09SS20090203, P15,3,1,21,12003,2,20090207,52,-49.5323,-169.9871,5225,166.4,7.308,34.287,2,34.2926,2,277,2,274.8,2,4.64,2,18.72,2,1.31,2,-999,9,-999,9,-999,9,-999,9,7.2922
09SS20090203, P15,3,1,20,12051,2,20090207,52,-49.5323,-169.9871,5225,215.2,7.224,34.308,2,34.3106,2,274.2,2,272.1,2,5.13,2,19.21,2,1.33,2,-999,9,-999,9,-999,9,-999,9,7.2037
09SS20090203, P15,3,1,19,12010,2,20090207,52,-49.5323,-169.9871,5225,265.4,7.041,34.303,2,34.3053,2,271.8,2,270.9,2,5.83,2,19.98,2,1.39,2,4.244,2,2.227,2,-999,9,-999,9,7.0162
09SS20090203, P15,3,1,18,12018,2,20090207,52,-49.5323,-169.9871,5225,324,7.012,34.343,2,34.3449,2,263,2,261.2,2,7.15,2,20.73,2,1.43,2,-999,9,-999,9,-999,9,-999,9,6.9817
09SS20090203, P15,3,1,17,12024,2,20090207,52,-49.5323,-169.9871,5225,430.2,6.604,34.352,2,34.3545,2,244.5,2,243.3,2,11.33,2,23.22,2,1.59,2,4.555,3,1.876,2,-999,9,-999,9,6.5647
09SS20090203, P15,3,1,16,12001,2,20090207,52,-49.5323,-169.9871,5225,530.9,5.968,34.312,2,34.3149,2,238.5,2,237.3,2,14.89,2,25.25,2,1.72,2,-999,9,-999,9,-999,9,-999,9,5.9218
09SS20090203, P15,3,1,15,12025,2,20090207,52,-49.5323,-169.9871,5225,629.8,5.35,34.295,2,34.2977,2,229.1,2,229.5,2,19.6,2,27.09,2,1.84,2,3.058,2,1.588,2,-999,9,-999,9,5.2977
09SS20090203, P15,3,1,14,12041,2,20090207,52,-49.5323,-169.9871,5225,748.5,4.566,34.281,2,34.2834,2,222.5,2,221.7,2,26.19,2,29.4,2,1.98,2,-999,9,-999,9,-999,9,-999,9,4.5078
09SS20090203, P15,3,1,13,12012,2,20090207,52,-49.5323,-169.9871,5225,965.2,3.589,34.331,2,34.3337,2,204.5,2,205,2,41.86,2,32.09,2,2.19,2,2.067,2,1.031,2,-999,9,-999,9,3.5196
09SS20090203, P15,3,1,12,12022,2,20090207,52,-49.5323,-169.9871,5225,1162.9,3.093,34.407,2,34.4117,2,188.4,2,189.8,2,55.47,2,33.54,2,2.3,2,-999,9,-999,9,-999,9,-999,9,3.0119
09SS20090203, P15,3,1,11,12016,2,20090207,52,-49.5323,-169.9871,5225,1363.2,2.782,34.499,2,34.5044,2,176,2,176,2,67.76,2,33.97,2,2.34,2,0.82,2,0.384,2,-999,9,-999,9,2.6879
09SS20090203, P15,3,1,10,12019,2,20090207,52,-49.5323,-169.9871,5225,1598.8,2.535,34.59,2,34.5938,2,171.7,2,172.3,2,77.27,2,33.73,2,2.32,2,-999,9,-999,9,-999,9,-999,9,2.4245
09SS20090203, P15,3,1,9,12031,2,20090207,52,-49.5323,-169.9871,5225,1779.6,2.418,34.636,2,34.6395,2,173.6,2,175.1,2,80.25,2,33.13,2,2.28,2,0.3,2,0.13,2,-999,9,-999,9,2.294
09SS20090203, P15,3,1,8,12021,2,20090207,52,-49.5323,-169.9871,5225,2132,2.221,34.7,2,34.7039,2,182.1,2,182.3,2,83.37,2,31.81,2,2.18,2,-999,9,-999,9,-999,9,-999,9,2.0696
09SS20090203, P15,3,1,7,12032,2,20090207,52,-49.5323,-169.9871,5225,2664.1,1.894,34.735,2,34.7368,2,192,2,192.5,2,92.32,2,31.03,2,2.12,2,0.113,2,0.052,2,-999,9,-999,9,1.7003
09SS20090203, P15,3,1,6,12007,2,20090207,52,-49.5323,-169.9871,5225,3163.8,1.476,34.731,2,34.7329,2,199.2,2,200.1,2,105.13,2,31.26,2,2.14,2,-999,9,-999,9,-999,9,-999,9,1.2437
09SS20090203, P15,3,1,5,12055,2,20090207,52,-49.5323,-169.9871,5225,3665.7,1.214,34.72,2,34.7235,2,203.9,2,203.5,2,113.87,2,31.56,2,2.16,2,0.117,2,0.046,2,-999,9,-999,9,0.938
09SS20090203, P15,3,1,4,12009,2,20090207,52,-49.5323,-169.9871,5225,4164.5,0.983,34.709,2,34.7133,2,208.8,2,207.7,2,121.48,2,32.04,2,2.2,2,-999,9,-999,9,-999,9,-999,9,0.661
09SS20090203, P15,3,1,3,12033,2,20090207,52,-49.5323,-169.9871,5225,4663.2,0.961,34.706,2,34.7088,2,210.9,2,208.4,2,123.7,2,32.04,2,2.21,2,0.155,2,0.073,2,-999,9,-999,9,0.5842
09SS20090203, P15,3,1,2,12006,2,20090207,52,-49.5323,-169.9871,5225,5164.4,0.99,34.704,2,34.7064,2,212.4,2,209.1,2,124.87,2,32.24,2,2.2,2,-999,9,-999,9,-999,9,-999,9,0.5532
09SS20090203, P15,3,1,1,12045,2,20090207,52,-49.5323,-169.9871,5225,5347.6,1.011,34.704,2,34.7078,2,212.7,2,208.6,2,125.08,2,32.06,2,2.2,2,0.19,6,0.086,6,-999,9,-999,9,0.5511
09SS20090203, P15,4,1,24,12015,2,20090207,906,-49.0084,-169.9429,5169,2.7,10.876,34.191,2,34.1905,2,279.6,2,277.3,2,0.74,2,11.98,2,0.88,2,3.588,2,2.02,6,2075.3,6,2277,6,10.8757
09SS20090203, P15,4,1,23,12046,2,20090207,906,-49.0084,-169.9429,5169,22.4,10.874,34.19,2,34.19,2,279.7,2,276.6,2,0.74,2,11.94,2,0.89,2,-999,9,-999,9,2074,2,2276.4,2,10.8713
09SS20090203, P15,4,1,22,12020,2,20090207,906,-49.0084,-169.9429,5169,80.3,8.41,34.225,2,34.2213,2,288.2,2,287.2,2,2.54,2,15.69,2,1.16,2,3.997,2,2.12,6,2103.5,2,2283.5,2,8.4018
09SS20090203, P15,4,1,21,12003,2,20090207,906,-49.0084,-169.9429,5169,131,7.674,34.288,2,34.2888,2,278.1,2,276.4,2,3.95,2,18.39,2,1.26,2,4.107,4,2.284,2,2119,2,2273.2,2,7.6613
09SS20090203, P15,4,1,20,12051,2,20090207,906,-49.0084,-169.9429,5169,180.3,7.434,34.302,2,34.302,2,277.4,2,275.4,2,4.35,2,18.98,2,1.29,2,-999,9,-999,9,2122.1,2,2278,2,7.4167
09SS20090203, P15,4,1,19,12010,2,20090207,906,-49.0084,-169.9429,5169,221.3,7.3,34.303,2,34.3033,2,278.2,2,276.4,2,4.55,2,19,2,1.3,2,4.101,2,2.33,2,2122.1,2,2274.5,2,7.279
09SS20090203, P15,4,1,18,12018,2,20090207,906,-49.0084,-169.9429,5169,264.7,7.223,34.304,2,34.3041,2,278.1,2,277.3,2,4.72,2,19.26,2,1.3,2,-999,9,-999,9,2122.9,2,2277,2,7.1979
09SS20090203, P15,4,1,17,12024,2,20090207,906,-49.0084,-169.9429,5169,364,7.176,34.347,2,34.3531,2,264.7,2,263.8,2,6.61,2,20.44,2,1.38,2,4.005,2,2.22,2,2130.3,2,2279.7,2,7.1414
09SS20090203, P15,4,1,16,12001,2,20090207,906,-49.0084,-169.9429,5169,465.4,6.741,34.318,2,34.3184,2,261.6,2,261.9,2,8.06,2,22.02,2,1.46,2,-999,9,-999,9,2135.4,3,2276.7,6,6.698
09SS20090203, P15,4,1,15,12025,2,20090207,906,-49.0084,-169.9429,5169,548.2,6.596,34.347,2,34.3427,2,244.9,2,245,2,10.99,2,23.51,2,1.55,2,3.569,2,1.937,2,2148.2,2,2275.9,2,6.5456
09SS20090203, P15,4,1,14,12041,2,20090207,906,-49.0084,-169.9429,5169,631.2,6.132,34.327,2,-999,9,235.4,2,236,2,14.4,2,25.51,2,1.66,2,-999,9,-999,9,2156.9,2,2274.5,2,6.0758
09SS20090203, P15,4,1,13,12012,2,20090207,906,-49.0084,-169.9429,5169,830.7,4.812,34.287,2,34.2888,2,221.9,2,222.9,2,24.6,2,29.28,2,1.91,2,2.174,3,1.441,3,2180.5,2,2284.2,2,4.7453
09SS20090203, P15,4,1,12,12022,2,20090207,906,-49.0084,-169.9429,5169,1029.8,3.89,34.326,2,34.3276,2,205.7,2,206.6,2,38.39,2,31.99,2,2.1,2,-999,9,-999,9,2203.6,6,2289.9,6,3.813
09SS20090203, P15,4,1,11,12016,2,20090207,906,-49.0084,-169.9429,5169,1230.7,3.072,34.369,2,34.3711,2,194.5,2,195.8,2,51.32,2,33.81,2,2.24,2,1.723,3,0.867,2,2223.8,2,2303.4,2,2.9858
09SS20090203, P15,4,1,10,12019,2,20090207,906,-49.0084,-169.9429,5169,1415.6,2.887,34.481,2,34.4823,2,177.4,2,179,2,65.71,2,34.59,2,2.3,2,-999,9,-999,9,2243.1,2,2319.8,2,2.7876
09SS20090203, P15,4,1,9,12031,2,20090207,906,-49.0084,-169.9429,5169,1563.8,2.685,34.542,2,34.5407,2,172.3,2,172.6,2,73.25,2,34.42,2,2.31,2,0.567,2,0.267,2,2252.3,2,2325.4,2,2.5757
09SS20090203, P15,4,1,8,12021,2,20090207,906,-49.0084,-169.9429,5169,1746.9,2.525,34.598,2,34.5995,2,172,2,173.1,2,77.77,2,33.63,2,2.22,2,-999,9,-999,9,2254.7,2,2330.9,2,2.4024
09SS20090203, P15,4,1,7,12032,2,20090207,906,-49.0084,-169.9429,5169,2331.8,2.141,34.711,2,34.7129,2,183.3,2,184.1,2,86.94,2,32.28,2,2.14,2,0.162,2,0.068,2,2253,2,2340,2,1.9732
09SS20090203, P15,4,1,6,12007,2,20090207,906,-49.0084,-169.9429,5169,2833.1,1.822,34.737,2,34.7372,2,193.3,2,196.5,2,94.79,2,31.34,2,2.09,2,-999,9,-999,9,2253,2,2344.3,6,1.6139
09SS20090203, P15,4,1,5,12055,2,20090207,906,-49.0084,-169.9429,5169,3331.9,1.426,34.729,2,34.7302,2,200,2,200.6,2,107.27,2,31.87,2,2.13,2,0.083,2,0.04,2,2257.2,2,2355,2,1.1784
09SS20090203, P15,4,1,4,12009,2,20090207,906,-49.0084,-169.9429,5169,3831.3,1.136,34.716,2,34.7168,2,205.7,2,206.2,2,116,2,32.02,2,2.16,2,-999,9,-999,9,2260.2,2,2349.5,3,0.845
09SS20090203, P15,4,1,3,12033,2,20090207,906,-49.0084,-169.9429,5169,4332.6,0.975,34.708,2,34.7109,2,209.8,2,208.9,2,122.19,2,32.53,2,2.18,2,0.18,2,0.078,2,2260.9,2,2361,2,0.6349
09SS20090203, P15,4,1,2,12006,2,20090207,906,-49.0084,-169.9429,5169,4914.8,0.963,34.705,2,34.7062,2,211.7,2,209.8,2,124.63,2,32.55,2,2.2,2,-999,9,-999,9,2261,2,2363.8,2,0.5569
09SS20090203, P15,4,1,1,12045,2,20090207,906,-49.0084,-169.9429,5169,5282.5,0.997,34.705,2,34.7049,2,212.1,2,209.8,2,124.94,2,32.6,2,2.19,2,0.23,6,0.105,6,2263,6,2356.2,6,0.5456
09SS20090203, P15,5,1,24,12015,2,20090207,1621,-48.491,-169.9859,5284,18.5,12.121,34.262,2,-999,9,271.4,2,268.8,2,0.81,2,9.84,2,0.68,2,-999,9,-999,9,2066,2,2271.7,2,12.1186
09SS20090203, P15,5,1,23,12046,2,20090207,1621,-48.491,-169.9859,5284,70.2,10.535,34.71,2,-999,9,258.2,2,262.3,2,1.72,2,9.4,2,0.73,2,-999,9,-999,9,-999,9,-999,9,10.5267
09SS20090203, P15,5,1,22,12020,2,20090207,1621,-48.491,-169.9859,5284,99.1,10.546,34.754,2,-999,9,255.8,2,254.5,2,2.54,2,11.09,2,0.8,2,-999,9,-999,9,-999,9,-999,9,10.5342
09SS20090203, P15,5,1,21,12003,2,20090207,1621,-48.491,-169.9859,5284,154.2,9.722,34.65,2,-999,9,256.4,2,255.7,2,3.13,2,13.14,2,0.94,2,-999,9,-999,9,-999,9,-999,9,9.7045
09SS20090203, P15,5,1,20,12051,2,20090207,1621,-48.491,-169.9859,5284,199.5,9.876,34.721,2,-999,9,250.9,2,250.2,2,3.51,2,13.15,2,0.92,2,-999,9,-999,9,-999,9,-999,9,9.8531
09SS20090203, P15,5,1,19,12010,2,20090207,1621,-48.491,-169.9859,5284,248.1,9.544,34.693,2,-999,9,240.5,2,238.8,2,4.6,2,15.51,2,1.07,2,-999,9,-999,9,-999,9,-999,9,9.5161
09SS20090203, P15,5,1,18,12018,2,20090207,1621,-48.491,-169.9859,5284,298.1,8.933,34.599,2,-999,9,240.8,2,238.6,2,5.21,2,17.15,2,1.17,2,-999,9,-999,9,-999,9,-999,9,8.9007
09SS20090203, P15,5,1,17,12024,2,20090207,1621,-48.491,-169.9859,5284,419,8.034,34.49,2,-999,9,238.8,2,236.9,2,6.45,2,19.54,2,1.33,2,-999,9,-999,9,-999,9,-999,9,7.9912
09SS20090203, P15,5,1,16,12001,2,20090207,1621,-48.491,-169.9859,5284,502.1,7.669,34.456,2,-999,9,238.6,2,237,2,7.53,2,20.64,2,1.41,2,-999,9,-999,9,-999,9,-999,9,7.6188
09SS20090203, P15,5,1,15,12025,2,20090207,1621,-48.491,-169.9859,5284,597.4,6.988,34.374,2,-999,9,248.3,2,248.4,2,9.34,2,21.79,2,1.49,2,-999,9,-999,9,-999,9,-999,9,6.9311
09SS20090203, P15,5,1,14,12041,2,20090207,1621,-48.491,-169.9859,5284,715.1,6.203,34.323,2,-999,9,236.6,2,243.9,2,12.37,2,23.81,2,1.61,2,-999,9,-999,9,-999,9,-999,9,6.1386
09SS20090203, P15,5,1,13,12012,2,20090207,1621,-48.491,-169.9859,5284,898,5.136,34.296,2,-999,9,223.5,2,224.7,2,21.74,2,27.78,2,1.88,2,-999,9,-999,9,-999,9,-999,9,5.0612
