EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,BTLNBR_U,BTLNBR_U_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CTDFLUOR,CTDFLUOR_FLAG_W,SBE35,SBE35_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDXMISSCP,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILUNC,NRAUNC,NRIUNC,PHPUNC,TRITUM,TRITUM_FLAG_W,TRITER,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
,,,,,,,,,,,,,METERS,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,/MILLE,,/MILLE,/MILLE,,/MILLE,MG/M^3,,ITS-90,,G/KG,,%TRANS,,/METER,MG/M^3,,UE/SQM/S,,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,KBQ/CUM,,KBQ/CUM,BQ/CUM,,BQ/CUM,BQ/CUM,,BQ/M^3
49NZ20111220,        P10,      43,          1,         23,     X12J23,2,      12023,2,20111228,       1303,     9.4897,   149.1662,       5232,  1000.1,2,   4.6526,2,  34.5449,2,  34.5449,2,    80.19,2,   80.35,2,   87.91,2,   38.80,2,    0.01,2,   2.798,2,   0.038,2,   0.021,2,   0.000,2,-999.000,9,  2302.7,2,  2360.3,2,   7.4921,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.018,2,   4.65251,2,     -999.0,9,     99.812,2,     0.0075,     -999.0,9,      0.000,2,       0.31,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         22,     X12J22,2,      12022,2,20111228,       1303,     9.4897,   149.1662,       5232,  1200.3,2,   3.9506,2,  34.5631,2,  34.5634,2,    84.75,2,   84.89,2,  101.57,2,   39.20,2,    0.01,2,   2.814,2,   0.018,2,   0.005,2,   0.000,2,-999.000,9,  2317.1,2,  2374.5,2,   7.4946,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.017,2,   3.95063,2,     -999.0,9,     99.841,2,     0.0064,     -999.0,9,      0.000,2,       0.34,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         21,     X12J21,2,      12021,2,20111228,       1303,     9.4897,   149.1662,       5232,  1399.5,2,   3.2221,2,  34.5864,2,  34.5863,2,    92.26,2,   92.47,2,  115.89,2,   39.18,2,    0.01,2,   2.817,2,   0.005,2,   0.004,2,   0.000,2,-999.000,9,  2328.3,2,  2389.8,2,   7.5034,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.017,2,   3.22377,2,     -999.0,9,     99.845,2,     0.0062,     -999.0,9,      0.000,2,       0.37,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         20,     X12J20,2,      12020,2,20111228,       1303,     9.4897,   149.1662,       5232,  1600.7,2,   2.7483,2,  34.6056,2,  34.6060,2,    97.05,2,   97.20,2,  125.69,2,   39.32,2,    0.01,2,   2.813,2,   0.000,2,   0.001,2,   0.000,2,-999.000,9,  2337.0,2,  2401.5,2,   7.5076,6,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.016,2,   2.74833,2,     -999.0,9,     99.876,2,     0.0050,     -999.0,9,      0.000,2,       0.40,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         19,     X12J19,2,      12019,2,20111228,       1303,     9.4897,   149.1662,       5232,  1800.1,2,   2.4362,2,  34.6208,2,  34.6209,2,   103.91,2,  104.08,2,  131.60,2,   38.96,2,    0.01,2,   2.786,2,   0.000,2,   0.002,2,   0.000,2,-999.000,9,  2342.1,2,  2408.7,2,   7.5178,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.016,2,   2.43620,2,     -999.0,9,     99.887,2,     0.0045,     -999.0,9,      0.000,2,       0.41,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         18,     X12J18,2,      12018,2,20111228,       1303,     9.4897,   149.1662,       5232,  2000.5,2,   2.1982,2,  34.6325,2,  34.6329,2,   111.36,2,  111.24,2,  135.51,2,   38.59,2,    0.01,2,   2.742,2,   0.001,2,   0.000,2,   0.000,2,-999.000,9,  2339.8,3,  2412.7,2,   7.5283,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.014,2,   2.19816,2,     -999.0,9,     99.897,2,     0.0041,     -999.0,9,      0.000,2,       0.42,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         17,     X12J17,2,      12017,2,20111228,       1303,     9.4897,   149.1662,       5232,  2200.3,2,   1.9988,2,  34.6450,2,  34.6448,2,   116.53,2,  116.40,2,  139.51,2,   38.37,2,    0.01,2,   2.722,2,   0.005,2,   0.002,2,   0.000,2,-999.000,9,  2341.0,2,  2418.2,2,   7.5399,3,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.015,2,   1.99884,2,     -999.0,9,     99.897,2,     0.0041,     -999.0,9,      0.000,2,       0.43,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         16,     X12J16,2,      12016,2,20111228,       1303,     9.4897,   149.1662,       5232,  2401.2,2,   1.8989,2,  34.6513,2,  34.6513,2,   120.92,2,  120.76,2,  140.88,2,   38.10,2,    0.01,2,   2.701,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  2340.4,6,  2419.2,2,   7.5438,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.014,2,   1.89882,2,     -999.0,9,     99.912,2,     0.0035,     -999.0,9,      0.000,2,       0.43,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         15,     X12J15,2,      12015,2,20111228,       1303,     9.4897,   149.1662,       5232,  2601.3,2,   1.7652,2,  34.6579,2,  34.6572,2,   127.43,2,  127.31,2,  142.18,2,   37.73,2,    0.01,2,   2.668,2,   0.004,2,   0.000,2,   0.000,2,-999.000,9,  2338.2,2,  2420.0,6,   7.5533,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.013,2,   1.76516,2,     -999.0,9,     99.941,2,     0.0024,     -999.0,9,      0.000,2,       0.43,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         14,     X12J14,2,      12014,2,20111228,       1303,     9.4897,   149.1662,       5232,  2799.6,2,   1.6652,2,  34.6650,2,  34.6647,2,   133.23,2,  133.07,2,  142.82,2,   37.36,2,    0.02,2,   2.639,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  2336.0,2,  2420.3,2,   7.5606,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.012,2,   1.66520,2,     -999.0,9,     99.926,2,     0.0030,     -999.0,9,      0.000,2,       0.43,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         13,     X12101,2,      12101,2,20111228,       1303,     9.4897,   149.1662,       5232,  3000.8,2,   1.6146,2,  34.6690,2,  34.6690,2,   137.00,2,  136.81,2,  143.15,2,   37.16,2,    0.01,2,   2.595,2,   0.000,2,   0.000,2,   0.000,2,-999.000,9,  2332.4,2,  2420.5,2,   7.5663,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.012,2,   1.61453,2,     -999.0,9,     99.935,2,     0.0026,     -999.0,9,      0.000,2,       0.43,       0.14,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         12,     X12J12,2,      12012,2,20111228,       1303,     9.4897,   149.1662,       5232,  3249.8,2,   1.5629,2,  34.6745,2,  34.6744,2,   142.61,2,  142.47,2,  142.08,2,   36.73,2,    0.01,2,   2.572,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  2328.1,2,  2420.0,2,   7.5746,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.011,2,   1.56294,2,     -999.0,9,     99.926,2,     0.0030,     -999.0,9,      0.000,2,       0.43,       0.14,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         11,     X12J11,2,      12011,2,20111228,       1303,     9.4897,   149.1662,       5232,  3499.0,2,   1.5021,2,  34.6800,2,  34.6794,2,   149.69,2,  149.56,2,  140.06,2,   36.22,2,    0.01,2,   2.544,2,   0.002,2,   0.000,2,   0.000,2,-999.000,9,  2323.8,2,  2418.2,2,   7.5895,3,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.011,2,   1.50207,2,     -999.0,9,     99.932,2,     0.0027,     -999.0,9,      0.000,2,       0.43,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,         10,     X12J10,2,      12010,2,20111228,       1303,     9.4897,   149.1662,       5232,  3751.8,2,   1.4732,2,  34.6838,2,  34.6832,2,   154.79,2,  154.87,2,  138.09,2,   35.90,2,    0.01,2,   2.501,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  2319.6,2,  2415.5,2,   7.5907,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.010,2,   1.47321,2,     -999.0,9,     99.937,2,     0.0025,     -999.0,9,      0.000,2,       0.42,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          9,     X12J09,2,      12009,2,20111228,       1303,     9.4897,   149.1662,       5232,  4000.8,2,   1.4400,2,  34.6882,2,  34.6880,2,   161.09,2,  161.05,2,  135.87,2,   35.47,2,    0.01,2,   2.475,2,   0.003,2,   0.000,2,   0.000,2,-999.000,9,  2315.5,2,  2413.6,2,   7.6035,3,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.010,2,   1.43999,2,     -999.0,9,     99.939,2,     0.0024,     -999.0,9,      0.000,2,       0.42,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          8,     X12J08,2,      12008,2,20111228,       1303,     9.4897,   149.1662,       5232,  4251.3,2,   1.4263,2,  34.6911,2,  34.6909,2,   166.03,2,  166.12,2,  133.57,2,   35.05,2,    0.01,2,   2.461,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  2309.8,6,  2411.3,2,   7.6040,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.010,2,   1.42629,2,     -999.0,9,     99.939,2,     0.0024,     -999.0,9,      0.000,2,       0.41,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          7,     X12J07,2,      12007,2,20111228,       1303,     9.4897,   149.1662,       5232,  4500.1,2,   1.4261,2,  34.6932,2,  34.6930,2,   169.51,2,  169.58,2,  131.72,2,   34.80,2,    0.01,2,   2.435,2,   0.003,2,   0.000,2,   0.000,2,-999.000,9,  2306.7,2,  2409.4,2,   7.6079,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.009,2,   1.42598,2,     -999.0,9,     99.926,2,     0.0030,     -999.0,9,      0.000,2,       0.41,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          6,     X12J06,2,      12006,2,20111228,       1303,     9.4897,   149.1662,       5232,  4750.3,2,   1.4433,2,  34.6940,2,  34.6929,2,   171.02,2,  171.13,2,  130.90,2,   34.74,2,    0.01,2,   2.436,2,   0.005,2,   0.003,2,   0.000,2,-999.000,9,  2305.3,2,  2408.2,2,   7.6129,6,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.010,2,   1.44307,2,     -999.0,9,     99.935,2,     0.0026,     -999.0,9,      0.000,2,       0.41,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          5,     X12102,2,      12102,2,20111228,       1303,     9.4897,   149.1662,       5232,  5000.1,2,   1.4657,2,  34.6945,2,  34.6940,2,   171.96,2,  172.27,2,  130.42,2,   34.64,2,    0.01,2,   2.425,2,   0.002,2,   0.001,2,   0.000,2,-999.000,9,  2303.8,2,  2407.0,2,   7.6175,3,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.009,2,   1.46551,2,     -999.0,9,     99.922,2,     0.0031,     -999.0,9,      0.000,2,       0.41,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          4,     X12104,2,      12104,2,20111228,       1303,     9.4897,   149.1662,       5232,  5250.1,2,   1.4889,2,  34.6950,2,  34.6957,2,   173.04,2,  173.41,2,  130.09,2,   34.56,2,    0.01,2,   2.418,2,   0.002,2,   0.001,2,   0.000,2,-999.000,9,  2302.8,2,  2405.5,2,   7.6129,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.009,2,   1.48872,2,     -999.0,9,     99.920,2,     0.0032,     -999.0,9,      0.000,2,       0.41,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          3,     X12J03,9,      12003,9,20111228,       1303,     9.4897,   149.1662,       5232,  -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,-999.000,9,-999.00000,9,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0,9,     -999.0,     -999.0,     -999.0,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          2,     X12103,2,      12103,2,20111228,       1303,     9.4897,   149.1662,       5232,  3499.4,2,   1.5022,2,  34.6801,2,  34.6794,2,   149.66,2,  149.73,2,  140.29,2,   36.29,2,    0.02,2,   2.550,2,   0.000,2,   0.001,2,   0.000,2,-999.000,9,  2325.0,2,  2418.2,2,   7.5905,3,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.011,2,   1.50214,2,     -999.0,9,     99.941,2,     0.0024,     -999.0,9,      0.000,2,       0.43,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      43,          1,          1,     X12J01,2,      12001,2,20111228,       1303,     9.4897,   149.1662,       5232,  5304.3,2,   1.4950,2,  34.6951,2,  34.6952,2,   173.17,2,  173.59,2,  130.04,2,   34.61,2,    0.01,2,   2.415,2,   0.000,2,   0.000,2,   0.000,2,-999.000,9,  2302.5,2,  2405.6,2,   7.6121,2,       25, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.010,2,   1.49483,2,     -999.0,9,     99.918,2,     0.0033,     -999.0,9,      0.000,2,       0.41,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,          0,     -999.0,9,         99,9,20111228,       1927,     8.8355,   149.3315,       4120,  -999.0,9,-999.0000,9,-999.0000,9,  33.9570,2,  -999.00,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,-999.000,9,-999.00000,9,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0,9,     -999.0,     -999.0,     -999.0,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         36,     X12J36,2,      12036,2,20111228,       1927,     8.8355,   149.3315,       4120,    10.1,2,  28.9572,2,  33.9514,2,  33.9507,2,   195.52,2,  195.14,2,    0.99,2,    0.08,2,    0.01,2,   0.091,2,   1.442,2,   0.938,2,   0.116,2,   1.018,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.073,2,  28.95730,2,     -999.0,9,     98.807,2,     0.0480,     -999.0,9,    122.834,2,       0.12,       0.03,       0.01,      0.023,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         35,     X12J35,2,      12035,2,20111228,       1927,     8.8355,   149.3315,       4120,    50.8,2,  28.9672,2,  33.9495,2,  33.9602,2,   195.09,2,  195.16,2,    1.00,2,    0.05,2,    0.02,2,   0.085,2,   1.441,2,   0.935,2,   0.115,6,   1.020,6,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.066,2,  28.96662,2,     -999.0,9,     98.761,2,     0.0499,     -999.0,9,     14.204,2,       0.12,       0.03,       0.01,      0.024,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         34,     X12J34,2,      12034,2,20111228,       1927,     8.8355,   149.3315,       4120,    99.9,2,  25.6806,2,  34.9710,2,  34.9829,2,   187.10,2,  188.33,2,    1.52,2,    0.19,2,    0.05,2,   0.196,2,   1.748,6,   1.117,6,   0.114,2,   1.104,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.590,2,  25.68114,2,     -999.0,9,     98.631,2,     0.0551,     -999.0,9,      1.396,2,       0.12,       0.03,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         33,     X12J33,2,      12033,2,20111228,       1927,     8.8355,   149.3315,       4120,   149.9,2,  20.2488,2,  34.8540,2,  34.5182,4,   154.30,2,  154.27,2,    5.27,4,    6.75,4,    0.05,4,   0.631,4,   2.084,2,   1.257,2,   0.066,2,   1.007,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.175,2,  20.24692,2,     -999.0,9,     99.228,2,     0.0310,     -999.0,9,      0.043,2,       0.13,       0.05,       0.01,      0.013,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         32,     X12J32,2,      12032,2,20111228,       1927,     8.8355,   149.3315,       4120,   200.4,2,  13.3907,2,  34.5129,2,  34.9835,4,   114.20,2,  113.80,2,    1.55,4,    0.20,4,    0.05,4,   0.203,4,   1.981,2,   1.106,2,   0.018,2,   0.657,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.035,2,  13.39577,2,     -999.0,9,     99.537,2,     0.0186,     -999.0,9,      0.000,2,       0.12,       0.03,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         31,     X12J31,2,      12031,2,20111228,       1927,     8.8355,   149.3315,       4120,   251.4,2,  11.1679,2,  34.4791,2,  34.4740,2,    88.37,2,   88.37,2,   27.09,2,   25.83,2,    0.02,2,   1.922,2,   1.494,2,   0.804,2,   0.013,2,   0.374,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.016,2,  11.16855,2,     -999.0,9,     99.557,2,     0.0178,     -999.0,9,      0.000,2,       0.18,       0.11,       0.01,      0.015,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         30,     X12J30,2,      12030,2,20111228,       1927,     8.8355,   149.3315,       4120,   280.1,2,  10.1937,2,  34.4665,2,  34.4632,2,    80.60,2,   80.51,2,   31.51,2,   28.24,2,    0.02,2,   2.074,2,   1.250,2,   0.661,2,   0.010,2,   0.313,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.015,2,  10.19243,2,     -999.0,9,     99.595,2,     0.0162,     -999.0,9,      0.000,2,       0.19,       0.11,       0.01,      0.015,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         29,     X12J29,2,      12029,2,20111228,       1927,     8.8355,   149.3315,       4120,   370.3,2,   8.6724,2,  34.5627,2,  34.5622,2,    62.60,2,   62.44,2,   39.51,2,   33.54,2,    0.01,2,   2.414,2,   0.480,2,   0.251,2,   0.003,6,   0.088,6,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.019,2,   8.67317,2,     -999.0,9,     99.611,2,     0.0156,     -999.0,9,      0.000,2,       0.21,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         28,     X12J28,2,      12028,2,20111228,       1927,     8.8355,   149.3315,       4120,   470.2,2,   7.8207,2,  34.5450,2,  34.5449,2,    73.12,2,   72.61,2,   44.81,2,   34.24,2,    0.01,2,   2.455,2,   0.379,2,   0.196,2,   0.003,2,   0.039,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.018,2,   7.82092,2,     -999.0,9,     99.665,2,     0.0134,     -999.0,9,      0.000,2,       0.22,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         27,     X12J27,2,      12027,2,20111228,       1927,     8.8355,   149.3315,       4120,   570.3,2,   7.0693,2,  34.5048,2,  34.5050,2,    82.04,2,   81.78,2,   52.04,2,   34.61,2,    0.01,2,   2.500,2,   0.358,6,   0.184,6,   0.002,2,   0.047,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.017,2,   7.06937,2,     -999.0,9,     99.717,2,     0.0113,     -999.0,9,      0.000,2,       0.23,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         26,     X12J26,2,      12026,2,20111228,       1927,     8.8355,   149.3315,       4120,   669.5,2,   6.4057,2,  34.5207,2,  34.5193,2,    77.46,2,   77.86,2,   59.64,2,   36.36,2,    0.01,2,   2.630,2,   0.196,2,   0.102,2,   0.003,2,   0.040,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.018,2,   6.40582,2,     -999.0,9,     99.752,2,     0.0099,     -999.0,9,      0.000,2,       0.25,       0.13,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         25,     X12J25,2,      12025,2,20111228,       1927,     8.8355,   149.3315,       4120,   768.8,2,   5.8900,2,  34.5323,2,  34.5321,2,    71.12,2,   71.01,2,   67.33,2,   37.93,2,    0.02,2,   2.740,2,   0.095,2,   0.052,2,   0.001,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.018,2,   5.88987,2,     -999.0,9,     99.763,2,     0.0095,     -999.0,9,      0.000,2,       0.27,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         24,     X12J24,2,      12024,2,20111228,       1927,     8.8355,   149.3315,       4120,   870.0,2,   5.3928,2,  34.5342,2,  34.5341,2,    75.67,2,   75.61,2,   74.90,2,   38.27,2,    0.01,2,   2.749,2,   0.067,2,   0.031,2,   0.000,2,   0.023,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.018,2,   5.39308,2,     -999.0,9,     99.800,2,     0.0080,     -999.0,9,      0.000,2,       0.28,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         23,     X12J23,2,      12023,2,20111228,       1927,     8.8355,   149.3315,       4120,   972.2,2,   4.8838,2,  34.5417,2,  34.5417,2,    78.85,2,   78.61,2,   83.62,2,   38.54,2,    0.01,2,   2.781,2,   0.045,2,   0.024,2,   0.000,2,   0.022,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.018,2,   4.88428,2,     -999.0,9,     99.812,2,     0.0075,     -999.0,9,      0.000,2,       0.30,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
49NZ20111220,        P10,      42,          1,         22,     X12J22,2,      12022,2,20111228,       1927,     8.8355,   149.3315,       4120,  1130.2,2,   4.0838,2,  34.5628,2,  34.5632,2,    85.58,2,   85.74,2,   98.55,2,   38.89,2,    0.01,2,   2.795,2,   0.023,2,   0.012,2,   0.001,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00, -999.00,9,  -999.0,  -999.0,9,  -999.0,   0.017,2,   4.08419,2,     -999.0,9,     99.827,2,     0.0069,     -999.0,9,      0.000,2,       0.34,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0
