EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,CTDXMISS,CTDXMISSCP,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,G/KG,,UMOL/KG,,UMOL/KG,,%TRANS,/METER,,MG/M^3,,MG/CUM,,UE/SQM/S,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,DEG C,,/MILLE,,/MILLE,/MILLE,,/MILLE,MBQ/KG,,MBQ/KG,MBQ/KG,,MBQ/KG
  49NZ20130106,  S04I,   112,  1,     33, X12J33,2,20130118,2327,-61.3883,  81.6267, 2126,     73.6,2,  -0.6793,2,  -0.68120,2,  34.2143,2,  34.2137,2,-999.0000,9,   266.75,2,   266.60,3,   99.007,   0.0399,2,    0.190,2,  -999.00,9,    0.122,2,    63.38,2,     0.12,    32.09,2,     0.04,     0.15,2,     0.01,     2.25,2,     0.01,    3.554,2,    1.954,2,    0.318,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     32, X12J32,2,20130118,2327,-61.3883,  81.6267, 2126,    100.1,2,   0.0395,2,   0.04100,2,  34.3174,2,  34.3155,2,-999.0000,9,   234.35,2,   234.51,2,   99.352,   0.0260,2,    0.170,2,  -999.00,9,    0.006,2,    68.01,2,     0.12,    33.29,2,     0.05,     0.14,2,     0.01,     2.32,2,     0.01,    2.768,2,    1.500,2,    0.243,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     31, X12J31,2,20130118,2327,-61.3883,  81.6267, 2126,    120.9,2,   0.8812,2,   0.88917,2,  34.4325,2,  34.4294,2,-999.0000,9,   203.17,2,   203.56,2,   99.558,   0.0177,2,    0.080,2,  -999.00,9,    0.000,2,    72.94,2,     0.12,    34.37,2,     0.05,     0.06,2,     0.01,     2.38,2,     0.01,    1.947,2,    1.044,2,    0.175,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     30, X12J30,2,20130118,2327,-61.3883,  81.6267, 2126,    150.4,2,   1.4727,2,   1.47169,2,  34.5242,2,  34.5221,2,-999.0000,9,   183.29,2,   183.82,2,   99.651,   0.0140,2,    0.030,2,  -999.00,9,    0.000,2,    77.37,2,     0.13,    34.75,2,     0.05,     0.02,2,     0.01,     2.40,2,     0.01,    1.327,2,    0.704,2,    0.108,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     29, X12J29,2,20130118,2327,-61.3883,  81.6267, 2126,    200.4,2,   1.8326,2,   1.83248,2,  34.5993,2,  34.5987,2,-999.0000,9,   173.35,2,   173.30,2,   99.642,   0.0143,2,    0.010,2,  -999.00,9,    0.000,2,    81.20,2,     0.13,    34.53,2,     0.05,     0.02,2,     0.01,     2.39,2,     0.01,    0.870,2,    0.451,2,    0.072,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     28, X12J28,2,20130118,2327,-61.3883,  81.6267, 2126,    249.0,2,   1.9361,2,   1.93607,2,  34.6412,2,  34.6406,2,-999.0000,9,   172.61,2,   172.61,2,   99.706,   0.0118,2,    0.010,2,  -999.00,9,    0.000,2,    82.50,2,     0.13,    33.98,2,     0.05,     0.01,2,     0.01,     2.35,2,     0.01,    0.658,2,    0.333,2,    0.053,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     27, X12J27,2,20130118,2327,-61.3883,  81.6267, 2126,    328.5,2,   1.9497,2,   1.94948,2,  34.6798,2,  34.6797,2,-999.0000,9,   176.62,2,   176.57,2,   99.890,   0.0044,2,    0.000,2,  -999.00,9,    0.000,2,    83.12,2,     0.13,    33.08,2,     0.05,     0.01,2,     0.01,     2.30,2,     0.01,    0.494,2,    0.248,2,    0.039,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     26, X12J26,2,20130118,2327,-61.3883,  81.6267, 2126,    429.9,2,   1.9275,2,   1.92713,2,  34.7062,2,  34.7066,2,-999.0000,9,   181.65,2,   181.66,2,   99.918,   0.0033,2,    0.000,2,  -999.00,9,    0.000,2,    83.15,2,     0.13,    32.21,2,     0.05,     0.01,2,     0.01,     2.23,2,     0.01,    0.390,2,    0.195,2,    0.036,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     25, X12J25,2,20130118,2327,-61.3883,  81.6267, 2126,    531.4,2,   1.8716,2,   1.87097,2,  34.7228,2,  34.7231,2,-999.0000,9,   186.39,2,   186.46,2,   99.926,   0.0030,2,    0.000,2,  -999.00,9,    0.000,2,    83.85,2,     0.13,    31.54,2,     0.04,     0.01,2,     0.01,     2.17,2,     0.01,    0.335,2,    0.165,2,    0.024,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     24, X12J24,2,20130118,2327,-61.3883,  81.6267, 2126,    630.7,2,   1.8045,2,   1.80446,2,  34.7345,2,  34.7348,2,-999.0000,9,   190.86,2,   190.90,2,   99.914,   0.0034,2,    0.000,2,  -999.00,9,    0.000,2,    84.93,2,     0.14,    31.11,2,     0.04,     0.01,2,     0.01,     2.15,2,     0.01,    0.286,6,    0.139,6,    0.022,6, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     23, X12J23,2,20130118,2327,-61.3883,  81.6267, 2126,    730.6,2,   1.7268,2,   1.72698,2,  34.7398,2,  34.7402,2,-999.0000,9,   193.85,2,   193.93,2,   99.924,   0.0030,2,    0.000,2,  -999.00,9,    0.000,2,    86.14,2,     0.14,    30.81,2,     0.04,     0.01,2,     0.01,     2.14,2,     0.01,    0.269,2,    0.131,2,    0.012,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     22, X12J22,2,20130118,2327,-61.3883,  81.6267, 2126,    832.8,2,   1.6344,2,   1.63430,2,  34.7429,2,  34.7427,2,-999.0000,9,   197.04,2,   197.17,2,   99.943,   0.0023,2,    0.000,2,  -999.00,9,    0.000,2,    88.08,2,     0.14,    30.67,2,     0.04,     0.01,2,     0.01,     2.13,2,     0.01,    0.246,2,    0.119,2,    0.013,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     21, X12J21,2,20130118,2327,-61.3883,  81.6267, 2126,    928.7,2,   1.5406,2,   1.54074,2,  34.7425,2,  34.7429,2,-999.0000,9,   198.82,2,   199.14,2,   99.958,   0.0017,2,    0.000,2,  -999.00,9,    0.000,2,    90.23,2,     0.14,    30.67,2,     0.04,     0.01,2,     0.01,     2.13,2,     0.01,    0.237,2,    0.111,2,    0.011,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     20, X12J20,2,20130118,2327,-61.3883,  81.6267, 2126,   1080.6,2,   1.4120,2,   1.41204,2,  34.7397,2,  34.7405,2,-999.0000,9,   200.78,2,   201.09,2,   99.967,   0.0013,2,   -0.000,2,  -999.00,9,    0.000,2,    93.64,2,     0.14,    30.76,2,     0.04,     0.01,2,     0.01,     2.13,2,     0.01,    0.220,2,    0.101,2,    0.010,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     19, X12J19,2,20130118,2327,-61.3883,  81.6267, 2126,   1330.6,2,   1.1751,2,   1.17522,2,  34.7295,2,  34.7299,2,-999.0000,9,   202.99,2,   203.35,2,   99.973,   0.0011,2,   -0.000,2,  -999.00,9,    0.000,2,   100.36,2,     0.15,    31.15,2,     0.04,     0.01,2,     0.01,     2.17,2,     0.01,    0.217,6,    0.099,6,    0.014,6, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     18, X12J18,2,20130118,2327,-61.3883,  81.6267, 2126,   1583.3,2,   0.9553,2,   0.95535,2,  34.7171,2,  34.7176,2,-999.0000,9,   204.50,2,   204.86,2,   99.931,   0.0028,2,   -0.000,2,  -999.00,9,    0.000,2,   107.47,2,     0.33,    31.51,2,     0.04,     0.01,2,     0.01,     2.19,2,     0.01,    0.213,2,    0.115,2,    0.017,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     17, X12J17,2,20130118,2327,-61.3883,  81.6267, 2126,   1831.7,2,   0.7721,2,   0.77178,2,  34.7063,2,  34.7069,2,-999.0000,9,   205.87,2,   206.28,2,   99.912,   0.0035,2,   -0.000,2,  -999.00,9,    0.000,2,   115.27,2,     0.16,    32.15,2,     0.05,     0.01,2,     0.01,     2.24,2,     0.01,    0.232,2,    0.108,2,    0.014,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     16, X12J16,2,20130118,2327,-61.3883,  81.6267, 2126,   2081.1,2,   0.5228,2,   0.52310,2,  34.6933,2,  34.6941,2,-999.0000,9,   209.45,2,   209.80,2,   99.848,   0.0061,2,   -0.000,2,  -999.00,9,    0.000,2,   125.59,2,     0.17,    32.58,2,     0.05,     0.01,2,     0.01,     2.27,2,     0.01,    0.220,2,    0.104,2,    0.010,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     15, X12J15,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     14, X12J14,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     13, X12J13,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     12, X12J12,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     11, X12J11,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,     10, X12J10,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      9, X12J09,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      8, X12J08,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      7, X12J07,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      6, X12J06,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      5, X12J05,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      4, X12J04,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      3, X12J03,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      2, X12J02,9,20130118,2327,-61.3883,  81.6267, 2126,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   112,  1,      1, X12J01,2,20130118,2327,-61.3883,  81.6267, 2126,   2147.2,2,   0.4638,2,   0.46370,2,  34.6899,2,  34.6902,2,-999.0000,9,   209.51,2,   209.99,2,   99.483,   0.0207,2,   -0.000,2,  -999.00,9,    0.000,2,   131.31,3,     0.18,    32.72,2,     0.05,     0.01,2,     0.01,     2.29,2,     0.01,    0.227,2,    0.103,2,    0.014,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,      0,   -999,9,20130119,0422,-61.4155,  80.4898, 2438,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,  33.7582,2,-999.0000,9,  -999.00,9,  -999.00,9, -999.000,-999.0000,9, -999.000,9,  -999.00,9, -999.000,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     36, X12J36,2,20130119,0422,-61.4155,  80.4898, 2438,     11.2,2,   1.5174,2,   1.52519,2,  33.7651,2,  33.7661,2,-999.0000,9,   345.20,2,   345.07,2,   92.767,   0.3003,2,    0.210,2,  -999.00,9,  251.634,2,    42.72,2,     0.10,    26.70,2,     0.04,     0.25,2,     0.01,     1.79,2,     0.01,    5.653,2,    3.100,2,    0.615,2,    2.751,2,   2153.3,2,   2283.6,2,   7.6949,       25,6, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     35, X12J35,2,20130119,0422,-61.4155,  80.4898, 2438,     26.7,2,   0.3596,2,   0.38395,2,  33.8412,2,  33.8069,2,-999.0000,9,   353.45,2,   350.90,2,   90.906,   0.3814,2,    1.010,2,  -999.00,9,   53.891,2,    43.54,2,     0.10,    27.05,2,     0.04,     0.21,2,     0.01,     1.83,2,     0.01,    5.652,2,    3.094,2,    0.615,2,    2.755,2,   2159.0,2,   2287.9,2,   7.6881,       25,2, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     34, X12J34,2,20130119,0422,-61.4155,  80.4898, 2438,     51.6,2,  -0.9348,2,  -0.91950,2,  33.9773,2,  33.9732,2,-999.0000,9,   334.68,2,   332.78,2,   92.061,   0.3309,2,    1.380,2,  -999.00,9,    3.387,2,    47.60,2,     0.10,    28.73,2,     0.04,     0.16,2,     0.01,     1.97,2,     0.01,    5.023,6,    2.781,6,    0.541,6,    2.358,6,   2179.2,2,   2297.1,2,   7.6556,       25,2, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     33, X12J33,2,20130119,0422,-61.4155,  80.4898, 2438,     75.2,2,  -1.3266,2,  -1.32825,2,  34.1042,2,  34.1001,2,-999.0000,9,   293.42,2,   295.76,2,   97.704,   0.0929,2,    0.490,2,  -999.00,9,    0.483,2,    54.55,2,     0.11,    30.90,2,     0.04,     0.17,2,     0.01,     2.15,2,     0.01,    4.269,2,    2.376,2,    0.444,2,    2.046,2,   2203.2,6,   2303.6,2,   7.6077,       25,2, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     32, X12J32,2,20130119,0422,-61.4155,  80.4898, 2438,    101.0,2,  -1.0688,2,  -1.07082,2,  34.1747,2,  34.1733,2,-999.0000,9,   275.26,2,   275.51,2,   98.927,   0.0432,2,    0.300,2,  -999.00,9,    0.093,2,    58.37,2,     0.11,    31.84,2,     0.04,     0.18,2,     0.01,     2.22,2,     0.01,    3.855,2,    2.132,2,    0.404,2,    1.706,2,   2214.5,2,   2307.1,6,   7.5896,       25,2, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     31, X12J31,2,20130119,0422,-61.4155,  80.4898, 2438,    126.3,2,  -0.0135,2,  -0.02206,2,  34.3222,2,  34.3121,2,-999.0000,9,   235.04,2,   238.14,2,   99.516,   0.0194,2,    0.110,2,  -999.00,9,    0.001,2,    65.92,2,     0.12,    33.30,2,     0.05,     0.06,2,     0.01,     2.30,2,     0.01,    2.942,2,    1.558,2,    0.294,2,    1.235,2,   2233.2,2,   2316.0,2,   7.5649,       25,2, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     30, X12J30,2,20130119,0422,-61.4155,  80.4898, 2438,    148.8,2,   0.7309,2,   0.72707,2,  34.4273,2,  34.4267,2,-999.0000,9,   209.83,2,   209.90,2,   99.647,   0.0141,2,    0.060,2,  -999.00,9,    0.000,2,    71.89,2,     0.12,    34.08,2,     0.05,     0.02,2,     0.01,     2.34,2,     0.01,    2.204,2,    1.115,2,    0.203,2,    0.855,2,   2245.1,2,   2322.5,2,   7.5502,       25,6, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20130106,  S04I,   113,  1,     29, X12J29,2,20130119,0422,-61.4155,  80.4898, 2438,    199.8,2,   1.8044,2,   1.80366,2,  34.6132,2,  34.6106,2,-999.0000,9,   175.21,2,   175.41,2,   99.624,   0.0151,2,    0.010,2,  -999.00,9,    0.000,2,    81.19,2,     0.13,    34.30,2,     0.05,     0.01,2,     0.01,     2.35,2,     0.01,    0.817,2,    0.434,2,    0.074,2,    0.269,2,   2261.2,2,   2334.4,2,   7.5434,       25,2, -999.000,1, -999.000,   -999.0,1,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
