BOTTLE,20130222PRINUNIVRMK
# 2/9/2012 Initialized README file  
# Data source: T.Tanhua 2/9/12; R.Steinfeldt 2/15/13 
# SHIP: Maria S. Merian 
# Cruise: MSM12_3 
# Region: NW Atlantic; Lab Sea and Irminger Sea. Similar area to A1W and AR07W 
# EXPOCODE: 06M220090714 
# DATES: 7/14 - 8/22/2009 
# Chief Scientist: M. Rhein 
# 89 stations with 24 place Rosette 
# Hydro: Who - ; Status -  final 
# 	Notes: 	Final salt and oxygen flag edits from R.Steinfeldt 2/15/13 
# 	Bottom depths approximated from global topography 
# Nuts: Who - F. Malien; Status - final 
# 	Notes: Not up to WOCE standards 
# 	Frozen, measured ashore 
# 	Silicate: probably about 10% too low 
# 	Nitrate - no systematic bias detected 
# 	Phosphate: no systematic bias detected 
# O2: Who - I.Stendardo; Status - final 
# 	Notes: 
# TCO2: Who - T.Tanhua; Status - final 
# 	Notes:  
# TA: Who - T.Tanhua; Status - final 
# 	Notes:  
# CFC: Who - M. Rhein; Status - no data yet 
# 	Notes:  SF6 also measured 
# References: 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,
  06M220090714,  AR07,   673, 16,  16007,      7,2,20090719,2149, 60.3420, -48.4530, 1848,   1520.2,   3.6028,  34.9157,2,-999.0000,9,    279.9,2,    279.4,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   673, 16,  16006,      6,2,20090719,2149, 60.3420, -48.4530, 1848,   1607.2,   3.3700,  34.9144,2,-999.0000,9,    280.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   673, 16,  16005,      5,2,20090719,2149, 60.3420, -48.4530, 1848,   1698.4,   3.3098,  34.9132,2,-999.0000,9,    281.3,2,    281.3,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   673, 16,  16004,      4,2,20090719,2149, 60.3420, -48.4530, 1848,   1798.2,   3.2342,  34.9124,2,-999.0000,9,    282.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   673, 16,  16002,      2,2,20090719,2149, 60.3420, -48.4530, 1848,   1837.4,   3.1543,  34.9117,2,-999.0000,9,    282.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   673, 16,  16001,      1,2,20090719,2149, 60.3420, -48.4530, 1848,   1838.0,   3.1510,  34.9116,2,  34.9124,2,    282.2,2,    281.5,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   673, 16,  16003,      3,2,20090719,2149, 60.3420, -48.4530, 1848,   1838.0,   3.1510,  34.9116,2,-999.0000,9,    282.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   674, 17,  17006,      6,2,20090720,2323, 62.0750, -50.7410,  340,     12.0,   2.5466,  32.7789,2,  33.1204,4,    360.1,2,    353.5,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   674, 17,  17005,      5,2,20090720,2323, 62.0750, -50.7410,  340,     97.7,   2.3457,  34.0469,2,-999.0000,9,    321.9,2,    321.8,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   674, 17,  17004,      4,2,20090720,2323, 62.0750, -50.7410,  340,    198.5,   2.9055,  34.2638,2,-999.0000,9,    315.9,2,    315.3,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   674, 17,  17003,      3,2,20090720,2323, 62.0750, -50.7410,  340,    301.1,   4.5099,  34.7356,2,-999.0000,9,    299.6,2,    294.8,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   674, 17,  17002,      2,2,20090720,2323, 62.0750, -50.7410,  340,    329.4,   4.9581,  34.8995,2,  34.8993,2,    291.4,2,    294.5,3,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   674, 17,  17001,      1,2,20090720,2323, 62.0750, -50.7410,  340,    329.5,   4.9579,  34.8996,2,-999.0000,9,    291.4,2,    292.0,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18017,     17,2,20090721,0031, 61.9870, -50.7510, 1636,     12.5,   3.3854,  32.8515,2,-999.0000,9,    364.6,2,    366.3,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18018,     18,2,20090721,0031, 61.9870, -50.7510, 1636,     12.5,   3.5363,  32.7597,2,-999.0000,9,    362.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18016,     16,2,20090721,0031, 61.9870, -50.7510, 1636,    110.6,   2.1328,  34.1123,2,-999.0000,9,    319.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18015,     15,2,20090721,0031, 61.9870, -50.7510, 1636,    197.1,   4.1853,  34.6297,2,-999.0000,9,    305.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18014,     14,2,20090721,0031, 61.9870, -50.7510, 1636,    302.6,   4.8696,  34.8205,2,-999.0000,9,    297.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18013,     13,2,20090721,0031, 61.9870, -50.7510, 1636,    413.1,   5.1265,  34.9205,2,-999.0000,9,    292.0,2,    290.9,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18012,     12,2,20090721,0031, 61.9870, -50.7510, 1636,    498.2,   5.1256,  34.9630,2,-999.0000,9,    288.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18011,     11,2,20090721,0031, 61.9870, -50.7510, 1636,    604.9,   4.8334,  34.9573,2,  34.9565,2,    288.9,2,    290.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18010,     10,2,20090721,0031, 61.9870, -50.7510, 1636,    706.4,   4.7027,  34.9566,2,-999.0000,9,    289.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18009,      9,2,20090721,0031, 61.9870, -50.7510, 1636,    799.0,   4.5299,  34.9465,2,-999.0000,9,    291.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18008,      8,2,20090721,0031, 61.9870, -50.7510, 1636,    898.8,   4.4574,  34.9499,2,-999.0000,9,    291.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18007,      7,2,20090721,0031, 61.9870, -50.7510, 1636,   1011.7,   4.3557,  34.9468,2,-999.0000,9,    290.0,2,    290.4,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18006,      6,2,20090721,0031, 61.9870, -50.7510, 1636,   1092.8,   4.2240,  34.9327,2,-999.0000,9,    291.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18005,      5,2,20090721,0031, 61.9870, -50.7510, 1636,   1203.7,   4.1124,  34.9258,2,-999.0000,9,    289.7,2,    289.4,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18004,      4,2,20090721,0031, 61.9870, -50.7510, 1636,   1301.3,   3.9689,  34.9173,2,-999.0000,9,    288.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18003,      3,2,20090721,0031, 61.9870, -50.7510, 1636,   1399.2,   3.8699,  34.9124,2,-999.0000,9,    285.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18002,      2,2,20090721,0031, 61.9870, -50.7510, 1636,   1500.9,   3.7486,  34.9113,2,-999.0000,9,    283.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   675, 18,  18001,      1,2,20090721,0031, 61.9870, -50.7510, 1636,   1625.8,   3.5972,  34.9116,2,  34.9138,2,    280.2,2,    281.4,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19018,     18,2,20090721,0313, 61.7240, -50.7660, 1740,     14.2,   2.2612,  33.4939,2,-999.0000,9,    391.0,2,    378.5,3,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19017,     17,2,20090721,0313, 61.7240, -50.7660, 1740,    128.1,   4.1314,  34.5110,2,-999.0000,9,    310.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19016,     16,2,20090721,0313, 61.7240, -50.7660, 1740,    199.1,   5.1357,  34.7969,2,  34.7909,4,    301.5,2,    301.9,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19015,     15,2,20090721,0313, 61.7240, -50.7660, 1740,    291.1,   5.0233,  34.8690,2,-999.0000,9,    294.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19014,     14,2,20090721,0313, 61.7240, -50.7660, 1740,    398.8,   5.1971,  34.9485,2,-999.0000,9,    289.8,2,    289.6,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19013,     13,2,20090721,0313, 61.7240, -50.7660, 1740,    513.3,   5.1357,  34.9784,2,-999.0000,9,    287.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19012,     12,2,20090721,0313, 61.7240, -50.7660, 1740,    601.9,   4.8751,  34.9670,2,-999.0000,9,    288.2,2,    289.6,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19011,     11,2,20090721,0313, 61.7240, -50.7660, 1740,    705.1,   4.5086,  34.9585,2,-999.0000,9,    289.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19010,     10,2,20090721,0313, 61.7240, -50.7660, 1740,    790.9,   4.3645,  34.9463,2,-999.0000,9,    289.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19009,      9,2,20090721,0313, 61.7240, -50.7660, 1740,    898.6,   4.2370,  34.9370,2,-999.0000,9,    287.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19008,      8,2,20090721,0313, 61.7240, -50.7660, 1740,    971.8,   4.1614,  34.9322,2,-999.0000,9,    287.8,2,    287.2,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19007,      7,2,20090721,0313, 61.7240, -50.7660, 1740,   1099.7,   3.9080,  34.9158,2,-999.0000,9,    285.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19006,      6,2,20090721,0313, 61.7240, -50.7660, 1740,   1198.5,   3.8410,  34.9113,2,-999.0000,9,    284.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19005,      5,2,20090721,0313, 61.7240, -50.7660, 1740,   1299.7,   3.8431,  34.9148,2,-999.0000,9,    284.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19004,      4,2,20090721,0313, 61.7240, -50.7660, 1740,   1398.6,   3.7368,  34.9151,2,-999.0000,9,    282.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19003,      3,2,20090721,0313, 61.7240, -50.7660, 1740,   1498.4,   3.5979,  34.9142,2,-999.0000,9,    281.5,2,    281.9,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19002,      2,2,20090721,0313, 61.7240, -50.7660, 1740,   1594.4,   3.3801,  34.9141,2,-999.0000,9,    281.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   676, 19,  19001,      1,2,20090721,0313, 61.7240, -50.7660, 1740,   1729.7,   3.1514,  34.9101,2,  34.9113,2,    282.0,2,    282.6,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20022,     22,2,20090721,0550, 61.5590, -50.7770, 1727,     13.5,   0.7720,  33.6668,2,-999.0000,9,    332.7,2,    334.8,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20021,     21,2,20090721,0550, 61.5590, -50.7770, 1727,    118.5,   4.4197,  34.6765,2,-999.0000,9,    305.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20020,     20,2,20090721,0550, 61.5590, -50.7770, 1727,    228.1,   4.7768,  34.8149,2,-999.0000,9,    298.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20019,     19,2,20090721,0550, 61.5590, -50.7770, 1727,    289.0,   5.0363,  34.9099,2,  34.9504,4,    291.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20018,     18,2,20090721,0550, 61.5590, -50.7770, 1727,    411.0,   4.7964,  34.9721,2,-999.0000,9,    287.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20017,     17,2,20090721,0550, 61.5590, -50.7770, 1727,    498.2,   4.6542,  34.9669,2,-999.0000,9,    287.2,2,    288.1,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20016,     16,2,20090721,0550, 61.5590, -50.7770, 1727,    581.4,   4.5709,  34.9631,2,-999.0000,9,    287.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20015,     15,2,20090721,0550, 61.5590, -50.7770, 1727,    689.6,   4.5078,  34.9589,2,-999.0000,9,    287.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20014,     14,2,20090721,0550, 61.5590, -50.7770, 1727,    769.7,   4.4605,  34.9549,2,-999.0000,9,    287.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20013,     13,2,20090721,0550, 61.5590, -50.7770, 1727,    868.7,   4.1434,  34.9221,2,-999.0000,9,    294.8,2,    295.4,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20012,     12,2,20090721,0550, 61.5590, -50.7770, 1727,    990.0,   4.0461,  34.9159,2,-999.0000,9,    295.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20011,     11,2,20090721,0550, 61.5590, -50.7770, 1727,   1095.2,   3.9825,  34.9201,2,  34.9134,4,    285.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20010,     10,2,20090721,0550, 61.5590, -50.7770, 1727,   1197.6,   3.7512,  34.8965,2,-999.0000,9,    284.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20009,      9,2,20090721,0550, 61.5590, -50.7770, 1727,   1276.7,   3.7213,  34.8994,2,-999.0000,9,    283.7,2,    283.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20008,      8,2,20090721,0550, 61.5590, -50.7770, 1727,   1369.6,   3.7086,  34.9066,2,-999.0000,9,    281.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20007,      7,2,20090721,0550, 61.5590, -50.7770, 1727,   1498.7,   3.7233,  34.9148,2,-999.0000,9,    280.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20006,      6,2,20090721,0550, 61.5590, -50.7770, 1727,   1593.9,   3.7240,  34.9144,2,-999.0000,9,    280.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20005,      5,2,20090721,0550, 61.5590, -50.7770, 1727,   1596.3,   3.7241,  34.9148,2,-999.0000,9,    280.4,2,    280.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20004,      4,2,20090721,0550, 61.5590, -50.7770, 1727,   1598.3,   3.7245,  34.9146,2,-999.0000,9,    280.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20003,      3,2,20090721,0550, 61.5590, -50.7770, 1727,   1637.1,   3.7291,  34.9138,2,-999.0000,9,    280.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20002,      2,2,20090721,0550, 61.5590, -50.7770, 1727,   1648.2,   3.7278,  34.9136,2,-999.0000,9,    280.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   677, 20,  20001,      1,2,20090721,0550, 61.5590, -50.7770, 1727,   1717.2,   3.7326,  34.9142,2,-999.0000,9,    280.4,2,    280.9,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21022,     22,2,20090721,0830, 61.2960, -50.7760, 2959,     13.7,   6.4838,  34.2726,2,-999.0000,9,    333.2,2,    334.3,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21021,     21,2,20090721,0830, 61.2960, -50.7760, 2959,    124.9,   4.6226,  34.9168,2,-999.0000,9,    295.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21020,     20,2,20090721,0830, 61.2960, -50.7760, 2959,    277.2,   4.4505,  34.9481,2,-999.0000,9,    292.5,2,    292.1,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21019,     19,2,20090721,0830, 61.2960, -50.7760, 2959,    398.4,   4.3344,  34.9462,2,-999.0000,9,    292.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21018,     18,2,20090721,0830, 61.2960, -50.7760, 2959,    491.4,   4.2094,  34.9342,2,  34.9327,2,    292.9,2,    292.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21017,     17,2,20090721,0830, 61.2960, -50.7760, 2959,    638.8,   4.0602,  34.9202,2,-999.0000,9,    293.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21016,     16,2,20090721,0830, 61.2960, -50.7760, 2959,    820.9,   3.8712,  34.9093,2,-999.0000,9,    285.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21015,     15,2,20090721,0830, 61.2960, -50.7760, 2959,    977.0,   3.6910,  34.8965,2,-999.0000,9,    283.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21014,     14,2,20090721,0830, 61.2960, -50.7760, 2959,   1101.6,   3.6637,  34.9097,2,-999.0000,9,    280.5,2,    278.8,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21013,     13,2,20090721,0830, 61.2960, -50.7760, 2959,   1270.5,   3.5926,  34.9168,2,-999.0000,9,    276.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21012,     12,2,20090721,0830, 61.2960, -50.7760, 2959,   1404.7,   3.4867,  34.9162,2,-999.0000,9,    278.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21011,     11,2,20090721,0830, 61.2960, -50.7760, 2959,   1554.6,   3.3510,  34.9129,2,-999.0000,9,    279.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21010,     10,2,20090721,0830, 61.2960, -50.7760, 2959,   1705.8,   3.2383,  34.9113,2,-999.0000,9,    279.6,2,    280.1,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21009,      9,2,20090721,0830, 61.2960, -50.7760, 2959,   1854.9,   3.1136,  34.9138,2,-999.0000,9,    281.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21008,      8,2,20090721,0830, 61.2960, -50.7760, 2959,   2004.8,   2.9785,  34.9136,2,  34.9111,2,    280.7,2,    280.5,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21007,      7,2,20090721,0830, 61.2960, -50.7760, 2959,   2149.3,   2.8650,  34.9141,2,-999.0000,9,    280.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21006,      6,2,20090721,0830, 61.2960, -50.7760, 2959,   2300.3,   2.6979,  34.9123,2,-999.0000,9,    282.7,2,    283.4,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
  06M220090714,  AR07,   678, 21,  21005,      5,2,20090721,0830, 61.2960, -50.7760, 2959,   2457.2,   2.5581,  34.9023,2,-999.0000,9,    288.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9
