,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,N2O,N2O_FLAG_W,SALTREF,SALTREF_FLAG_W,HELIUM,HELIUM_FLAG_W,14C_DIC,14C_DIC_FLAG_W,OXY_18,OXY_18_FLAG_W,SIG0,SIGMA-1,SIGMA-2,SIGMA-3,SIGMA-4,CCL4,CCL4_FLAG_W
0,33RO20131223,       A16S,79.0,1.0,24.0,24.0,2.0,20140119.0,1544.0,-45.0,-30.9042,       4817,     4.2,   9.0611,  34.1301,2.0,  34.1314,2.0,    286.5,2.0,   286.3,2.0,     1.3,2.0,    14.5,2.0,    0.18,2.0,   1.079,2.0,   3.741,2.0,   2.122,2.0,   2.287,2.0,  2095.2,6.0, 2277.29,2.0,-999.0000,9.0, -999.00,7.8254,2.0,       25,-999.000,9.0,   9.0608,2.0,    1.80,2.0,    -6.5,2.0,     3.1,  52.90164957,2.0,        17.94,2.0,     4.2,     10.778,2.0,    34.2923,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     26.425,30.906999999999996,35.289,39.573,43.762,     -999.0,9.0
1,33RO20131223,       A16S,79.0,1.0,23.0,23.0,2.0,20140119.0,1543.0,-45.0,-30.9042,       4817,     9.6,   9.0575,  34.1304,2.0,  34.1302,2.0,    286.7,2.0,   286.3,2.0,     1.3,2.0,    14.5,2.0,    0.18,2.0,   1.080,2.0,   3.782,2.0,   2.146,2.0,   2.277,2.0,  2095.9,2.0, 2280.22,6.0,-999.0000,9.0, -999.00,7.8282,2.0,       25,-999.000,9.0,   9.0541,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,  52.85694227,2.0,        17.87,2.0,     9.6,     10.816,2.0,    34.2911,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     26.427,30.909000000000002,35.291,39.576,43.765,     -999.0,9.0
2,33RO20131223,       A16S,79.0,1.0,22.0,22.0,2.0,20140119.0,1541.0,-45.0,-30.9042,       4817,    37.7,   8.9875,  34.1363,2.0,  34.1358,2.0,    286.4,2.0,   286.7,2.0,     1.4,2.0,    14.6,2.0,    0.18,2.0,   1.093,2.0,   3.759,2.0,   2.144,2.0,   2.301,2.0,  2097.7,2.0, 2282.14,2.0,-999.0000,9.0, -999.00,7.825,2.0,       25,-999.000,9.0,    8.987,2.0,    1.75,2.0,    -8.6,2.0,     2.1,  50.77060164,2.0,        17.85,2.0,    37.7,     10.842,2.0,    34.2968,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     26.443,30.926,35.309,39.595,43.786,     -999.0,9.0
3,33RO20131223,       A16S,79.0,1.0,21.0,21.0,2.0,20140119.0,1539.0,-45.0,-30.9042,       4817,    68.2,   7.2306,  34.0269,2.0,  34.0326,2.0,    291.1,2.0,   294.3,2.0,     1.8,2.0,    17.3,2.0,    0.17,2.0,   1.274,2.0,   4.167,6.0,   2.338,2.0,   2.411,6.0,  2109.1,2.0, 2280.91,2.0,-999.0000,9.0, -999.00,7.7929,2.0,       25,-999.000,9.0,   7.2406,2.0,    1.73,2.0,   -26.1,6.0,     1.4,  48.95250481,2.0,        20.85,2.0,    68.2,     11.722,6.0,    34.1931,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,      26.62,31.145,35.568000000000005,39.893,44.121,     -999.0,9.0
4,33RO20131223,       A16S,79.0,1.0,20.0,20.0,2.0,20140119.0,1537.0,-45.0,-30.9042,       4817,     118,   5.6729,  34.1216,2.0,  34.1210,2.0,    289.2,2.0,   282.5,2.0,     5.9,2.0,    21.3,2.0,    0.28,2.0,   1.538,2.0,   4.380,2.0,   2.425,2.0,   2.327,2.0,  2136.4,2.0, 2282.13,2.0,-999.0000,9.0, -999.00,7.7241,2.0,       25,-999.000,9.0,   5.6704,2.0,    1.37,6.0,   -21.3,6.0,     2.2,  45.73357927,2.0,        25.06,2.0,   118.0,     12.794,2.0,    34.2819,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,       26.9,31.461,35.921,40.28,44.542,     -999.0,9.0
5,33RO20131223,       A16S,79.0,1.0,19.0,19.0,2.0,20140119.0,1534.0,-45.0,-30.9042,       4817,   197.9,   4.2410,  34.1007,2.0,  34.1011,2.0,      283,2.0,   279.6,2.0,    10.6,2.0,    25.3,2.0,    0.02,2.0,   1.742,2.0,   4.481,2.0,   2.456,2.0,   2.226,2.0,  2152.2,2.0, 2279.53,2.0,-999.0000,9.0, -999.00,7.6775,2.0,       25,-999.000,9.0,   4.2427,2.0,    1.20,6.0,   -25.9,6.0,     4.5,  44.24333596,2.0,        28.34,2.0,   197.9,     13.892,2.0,    34.2619,6.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.046,31.644000000000002,36.139,40.533,44.828,     -999.0,9.0
6,33RO20131223,       A16S,79.0,1.0,18.0,18.0,2.0,20140119.0,1531.0,-45.0,-30.9042,       4817,   298.5,   3.7433,  34.1188,2.0,  34.1197,2.0,    276.8,2.0,     268,2.0,    15.6,2.0,    27.0,2.0,    0.01,2.0,   1.864,2.0,   4.263,2.0,   2.304,2.0,   1.910,2.0,    2164,2.0, 2282.47,2.0,-999.0000,9.0, -999.00,7.655,2.0,       25,-999.000,9.0,   3.7451,2.0,    1.11,2.0,   -32.9,2.0,     2.1,  43.37154363,2.0,        29.87,2.0,   298.5,     15.408,2.0,    34.2806,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.111,31.721999999999998,36.23,40.635999999999996,44.943000000000005,     -999.0,9.0
7,33RO20131223,       A16S,79.0,1.0,17.0,17.0,2.0,20140119.0,1528.0,-45.0,-30.9042,       4817,   398.2,   3.1225,  34.0978,2.0,  34.1885,2.0,    276.7,2.0,   210.3,4.0,    31.1,2.0,    29.4,2.0,    0.01,4.0,   2.021,4.0,   0.451,4.0,   0.221,4.0,   0.112,4.0,  2217.1,4.0, 2312.91,4.0,-999.0000,9.0, -999.00,7.591,3.0,       25,-999.000,9.0,   3.1226,2.0,    0.84,6.0,   -93.0,6.0,     1.4,  42.62642197,2.0,        32.13,2.0,   398.2,     20.988,4.0,    34.3497,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.154,31.781999999999996,36.306999999999995,40.729,45.051,     -999.0,9.0
8,33RO20131223,       A16S,79.0,1.0,16.0,16.0,2.0,20140119.0,1525.0,-45.0,-30.9042,       4817,   518.3,   2.9832,  34.1735,2.0,  34.1719,2.0,      248,2.0,   246.2,2.0,    28.0,2.0,    30.0,2.0,    0.01,2.0,   2.053,2.0,   3.557,2.0,   1.885,2.0,   1.414,2.0,  2189.6,2.0, 2294.18,2.0,-999.0000,9.0, -999.00,7.6137,2.0,       25,-999.000,9.0,   2.9823,2.0,    0.94,2.0,   -92.0,2.0,     3.4,  42.08248317,2.0,        32.58,2.0,   518.3,     17.880,2.0,     34.333,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.228,31.859,36.387,40.812,45.137,     -999.0,9.0
9,33RO20131223,       A16S,79.0,1.0,15.0,15.0,2.0,20140119.0,1521.0,-45.0,-30.9042,       4817,   667.9,   2.7867,  34.2706,2.0,  34.2705,2.0,    215.2,2.0,   217.9,2.0,    40.3,2.0,    31.9,2.0,    0.01,2.0,   2.190,2.0,   2.614,2.0,   1.356,2.0,   0.891,2.0,  2211.8,2.0, 2306.46,2.0,-999.0000,9.0, -999.00,7.5778,2.0,       25,-999.000,9.0,   2.7872,2.0,    0.73,6.0,   -89.7,6.0,     1.8,  41.60560531,2.0,        34.52,2.0,   667.9,     20.103,2.0,    34.4321,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.324,31.96,36.492,40.922,45.251000000000005,     -999.0,9.0
10,33RO20131223,       A16S,79.0,1.0,14.0,14.0,2.0,20140119.0,1517.0,-45.0,-30.9042,       4817,   819.6,   2.7582,  34.3827,2.0,  34.3820,2.0,    190.7,2.0,   191.1,2.0,    52.4,2.0,    33.2,2.0,    0.00,2.0,   2.282,2.0,   1.647,2.0,   0.833,2.0,   0.488,2.0,  2232.9,2.0, 2318.78,2.0,-999.0000,9.0, -999.00,7.5561,2.0,       25,-999.000,9.0,   2.7583,2.0,    0.56,2.0,  -105.0,2.0,     2.3,  40.92009339,2.0,        35.77,2.0,   819.6,     21.720,2.0,    34.5441,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.417,32.053000000000004,36.585,41.015,45.345,     -999.0,9.0
11,33RO20131223,       A16S,79.0,1.0,13.0,13.0,2.0,20140119.0,1512.0,-45.0,-30.9042,       4817,   998.1,   2.5794,  34.4771,2.0,  34.4754,2.0,      175,2.0,   176.1,2.0,    63.9,2.0,    33.8,2.0,    0.01,2.0,   2.327,2.0,   1.052,6.0,   0.529,2.0,   0.257,6.0,  2246.8,2.0,  2329.3,2.0,-999.0000,9.0, -999.00,7.5392,2.0,       25,-999.000,9.0,   2.5791,2.0,    0.49,2.0,  -133.9,2.0,     2.1,  40.50282526,2.0,        36.49,2.0,   998.1,     22.573,6.0,     34.638,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.508,32.149,36.686,41.12,45.453,     -999.0,9.0
12,33RO20131223,       A16S,79.0,1.0,12.0,12.0,2.0,20140119.0,1508.0,-45.0,-30.9042,       4817,  1198.3,   2.6331,  34.5889,2.0,  34.5887,2.0,    171.5,2.0,   172.5,2.0,    67.2,2.0,    32.7,2.0,    0.01,2.0,   2.252,2.0,   0.484,2.0,   0.239,2.0,   0.131,2.0,  2249.6,2.0,  2338.4,2.0,-999.0000,9.0, -999.00,7.5553,6.0,       25,-999.000,9.0,   2.6333,2.0,    0.55,2.0,  -136.3,2.0,     2.1,  40.27183755,2.0,        35.14,2.0,  1198.3,     21.714,2.0,    34.7518,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.595,32.234,36.768,41.201,45.533,     -999.0,9.0
13,33RO20131223,       A16S,79.0,1.0,11.0,11.0,2.0,20140119.0,1505.0,-45.0,-30.9042,       4817,  1318.7,   2.5126,  34.6194,2.0,  34.6197,2.0,    171.5,2.0,   171.5,2.0,    71.6,2.0,    32.6,2.0,    0.00,2.0,   2.244,2.0,   0.407,2.0,   0.199,2.0,   0.109,2.0,  2253.3,6.0,  2343.1,2.0,-999.0000,9.0, -999.00,7.5566,2.0,       25,-999.000,9.0,   2.5124,2.0,    0.50,2.0,  -144.6,2.0,     2.1,  39.93653281,2.0,        35.19,2.0,  1318.7,     21.612,2.0,    34.7829,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,      27.63,32.273,36.81,41.246,45.581,     -999.0,9.0
14,33RO20131223,       A16S,79.0,1.0,10.0,10.0,2.0,20140119.0,1500.0,-45.0,-30.9042,       4817,  1573.2,   2.4822,  34.6980,2.0,  34.6957,2.0,    179.6,2.0,   178.5,2.0,    72.9,2.0,    31.0,2.0,    0.00,2.0,   2.133,2.0,   0.244,2.0,   0.117,2.0,   0.062,2.0,  2249.8,2.0, 2347.45,6.0,-999.0000,9.0, -999.00,7.5785,2.0,       25,-999.000,9.0,   2.4769,2.0,    0.50,2.0,  -143.8,2.0,     3.5,  40.21967903,2.0,        33.59,2.0,  1573.2,     20.414,2.0,    34.8593,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.697,32.34,36.879,41.315,45.651,     -999.0,9.0
15,33RO20131223,       A16S,79.0,1.0,9.0,9.0,2.0,20140119.0,1454.0,-45.0,-30.9042,       4817,  1848.8,   2.5126,  34.7737,2.0,  34.7751,2.0,    196.5,2.0,   196.7,2.0,    65.7,2.0,    28.2,2.0,    0.00,2.0,   1.940,2.0,   0.169,2.0,   0.081,2.0,   0.062,2.0,  2232.4,2.0,  2346.1,2.0,-999.0000,9.0, -999.00,7.617999999999999,2.0,       25,-999.000,9.0,   2.5131,2.0,    0.62,2.0,  -141.7,2.0,     2.1,  40.07810592,2.0,        30.75,2.0,  1848.8,     18.584,2.0,    34.9391,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.758,32.4,36.938,41.373000000000005,45.708,     -999.0,9.0
16,33RO20131223,       A16S,79.0,1.0,8.0,8.0,2.0,20140119.0,1448.0,-45.0,-30.9042,       4817,  2148.7,   2.3344,  34.7908,2.0,  34.7914,2.0,    202.1,2.0,   204.2,2.0,    67.9,2.0,    27.5,2.0,    0.00,2.0,   1.888,2.0,   0.134,2.0,   0.063,2.0,   0.044,2.0,    2232,2.0, 2348.49,2.0,-999.0000,9.0, -999.00,7.63,2.0,       25,-999.000,9.0,   2.3346,2.0,    0.54,2.0,  -139.6,2.0,     2.1,  40.42086188,2.0,        30.23,2.0,  2148.7,     18.310,2.0,    34.9555,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.788,32.436,36.979,41.419,45.75899999999999,     -999.0,9.0
17,33RO20131223,       A16S,79.0,1.0,7.0,7.0,2.0,20140119.0,1440.0,-45.0,-30.9042,       4817,  2548.4,   1.8283,  34.7622,2.0,  34.7627,2.0,    200.9,2.0,   201.3,2.0,    83.9,2.0,    28.9,2.0,    0.00,2.0,   1.992,2.0,   0.130,2.0,   0.063,2.0,   0.035,2.0,  2243.3,2.0, 2354.72,2.0,-999.0000,9.0, -999.00,7.6161,2.0,       25,-999.000,9.0,   1.8288,2.0,    0.57,2.0,  -151.0,2.0,     2.0,  40.70400811,2.0,        31.52,2.0,  2548.4,     18.538,2.0,    34.9267,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.807,32.47,37.028,41.482,45.836000000000006,     -999.0,9.0
18,33RO20131223,       A16S,79.0,1.0,6.0,6.0,2.0,20140119.0,1433.0,-45.0,-30.9042,       4817,  2948.2,   1.3182,  34.7257,2.0,  34.7262,2.0,    201.2,2.0,   200.4,2.0,   101.3,2.0,    30.6,2.0,    0.00,2.0,   2.111,2.0,   0.212,2.0,   0.104,2.0,   0.073,2.0,    2255,2.0, 2359.13,2.0,-999.0000,9.0, -999.00,7.5987,2.0,       25,-999.000,9.0,   1.3181,2.0,    0.53,2.0,  -158.5,2.0,     2.7,  40.30164242,2.0,        33.22,2.0,  2948.2,     18.990,2.0,    34.8899,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.816,32.495,37.068000000000005,41.537,45.905,     -999.0,9.0
19,33RO20131223,       A16S,79.0,1.0,5.0,5.0,2.0,20140119.0,1425.0,-45.0,-30.9042,       4817,  3347.1,   0.9204,  34.7052,2.0,  34.7048,2.0,    206.2,2.0,   206.2,2.0,   110.9,2.0,    31.2,2.0,    0.00,2.0,   2.157,2.0,   0.323,2.0,   0.158,2.0,   0.088,2.0,  2258.6,2.0, 2363.45,2.0,-999.0000,9.0, -999.00,7.5934,2.0,       25,-999.000,9.0,   0.9205,2.0,    0.51,2.0,  -161.5,2.0,     2.2,  39.77260604,2.0,        33.89,2.0,  3347.1,     18.942,2.0,    34.8684,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.828,32.518,37.103,41.585,45.964,     -999.0,9.0
20,33RO20131223,       A16S,79.0,1.0,4.0,4.0,2.0,20140119.0,1417.0,-45.0,-30.9042,       4817,  3749.1,   0.5918,  34.6897,2.0,  34.6899,2.0,    212.5,2.0,   212.7,2.0,   116.9,6.0,    31.5,6.0,    0.00,6.0,   2.181,6.0,   0.355,2.0,   0.171,2.0,   0.093,2.0,  2259.8,2.0, 2364.72,2.0,-999.0000,9.0, -999.00,7.6762,4.0,       25,-999.000,9.0,   0.5916,2.0,    0.52,2.0,  -163.7,2.0,     2.2,  39.40004522,2.0,        34.01,2.0,  3749.1,     18.751,2.0,    34.8535,6.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.837,32.538000000000004,37.134,41.625,46.013999999999996,     -999.0,9.0
21,33RO20131223,       A16S,79.0,1.0,3.0,3.0,2.0,20140119.0,1409.0,-45.0,-30.9042,       4817,  4148.1,   0.3311,  34.6760,2.0,  34.6773,2.0,    217.7,2.0,   217.7,2.0,   123.1,6.0,    31.9,6.0,    0.00,6.0,   2.211,6.0,   0.426,6.0,   0.202,2.0,   0.082,6.0,    2263,2.0, 2367.96,2.0,-999.0000,9.0, -999.00,7.5927,6.0,       25,-999.000,9.0,   0.3312,2.0,    0.45,2.0,  -158.6,2.0,     2.7,  39.51926468,2.0,        34.49,2.0,  4148.1,     18.572,6.0,    34.8408,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.842,32.552,37.156,41.656000000000006,46.053000000000004,     -999.0,9.0
22,33RO20131223,       A16S,79.0,1.0,2.0,2.0,2.0,20140119.0,1401.0,-45.0,-30.9042,       4817,  4548.2,   0.2381,  34.6699,2.0,  34.6697,2.0,    221.4,2.0,   220.5,2.0,   125.0,6.0,    32.0,6.0,    0.00,6.0,   2.218,6.0,   0.522,2.0,   0.242,2.0,   0.084,2.0,  2263.6,2.0, 2364.87,6.0,-999.0000,9.0, -999.00,7.5906,2.0,       25,-999.000,9.0,   0.2381,2.0,    0.55,2.0,  -161.7,2.0,     1.8,  39.48945981,2.0,        34.54,2.0,  4548.2,     18.501,2.0,    34.8331,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.844,32.558,37.166,41.67,46.07,     -999.0,9.0
23,33RO20131223,       A16S,79.0,1.0,1.0,1.0,2.0,20140119.0,1354.0,-45.0,-30.9042,       4817,  4898.1,   0.2333,  34.6675,2.0,  34.6681,2.0,    222.4,2.0,   221.8,2.0,   125.9,6.0,    32.1,6.0,    0.01,6.0,   2.220,6.0,   0.563,2.0,   0.268,2.0,   0.124,2.0,  2264.3,6.0,  2365.6,2.0,-999.0000,9.0, -999.00,7.5329999999999995,4.0,       25,-999.000,9.0,   0.2331,2.0,    0.50,2.0,  -155.9,2.0,     1.8,  39.67574023,2.0,        34.61,2.0,  4898.1,     18.471,2.0,    34.8316,2.0,     -999.0,9.0,-999.0,1.0,-999.0,9.0,     27.844,32.56,37.169000000000004,41.674,46.075,     -999.0,9.0
24,33RO20131223,       A16S,80.0,1.0,24.0,24.0,2.0,20140119.0,2357.0,-45.4912,-31.1853,       5094,     4.1,   8.8585,  34.1294,2.0,  34.1294,2.0,    283.4,2.0,   284.8,2.0,     1.4,2.0,    14.1,2.0,    0.19,2.0,   1.052,2.0,   3.739,2.0,   2.131,2.0,   2.248,2.0,  2093.6,6.0, 2280.25,2.0,-999.0000,9.0, -999.00,7.8298,2.0,       25,-999.000,9.0,   8.8589,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,     4.1,     10.761,2.0,    34.2903,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     26.457,30.943,35.33,39.618,43.81100000000001,     -999.0,9.0
25,33RO20131223,       A16S,80.0,1.0,23.0,23.0,2.0,20140119.0,2355.0,-45.4912,-31.1853,       5094,    28.5,   8.8623,  34.1293,2.0,  34.1298,2.0,    284.4,2.0,   285.2,2.0,     1.4,2.0,    14.1,2.0,    0.18,2.0,   1.053,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2094.4,2.0, 2278.25,6.0,-999.0000,9.0, -999.00,7.8304,2.0,       25,-999.000,9.0,   8.8624,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,    28.5,     -999.0,9.0,    34.2908,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     26.457,30.943,35.33,39.618,43.81100000000001,     -999.0,9.0
26,33RO20131223,       A16S,80.0,1.0,22.0,22.0,2.0,20140119.0,2353.0,-45.4912,-31.1853,       5094,    62.7,   8.8988,  34.1504,2.0,  34.1537,2.0,    285.8,2.0,   284.3,2.0,     1.5,2.0,    14.0,2.0,    0.19,2.0,   1.051,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2095.8,2.0, 2282.27,2.0,-999.0000,9.0, -999.00,7.8287,2.0,       25,-999.000,9.0,   8.8927,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,    62.7,     -999.0,9.0,    34.3148,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     26.468,30.953000000000003,35.339,39.626,43.818999999999996,     -999.0,9.0
27,33RO20131223,       A16S,80.0,1.0,21.0,21.0,2.0,20140119.0,2351.0,-45.4912,-31.1853,       5094,   112.8,   6.1395,  34.2142,2.0,  34.2072,2.0,    272.6,2.0,   273.2,2.0,     5.6,2.0,    21.5,2.0,    0.16,2.0,   1.501,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,    2138,2.0, 2283.06,2.0,-999.0000,9.0, -999.00,7.7228,6.0,       25,-999.000,9.0,   6.1439,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   112.8,     -999.0,9.0,    34.3685,6.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     26.912,31.461,35.909,40.257,44.508,     -999.0,9.0
28,33RO20131223,       A16S,80.0,1.0,20.0,20.0,2.0,20140119.0,2348.0,-45.4912,-31.1853,       5094,   183.4,   4.4944,  34.1342,2.0,  34.1348,2.0,    273.6,2.0,     272,2.0,    10.8,2.0,    25.2,2.0,    0.01,2.0,   1.733,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2153.6,2.0, 2279.86,2.0,-999.0000,9.0, -999.00,7.6788,2.0,       25,-999.000,9.0,   4.4947,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   183.4,     -999.0,9.0,    34.2957,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.045,31.636999999999997,36.125,40.512,44.801,     -999.0,9.0
29,33RO20131223,       A16S,80.0,1.0,19.0,19.0,2.0,20140119.0,2346.0,-45.4912,-31.1853,       5094,   256.8,   4.1483,  34.1454,2.0,  34.1445,2.0,    269.1,2.0,   264.4,4.0,    14.4,2.0,    26.6,2.0,    0.01,2.0,   1.821,2.0,-999.000,5.0,-999.000,5.0,-999.000,5.0,  2162.4,2.0, 2282.66,2.0,-999.0000,9.0, -999.00,7.662999999999999,2.0,       25,-999.000,9.0,   4.1513,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   256.8,     -999.0,5.0,    34.3055,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.092,31.691999999999997,36.189,40.585,44.882,     -999.0,9.0
30,33RO20131223,       A16S,80.0,1.0,18.0,18.0,2.0,20140119.0,2343.0,-45.4912,-31.1853,       5094,     348,   3.6165,  34.1424,2.0,  34.1422,2.0,    259.8,2.0,   257.5,2.0,    18.6,2.0,    28.1,2.0,    0.01,2.0,   1.929,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0, -999.00,-999.0,9.0,  -999.00,-999.000,9.0,   3.6171,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   348.0,     -999.0,9.0,    34.3032,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.143,31.758000000000003,36.269,40.678000000000004,44.988,     -999.0,9.0
31,33RO20131223,       A16S,80.0,1.0,17.0,17.0,2.0,20140119.0,2340.0,-45.4912,-31.1853,       5094,   448.3,   3.3058,  34.1774,2.0,  34.1762,2.0,    253.3,2.0,   243.7,2.0,    24.9,2.0,    29.5,2.0,    0.01,2.0,   2.020,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2186.1,2.0, 2292.65,2.0,-999.0000,9.0, -999.00,7.6208,2.0,       25,-999.000,9.0,   3.3056,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   448.3,     -999.0,9.0,    34.3373,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.201,31.824,36.343,40.76,45.077,     -999.0,9.0
32,33RO20131223,       A16S,80.0,1.0,16.0,16.0,2.0,20140119.0,2337.0,-45.4912,-31.1853,       5094,   567.9,   3.0116,  34.2321,2.0,  34.2311,2.0,      227,2.0,   226.2,2.0,    33.8,2.0,    31.1,2.0,    0.01,2.0,   2.129,2.0,   2.939,2.0,   1.526,2.0,   1.027,2.0,  2202.9,2.0, 2299.14,2.0,-999.0000,9.0, -999.00,7.5944,2.0,       25,-999.000,9.0,   3.0115,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   567.9,     18.963,2.0,    34.3925,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.273,31.903000000000002,36.43,40.854,45.178000000000004,     -999.0,9.0
33,33RO20131223,       A16S,80.0,1.0,15.0,15.0,2.0,20140119.0,2333.0,-45.4912,-31.1853,       5094,   722.7,   2.9060,  34.3382,2.0,  34.3345,2.0,    200.9,2.0,   200.1,2.0,    45.9,2.0,    32.7,2.0,    0.01,2.0,   2.241,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2222.8,2.0, 2311.14,2.0,-999.0000,9.0, -999.00,7.5647,2.0,       25,-999.000,9.0,   2.9057,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   722.7,     -999.0,9.0,    34.4964,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.368,32.0,36.529,40.955,45.282,     -999.0,9.0
34,33RO20131223,       A16S,80.0,1.0,14.0,14.0,2.0,20140119.0,2329.0,-45.4912,-31.1853,       5094,   922.9,   2.7642,  34.4699,2.0,  34.4678,2.0,    179.1,2.0,     178,2.0,    59.0,2.0,    33.5,2.0,    0.00,2.0,   2.297,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0, -999.00,-999.0,9.0,  -999.00,-999.000,9.0,   2.7639,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   922.9,     -999.0,9.0,    34.6303,2.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,     27.487,32.123000000000005,36.654,41.083999999999996,45.413000000000004,     -999.0,9.0
