,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,XMISS,XMISS_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
1002,  09AR20120105,  I09S,42.0,1.0,6.0,6.0,2.0,20120129.0,506.0,-53.807,115.008, 4003,   2748.5,   0.7200,  34.7030,2.0,  34.7030,2.0,    210.6,2.0,    210.7,2.0,   121.20,2.0,    32.18,2.0,     2.23,2.0,    97.23,2.0,   -0.173,2.0,    0.000,2.0
1003,  09AR20120105,  I09S,42.0,1.0,5.0,5.0,2.0,20120129.0,506.0,-53.807,115.008, 4003,   2999.5,   0.5335,  34.6935,2.0,  34.6930,2.0,    214.3,2.0,    214.5,2.0,   125.80,2.0,    32.33,2.0,     2.24,2.0,    97.19,2.0,   -0.183,2.0,    0.000,2.0
1004,  09AR20120105,  I09S,42.0,1.0,4.0,4.0,2.0,20120129.0,506.0,-53.807,115.008, 4003,   3299.5,   0.3787,  34.6859,2.0,  34.6850,2.0,    218.3,2.0,    218.9,2.0,   129.60,2.0,    32.47,2.0,     2.26,2.0,    97.18,2.0,   -0.179,2.0,    0.000,2.0
1005,  09AR20120105,  I09S,42.0,1.0,3.0,3.0,2.0,20120129.0,506.0,-53.807,115.008, 4003,   3599.7,   0.2815,  34.6811,2.0,  34.6802,2.0,    221.6,2.0,    221.6,2.0,   133.90,2.0,    32.47,2.0,     2.26,2.0,    97.16,2.0,   -0.182,2.0,    0.000,2.0
1006,  09AR20120105,  I09S,42.0,1.0,2.0,2.0,2.0,20120129.0,506.0,-53.807,115.008, 4003,   3799.3,   0.2387,  34.6784,2.0,  34.6777,2.0,    223.2,2.0,    223.1,2.0,   135.00,2.0,    32.49,2.0,     2.25,2.0,    97.15,2.0,   -0.181,2.0,    0.000,2.0
1007,  09AR20120105,  I09S,42.0,1.0,1.0,1.0,2.0,20120129.0,506.0,-53.807,115.008, 4003,   4066.2,   0.2089,  34.6759,2.0,  34.6755,2.0,    225.0,2.0,    224.5,2.0,   138.80,2.0,    32.55,2.0,     2.26,2.0,    97.16,2.0,   -0.181,2.0,    0.000,2.0
1008,  09AR20120105,  I09S,43.0,1.0,24.0,24.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,      8.7,   4.7917,  33.8210,2.0,  33.8206,2.0,   -999.0,5.0,    314.7,2.0,     7.40,2.0,    24.23,2.0,  -999.00,9.0,    97.96,2.0,    0.958,2.0,    0.000,2.0
1009,  09AR20120105,  I09S,43.0,1.0,23.0,23.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,     40.4,   4.7880,  33.8205,2.0,-999.0000,9.0,    315.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.96,2.0,    0.974,2.0,    0.000,2.0
1010,  09AR20120105,  I09S,43.0,1.0,22.0,22.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,     40.3,   4.7885,  33.8205,2.0,-999.0000,9.0,    315.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.06,2.0,    0.948,2.0,    0.000,2.0
1011,  09AR20120105,  I09S,43.0,1.0,21.0,21.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,     40.3,   4.7883,  33.8205,2.0,  33.8206,2.0,    315.0,2.0,    314.6,2.0,     7.30,2.0,    24.20,2.0,  -999.00,9.0,    97.00,2.0,    0.954,2.0,    0.000,2.0
1012,  09AR20120105,  I09S,43.0,1.0,20.0,20.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,     75.9,   4.6199,  33.8178,2.0,  33.8185,2.0,    315.7,2.0,    314.6,2.0,     7.60,2.0,    24.23,2.0,  -999.00,9.0,    97.30,2.0,    1.226,2.0,    0.000,2.0
1013,  09AR20120105,  I09S,43.0,1.0,19.0,19.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    106.1,   2.7013,  33.8726,2.0,  33.8731,2.0,    325.2,2.0,    323.8,2.0,    15.80,2.0,    25.80,2.0,  -999.00,9.0,    98.26,2.0,    0.685,2.0,    0.000,2.0
1014,  09AR20120105,  I09S,43.0,1.0,18.0,18.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    160.9,   1.5775,  33.9147,2.0,  33.9169,2.0,    322.4,2.0,    319.1,2.0,    22.30,2.0,    28.37,2.0,  -999.00,9.0,    97.91,2.0,   -0.116,2.0,    0.000,2.0
1015,  09AR20120105,  I09S,43.0,1.0,17.0,17.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    281.4,   2.1131,  34.2059,2.0,  34.2050,2.0,    233.0,2.0,    238.4,2.0,    44.60,2.0,    32.90,2.0,  -999.00,9.0,    97.88,2.0,   -0.181,2.0,    0.000,2.0
1016,  09AR20120105,  I09S,43.0,1.0,16.0,16.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    350.0,   2.1903,  34.3093,2.0,  34.3070,2.0,    211.4,2.0,    214.1,2.0,    54.10,2.0,    33.98,2.0,  -999.00,9.0,    97.87,2.0,   -0.184,2.0,    0.000,2.0
1017,  09AR20120105,  I09S,43.0,1.0,15.0,15.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    525.1,   2.4154,  34.5144,2.0,  34.5142,2.0,    180.8,2.0,    179.8,2.0,    69.20,2.0,    34.28,2.0,  -999.00,9.0,    97.61,2.0,   -0.182,2.0,    0.000,2.0
1018,  09AR20120105,  I09S,43.0,1.0,14.0,14.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    649.5,   2.3637,  34.5823,2.0,  34.5820,2.0,    179.0,2.0,    177.5,2.0,    73.30,2.0,    33.73,2.0,  -999.00,9.0,    97.60,2.0,   -0.174,2.0,    0.000,2.0
1019,  09AR20120105,  I09S,43.0,1.0,13.0,13.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    801.0,   2.2550,  34.6433,2.0,  34.6427,2.0,    180.2,2.0,    179.1,2.0,    77.10,2.0,    33.00,2.0,  -999.00,9.0,    97.58,2.0,   -0.179,2.0,    0.000,2.0
1020,  09AR20120105,  I09S,43.0,1.0,12.0,12.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,    999.4,   2.1568,  34.7017,2.0,  34.7017,2.0,    184.9,2.0,    184.6,2.0,    80.10,2.0,    31.78,2.0,  -999.00,9.0,    97.56,2.0,   -0.182,2.0,    0.000,2.0
1021,  09AR20120105,  I09S,43.0,1.0,11.0,11.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   1300.9,   1.9513,  34.7402,2.0,  34.7404,2.0,    193.1,2.0,    192.9,2.0,    85.40,2.0,    30.69,2.0,  -999.00,9.0,    97.50,2.0,   -0.178,2.0,    0.000,2.0
1022,  09AR20120105,  I09S,43.0,1.0,10.0,10.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   1550.9,   1.7586,  34.7468,2.0,  34.7469,2.0,    197.4,2.0,    197.3,2.0,    90.90,2.0,    30.59,2.0,  -999.00,9.0,    97.45,2.0,   -0.173,2.0,    0.000,2.0
1023,  09AR20120105,  I09S,43.0,1.0,9.0,9.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   1800.6,   1.5409,  34.7426,2.0,  34.7427,2.0,    200.2,2.0,    200.4,2.0,    97.60,2.0,    30.74,2.0,  -999.00,9.0,    97.41,2.0,   -0.178,2.0,    0.000,2.0
1024,  09AR20120105,  I09S,43.0,1.0,8.0,8.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   2100.1,   1.2623,  34.7310,2.0,  34.7311,2.0,    203.6,2.0,    203.7,2.0,   106.40,2.0,    31.26,2.0,  -999.00,9.0,    97.34,2.0,   -0.183,2.0,    0.000,2.0
1025,  09AR20120105,  I09S,43.0,1.0,7.0,7.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   2399.7,   0.9812,  34.7167,2.0,  34.7162,2.0,    207.2,2.0,    207.1,2.0,   114.70,2.0,    31.68,2.0,  -999.00,9.0,    97.28,2.0,   -0.180,2.0,    0.000,2.0
1026,  09AR20120105,  I09S,43.0,1.0,6.0,6.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   2700.1,   0.6907,  34.7014,2.0,  34.7015,2.0,    211.2,2.0,    211.5,2.0,   122.10,2.0,    32.27,2.0,  -999.00,9.0,    97.23,2.0,   -0.187,2.0,    0.000,2.0
1027,  09AR20120105,  I09S,43.0,1.0,5.0,5.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   3000.2,   0.4925,  34.6918,2.0,  34.6916,2.0,    215.6,2.0,    215.4,2.0,   127.30,2.0,    32.34,2.0,  -999.00,9.0,    97.18,2.0,   -0.186,2.0,    0.000,2.0
1028,  09AR20120105,  I09S,43.0,1.0,4.0,4.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   3350.1,   0.3417,  34.6844,2.0,  34.6838,2.0,    219.3,2.0,    219.5,2.0,   132.90,2.0,    32.47,2.0,  -999.00,9.0,    97.17,2.0,   -0.184,2.0,    0.000,2.0
1029,  09AR20120105,  I09S,43.0,1.0,3.0,3.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   3649.3,   0.2717,  34.6805,2.0,  34.6796,2.0,    221.8,2.0,    221.8,2.0,   135.80,2.0,    32.43,2.0,  -999.00,9.0,    97.16,2.0,   -0.184,2.0,    0.000,2.0
1030,  09AR20120105,  I09S,43.0,1.0,2.0,2.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   3900.6,   0.2520,  34.6785,2.0,  34.6777,2.0,    223.1,2.0,    222.8,2.0,   137.60,2.0,    32.48,2.0,  -999.00,9.0,    97.16,2.0,   -0.180,2.0,    0.000,2.0
1031,  09AR20120105,  I09S,43.0,1.0,1.0,1.0,2.0,20120129.0,1251.0,-53.2097,115.016, 3968,   4032.2,   0.2571,  34.6778,2.0,  34.6771,2.0,    223.6,2.0,    223.0,2.0,   137.90,2.0,    32.48,2.0,  -999.00,9.0,    97.17,2.0,   -0.179,2.0,    0.000,2.0
1032,  09AR20120105,  I09S,44.0,1.0,24.0,24.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,      9.5,   4.4435,  33.8285,2.0,  33.8284,2.0,    318.0,2.0,    317.1,2.0,    11.50,2.0,    24.88,2.0,     1.63,2.0,    98.57,2.0,    0.742,2.0,   30.690,2.0
1033,  09AR20120105,  I09S,44.0,1.0,23.0,23.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,      9.5,   4.4372,  33.8282,2.0,-999.0000,9.0,    318.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.88,2.0,    0.721,2.0,   31.240,2.0
1034,  09AR20120105,  I09S,44.0,1.0,22.0,22.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,      9.5,   4.4367,  33.8281,2.0,-999.0000,9.0,    318.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.80,2.0,    0.695,2.0,   32.000,2.0
1035,  09AR20120105,  I09S,44.0,1.0,21.0,21.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,     34.4,   4.4335,  33.8278,2.0,  33.8284,2.0,    317.3,2.0,    317.8,2.0,    11.40,2.0,    24.78,2.0,     1.64,2.0,    97.07,2.0,    0.794,2.0,    5.242,2.0
1036,  09AR20120105,  I09S,44.0,1.0,20.0,20.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,     89.5,   3.9507,  33.8360,2.0,  33.8372,2.0,    319.1,2.0,    319.5,2.0,    13.60,2.0,    25.00,2.0,     1.69,2.0,    97.13,2.0,    1.148,2.0,    0.376,2.0
1037,  09AR20120105,  I09S,44.0,1.0,19.0,19.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    109.9,   2.8969,  33.8722,2.0,  33.8703,2.0,    322.1,2.0,    321.8,2.0,    16.90,2.0,    25.61,2.0,     1.79,2.0,    98.13,2.0,    0.490,2.0,    0.081,2.0
1038,  09AR20120105,  I09S,44.0,1.0,18.0,18.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    169.6,   1.5045,  33.9347,2.0,  33.9334,2.0,    316.8,2.0,    315.3,2.0,    24.20,2.0,    28.33,2.0,     1.95,2.0,    97.82,2.0,   -0.160,2.0,    0.000,2.0
1039,  09AR20120105,  I09S,44.0,1.0,17.0,17.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    250.3,   1.8625,  34.1706,2.0,  34.1783,2.0,    243.8,2.0,    249.4,2.0,    43.90,2.0,    32.44,2.0,     2.22,2.0,    97.89,2.0,   -0.185,2.0,    0.000,2.0
1040,  09AR20120105,  I09S,44.0,1.0,16.0,16.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    375.1,   2.2034,  34.3887,2.0,  34.3872,2.0,    198.8,2.0,    197.9,2.0,    61.50,2.0,    34.67,2.0,     2.36,2.0,    97.64,2.0,   -0.180,2.0,    0.000,2.0
1041,  09AR20120105,  I09S,44.0,1.0,15.0,15.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    500.5,   2.2733,  34.4993,2.0,  34.4993,2.0,    182.4,2.0,    181.5,2.0,    69.90,2.0,    34.67,2.0,     2.37,2.0,    97.58,2.0,   -0.182,2.0,    0.000,2.0
1042,  09AR20120105,  I09S,44.0,1.0,14.0,14.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    625.8,   2.2861,  34.5817,2.0,  34.5820,2.0,    177.9,2.0,    177.4,2.0,    74.50,2.0,    33.96,2.0,     2.33,2.0,    97.57,2.0,   -0.177,2.0,    0.000,2.0
1043,  09AR20120105,  I09S,44.0,1.0,13.0,13.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    801.0,   2.2180,  34.6606,2.0,  34.6622,2.0,    180.6,2.0,    179.7,2.0,    78.30,2.0,    32.73,2.0,     2.25,2.0,    97.56,2.0,   -0.181,2.0,    0.000,2.0
1044,  09AR20120105,  I09S,44.0,1.0,12.0,12.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,    999.7,   2.1409,  34.7148,2.0,  34.7148,2.0,    186.0,2.0,    187.1,2.0,    80.40,2.0,    31.35,2.0,     2.16,2.0,    97.54,2.0,   -0.180,2.0,    0.000,2.0
1045,  09AR20120105,  I09S,44.0,1.0,11.0,11.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   1249.6,   1.9406,  34.7386,2.0,  34.7388,2.0,    192.5,2.0,    192.3,2.0,    85.50,2.0,    30.72,2.0,     2.13,2.0,    97.49,2.0,   -0.180,2.0,    0.000,2.0
1046,  09AR20120105,  I09S,44.0,1.0,10.0,10.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   1499.2,   1.7429,  34.7461,2.0,  34.7480,2.0,    197.4,2.0,    197.3,2.0,    90.80,2.0,    30.39,2.0,     2.11,2.0,    97.44,2.0,   -0.181,2.0,    0.000,2.0
1047,  09AR20120105,  I09S,44.0,1.0,9.0,9.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   1750.4,   1.5086,  34.7411,2.0,  34.7410,2.0,    200.3,2.0,    200.6,2.0,    97.50,2.0,    30.55,2.0,     2.13,2.0,    97.39,2.0,   -0.176,2.0,    0.000,2.0
1048,  09AR20120105,  I09S,44.0,1.0,8.0,8.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   2000.5,   1.2849,  34.7323,2.0,  34.7323,2.0,    203.0,2.0,    203.0,2.0,   104.50,2.0,    30.81,2.0,     2.16,2.0,    97.34,2.0,   -0.182,2.0,    0.000,2.0
1049,  09AR20120105,  I09S,44.0,1.0,7.0,7.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   2301.4,   0.9925,  34.7176,2.0,  34.7180,2.0,    206.4,2.0,    206.6,2.0,   112.40,2.0,    31.13,2.0,     2.19,2.0,    97.28,2.0,   -0.188,2.0,    0.000,2.0
1050,  09AR20120105,  I09S,44.0,1.0,6.0,6.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   2602.3,   0.7656,  34.7055,2.0,  34.7052,2.0,    209.8,2.0,    209.8,2.0,   119.30,2.0,    31.58,2.0,     2.22,2.0,    97.23,2.0,   -0.179,2.0,    0.000,2.0
1051,  09AR20120105,  I09S,44.0,1.0,5.0,5.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   2898.8,   0.5161,  34.6934,2.0,  34.6930,2.0,    214.9,2.0,    215.2,2.0,   126.90,2.0,    32.08,2.0,     2.26,2.0,    97.18,2.0,   -0.184,2.0,    0.000,2.0
1052,  09AR20120105,  I09S,44.0,1.0,4.0,4.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   3201.2,   0.3693,  34.6858,2.0,  34.6855,2.0,    218.7,2.0,    218.6,2.0,   132.60,2.0,    32.57,2.0,     2.27,2.0,    97.16,2.0,   -0.180,2.0,    0.000,2.0
1053,  09AR20120105,  I09S,44.0,1.0,3.0,3.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   3450.2,   0.3217,  34.6829,2.0,  34.6826,2.0,    220.4,2.0,    220.3,2.0,   134.40,2.0,    32.62,2.0,     2.28,2.0,    97.16,2.0,   -0.183,2.0,    0.000,2.0
1054,  09AR20120105,  I09S,44.0,1.0,2.0,2.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   3699.5,   0.2640,  34.6796,2.0,  34.6796,2.0,    222.6,2.0,    222.2,2.0,   136.40,2.0,    32.62,2.0,     2.29,2.0,    97.14,2.0,   -0.183,2.0,    0.000,2.0
1055,  09AR20120105,  I09S,44.0,1.0,1.0,1.0,2.0,20120129.0,2003.0,-52.6113,115.002, 3771,   3824.3,   0.2503,  34.6785,2.0,  34.6783,2.0,    223.5,2.0,    222.7,2.0,   137.60,2.0,    32.64,2.0,     2.29,2.0,    97.16,2.0,   -0.187,2.0,    0.000,2.0
1056,  09AR20120105,  I09S,45.0,1.0,24.0,24.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,     10.6,   3.9214,  33.8433,2.0,  33.8443,2.0,    324.1,2.0,    323.0,2.0,    15.00,2.0,    25.39,2.0,     1.66,2.0,    97.62,2.0,    0.120,2.0,  168.500,2.0
1057,  09AR20120105,  I09S,45.0,1.0,23.0,23.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,     40.7,   3.8257,  33.8439,2.0,-999.0000,9.0,    323.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.52,2.0,    0.709,2.0,   33.280,2.0
1058,  09AR20120105,  I09S,45.0,1.0,22.0,22.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,     40.8,   3.8217,  33.8440,2.0,-999.0000,9.0,    323.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.51,2.0,    0.698,2.0,   32.820,2.0
1059,  09AR20120105,  I09S,45.0,1.0,21.0,21.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,     40.7,   3.8137,  33.8439,2.0,  33.8449,2.0,    323.1,2.0,    323.7,2.0,    15.10,2.0,    25.54,2.0,     1.68,2.0,    96.66,2.0,    0.750,2.0,   32.730,2.0
1060,  09AR20120105,  I09S,45.0,1.0,20.0,20.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,     74.2,   3.5937,  33.8445,2.0,  33.8457,2.0,    324.1,2.0,    323.6,2.0,    15.40,2.0,    25.77,2.0,     1.69,2.0,    96.51,2.0,    1.247,2.0,    6.246,2.0
1061,  09AR20120105,  I09S,45.0,1.0,19.0,19.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,    101.2,   2.8153,  33.8680,2.0,  33.8656,2.0,    323.2,2.0,    324.0,2.0,    17.60,2.0,    26.38,2.0,     1.78,2.0,    97.66,2.0,    0.842,2.0,    1.597,2.0
1062,  09AR20120105,  I09S,45.0,1.0,18.0,18.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,    144.3,   1.3592,  33.9509,2.0,  33.9510,2.0,    314.4,2.0,    312.2,2.0,    26.40,2.0,    29.37,2.0,     1.97,2.0,    97.90,2.0,   -0.145,2.0,    0.264,2.0
1063,  09AR20120105,  I09S,45.0,1.0,17.0,17.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,    251.1,   2.0574,  34.2393,2.0,  34.2387,2.0,    229.5,2.0,    230.7,2.0,    48.50,2.0,    33.88,2.0,     2.28,2.0,    97.92,2.0,   -0.188,2.0,    0.000,2.0
1064,  09AR20120105,  I09S,45.0,1.0,16.0,16.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,    400.1,   2.2339,  34.4351,2.0,  34.4353,2.0,    190.9,2.0,    190.3,2.0,    65.20,2.0,    35.16,2.0,     2.36,2.0,    97.57,2.0,   -0.176,2.0,    0.000,2.0
1065,  09AR20120105,  I09S,45.0,1.0,15.0,15.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,    599.1,   2.2487,  34.5905,2.0,  34.5902,2.0,    177.1,2.0,    177.1,2.0,    75.30,2.0,    34.22,2.0,     2.32,2.0,    97.57,2.0,   -0.177,2.0,    0.000,2.0
1066,  09AR20120105,  I09S,45.0,1.0,14.0,14.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,    799.8,   2.1757,  34.6715,2.0,  34.6728,2.0,    181.1,2.0,    180.7,2.0,    79.00,2.0,    32.62,2.0,     2.24,2.0,    97.55,2.0,   -0.176,2.0,    0.000,2.0
1067,  09AR20120105,  I09S,45.0,1.0,13.0,13.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   1051.3,   2.0240,  34.7216,2.0,  34.7215,2.0,    188.5,2.0,    188.6,2.0,    82.80,2.0,    31.33,2.0,     2.14,2.0,    97.51,2.0,   -0.176,2.0,    0.000,2.0
1068,  09AR20120105,  I09S,45.0,1.0,12.0,12.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   1300.2,   1.8617,  34.7411,2.0,  34.7414,2.0,    193.6,2.0,    193.7,2.0,    87.50,2.0,    30.84,2.0,     2.12,2.0,    97.47,2.0,   -0.177,2.0,    0.000,2.0
1069,  09AR20120105,  I09S,45.0,1.0,11.0,11.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   1500.8,   1.6942,  34.7438,2.0,  34.7441,2.0,    197.8,2.0,    197.3,2.0,    91.80,2.0,    30.67,2.0,     2.11,2.0,    97.44,2.0,   -0.176,2.0,    0.000,2.0
1070,  09AR20120105,  I09S,45.0,1.0,10.0,10.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   1500.6,   1.6945,  34.7437,2.0,  34.7443,2.0,    197.8,2.0,    197.4,2.0,    91.70,2.0,    30.74,2.0,     2.10,2.0,    97.44,2.0,   -0.182,2.0,    0.000,2.0
1071,  09AR20120105,  I09S,45.0,1.0,9.0,9.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   1705.0,   1.5006,  34.7401,2.0,  34.7402,2.0,    200.8,2.0,    200.1,2.0,    96.80,2.0,    30.87,2.0,     2.14,2.0,    97.39,2.0,   -0.179,2.0,    0.000,2.0
1072,  09AR20120105,  I09S,45.0,1.0,8.0,8.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   1898.3,   1.3174,  34.7334,2.0,  34.7335,2.0,    202.9,2.0,    202.4,2.0,   103.20,2.0,    31.16,2.0,     2.15,2.0,    97.34,2.0,   -0.183,2.0,    0.000,2.0
1073,  09AR20120105,  I09S,45.0,1.0,7.0,7.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   2099.1,   1.1459,  34.7250,2.0,  34.7250,2.0,    205.0,2.0,    204.3,2.0,   107.50,2.0,    31.44,2.0,     2.16,2.0,    97.29,2.0,   -0.177,2.0,    0.000,2.0
1074,  09AR20120105,  I09S,45.0,1.0,6.0,6.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   2400.8,   0.8822,  34.7112,2.0,  34.7111,2.0,    207.9,2.0,    207.6,2.0,   116.30,2.0,    31.94,2.0,     2.23,2.0,    97.24,2.0,   -0.176,2.0,    0.000,2.0
1075,  09AR20120105,  I09S,45.0,1.0,5.0,5.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   2699.3,   0.6545,  34.6992,2.0,  34.6991,2.0,    211.6,2.0,    211.3,2.0,   122.10,2.0,    32.30,2.0,     2.25,2.0,    97.20,2.0,   -0.175,2.0,    0.000,2.0
1076,  09AR20120105,  I09S,45.0,1.0,4.0,4.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   3000.5,   0.4272,  34.6889,2.0,  34.6891,2.0,    217.3,2.0,    217.1,2.0,   128.20,2.0,    32.53,2.0,     2.27,2.0,    97.17,2.0,   -0.185,2.0,    0.000,2.0
1077,  09AR20120105,  I09S,45.0,1.0,3.0,3.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   3298.5,   0.3177,  34.6835,2.0,  34.6834,2.0,    220.4,2.0,    220.1,2.0,   134.20,2.0,    32.57,2.0,     2.28,2.0,    97.15,2.0,   -0.179,2.0,    0.000,2.0
1078,  09AR20120105,  I09S,45.0,1.0,2.0,2.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   3600.8,   0.2574,  34.6797,2.0,  34.6791,2.0,    221.8,2.0,    222.2,2.0,   135.80,2.0,    32.63,2.0,     2.28,2.0,    97.13,2.0,   -0.180,2.0,    0.000,2.0
1079,  09AR20120105,  I09S,45.0,1.0,1.0,1.0,2.0,20120130.0,211.0,-51.9742,114.999, 3679,   3732.2,   0.2295,  34.6780,2.0,  34.6773,2.0,    223.0,2.0,    222.8,2.0,   136.90,2.0,    32.60,2.0,     2.28,2.0,    97.16,2.0,   -0.178,2.0,    0.000,2.0
1080,  09AR20120105,  I09S,46.0,1.0,24.0,24.0,2.0,20120130.0,805.0,-51.4747,115.015, 3511,     10.6,   4.2584,  33.8427,2.0,  33.8445,2.0,    321.0,2.0,    320.4,2.0,    13.00,2.0,    25.21,2.0,     1.65,2.0,    97.32,2.0,    0.496,2.0,   22.590,2.0
1081,  09AR20120105,  I09S,46.0,1.0,23.0,23.0,2.0,20120130.0,805.0,-51.4747,115.015, 3511,     39.8,   3.8934,  33.8443,2.0,-999.0000,9.0,    320.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.11,2.0,    0.906,2.0,    5.546,2.0
1082,  09AR20120105,  I09S,46.0,1.0,22.0,22.0,2.0,20120130.0,805.0,-51.4747,115.015, 3511,     39.6,   3.8967,  33.8443,2.0,-999.0000,9.0,    320.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.09,2.0,    0.899,2.0,    5.638,2.0
1083,  09AR20120105,  I09S,46.0,1.0,21.0,21.0,2.0,20120130.0,805.0,-51.4747,115.015, 3511,     39.8,   3.8934,  33.8442,2.0,  33.8451,2.0,    320.6,2.0,    321.5,2.0,    13.20,2.0,    25.25,2.0,     1.65,2.0,    96.09,2.0,    0.898,2.0,    5.699,2.0
