,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
0,  09AR20071216,     SAZC,2.0,1.0,24.0,24.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.1,   2.3487,  34.6582,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.026,2.0,    0.001,2.0
1,  09AR20071216,     SAZC,2.0,1.0,23.0,23.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.4,   2.3477,  34.6587,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
2,  09AR20071216,     SAZC,2.0,1.0,22.0,22.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.2,   2.3475,  34.6589,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
3,  09AR20071216,     SAZC,2.0,1.0,21.0,21.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.3,   2.3456,  34.6593,2.0,  34.6584,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
4,  09AR20071216,     SAZC,2.0,1.0,20.0,20.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.4,   2.3452,  34.6593,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.026,2.0,    0.001,2.0
5,  09AR20071216,     SAZC,2.0,1.0,19.0,19.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.9,   2.3460,  34.6592,2.0,  34.6580,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
6,  09AR20071216,     SAZC,2.0,1.0,18.0,18.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.1,   2.3462,  34.6592,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
7,  09AR20071216,     SAZC,2.0,1.0,17.0,17.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.2,   2.3458,  34.6593,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.029,2.0,    0.001,2.0
8,  09AR20071216,     SAZC,2.0,1.0,16.0,16.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.9,   2.3459,  34.6593,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.026,2.0,    0.001,2.0
9,  09AR20071216,     SAZC,2.0,1.0,15.0,15.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.1,   2.3450,  34.6596,2.0,  34.6584,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.026,2.0,    0.001,2.0
10,  09AR20071216,     SAZC,2.0,1.0,14.0,14.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.9,   2.3451,  34.6596,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.024,2.0,    0.001,2.0
11,  09AR20071216,     SAZC,2.0,1.0,13.0,13.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.7,   2.3456,  34.6594,2.0,  34.6586,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
12,  09AR20071216,     SAZC,2.0,1.0,12.0,12.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.8,   2.3455,  34.6595,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.024,2.0,    0.001,2.0
13,  09AR20071216,     SAZC,2.0,1.0,11.0,11.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.6,   2.3454,  34.6594,2.0,  34.6587,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
14,  09AR20071216,     SAZC,2.0,1.0,10.0,10.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.6,   2.3454,  34.6594,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.021,2.0,    0.001,2.0
15,  09AR20071216,     SAZC,2.0,1.0,9.0,9.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.5,   2.3452,  34.6595,2.0,  34.6584,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
16,  09AR20071216,     SAZC,2.0,1.0,8.0,8.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.5,   2.3451,  34.6595,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
17,  09AR20071216,     SAZC,2.0,1.0,7.0,7.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.6,   2.3450,  34.6595,2.0,  34.6587,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.023,2.0,    0.001,2.0
18,  09AR20071216,     SAZC,2.0,1.0,6.0,6.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1000.6,   2.3449,  34.6596,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
19,  09AR20071216,     SAZC,2.0,1.0,5.0,5.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.2,   2.3444,  34.6598,2.0,  34.6593,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
20,  09AR20071216,     SAZC,2.0,1.0,4.0,4.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.0,   2.3445,  34.6597,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.030,2.0,    0.001,2.0
21,  09AR20071216,     SAZC,2.0,1.0,3.0,3.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.3,   2.3443,  34.6598,2.0,  34.6591,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
22,  09AR20071216,     SAZC,2.0,1.0,2.0,2.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.2,   2.3450,  34.6598,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.020,2.0,    0.001,2.0
23,  09AR20071216,     SAZC,2.0,1.0,1.0,1.0,2.0,20071219.0,218.0,-53.7485,141.828, 2433,   1001.3,   2.3446,  34.6598,2.0,  34.6593,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
24,  09AR20071216,     SAZC,3.0,1.0,24.0,24.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.4,   2.3556,  34.6526,2.0,  34.6513,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3422,2.0,   0.1662,2.0,   0.0234,2.0,   -0.028,2.0,    0.001,2.0
25,  09AR20071216,     SAZC,3.0,1.0,23.0,23.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.5,   2.3558,  34.6525,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.029,2.0,    0.001,2.0
26,  09AR20071216,     SAZC,3.0,1.0,22.0,22.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.2,   2.3558,  34.6524,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
27,  09AR20071216,     SAZC,3.0,1.0,21.0,21.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.2,   2.3558,  34.6525,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
28,  09AR20071216,     SAZC,3.0,1.0,20.0,20.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.8,   2.3562,  34.6520,2.0,  34.6501,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3441,2.0,   0.1679,2.0,   0.0214,2.0,   -0.027,2.0,    0.001,2.0
29,  09AR20071216,     SAZC,3.0,1.0,19.0,19.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.1,   2.3567,  34.6515,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.029,2.0,    0.001,2.0
30,  09AR20071216,     SAZC,3.0,1.0,18.0,18.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    998.5,   2.3563,  34.6519,2.0,  34.6505,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3478,2.0,   0.1687,2.0,   0.0000,3.0,   -0.024,2.0,    0.001,2.0
31,  09AR20071216,     SAZC,3.0,1.0,17.0,17.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    997.9,   2.3562,  34.6521,2.0,  34.6501,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
32,  09AR20071216,     SAZC,3.0,1.0,16.0,16.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    998.0,   2.3560,  34.6521,2.0,  34.6505,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3380,2.0,   0.1644,2.0,   0.0169,2.0,   -0.026,2.0,    0.001,2.0
33,  09AR20071216,     SAZC,3.0,1.0,15.0,15.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    998.0,   2.3561,  34.6521,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
34,  09AR20071216,     SAZC,3.0,1.0,14.0,14.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    998.0,   2.3559,  34.6523,2.0,  34.6511,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3360,2.0,   0.1644,2.0,   0.0231,2.0,   -0.025,2.0,    0.001,2.0
35,  09AR20071216,     SAZC,3.0,1.0,13.0,13.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    998.4,   2.3558,  34.6524,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
36,  09AR20071216,     SAZC,3.0,1.0,12.0,12.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    998.8,   2.3557,  34.6526,2.0,  34.6517,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3385,2.0,   0.1732,2.0,   0.0245,2.0,   -0.028,2.0,    0.001,2.0
37,  09AR20071216,     SAZC,3.0,1.0,11.0,11.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.2,   2.3556,  34.6527,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
38,  09AR20071216,     SAZC,3.0,1.0,10.0,10.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.4,   2.3558,  34.6525,2.0,  34.6517,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3423,2.0,   0.1664,2.0,   0.0000,3.0,   -0.024,2.0,    0.001,2.0
39,  09AR20071216,     SAZC,3.0,1.0,9.0,9.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.2,   2.3557,  34.6525,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.030,2.0,    0.001,2.0
40,  09AR20071216,     SAZC,3.0,1.0,8.0,8.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.3,   2.3557,  34.6525,2.0,  34.6517,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3379,2.0,   0.1670,2.0,   0.0197,2.0,   -0.028,2.0,    0.001,2.0
41,  09AR20071216,     SAZC,3.0,1.0,7.0,7.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.1,   2.3556,  34.6526,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
42,  09AR20071216,     SAZC,3.0,1.0,6.0,6.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.1,   2.3554,  34.6527,2.0,  34.6517,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3398,6.0,   0.1666,6.0,   0.0130,6.0,   -0.027,2.0,    0.001,2.0
43,  09AR20071216,     SAZC,3.0,1.0,5.0,5.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.1,   2.3555,  34.6526,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.025,2.0,    0.001,2.0
44,  09AR20071216,     SAZC,3.0,1.0,4.0,4.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,    999.3,   2.3557,  34.6525,2.0,  34.6517,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3361,6.0,   0.1630,6.0,   0.0222,6.0,   -0.024,2.0,    0.001,2.0
45,  09AR20071216,     SAZC,3.0,1.0,3.0,3.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.0,   2.3552,  34.6529,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.027,2.0,    0.001,2.0
46,  09AR20071216,     SAZC,3.0,1.0,2.0,2.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.5,   2.3549,  34.6533,2.0,  34.6523,2.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.026,2.0,    0.001,2.0
47,  09AR20071216,     SAZC,3.0,1.0,1.0,1.0,2.0,20071219.0,352.0,-53.7568,141.8592, 2962,   1000.6,   2.3549,  34.6535,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   -0.026,2.0,    0.001,2.0
48,  09AR20071216,  CEAMARC,4.0,1.0,24.0,24.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,      3.5,  -0.6745,  34.2444,2.0,-999.0000,9.0,   380.79,2.0,   380.78,2.0,     54.4,2.0,    25.20,3.0,     1.43,2.0,   5.6575,3.0,   2.8584,3.0,   0.5975,3.0,    3.201,2.0,    3.771,2.0
49,  09AR20071216,  CEAMARC,4.0,1.0,23.0,23.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     24.3,  -1.0094,  34.3716,2.0,-999.0000,9.0,   368.39,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   13.344,2.0,    1.901,2.0
50,  09AR20071216,  CEAMARC,4.0,1.0,22.0,22.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     24.3,  -1.0098,  34.3719,2.0,-999.0000,9.0,   368.39,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   13.178,2.0,    1.903,2.0
51,  09AR20071216,  CEAMARC,4.0,1.0,21.0,21.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     24.4,  -1.0061,  34.3688,2.0,  34.3703,2.0,   368.39,2.0,   367.78,2.0,     59.2,2.0,    26.74,3.0,     1.62,2.0,   6.6270,2.0,   3.1344,2.0,   0.6382,2.0,   12.981,2.0,    1.900,2.0
52,  09AR20071216,  CEAMARC,4.0,1.0,20.0,20.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     48.8,  -1.5142,  34.4402,2.0,-999.0000,9.0,   339.06,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    3.112,2.0,    0.490,2.0
53,  09AR20071216,  CEAMARC,4.0,1.0,19.0,19.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     48.7,  -1.5291,  34.4415,2.0,  34.4417,2.0,   339.06,2.0,   339.21,2.0,     69.4,2.0,    29.56,3.0,     1.94,2.0,   5.6992,2.0,   2.7337,2.0,   0.6145,2.0,    2.798,2.0,    0.507,2.0
54,  09AR20071216,  CEAMARC,4.0,1.0,18.0,18.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     75.0,  -1.7281,  34.4696,2.0,-999.0000,9.0,   321.75,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.382,2.0,    0.001,2.0
55,  09AR20071216,  CEAMARC,4.0,1.0,17.0,17.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,     74.9,  -1.7254,  34.4713,2.0,  34.4720,2.0,   321.07,2.0,   321.29,2.0,     74.5,2.0,    30.76,3.0,     2.06,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.391,2.0,    0.001,2.0
56,  09AR20071216,  CEAMARC,4.0,1.0,16.0,16.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    100.2,  -1.7547,  34.5044,2.0,-999.0000,9.0,   319.73,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.690,2.0,    0.001,2.0
57,  09AR20071216,  CEAMARC,4.0,1.0,15.0,15.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    100.2,  -1.7511,  34.5031,2.0,  34.5056,2.0,   319.73,2.0,   319.55,2.0,     75.1,2.0,    30.67,3.0,     2.06,2.0,   5.4405,2.0,   2.6775,2.0,   0.5044,2.0,    0.761,2.0,    0.001,2.0
58,  09AR20071216,  CEAMARC,4.0,1.0,14.0,14.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    150.7,  -1.8294,  34.5287,2.0,-999.0000,9.0,   317.38,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.244,2.0,    0.001,2.0
59,  09AR20071216,  CEAMARC,4.0,1.0,13.0,13.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    150.8,  -1.8294,  34.5286,2.0,  34.5295,2.0,   317.38,2.0,   317.72,2.0,     76.3,2.0,    31.00,3.0,     2.10,2.0,   5.2859,2.0,   2.5922,2.0,   0.5552,2.0,    0.236,2.0,    0.001,2.0
60,  09AR20071216,  CEAMARC,4.0,1.0,12.0,12.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    200.5,  -1.8682,  34.5563,2.0,-999.0000,9.0,   314.86,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.090,2.0,    0.001,2.0
61,  09AR20071216,  CEAMARC,4.0,1.0,11.0,11.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    200.3,  -1.8680,  34.5562,2.0,  34.5566,2.0,   314.86,2.0,   315.88,2.0,     77.2,2.0,    31.20,3.0,     2.11,2.0,   5.1884,3.0,   2.6786,3.0,   0.5324,3.0,    0.091,2.0,    0.001,2.0
62,  09AR20071216,  CEAMARC,4.0,1.0,10.0,10.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    249.6,  -1.8797,  34.5751,2.0,-999.0000,9.0,   314.64,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.057,2.0,    0.001,2.0
63,  09AR20071216,  CEAMARC,4.0,1.0,9.0,9.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    249.6,  -1.8801,  34.5757,2.0,  34.5760,2.0,   314.64,2.0,   314.53,2.0,     77.8,2.0,    31.01,3.0,     2.11,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.034,2.0,    0.001,2.0
64,  09AR20071216,  CEAMARC,4.0,1.0,8.0,8.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    300.6,  -1.8822,  34.5842,2.0,  34.5842,2.0,   314.59,2.0,   315.14,2.0,     77.8,2.0,    30.90,3.0,     2.12,2.0,   5.3644,2.0,   2.6295,2.0,   0.4716,2.0,    0.028,2.0,    0.001,2.0
65,  09AR20071216,  CEAMARC,4.0,1.0,7.0,7.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    300.4,  -1.8823,  34.5843,2.0,-999.0000,9.0,   314.59,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.022,2.0,    0.001,2.0
66,  09AR20071216,  CEAMARC,4.0,1.0,6.0,6.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    350.5,  -1.8859,  34.5904,2.0,-999.0000,9.0,   314.60,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.005,2.0,    0.001,2.0
67,  09AR20071216,  CEAMARC,4.0,1.0,5.0,5.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    350.3,  -1.8862,  34.5904,2.0,  34.5921,2.0,   314.60,2.0,   314.74,2.0,     77.7,2.0,    30.78,3.0,     2.11,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.008,2.0,    0.001,2.0
68,  09AR20071216,  CEAMARC,4.0,1.0,4.0,4.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    400.6,  -1.8825,  34.5958,2.0,-999.0000,9.0,   315.06,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.037,2.0,    0.001,2.0
69,  09AR20071216,  CEAMARC,4.0,1.0,3.0,3.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    400.6,  -1.8823,  34.5959,2.0,  34.5956,2.0,   315.06,2.0,   315.09,2.0,     77.7,2.0,    30.94,3.0,     2.11,2.0,   5.1234,3.0,   2.5046,3.0,   0.5628,3.0,    0.010,2.0,    0.001,2.0
70,  09AR20071216,  CEAMARC,4.0,1.0,2.0,2.0,2.0,20071222.0,2313.0,-66.0047,142.6593,  443,    433.0,  -1.8816,  34.5964,2.0,-999.0000,9.0,   315.02,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,    0.021,2.0,    0.001,2.0
