,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,NEON,NEON_FLAG_W,NEONER,THETA
1146,  06AQ20080210,   A12,152.0,1.0,17.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,    302.3,   0.7360,  34.6870,2.0,    198.7,2.0,   103.85,2.0,    33.00,2.0,     0.04,2.0,     2.27,2.0,    1.237,3.0,    0.392,2.0,   2257.2,2.0,   2354.3,2.0,   1.8816,2.0,   0.0188,     8.04,2.0,     0.04,    8.153,2.0,    0.082,   0.7227
1147,  06AQ20080210,   A12,152.0,1.0,18.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,    201.4,   0.7400,  34.6790,2.0,    198.8,2.0,   100.14,2.0,    32.87,2.0,     0.05,2.0,     2.26,2.0, -999.000,9.0, -999.000,9.0,   2258.6,2.0,   2352.6,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.7313
1148,  06AQ20080210,   A12,152.0,1.0,19.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,    151.2,   0.6810,  34.6690,2.0,    199.3,2.0,    97.41,2.0,    32.88,2.0,     0.07,2.0,     2.26,2.0,    1.859,3.0,    0.559,2.0,   2256.4,2.0,   2350.6,2.0,   1.8575,2.0,   0.0186,     7.80,2.0,     0.04,    8.121,2.0,    0.081,   0.6746
1149,  06AQ20080210,   A12,152.0,1.0,20.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,    101.9,   0.5360,  34.6500,2.0,    206.2,2.0,    95.17,2.0,    32.76,2.0,     0.14,2.0,     2.26,2.0, -999.000,9.0, -999.000,9.0,   2255.0,2.0,   2347.6,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.5319
1150,  06AQ20080210,   A12,152.0,1.0,21.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,     71.1,  -0.7150,  34.5250,2.0,    259.0,2.0,    84.54,2.0,    31.04,2.0,     0.18,2.0,     2.17,2.0,    4.632,3.0,    1.494,2.0,   2239.7,2.0,   2344.0,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -0.7171
1151,  06AQ20080210,   A12,152.0,1.0,22.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,     49.8,  -1.3850,  34.4090,2.0,    306.5,2.0,    77.32,2.0,    29.52,2.0,     0.18,2.0,     2.05,2.0, -999.000,9.0, -999.000,9.0,   2223.5,2.0,   2336.7,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.3862
1152,  06AQ20080210,   A12,152.0,1.0,23.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,     24.2,  -0.2970,  34.0210,2.0,    345.6,2.0,    68.36,2.0,    26.00,2.0,     0.20,2.0,     1.71,2.0, -999.000,9.0, -999.000,9.0,   2178.4,2.0,   2317.0,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -0.2978
1153,  06AQ20080210,   A12,152.0,1.0,24.0,2.0,20080229.0,1719.0,-65.5012,0.0014, 3984,     10.3,  -0.1970,  34.0000,2.0,    344.3,2.0,    66.11,2.0,    24.94,2.0,     0.22,2.0,     1.61,2.0,    9.903,4.0,    3.212,2.0,   2170.3,2.0,   2312.6,2.0,   1.7992,2.0,   0.0180,    -1.51,2.0,    -0.01,    8.063,2.0,    0.081,  -0.1973
1154,  06AQ20080210,   A12,154.0,1.0,1.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.4,  -1.6880,  34.0220,2.0,    333.9,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6908
1155,  06AQ20080210,   A12,154.0,1.0,4.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.1,  -1.6880,  34.0220,2.0,    334.2,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6908
1156,  06AQ20080210,   A12,154.0,1.0,5.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.1,  -1.6870,  34.0220,2.0,    334.2,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6898
1157,  06AQ20080210,   A12,154.0,1.0,6.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    136.9,  -1.6880,  34.0230,2.0,    334.3,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6908
1158,  06AQ20080210,   A12,154.0,1.0,7.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.1,  -1.6880,  34.0230,2.0,    334.2,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6908
1159,  06AQ20080210,   A12,154.0,1.0,8.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.2,  -1.6880,  34.0230,2.0,    334.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6908
1160,  06AQ20080210,   A12,154.0,1.0,9.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.0,  -1.6900,  34.0240,2.0,    334.3,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6928
1161,  06AQ20080210,   A12,154.0,1.0,10.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    137.1,  -1.6910,  34.0260,2.0,    334.2,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6938
1162,  06AQ20080210,   A12,154.0,1.0,11.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,    101.8,  -1.6170,  33.7420,2.0,    351.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    7.452,3.0,    3.344,2.0,   -999.0,9.0,   -999.0,9.0,   1.8668,2.0,   0.0187,    -1.46,2.0,    -0.01,    8.319,2.0,    0.083,  -1.6191
1163,  06AQ20080210,   A12,154.0,1.0,12.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     75.7,  -1.6790,  33.6820,2.0,    356.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    7.561,3.0,    3.356,6.0,   -999.0,9.0,   -999.0,9.0,   1.8553,2.0,   0.0186,    -1.68,2.0,    -0.01,    8.286,2.0,    0.083,  -1.6805
1164,  06AQ20080210,   A12,154.0,1.0,13.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     75.6,  -1.6790,  33.6810,2.0,    356.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6805
1165,  06AQ20080210,   A12,154.0,1.0,14.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     75.7,  -1.6780,  33.6810,2.0,    356.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6795
1166,  06AQ20080210,   A12,154.0,1.0,15.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     75.7,  -1.6790,  33.6810,2.0,    356.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6805
1167,  06AQ20080210,   A12,154.0,1.0,16.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     76.0,  -1.6810,  33.6780,2.0,    356.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6825
1168,  06AQ20080210,   A12,154.0,1.0,17.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     75.8,  -1.6790,  33.6790,2.0,    356.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6805
1169,  06AQ20080210,   A12,154.0,1.0,18.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     76.1,  -1.6780,  33.6810,2.0,    356.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6795
1170,  06AQ20080210,   A12,154.0,1.0,19.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     75.7,  -1.6770,  33.6810,2.0,    356.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   10.661,4.0,    3.392,6.0,   -999.0,9.0,   -999.0,9.0,   1.9079,2.0,   0.0191,    -1.85,2.0,    -0.01,    8.427,2.0,    0.084,  -1.6785
1171,  06AQ20080210,   A12,154.0,1.0,20.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     51.0,  -1.6830,  33.6530,2.0,    359.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    7.088,2.0,    3.397,2.0,   -999.0,9.0,   -999.0,9.0,   1.8820,2.0,   0.0188,    -1.83,2.0,    -0.01,    8.365,2.0,    0.084,  -1.6840
1172,  06AQ20080210,   A12,154.0,1.0,21.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,     25.4,  -1.7190,  33.6140,2.0,    360.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   1.8534,2.0,   0.0185,    -3.40,2.0,    -0.02,    8.341,2.0,    0.083,  -1.7195
1173,  06AQ20080210,   A12,154.0,1.0,22.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,      9.9,  -1.7360,  33.6080,2.0,    361.9,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    9.802,4.0,    3.540,2.0,   -999.0,9.0,   -999.0,9.0,   1.8348,2.0,   0.0183,    -1.56,2.0,    -0.01,    8.196,2.0,    0.082,  -1.7362
1174,  06AQ20080210,   A12,154.0,1.0,23.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,      9.8,  -1.7360,  33.6080,2.0,    361.9,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.7362
1175,  06AQ20080210,   A12,154.0,1.0,24.0,2.0,20080305.0,1402.0,-70.5747,-8.1228,  136,      9.8,  -1.7400,  33.6070,2.0,    361.9,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.7402
1176,  06AQ20080210,   A12,155.0,1.0,1.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    230.7,  -1.9190,  34.2210,2.0,    320.6,2.0,    61.32,2.0,    30.34,2.0,     0.08,2.0,     2.06,2.0, -999.000,9.0, -999.000,9.0,   2204.6,2.0,   2315.4,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.9236
1177,  06AQ20080210,   A12,155.0,1.0,4.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    230.6,  -1.9190,  34.2210,2.0,    320.6,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    8.429,3.0,    2.892,2.0,   -999.0,9.0,   -999.0,9.0,   1.9474,2.0,   0.0195,    -1.08,2.0,    -0.01,    8.573,2.0,    0.086,  -1.9236
1178,  06AQ20080210,   A12,155.0,1.0,5.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    216.7,  -1.9210,  34.2190,2.0,    320.8,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    8.914,4.0,    2.927,2.0,   -999.0,9.0,   -999.0,9.0,   1.9613,2.0,   0.0196,    -1.63,2.0,    -0.01,    8.613,2.0,    0.086,  -1.9253
1179,  06AQ20080210,   A12,155.0,1.0,6.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    202.3,  -1.9190,  34.2150,2.0,    321.5,2.0,    60.83,2.0,    30.18,2.0,     0.09,2.0,     2.05,2.0,    6.448,2.0,    2.971,2.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.9230
1180,  06AQ20080210,   A12,155.0,1.0,7.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    176.7,  -1.8950,  34.1870,2.0,    325.0,2.0,    60.44,2.0,    29.96,2.0,     0.09,2.0,     2.03,2.0,    6.895,3.0,    2.951,2.0,   2200.6,2.0,   2313.7,2.0,   1.9932,2.0,   0.0199,    -1.45,2.0,    -0.01,    8.703,2.0,    0.087,  -1.8985
1181,  06AQ20080210,   A12,155.0,1.0,8.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    151.9,  -1.7830,  34.0470,2.0,    335.6,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   1.9285,2.0,   0.0193,    -1.26,2.0,    -0.01,    8.567,2.0,    0.086,  -1.7860
1182,  06AQ20080210,   A12,155.0,1.0,9.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    126.8,  -1.4620,  33.8440,2.0,    344.4,2.0,    53.03,2.0,    26.18,2.0,     0.13,2.0,     1.84,2.0, -999.000,9.0, -999.000,9.0,   2168.6,2.0,   2298.7,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.4648
1183,  06AQ20080210,   A12,155.0,1.0,10.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,    101.3,  -1.5280,  33.7400,2.0,    349.6,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    6.852,2.0,    3.311,2.0,   -999.0,9.0,   -999.0,9.0,   1.8593,2.0,   0.0186,    -1.70,2.0,    -0.01,    8.340,2.0,    0.083,  -1.5301
1184,  06AQ20080210,   A12,155.0,1.0,11.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.8,  -1.5790,  33.7000,2.0,    353.1,2.0,    46.40,2.0,    23.62,2.0,     0.16,2.0,     1.60,2.0,    6.648,2.0,    3.341,2.0,   2147.3,2.0,   2286.1,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5805
1185,  06AQ20080210,   A12,155.0,1.0,12.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.8,  -1.5810,  33.6980,2.0,    353.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5825
1186,  06AQ20080210,   A12,155.0,1.0,13.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.8,  -1.5810,  33.6980,2.0,    353.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5825
1187,  06AQ20080210,   A12,155.0,1.0,14.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.7,  -1.5810,  33.6970,2.0,    353.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5825
1188,  06AQ20080210,   A12,155.0,1.0,15.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.8,  -1.5840,  33.6950,2.0,    353.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5855
1189,  06AQ20080210,   A12,155.0,1.0,16.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.6,  -1.5850,  33.6930,2.0,    353.2,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5865
1190,  06AQ20080210,   A12,155.0,1.0,17.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     76.0,  -1.5900,  33.6900,2.0,    353.0,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5915
1191,  06AQ20080210,   A12,155.0,1.0,18.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     75.7,  -1.5890,  33.6900,2.0,    353.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    6.802,4.0,    3.179,4.0,   -999.0,9.0,   -999.0,9.0,   1.8619,2.0,   0.0186,    -1.87,2.0,    -0.01,    8.380,2.0,    0.084,  -1.5905
1192,  06AQ20080210,   A12,155.0,1.0,19.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     50.6,  -1.5970,  33.6570,2.0,    355.6,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.5980
1193,  06AQ20080210,   A12,155.0,1.0,20.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,     25.5,  -1.6280,  33.6380,2.0,    356.5,2.0,    43.96,2.0,    23.02,2.0,     0.17,2.0,     1.51,2.0,    8.567,3.0,    3.403,2.0,   2132.9,2.0,   2282.5,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6285
1194,  06AQ20080210,   A12,155.0,1.0,21.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,      9.7,  -1.6280,  33.6380,2.0,    357.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    8.366,3.0,    3.417,2.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6282
1195,  06AQ20080210,   A12,155.0,1.0,22.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,      9.9,  -1.6280,  33.6380,2.0,    357.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6282
1196,  06AQ20080210,   A12,155.0,1.0,23.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,      4.5,  -1.6280,  33.6370,2.0,    356.2,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    7.835,3.0,    3.407,2.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6281
1197,  06AQ20080210,   A12,155.0,1.0,24.0,2.0,20080305.0,1607.0,-70.5202,-8.1849,  232,      4.4,  -1.6290,  33.6370,2.0,    356.2,2.0,    43.86,2.0,    22.91,2.0,     0.17,2.0,     1.50,2.0, -999.000,9.0, -999.000,9.0,   2134.2,2.0,   2282.4,2.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -1.6291
1198,  06AQ20080210,   A12,157.0,1.0,1.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    203.7,   1.0320,  34.6850,2.0,    192.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   1.0227
1199,  06AQ20080210,   A12,157.0,1.0,4.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    201.8,   1.0360,  34.6850,2.0,    192.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   1.0268
1200,  06AQ20080210,   A12,157.0,1.0,5.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    204.3,   1.0320,  34.6850,2.0,    192.3,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   1.0227
1201,  06AQ20080210,   A12,157.0,1.0,6.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    201.9,   1.0320,  34.6850,2.0,    192.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   1.0228
1202,  06AQ20080210,   A12,157.0,1.0,7.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    102.1,   0.6530,  34.6220,2.0,    215.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.6488
1203,  06AQ20080210,   A12,157.0,1.0,8.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    102.2,   0.6380,  34.6220,2.0,    214.7,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.6338
1204,  06AQ20080210,   A12,157.0,1.0,9.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    102.8,   0.6300,  34.6200,2.0,    212.5,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.6257
1205,  06AQ20080210,   A12,157.0,1.0,10.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    101.4,   0.6220,  34.6180,2.0,    216.4,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.6178
1206,  06AQ20080210,   A12,157.0,1.0,11.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    103.3,   0.6380,  34.6200,2.0,    211.3,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.6337
1207,  06AQ20080210,   A12,157.0,1.0,12.0,2.0,20080307.0,1516.0,-66.5166,-0.0556, 4585,    101.8,   0.6070,  34.6160,2.0,    215.8,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   0.6028
