,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W
733,  09AR20030103,   UNK,32.0,1.0,4.0,4.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    501.1,   0.5626,  34.6676,2.0,-999.0000,9.0,    221.0,2.0,  0.5405,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
734,  09AR20030103,   UNK,32.0,1.0,5.0,5.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    501.4,   0.5641,  34.6678,2.0,-999.0000,9.0,    221.0,2.0,  0.5419,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
735,  09AR20030103,   UNK,32.0,1.0,6.0,6.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    501.6,   0.5637,  34.6678,2.0,-999.0000,9.0,    221.0,2.0,  0.5415,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
736,  09AR20030103,   UNK,32.0,1.0,7.0,7.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    501.9,   0.5625,  34.6678,2.0,-999.0000,9.0,    221.0,2.0,  0.5403,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
737,  09AR20030103,   UNK,32.0,1.0,8.0,8.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    502.3,   0.5638,  34.6678,2.0,-999.0000,9.0,    221.0,2.0,  0.5416,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
738,  09AR20030103,   UNK,32.0,1.0,9.0,9.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    502.6,   0.5656,  34.6678,2.0,-999.0000,9.0,    221.0,2.0,  0.5434,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
739,  09AR20030103,   UNK,32.0,1.0,10.0,10.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    503.1,   0.5656,  34.6678,2.0,-999.0000,9.0,    220.4,2.0,  0.5434,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
740,  09AR20030103,   UNK,32.0,1.0,11.0,11.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    503.5,   0.5660,  34.6679,2.0,-999.0000,9.0,    220.4,2.0,  0.5437,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
741,  09AR20030103,   UNK,32.0,1.0,12.0,12.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    503.9,   0.5671,  34.6681,2.0,-999.0000,9.0,    220.4,2.0,  0.5448,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
742,  09AR20030103,   UNK,32.0,1.0,13.0,13.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    504.4,   0.5679,  34.6682,2.0,-999.0000,9.0,    220.4,2.0,  0.5456,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
743,  09AR20030103,   UNK,32.0,1.0,14.0,14.0,2.0,20030212.0,2356.0,-66.4045,69.8137,2194.0,-999.0,    505.0,   0.5681,  34.6682,2.0,  34.6682,2.0,    220.4,2.0,  0.5458,    220.5,2.0,    89.50,2.0,    31.05,2.0,     2.01,2.0
744,  09AR20030103,  I08S,33.0,1.0,24.0,24.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,      8.9,   1.7251,  33.7491,2.0,  33.7499,2.0,    333.6,2.0,  1.7251,    337.4,2.0,    28.40,2.0,    23.20,2.0,     1.16,2.0
745,  09AR20030103,  I08S,33.0,1.0,23.0,23.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,      9.0,   1.7223,  33.7522,2.0,-999.0000,9.0,    333.7,2.0,  1.7223,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
746,  09AR20030103,  I08S,33.0,1.0,22.0,22.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,      9.1,   1.7219,  33.7535,2.0,-999.0000,9.0,    333.7,2.0,  1.7219,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
747,  09AR20030103,  I08S,33.0,1.0,21.0,21.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,     60.7,   0.8969,  33.8521,2.0,  33.8300,2.0,    327.8,2.0,  0.8946,    325.1,2.0,    35.60,2.0,    25.08,2.0,     1.49,2.0
748,  09AR20030103,  I08S,33.0,1.0,20.0,20.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    101.5,  -0.9021,  34.1707,2.0,  34.1627,2.0,    279.9,2.0, -0.9051,    283.5,2.0,    62.40,2.0,    30.43,2.0,     2.03,2.0
749,  09AR20030103,  I08S,33.0,1.0,19.0,19.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    201.7,   0.6153,  34.4989,2.0,  34.4942,2.0,    224.9,2.0,  0.6070,    217.1,2.0,    77.60,2.0,    32.90,2.0,     2.13,2.0
750,  09AR20030103,  I08S,33.0,1.0,18.0,18.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    249.1,   1.0542,  34.5891,2.0,  34.5881,2.0,    209.6,2.0,  1.0430,    202.4,2.0,    82.70,2.0,    32.68,2.0,     2.12,2.0
751,  09AR20030103,  I08S,33.0,1.0,17.0,17.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    300.2,   1.2560,  34.6343,2.0,  34.6346,2.0,    200.1,2.0,  1.2418,    197.1,2.0,    84.40,2.0,    32.76,2.0,     2.12,2.0
752,  09AR20030103,  I08S,33.0,1.0,16.0,16.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    400.3,   1.4190,  34.6844,2.0,  34.6835,2.0,    196.2,2.0,  1.3991,    195.5,2.0,    86.90,2.0,    32.17,2.0,     2.05,2.0
753,  09AR20030103,  I08S,33.0,1.0,15.0,15.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    500.0,   1.6922,  34.7365,2.0,  34.7357,2.0,    194.7,2.0,  1.6657,    193.4,2.0,    87.90,2.0,    30.69,3.0,     1.98,2.0
754,  09AR20030103,  I08S,33.0,1.0,13.0,13.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    700.8,   1.4242,  34.7298,2.0,-999.0000,9.0,    195.9,2.0,  1.3872,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
755,  09AR20030103,  I08S,33.0,1.0,12.0,12.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    700.8,   1.4178,  34.7292,2.0,-999.0000,9.0,    195.9,2.0,  1.3808,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
756,  09AR20030103,  I08S,33.0,1.0,14.0,14.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    702.0,   1.4372,  34.7315,2.0,  34.7298,2.0,    195.9,2.0,  1.4000,    199.4,2.0,    92.20,2.0,    31.14,2.0,     1.99,2.0
757,  09AR20030103,  I08S,33.0,1.0,11.0,11.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,    901.0,   1.3284,  34.7387,2.0,  34.7386,2.0,    198.7,2.0,  1.2798,    200.6,2.0,    98.80,2.0,    31.06,2.0,     1.99,2.0
758,  09AR20030103,  I08S,33.0,1.0,10.0,10.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   1099.2,   1.1586,  34.7304,2.0,  34.7308,2.0,    201.2,2.0,  1.0989,    202.2,2.0,   103.30,2.0,    31.38,2.0,     2.01,2.0
759,  09AR20030103,  I08S,33.0,1.0,9.0,9.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   1298.6,   0.9448,  34.7190,2.0,  34.7192,2.0,    203.8,2.0,  0.8743,    203.9,2.0,   108.60,2.0,    30.91,3.0,     2.04,2.0
760,  09AR20030103,  I08S,33.0,1.0,8.0,8.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   1501.9,   0.7774,  34.7112,2.0,  34.7113,2.0,    206.2,2.0,  0.6952,    205.7,2.0,   114.20,2.0,    31.45,2.0,     2.07,2.0
761,  09AR20030103,  I08S,33.0,1.0,7.0,7.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   1703.1,   0.6202,  34.7007,2.0,  34.7005,2.0,    207.5,2.0,  0.5262,    208.6,2.0,   117.40,2.0,    31.47,2.0,     2.11,2.0
762,  09AR20030103,  I08S,33.0,1.0,6.0,6.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   1901.8,   0.5114,  34.6959,2.0,  34.6958,2.0,    208.9,2.0,  0.4049,    208.6,2.0,   121.10,2.0,    32.19,2.0,     2.12,2.0
763,  09AR20030103,  I08S,33.0,1.0,5.0,5.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   2101.3,   0.4077,  34.6900,2.0,  34.6892,2.0,    211.0,2.0,  0.2882,    211.8,2.0,   123.30,2.0,    32.37,2.0,     2.12,2.0
764,  09AR20030103,  I08S,33.0,1.0,4.0,4.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   2299.9,   0.3348,  34.6863,2.0,  34.6864,2.0,    213.3,2.0,  0.2015,    213.5,2.0,   125.10,2.0,    32.01,3.0,     2.12,2.0
765,  09AR20030103,  I08S,33.0,1.0,3.0,3.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   2501.1,   0.2658,  34.6829,2.0,  34.6821,2.0,    216.1,2.0,  0.1180,    215.4,2.0,   125.50,2.0,    32.89,2.0,     2.10,2.0
766,  09AR20030103,  I08S,33.0,1.0,2.0,2.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   2732.4,   0.1352,  34.6782,2.0,  34.6782,2.0,    220.3,2.0, -0.0287,    220.4,2.0,   126.60,2.0,    32.91,2.0,     2.13,2.0
767,  09AR20030103,  I08S,33.0,1.0,1.0,1.0,2.0,20030216.0,228.0,-57.9073,82.9597,2853.0,-999.0,   2848.4,   0.0304,  34.6755,2.0,  34.6744,2.0,    223.5,2.0, -0.1409,    223.3,2.0,   126.40,2.0,    31.96,3.0,     2.14,2.0
768,  09AR20030103,  I08S,34.0,1.0,22.0,22.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,     10.5,   1.9701,  33.7714,2.0,-999.0000,9.0,    334.5,2.0,  1.9700,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
769,  09AR20030103,  I08S,34.0,1.0,24.0,24.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,     10.6,   1.9687,  33.7715,2.0,  33.7728,2.0,    334.5,2.0,  1.9686,    336.1,2.0,    25.80,2.0,    23.61,2.0,     1.18,2.0
770,  09AR20030103,  I08S,34.0,1.0,23.0,23.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,     10.7,   1.9703,  33.7714,2.0,-999.0000,9.0,    334.5,2.0,  1.9702,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
771,  09AR20030103,  I08S,34.0,1.0,21.0,21.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,     50.1,   1.5659,  33.8165,2.0,  33.8183,2.0,    336.6,2.0,  1.5639,    329.2,2.0,    30.70,2.0,    24.70,2.0,     1.45,2.0
772,  09AR20030103,  I08S,34.0,1.0,20.0,20.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,    102.3,  -0.5477,  34.2211,2.0,  34.2207,2.0,    246.2,2.0, -0.5510,    265.5,2.0,    64.10,2.0,    31.93,2.0,     2.09,2.0
773,  09AR20030103,  I08S,34.0,1.0,19.0,19.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,    197.2,   0.6740,  34.4988,2.0,  34.4995,2.0,    213.6,2.0,  0.6658,    213.8,2.0,    76.90,2.0,    33.37,2.0,     2.14,2.0
774,  09AR20030103,  I08S,34.0,1.0,18.0,18.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,    400.0,   1.6004,  34.6767,2.0,  34.6772,2.0,    197.4,2.0,  1.5799,    189.0,2.0,    85.10,2.0,    32.50,2.0,     2.07,2.0
775,  09AR20030103,  I08S,34.0,1.0,17.0,17.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,    602.3,   1.4785,  34.7101,2.0,  34.7113,2.0,    199.5,2.0,  1.4470,    197.8,2.0,    87.90,2.0,    30.59,2.0,     2.00,2.0
776,  09AR20030103,  I08S,34.0,1.0,16.0,16.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,    798.0,   1.3222,  34.7191,2.0,  34.7190,2.0,    202.3,2.0,  1.2800,    201.3,2.0,    92.60,2.0,    30.75,2.0,     2.00,2.0
777,  09AR20030103,  I08S,34.0,1.0,15.0,15.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   1000.3,   1.2585,  34.7294,2.0,  34.7300,2.0,    203.4,2.0,  1.2043,    201.9,2.0,    97.30,2.0,    30.86,2.0,     2.00,2.0
778,  09AR20030103,  I08S,34.0,1.0,12.0,12.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   1250.1,   1.0480,  34.7231,2.0,-999.0000,9.0,    204.6,2.0,  0.9796,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
779,  09AR20030103,  I08S,34.0,1.0,14.0,14.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   1250.2,   1.0469,  34.7231,2.0,  34.7229,2.0,    204.6,2.0,  0.9785,    203.9,2.0,   104.80,2.0,    30.99,2.0,     2.03,2.0
780,  09AR20030103,  I08S,34.0,1.0,13.0,13.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   1250.2,   1.0460,  34.7229,2.0,-999.0000,9.0,    204.6,2.0,  0.9776,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
781,  09AR20030103,  I08S,34.0,1.0,11.0,11.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   1502.1,   0.7998,  34.7100,2.0,  34.7090,2.0,    205.7,2.0,  0.7173,    205.9,2.0,   112.20,2.0,    32.12,2.0,     2.07,2.0
782,  09AR20030103,  I08S,34.0,1.0,10.0,10.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   1750.5,   0.5859,  34.6990,2.0,  34.6980,2.0,    207.4,2.0,  0.4890,    208.3,2.0,   118.40,2.0,    32.74,2.0,     2.10,2.0
783,  09AR20030103,  I08S,34.0,1.0,9.0,9.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   2001.5,   0.4696,  34.6936,2.0,  34.6927,2.0,    210.0,2.0,  0.3565,    210.3,2.0,   124.10,2.0,    32.77,2.0,     2.11,2.0
784,  09AR20030103,  I08S,34.0,1.0,8.0,8.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   2250.4,   0.4012,  34.6898,2.0,  34.6903,2.0,    211.9,2.0,  0.2705,    212.7,2.0,   125.10,2.0,    32.87,2.0,     2.13,2.0
785,  09AR20030103,  I08S,34.0,1.0,7.0,7.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   2502.7,   0.3216,  34.6853,2.0,  34.6856,2.0,    214.4,2.0,  0.1726,    214.5,2.0,   125.80,2.0,    32.68,2.0,     2.13,2.0
786,  09AR20030103,  I08S,34.0,1.0,6.0,6.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   2749.5,   0.2118,  34.6804,2.0,  34.6803,2.0,    218.0,2.0,  0.0449,    218.3,2.0,   126.60,2.0,    33.01,2.0,     2.13,2.0
787,  09AR20030103,  I08S,34.0,1.0,5.0,5.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   3001.2,   0.1268,  34.6776,2.0,  34.6778,2.0,    222.3,2.0, -0.0596,    222.1,2.0,   127.00,2.0,    32.83,2.0,     2.12,2.0
788,  09AR20030103,  I08S,34.0,1.0,4.0,4.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   3300.7,   0.0010,  34.6743,2.0,  34.6746,2.0,    227.8,2.0, -0.2088,    228.2,2.0,   125.90,2.0,    31.89,3.0,     2.14,2.0
789,  09AR20030103,  I08S,34.0,1.0,3.0,3.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   3600.3,  -0.0502,  34.6732,2.0,  34.6733,2.0,    230.9,2.0, -0.2862,    230.4,2.0,   127.10,2.0,    32.52,2.0,     2.10,2.0
790,  09AR20030103,  I08S,34.0,1.0,2.0,2.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   3798.7,  -0.0653,  34.6720,2.0,  34.6721,2.0,    231.7,2.0, -0.3198,    231.8,2.0,   128.60,2.0,    32.63,2.0,     2.10,2.0
791,  09AR20030103,  I08S,34.0,1.0,1.0,1.0,2.0,20030216.0,1257.0,-57.7787,83.2185,3873.0,-999.0,   3925.0,  -0.0510,  34.6719,2.0,  34.6715,2.0,    231.3,2.0, -0.3183,    342.8,4.0,   127.50,2.0,    32.60,2.0,     2.10,2.0
792,  09AR20030103,  I08S,35.0,1.0,23.0,23.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,     10.5,   2.4273,  33.8284,2.0,-999.0000,9.0,    326.6,2.0,  2.4273,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
793,  09AR20030103,  I08S,35.0,1.0,22.0,22.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,     10.5,   2.4279,  33.8285,2.0,-999.0000,9.0,    326.6,2.0,  2.4279,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
794,  09AR20030103,  I08S,35.0,1.0,24.0,24.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,     10.6,   2.4266,  33.8285,2.0,  33.8294,2.0,    326.6,2.0,  2.4266,    327.8,2.0,    22.00,2.0,    24.61,3.0,     1.37,2.0
795,  09AR20030103,  I08S,35.0,1.0,21.0,21.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,     50.8,   2.4055,  33.8291,2.0,  33.8304,2.0,    329.0,2.0,  2.4033,    327.6,2.0,    22.00,2.0,    24.49,3.0,     1.38,2.0
796,  09AR20030103,  I08S,35.0,1.0,20.0,20.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,     70.8,   0.0860,  34.0600,2.0,  34.0573,2.0,    307.6,2.0,  0.0835,    307.6,2.0,    48.50,2.0,    29.74,3.0,     1.94,2.0
797,  09AR20030103,  I08S,35.0,1.0,19.0,19.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,    150.5,   0.9780,  34.4429,2.0,  34.4483,2.0,    227.4,2.0,  0.9716,    207.1,2.0,    72.40,2.0,    33.59,3.0,     2.19,2.0
798,  09AR20030103,  I08S,35.0,1.0,18.0,18.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,    400.7,   1.8827,  34.7041,2.0,  34.7066,2.0,    185.9,2.0,  1.8613,    183.6,2.0,    83.80,2.0,    32.13,3.0,     2.07,2.0
799,  09AR20030103,  I08S,35.0,1.0,17.0,17.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,    651.7,   1.7163,  34.7380,2.0,  34.7382,2.0,    192.1,2.0,  1.6807,    192.5,2.0,    87.90,2.0,    30.62,3.0,     1.98,2.0
800,  09AR20030103,  I08S,35.0,1.0,16.0,16.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,    900.6,   1.4649,  34.7418,2.0,  34.7421,2.0,    197.2,2.0,  1.4154,    198.7,2.0,    95.00,2.0,    30.27,3.0,     1.97,2.0
801,  09AR20030103,  I08S,35.0,1.0,15.0,15.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   1150.0,   1.2397,  34.7347,2.0,  34.7345,2.0,    200.6,2.0,  1.1760,    202.0,2.0,   101.60,2.0,    31.38,3.0,     2.02,2.0
802,  09AR20030103,  I08S,35.0,1.0,14.0,14.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   1402.4,   1.0155,  34.7222,2.0,  34.7204,2.0,    203.5,2.0,  0.9373,    205.0,2.0,   107.60,2.0,    31.11,3.0,     2.04,2.0
803,  09AR20030103,  I08S,35.0,1.0,12.0,12.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   1402.4,   1.0188,  34.7219,2.0,-999.0000,9.0,    203.5,2.0,  0.9406,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
804,  09AR20030103,  I08S,35.0,1.0,13.0,13.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   1403.1,   1.0169,  34.7220,2.0,-999.0000,9.0,    203.5,2.0,  0.9386,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
805,  09AR20030103,  I08S,35.0,1.0,11.0,11.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   1654.5,   0.7836,  34.7100,2.0,  34.7105,2.0,    205.9,2.0,  0.6908,    206.1,2.0,   114.20,2.0,    31.29,3.0,     2.06,2.0
806,  09AR20030103,  I08S,35.0,1.0,10.0,10.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   2001.8,   0.5706,  34.6985,2.0,  34.6998,2.0,    209.8,2.0,  0.4559,    208.9,2.0,   120.10,2.0,    32.53,3.0,     2.09,2.0
807,  09AR20030103,  I08S,35.0,1.0,9.0,9.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   2501.4,   0.2740,  34.6847,2.0,  34.6850,2.0,    216.1,2.0,  0.1260,    216.5,2.0,   125.50,2.0,    32.69,3.0,     2.13,2.0
808,  09AR20030103,  I08S,35.0,1.0,8.0,8.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   3001.5,   0.1297,  34.6792,2.0,  34.6794,2.0,    222.3,2.0, -0.0568,    222.6,2.0,   125.90,2.0,    32.81,3.0,     2.11,2.0
809,  09AR20030103,  I08S,35.0,1.0,7.0,7.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   3300.8,   0.0522,  34.6777,2.0,  34.6774,2.0,    226.2,2.0, -0.1589,    225.8,2.0,   127.00,2.0,    32.59,3.0,     2.10,2.0
810,  09AR20030103,  I08S,35.0,1.0,6.0,6.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   3601.1,   0.0015,  34.6753,2.0,  34.6746,2.0,    228.8,2.0, -0.2360,    228.6,2.0,   127.70,2.0,    31.83,3.0,     2.09,2.0
811,  09AR20030103,  I08S,35.0,1.0,5.0,5.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   3850.8,  -0.0049,  34.6742,2.0,  34.6737,2.0,    230.0,2.0, -0.2662,    229.6,2.0,   127.40,2.0,    31.95,3.0,     2.11,2.0
812,  09AR20030103,  I08S,35.0,1.0,4.0,4.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   4102.9,  -0.0187,  34.6728,2.0,  34.6727,2.0,    231.5,2.0, -0.3047,    232.5,2.0,   128.20,2.0,    31.56,3.0,     2.10,2.0
813,  09AR20030103,  I08S,35.0,1.0,3.0,3.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   4301.5,  -0.0323,  34.6712,2.0,  34.6717,2.0,    231.9,2.0, -0.3382,    231.5,2.0,   129.30,2.0,    32.10,3.0,     2.11,2.0
814,  09AR20030103,  I08S,35.0,1.0,2.0,2.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   4471.5,  -0.0231,  34.6706,2.0,  34.6709,2.0,    232.0,2.0, -0.3472,    231.9,2.0,   129.40,2.0,    32.07,3.0,     2.11,2.0
815,  09AR20030103,  I08S,35.0,1.0,1.0,1.0,2.0,20030216.0,1927.0,-57.7425,83.406,4479.0,-999.0,   4567.7,  -0.0169,  34.6703,2.0,  34.6699,2.0,    231.9,2.0, -0.3515,    232.1,2.0,   129.70,2.0,    32.59,3.0,     2.09,2.0
816,  09AR20030103,  I08S,36.0,1.0,24.0,24.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,     10.2,   2.0224,  33.7890,2.0,  33.7900,2.0,    331.9,2.0,  2.0224,    332.3,2.0,    26.00,2.0,    22.55,2.0,     1.28,2.0
817,  09AR20030103,  I08S,36.0,1.0,23.0,23.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,     10.5,   2.0227,  33.7891,2.0,-999.0000,9.0,    331.9,2.0,  2.0227,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
818,  09AR20030103,  I08S,36.0,1.0,22.0,22.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,     10.6,   2.0229,  33.7891,2.0,-999.0000,9.0,    331.9,2.0,  2.0228,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
819,  09AR20030103,  I08S,36.0,1.0,21.0,21.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,     50.7,   2.0055,  33.7950,2.0,  33.7982,2.0,    332.8,2.0,  2.0034,    331.3,2.0,    26.30,2.0,    23.14,2.0,     1.31,2.0
820,  09AR20030103,  I08S,36.0,1.0,20.0,20.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,     99.8,   0.3820,  34.2226,2.0,  34.2117,2.0,    261.4,2.0,  0.3782,    264.3,2.0,    61.20,2.0,    31.37,2.0,     2.12,2.0
821,  09AR20030103,  I08S,36.0,1.0,19.0,19.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,    199.6,   1.7151,  34.5756,2.0,  34.5756,2.0,    201.3,2.0,  1.7053,    182.9,2.0,    82.20,2.0,    32.75,2.0,     2.22,2.0
822,  09AR20030103,  I08S,36.0,1.0,18.0,18.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,    401.7,   1.9549,  34.7044,2.0,  34.7047,2.0,    186.8,2.0,  1.9332,    183.0,2.0,    86.40,2.0,    30.92,2.0,     2.07,2.0
823,  09AR20030103,  I08S,36.0,1.0,17.0,17.0,2.0,20030217.0,1659.0,-57.642,83.649,4277.0,-999.0,    601.2,   1.7939,  34.7302,2.0,  34.7312,2.0,    191.2,2.0,  1.7610,    190.2,2.0,    90.80,2.0,    30.12,2.0,     2.01,2.0
