,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W
262,  09AR20030103,   UNK,12.0,1.0,2.0,2.0,2.0,20030124.0,1124.0,-66.2908,61.9238,2770.0,-999.0,   2760.7,  -0.3168,  34.6519,2.0,  34.6529,2.0,    246.1,2.0, -0.4735,    246.2,2.0,   106.80,2.0,    31.52,2.0,     2.14,2.0
263,  09AR20030103,   UNK,12.0,1.0,1.0,1.0,2.0,20030124.0,1124.0,-66.2908,61.9238,2770.0,-999.0,   2760.8,  -0.3166,  34.6519,2.0,-999.0000,9.0,    246.1,2.0, -0.4734,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
264,  09AR20030103,   UNK,13.0,1.0,23.0,23.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,      8.3,   0.2166,  33.6885,2.0,-999.0000,9.0,    340.5,2.0,  0.2164,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
265,  09AR20030103,   UNK,13.0,1.0,22.0,22.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,      8.4,   0.2182,  33.6885,2.0,-999.0000,9.0,    340.5,2.0,  0.2180,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
266,  09AR20030103,   UNK,13.0,1.0,24.0,24.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,      8.5,   0.2149,  33.6886,2.0,  33.6882,2.0,    340.5,2.0,  0.2147,    343.4,2.0,    45.80,2.0,    26.53,2.0,     1.53,2.0
267,  09AR20030103,   UNK,13.0,1.0,21.0,21.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     14.8,   0.2221,  33.6869,2.0,  33.6860,2.0,    342.3,2.0,  0.2216,    343.4,2.0,    45.80,2.0,    26.58,2.0,     1.55,2.0
268,  09AR20030103,   UNK,13.0,1.0,20.0,20.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     30.2,   0.0817,  33.7125,2.0,  33.7356,4.0,    345.1,2.0,  0.0807,    340.4,2.0,    47.10,2.0,    26.80,2.0,     1.61,2.0
269,  09AR20030103,   UNK,13.0,1.0,19.0,19.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     45.5,  -1.6209,  34.1448,2.0,  34.1447,2.0,    315.6,2.0, -1.6222,    312.3,2.0,    54.00,2.0,    28.96,2.0,     1.92,2.0
270,  09AR20030103,   UNK,13.0,1.0,18.0,18.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     55.6,  -1.6758,  34.2026,2.0,  34.1992,2.0,    302.9,2.0, -1.6773,    307.7,2.0,    55.10,2.0,    29.42,2.0,     1.96,2.0
271,  09AR20030103,   UNK,13.0,1.0,17.0,17.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     60.2,  -1.5722,  34.2440,2.0,  34.2385,2.0,    299.4,2.0, -1.5739,    298.5,2.0,    57.60,2.0,    29.92,2.0,     2.01,2.0
272,  09AR20030103,   UNK,13.0,1.0,16.0,16.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     75.7,  -1.2447,  34.3216,2.0,  34.3194,2.0,    291.1,2.0, -1.2469,    279.1,2.0,    63.10,2.0,    30.80,2.0,     2.09,2.0
273,  09AR20030103,   UNK,13.0,1.0,15.0,15.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,     90.2,  -0.9349,  34.3820,2.0,  34.3819,2.0,    286.3,2.0, -0.9376,    270.2,2.0,    66.30,2.0,    31.27,2.0,     2.10,2.0
274,  09AR20030103,   UNK,13.0,1.0,13.0,13.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    106.6,  -1.3536,  34.4078,2.0,-999.0000,9.0,    282.7,2.0, -1.3565,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
275,  09AR20030103,   UNK,13.0,1.0,14.0,14.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    106.7,  -1.3579,  34.4071,2.0,  34.4086,2.0,    282.7,2.0, -1.3608,    282.3,2.0,    65.70,2.0,    31.01,2.0,     2.08,2.0
276,  09AR20030103,   UNK,13.0,1.0,12.0,12.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    106.9,  -1.3877,  34.4063,2.0,-999.0000,9.0,    282.7,2.0, -1.3906,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
277,  09AR20030103,   UNK,13.0,1.0,11.0,11.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    119.8,  -1.3644,  34.4227,2.0,  34.4209,2.0,    282.4,2.0, -1.3676,    285.9,2.0,    65.70,2.0,    30.96,2.0,     2.10,2.0
278,  09AR20030103,   UNK,13.0,1.0,10.0,10.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    135.5,  -1.3111,  34.4307,2.0,  34.4307,2.0,    284.4,2.0, -1.3148,    284.3,2.0,    66.90,2.0,    30.56,2.0,     2.07,2.0
279,  09AR20030103,   UNK,13.0,1.0,9.0,9.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    150.1,  -1.1828,  34.4454,2.0,  34.4450,2.0,    282.4,2.0, -1.1870,    278.6,2.0,    67.80,2.0,    31.08,2.0,     2.08,2.0
280,  09AR20030103,   UNK,13.0,1.0,8.0,8.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    198.3,  -0.4306,  34.5180,2.0,  34.5168,2.0,    265.3,2.0, -0.4373,    253.9,2.0,    74.50,2.0,    31.17,2.0,     2.10,2.0
281,  09AR20030103,   UNK,13.0,1.0,7.0,7.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    500.0,   0.9295,  34.6860,2.0,  34.6856,2.0,    211.2,2.0,  0.9060,    209.4,2.0,    92.50,2.0,    31.06,2.0,     2.10,2.0
282,  09AR20030103,   UNK,13.0,1.0,6.0,6.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,    799.5,   0.7949,  34.6976,2.0,  34.6978,2.0,    207.4,2.0,  0.7559,    209.3,2.0,   102.40,2.0,    31.21,2.0,     2.12,2.0
283,  09AR20030103,   UNK,13.0,1.0,5.0,5.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,   1000.9,   0.7356,  34.7024,2.0,  34.7023,2.0,    205.1,2.0,  0.6855,    206.5,2.0,   109.60,2.0,    31.40,2.0,     2.15,2.0
284,  09AR20030103,   UNK,13.0,1.0,4.0,4.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,   1701.4,   0.2530,  34.6807,2.0,  34.6803,2.0,    215.1,2.0,  0.1640,    215.4,2.0,   121.50,2.0,    32.15,2.0,     2.18,2.0
285,  09AR20030103,   UNK,13.0,1.0,3.0,3.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,   2300.1,  -0.0263,  34.6701,2.0,  34.6692,2.0,    228.3,2.0, -0.1532,    227.3,2.0,   121.30,2.0,    32.19,2.0,     2.19,2.0
286,  09AR20030103,   UNK,13.0,1.0,1.0,1.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,   3057.7,  -0.3866,  34.6528,2.0,-999.0000,9.0,    252.3,2.0, -0.5661,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
287,  09AR20030103,   UNK,13.0,1.0,2.0,2.0,2.0,20030124.0,1637.0,-66.085,61.9203,3069.0,-999.0,   3058.1,  -0.3865,  34.6527,2.0,  34.6521,2.0,    252.3,2.0, -0.5660,    251.9,2.0,   104.70,2.0,    31.29,2.0,     2.13,2.0
288,  09AR20030103,   UNK,14.0,1.0,22.0,22.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,      4.9,  -0.0678,  33.7553,2.0,-999.0000,9.0,    348.4,2.0, -0.0680,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
289,  09AR20030103,   UNK,14.0,1.0,23.0,23.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,      5.0,  -0.0670,  33.7555,2.0,-999.0000,9.0,    348.4,2.0, -0.0672,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
290,  09AR20030103,   UNK,14.0,1.0,24.0,24.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,      5.3,  -0.0687,  33.7560,2.0,  33.7565,2.0,    348.8,2.0, -0.0689,    351.1,2.0,    46.50,2.0,    25.01,2.0,     1.52,2.0
291,  09AR20030103,   UNK,14.0,1.0,21.0,21.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     15.5,  -0.0781,  33.7558,2.0,  33.7569,2.0,    350.6,2.0, -0.0786,    351.8,2.0,    46.70,2.0,    25.08,2.0,     1.55,2.0
292,  09AR20030103,   UNK,14.0,1.0,20.0,20.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     31.0,  -0.0739,  33.7628,2.0,  33.7634,2.0,    351.7,2.0, -0.0749,    351.0,2.0,    46.70,2.0,    25.07,2.0,     1.53,2.0
293,  09AR20030103,   UNK,14.0,1.0,19.0,19.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     45.9,  -0.3841,  33.7985,2.0,  33.7946,2.0,    350.8,2.0, -0.3856,    349.2,2.0,    47.70,2.0,    25.57,2.0,     1.59,2.0
294,  09AR20030103,   UNK,14.0,1.0,18.0,18.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     51.2,  -0.9764,  33.9577,2.0,  33.9661,2.0,    346.0,2.0, -0.9780,    336.8,2.0,    51.10,2.0,    26.91,2.0,     1.72,2.0
295,  09AR20030103,   UNK,14.0,1.0,17.0,17.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     60.7,  -1.3386,  34.0785,2.0,  34.1068,4.0,    334.8,2.0, -1.3403,    326.1,2.0,    54.50,2.0,    28.08,2.0,     1.82,2.0
296,  09AR20030103,   UNK,14.0,1.0,16.0,16.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     77.3,  -1.7111,  34.2452,2.0,  34.2459,2.0,    319.8,2.0, -1.7131,    317.4,2.0,    57.60,2.0,    29.32,2.0,     1.92,2.0
297,  09AR20030103,   UNK,14.0,1.0,15.0,15.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,     90.8,  -1.7353,  34.2865,2.0,  34.2812,2.0,    317.4,2.0, -1.7376,    316.9,2.0,    58.30,2.0,    29.59,2.0,     1.93,2.0
298,  09AR20030103,   UNK,14.0,1.0,14.0,14.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    105.1,  -1.7711,  34.3149,2.0,  34.3167,2.0,    317.2,2.0, -1.7736,    317.6,2.0,    58.50,2.0,    29.46,2.0,     1.96,2.0
299,  09AR20030103,   UNK,14.0,1.0,13.0,13.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    105.5,  -1.7788,  34.3151,2.0,-999.0000,9.0,    317.2,2.0, -1.7813,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
300,  09AR20030103,   UNK,14.0,1.0,12.0,12.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    105.8,  -1.7799,  34.3149,2.0,-999.0000,9.0,    317.2,2.0, -1.7825,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
301,  09AR20030103,   UNK,14.0,1.0,11.0,11.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    120.2,  -1.7900,  34.3385,2.0,  34.3396,2.0,    316.1,2.0, -1.7929,    318.1,2.0,    58.40,2.0,    29.26,2.0,     1.96,2.0
302,  09AR20030103,   UNK,14.0,1.0,10.0,10.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    136.0,  -1.8083,  34.3475,2.0,  34.3478,2.0,    315.7,2.0, -1.8115,    316.2,2.0,    59.10,2.0,    29.97,2.0,     1.95,2.0
303,  09AR20030103,   UNK,14.0,1.0,9.0,9.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    151.9,  -1.7962,  34.3598,2.0,  34.3590,2.0,    312.8,2.0, -1.7997,    312.8,2.0,    60.50,2.0,    30.06,2.0,     1.97,2.0
304,  09AR20030103,   UNK,14.0,1.0,8.0,8.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    176.0,  -1.7488,  34.3832,2.0,  34.3829,2.0,    307.0,2.0, -1.7530,    307.6,2.0,    62.70,2.0,    30.43,2.0,     1.99,2.0
305,  09AR20030103,   UNK,14.0,1.0,7.0,7.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    200.7,  -1.7594,  34.3953,2.0,  34.3952,2.0,    305.8,2.0, -1.7641,    306.0,2.0,    63.50,2.0,    30.53,2.0,     2.01,2.0
306,  09AR20030103,   UNK,14.0,1.0,6.0,6.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    225.6,  -1.7499,  34.4040,2.0,  34.4035,2.0,    304.3,2.0, -1.7552,    305.1,2.0,    64.20,2.0,    30.18,2.0,     2.01,2.0
307,  09AR20030103,   UNK,14.0,1.0,5.0,5.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    250.0,  -1.7281,  34.4117,2.0,  34.4111,2.0,    303.2,2.0, -1.7341,    303.2,2.0,    64.70,2.0,    30.61,2.0,     2.01,2.0
308,  09AR20030103,   UNK,14.0,1.0,4.0,4.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    301.4,  -1.5951,  34.4267,2.0,  34.4266,2.0,    298.8,2.0, -1.6027,    298.8,2.0,    65.60,2.0,    30.44,2.0,     2.02,2.0
309,  09AR20030103,   UNK,14.0,1.0,3.0,3.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    350.8,  -1.3872,  34.4500,2.0,  34.4499,2.0,    290.0,2.0, -1.3967,    290.4,2.0,    68.70,2.0,    30.81,2.0,     2.04,2.0
310,  09AR20030103,   UNK,14.0,1.0,2.0,2.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    420.2,  -1.0315,  34.4970,2.0,  34.4950,2.0,    277.3,2.0, -1.0443,    277.0,2.0,    71.60,2.0,    30.54,2.0,     2.07,2.0
311,  09AR20030103,   UNK,14.0,1.0,1.0,1.0,2.0,20030125.0,127.0,-66.9157,61.9355,448.0,-999.0,    420.2,  -1.0340,  34.4967,2.0,-999.0000,9.0,    277.3,2.0, -1.0468,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
312,  09AR20030103,   UNK,15.0,1.0,-999.0,-999.0,9.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,-999.0000,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
313,  09AR20030103,   UNK,15.0,1.0,22.0,22.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,      5.4,   0.2202,  33.7567,2.0,-999.0000,9.0,    345.7,2.0,  0.2201,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
314,  09AR20030103,   UNK,15.0,1.0,21.0,21.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,      5.4,   0.2217,  33.7566,2.0,  33.7575,2.0,    345.7,2.0,  0.2216,    346.3,2.0,    47.60,2.0,    26.05,2.0,     1.58,2.0
315,  09AR20030103,   UNK,15.0,1.0,20.0,20.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,      5.4,   0.2160,  33.7569,2.0,  33.7569,2.0,    345.7,2.0,  0.2159,    345.5,2.0,    47.80,2.0,    26.03,2.0,     1.59,2.0
316,  09AR20030103,   UNK,15.0,1.0,23.0,23.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,      5.5,   0.2213,  33.7568,2.0,-999.0000,9.0,    345.7,2.0,  0.2212,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
317,  09AR20030103,   UNK,15.0,1.0,19.0,19.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     15.6,   0.2051,  33.7579,2.0,  33.7575,2.0,    346.2,2.0,  0.2046,    346.3,2.0,    47.90,2.0,    26.17,2.0,     1.58,2.0
318,  09AR20030103,   UNK,15.0,1.0,17.0,17.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     25.5,   0.2009,  33.7589,2.0,  33.7591,2.0,    345.5,2.0,  0.2000,    346.0,2.0,    47.90,2.0,    26.02,2.0,     1.58,2.0
319,  09AR20030103,   UNK,15.0,1.0,18.0,18.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     25.6,   0.2040,  33.7577,2.0,  33.7589,2.0,    345.5,2.0,  0.2031,    345.1,2.0,    47.80,2.0,    26.32,2.0,     1.58,2.0
320,  09AR20030103,   UNK,15.0,1.0,16.0,16.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     50.3,  -1.2923,  34.1252,2.0,  34.1199,2.0,    339.5,2.0, -1.2938,    334.6,2.0,    53.50,2.0,    27.73,2.0,     1.78,2.0
321,  09AR20030103,   UNK,15.0,1.0,15.0,15.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     61.0,  -1.3785,  34.2025,2.0,  34.2230,4.0,    326.3,2.0, -1.3802,    320.8,2.0,    58.90,2.0,    28.25,2.0,     1.88,2.0
322,  09AR20030103,   UNK,15.0,1.0,14.0,14.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     74.9,  -1.3817,  34.3081,2.0,  34.3065,2.0,    315.5,2.0, -1.3838,    303.6,2.0,    63.00,2.0,    29.84,2.0,     2.06,2.0
323,  09AR20030103,   UNK,15.0,1.0,11.0,11.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     74.9,  -1.3793,  34.3082,2.0,  34.3051,2.0,    315.5,2.0, -1.3814,    305.5,2.0,    62.80,2.0,    29.72,2.0,     1.98,2.0
324,  09AR20030103,   UNK,15.0,1.0,13.0,13.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     75.0,  -1.3826,  34.3071,2.0,-999.0000,9.0,    315.5,2.0, -1.3847,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
325,  09AR20030103,   UNK,15.0,1.0,12.0,12.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,     75.0,  -1.3816,  34.3076,2.0,-999.0000,9.0,    315.5,2.0, -1.3837,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
326,  09AR20030103,   UNK,15.0,1.0,9.0,9.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    100.1,  -1.3546,  34.3526,2.0,  34.3539,2.0,    306.5,2.0, -1.3573,    299.1,2.0,    64.80,2.0,    30.31,2.0,     2.01,2.0
327,  09AR20030103,   UNK,15.0,1.0,10.0,10.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    100.3,  -1.3530,  34.3532,2.0,  34.3547,2.0,    306.5,2.0, -1.3557,    298.4,2.0,    64.20,2.0,    30.19,2.0,     2.01,2.0
328,  09AR20030103,   UNK,15.0,1.0,7.0,7.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    150.8,  -1.6542,  34.3962,2.0,  34.3972,2.0,    303.5,2.0, -1.6579,    304.5,2.0,    64.70,2.0,    30.52,2.0,     2.02,2.0
329,  09AR20030103,   UNK,15.0,1.0,8.0,8.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    151.0,  -1.6582,  34.3961,2.0,  34.3956,2.0,    303.5,2.0, -1.6619,    305.2,2.0,    64.50,2.0,    30.39,2.0,     2.02,2.0
330,  09AR20030103,   UNK,15.0,1.0,6.0,6.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    199.9,  -1.7100,  34.4064,2.0,  34.4072,2.0,    303.7,2.0, -1.7148,    304.0,2.0,    64.90,2.0,    30.33,2.0,     2.01,2.0
331,  09AR20030103,   UNK,15.0,1.0,5.0,5.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    199.9,  -1.7098,  34.4069,2.0,  34.4068,2.0,    303.7,2.0, -1.7146,    304.4,2.0,    65.00,2.0,    30.41,2.0,     2.01,2.0
332,  09AR20030103,   UNK,15.0,1.0,3.0,3.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    249.3,  -1.7086,  34.4092,2.0,  34.4095,2.0,    303.8,2.0, -1.7146,    304.0,2.0,    64.80,2.0,    30.86,2.0,     2.01,2.0
333,  09AR20030103,   UNK,15.0,1.0,4.0,4.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    249.6,  -1.7088,  34.4091,2.0,  34.4103,2.0,    303.8,2.0, -1.7148,    303.9,2.0,    65.00,2.0,    30.62,2.0,     2.02,2.0
334,  09AR20030103,   UNK,15.0,1.0,2.0,2.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    300.2,  -1.7093,  34.4155,2.0,  34.4168,2.0,    303.9,2.0, -1.7166,    305.0,2.0,    65.40,2.0,    30.99,2.0,     2.03,2.0
335,  09AR20030103,   UNK,15.0,1.0,1.0,1.0,2.0,20030125.0,405.0,-66.708,61.9358,373.0,-999.0,    361.3,  -1.7068,  34.4193,2.0,-999.0000,9.0,    304.1,2.0, -1.7157,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
336,  09AR20030103,   UNK,16.0,1.0,24.0,24.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,      3.2,   0.2096,  33.7492,2.0,  33.7491,2.0,    342.0,2.0,  0.2095,    347.4,2.0,    47.40,2.0,    26.25,2.0,     1.56,2.0
337,  09AR20030103,   UNK,16.0,1.0,23.0,23.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,      3.3,   0.2221,  33.7490,2.0,-999.0000,9.0,    342.0,2.0,  0.2220,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
338,  09AR20030103,   UNK,16.0,1.0,22.0,22.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,      3.3,   0.2249,  33.7491,2.0,-999.0000,9.0,    342.0,2.0,  0.2248,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
339,  09AR20030103,   UNK,16.0,1.0,21.0,21.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,     16.3,   0.1603,  33.7509,2.0,  33.7528,2.0,    346.3,2.0,  0.1598,    346.3,2.0,    47.70,2.0,    26.40,2.0,     1.58,2.0
340,  09AR20030103,   UNK,16.0,1.0,20.0,20.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,     30.6,   0.1411,  33.7520,2.0,  33.7522,2.0,    349.8,2.0,  0.1401,    345.9,2.0,    47.90,2.0,    26.45,2.0,     1.60,2.0
341,  09AR20030103,   UNK,16.0,1.0,19.0,19.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,     45.3,  -1.2035,  34.0399,2.0,  34.0400,2.0,    344.5,2.0, -1.2049,    342.8,2.0,    52.40,2.0,    27.24,2.0,     1.79,2.0
342,  09AR20030103,   UNK,16.0,1.0,18.0,18.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,     60.0,  -1.4022,  34.1355,2.0,  34.1391,2.0,    328.0,2.0, -1.4039,    327.6,2.0,    56.20,2.0,    28.22,2.0,     1.91,2.0
343,  09AR20030103,   UNK,16.0,1.0,17.0,17.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,     75.9,  -1.4730,  34.1920,2.0,  34.1890,2.0,    321.8,2.0, -1.4750,    323.5,2.0,    58.60,2.0,    28.53,2.0,     1.94,2.0
344,  09AR20030103,   UNK,16.0,1.0,16.0,16.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,     89.9,  -1.4772,  34.2181,2.0,  34.2199,2.0,    320.1,2.0, -1.4796,    319.4,2.0,    59.30,2.0,    28.67,2.0,     1.96,2.0
345,  09AR20030103,   UNK,16.0,1.0,15.0,15.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    105.2,  -1.5073,  34.2558,2.0,  34.2557,2.0,    317.0,2.0, -1.5100,    319.2,2.0,    60.10,2.0,    29.47,2.0,     1.98,2.0
346,  09AR20030103,   UNK,16.0,1.0,12.0,12.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    117.4,  -1.4720,  34.2828,2.0,-999.0000,9.0,    313.0,2.0, -1.4750,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
347,  09AR20030103,   UNK,16.0,1.0,13.0,13.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    117.5,  -1.4720,  34.2830,2.0,-999.0000,9.0,    313.0,2.0, -1.4750,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0
348,  09AR20030103,   UNK,16.0,1.0,14.0,14.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    118.1,  -1.4676,  34.2843,2.0,  34.2828,2.0,    313.0,2.0, -1.4707,    312.3,2.0,    61.00,2.0,    29.64,2.0,     1.99,2.0
349,  09AR20030103,   UNK,16.0,1.0,11.0,11.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    135.8,  -1.3889,  34.3303,2.0,  34.3270,2.0,    304.0,2.0, -1.3925,    303.6,2.0,    63.20,2.0,    29.76,2.0,     2.01,2.0
350,  09AR20030103,   UNK,16.0,1.0,10.0,10.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    147.8,  -1.3268,  34.3483,2.0,  34.3445,2.0,    299.5,2.0, -1.3307,    300.9,2.0,    64.20,2.0,    30.31,2.0,     2.04,2.0
351,  09AR20030103,   UNK,16.0,1.0,9.0,9.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    199.3,  -1.0057,  34.4413,2.0,  34.4403,2.0,    283.4,2.0, -1.0115,    279.3,2.0,    69.80,2.0,    31.47,2.0,     2.04,2.0
352,  09AR20030103,   UNK,16.0,1.0,8.0,8.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    298.8,  -0.4686,  34.5522,2.0,  34.5518,2.0,    260.1,2.0, -0.4788,    258.7,2.0,    78.40,2.0,    31.20,2.0,     2.06,2.0
353,  09AR20030103,   UNK,16.0,1.0,7.0,7.0,2.0,20030125.0,658.0,-66.5052,61.9263,1303.0,-999.0,    399.6,   0.0490,  34.6193,2.0,  34.6181,2.0,    240.2,2.0,  0.0334,    239.2,2.0,    87.00,2.0,    31.68,2.0,     2.05,2.0
