,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3_FLAG_W
694,09AR20011029, SR03,37.0,1.0,3.0,3.0,2.0,20011109.0,2322.0,-51.0368,143.3393, 3736,  -999.00,   3400.9,   1.0560,  34.7170,2.0,  34.7180,2.0,    209.8,2.0,    209.3,2.0,   118.40,2.0,    32.27,2.0,    32.27,     2.12,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2261.2,2.0,   2364.0,2.0,   0.8110,2.0
695,09AR20011029, SR03,37.0,1.0,2.0,2.0,2.0,20011109.0,2322.0,-51.0368,143.3393, 3736,  -999.00,   3703.9,   0.9840,  34.7130,2.0,  34.7140,2.0,    213.6,2.0,    211.3,2.0,   120.10,2.0,    32.46,2.0,    32.46,     2.14,2.0,    0.117,2.0,    0.057,2.0,    0.000,2.0,   2260.2,2.0,   2362.5,6.0,   0.7100,2.0
696,09AR20011029, SR03,37.0,1.0,1.0,1.0,2.0,20011109.0,2322.0,-51.0368,143.3393, 3736,  -999.00,   3861.8,   0.9910,  34.7130,2.0,  34.7140,2.0,    212.6,2.0,    211.3,2.0,   120.30,2.0,    32.20,2.0,    32.20,     2.13,2.0,    0.119,2.0,    0.052,2.0,    0.000,2.0,   2260.4,6.0,   2361.7,2.0,   0.7010,2.0
697,09AR20011029, SR03,38.0,1.0,24.0,24.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,      5.3,   6.9070,  34.1090,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9080,9.0
698,09AR20011029, SR03,38.0,1.0,23.0,23.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,      5.4,   6.9080,  34.1090,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9090,9.0
699,09AR20011029, SR03,38.0,1.0,22.0,22.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     20.4,   6.9070,  34.1210,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9070,9.0
700,09AR20011029, SR03,38.0,1.0,21.0,21.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     20.4,   6.9070,  34.1210,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9070,9.0
701,09AR20011029, SR03,38.0,1.0,20.0,20.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     20.5,   6.9080,  34.1210,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9080,9.0
702,09AR20011029, SR03,38.0,1.0,19.0,19.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     20.6,   6.9090,  34.1220,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9090,9.0
703,09AR20011029, SR03,38.0,1.0,18.0,518.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     20.8,   6.9080,  34.1210,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9080,9.0
704,09AR20011029, SR03,38.0,1.0,17.0,17.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     40.2,   6.8240,  34.1200,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.8220,9.0
705,09AR20011029, SR03,38.0,1.0,16.0,16.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     58.8,   6.8390,  34.1420,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.8350,9.0
706,09AR20011029, SR03,38.0,1.0,15.0,15.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,     80.8,   6.9620,  34.2330,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9560,9.0
707,09AR20011029, SR03,38.0,1.0,14.0,14.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    101.2,   7.0930,  34.2690,4.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   7.0850,9.0
708,09AR20011029, SR03,38.0,1.0,13.0,13.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    124.9,   7.0160,  34.2640,4.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   7.0060,9.0
709,09AR20011029, SR03,38.0,1.0,12.0,12.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    151.2,   6.5500,  34.1890,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.5380,9.0
710,09AR20011029, SR03,38.0,1.0,11.0,11.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    173.7,   6.5380,  34.1910,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.5240,9.0
711,09AR20011029, SR03,38.0,1.0,10.0,10.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    200.3,   6.6170,  34.2120,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.6010,9.0
712,09AR20011029, SR03,38.0,1.0,9.0,9.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    249.0,   6.6250,  34.2250,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.6040,9.0
713,09AR20011029, SR03,38.0,1.0,8.0,8.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    300.5,   6.7820,  34.2880,4.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.7560,9.0
714,09AR20011029, SR03,38.0,1.0,7.0,7.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    350.1,   6.9410,  34.3740,4.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.9100,9.0
715,09AR20011029, SR03,38.0,1.0,6.0,6.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    399.3,   6.6460,  34.3820,4.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   6.6110,9.0
716,09AR20011029, SR03,38.0,1.0,5.0,5.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    449.5,   6.0150,  34.3440,4.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   5.9770,9.0
717,09AR20011029, SR03,38.0,1.0,4.0,4.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    499.5,   5.6900,  34.3490,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   5.6490,9.0
718,09AR20011029, SR03,38.0,1.0,3.0,3.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    600.4,   4.7130,  34.2960,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   4.6670,9.0
719,09AR20011029, SR03,38.0,1.0,2.0,2.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    699.3,   4.1460,  34.2950,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   4.0950,9.0
720,09AR20011029, SR03,38.0,1.0,1.0,1.0,2.0,20011110.0,452.0,-51.0043,143.4197, 3870,  -999.00,    799.2,   3.5140,  34.2940,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   3.4590,9.0
721,09AR20011029, SR03,39.0,1.0,24.0,24.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,      5.3,   5.8840,  33.9990,2.0,  34.0030,2.0,    358.1,3.0,    312.4,2.0,     6.30,2.0,    20.88,2.0,    20.88,     1.33,2.0,    4.956,2.0,    2.604,2.0,    0.460,2.0,   2111.1,6.0,   2275.0,2.0,   5.8850,2.0
722,09AR20011029, SR03,39.0,1.0,23.0,23.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,     51.2,   5.8190,  34.0250,2.0,  34.0240,2.0,    312.8,2.0,    311.1,2.0,     6.30,2.0,    20.75,2.0,    20.75,     1.34,2.0,    4.807,2.0,    2.582,2.0,    0.450,2.0,   2111.8,2.0,   2273.6,6.0,   5.8160,2.0
723,09AR20011029, SR03,39.0,1.0,22.0,22.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,     99.8,   5.5180,  34.0370,2.0,  34.0370,2.0,    307.2,2.0,    308.5,2.0,     6.30,2.0,    20.81,2.0,    20.81,     1.36,2.0,    4.824,2.0,    2.561,2.0,    0.440,2.0,   2114.2,2.0,   2274.5,2.0,   5.5110,2.0
724,09AR20011029, SR03,39.0,1.0,21.0,21.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    201.1,   5.0660,  34.0430,2.0,  34.0440,2.0,    295.3,2.0,    295.9,2.0,     8.30,2.0,    22.90,2.0,    22.90,     1.47,2.0,    4.769,2.0,    2.476,2.0,    0.420,2.0,   2126.0,2.0,   2273.6,2.0,   5.0520,2.0
725,09AR20011029, SR03,39.0,1.0,20.0,20.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    300.9,   5.4580,  34.2140,2.0,  34.2130,2.0,    243.1,2.0,    257.1,2.0,    13.90,2.0,    24.91,2.0,    24.91,     1.61,2.0,    3.822,2.0,    2.010,2.0,    0.320,2.0,   2147.6,2.0,   2280.3,2.0,   5.4350,2.0
726,09AR20011029, SR03,39.0,1.0,19.0,19.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    400.8,   4.7200,  34.2220,4.0,  34.2190,2.0,    244.9,2.0,    245.9,2.0,    19.50,2.0,    27.48,2.0,    27.48,     1.81,2.0,    3.671,2.0,    1.830,2.0,    0.280,2.0,   2164.8,2.0,   2281.5,2.0,   4.6910,2.0
727,09AR20011029, SR03,39.0,1.0,18.0,518.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    501.8,   4.0100,  34.2310,3.0,  34.2300,2.0,    221.8,2.0,    238.4,2.0,    25.50,2.0,    29.70,2.0,    29.70,     1.93,2.0,    3.265,2.0,    1.626,2.0,    0.250,2.0,   2177.1,2.0,   2287.0,2.0,   3.9750,2.0
728,09AR20011029, SR03,39.0,1.0,17.0,17.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    602.4,   3.7240,  34.2650,2.0,  34.2660,2.0,    228.5,2.0,    227.9,2.0,    31.20,2.0,    30.99,2.0,    30.99,     2.02,2.0,    2.773,2.0,    1.346,2.0,    0.200,2.0,   2188.8,2.0,   -999.0,9.0,   3.6830,2.0
729,09AR20011029, SR03,39.0,1.0,16.0,16.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    702.1,   3.3060,  34.2800,3.0,  34.2820,2.0,    223.5,2.0,    221.4,2.0,    37.50,2.0,    31.82,2.0,    31.82,     2.10,2.0,    2.462,2.0,    1.189,2.0,    0.180,2.0,   2200.6,2.0,   2296.2,2.0,   3.2590,2.0
730,09AR20011029, SR03,39.0,1.0,15.0,15.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    802.7,   2.9980,  34.3210,2.0,  34.3200,2.0,    208.0,2.0,    209.7,2.0,    45.50,2.0,    32.73,2.0,    32.73,     2.19,2.0,    2.022,2.0,    0.963,2.0,    0.140,2.0,   2213.6,2.0,   2305.1,2.0,   2.9460,2.0
731,09AR20011029, SR03,39.0,1.0,14.0,14.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,    901.3,   2.8510,  34.3780,2.0,  34.7300,4.0,    199.2,2.0,    197.8,2.0,    53.10,2.0,    33.57,2.0,    33.57,     2.24,2.0,    1.458,2.0,    0.712,2.0,    0.100,2.0,   2225.0,2.0,   2312.1,2.0,   2.7920,2.0
732,09AR20011029, SR03,39.0,1.0,13.0,13.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   1002.6,   2.7540,  34.4380,2.0,  34.4390,2.0,    190.4,2.0,    187.9,2.0,    59.60,2.0,    34.26,2.0,    34.26,     2.27,2.0,    1.057,2.0,    0.504,2.0,    0.070,2.0,   2234.0,2.0,   2318.3,2.0,   2.6890,2.0
733,09AR20011029, SR03,39.0,1.0,12.0,12.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   1109.9,   2.6740,  34.4930,2.0,  34.4920,2.0,    182.4,2.0,    182.2,2.0,    64.50,2.0,    33.77,2.0,    33.77,     2.27,2.0,    0.735,2.0,    0.351,2.0,    0.040,2.0,   2241.2,6.0,   2325.0,2.0,   2.6010,2.0
734,09AR20011029, SR03,39.0,1.0,11.0,11.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   1202.3,   2.5580,  34.5290,2.0,  34.5290,2.0,    180.3,2.0,    179.9,2.0,    68.30,2.0,    34.04,2.0,    34.04,     2.27,2.0,    0.640,2.0,    0.313,2.0,    0.040,2.0,   2244.2,2.0,   2328.1,2.0,   2.4790,2.0
735,09AR20011029, SR03,39.0,1.0,10.0,10.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   1403.4,   2.4540,  34.6250,2.0,  34.6240,2.0,    179.4,2.0,    179.8,2.0,    73.80,2.0,    32.74,2.0,    32.74,     2.19,2.0,    0.317,2.0,    0.151,2.0,    0.020,2.0,   2248.2,2.0,   2335.2,2.0,   2.3610,2.0
736,09AR20011029, SR03,39.0,1.0,9.0,9.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   1604.2,   2.3610,  34.6800,2.0,  34.6810,2.0,    179.2,2.0,    183.6,2.0,    76.90,2.0,    31.79,2.0,    31.79,     2.12,2.0,    0.184,2.0,    0.089,2.0,    0.010,2.0,   2248.2,2.0,   2339.3,2.0,   2.2530,2.0
737,09AR20011029, SR03,39.0,1.0,8.0,8.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   1805.0,   2.2470,  34.7170,2.0,  34.7170,2.0,    186.0,2.0,    189.1,2.0,    79.30,2.0,    31.10,2.0,    31.10,     2.07,2.0,    0.138,2.0,    0.075,2.0,    0.020,2.0,   2246.0,2.0,   2342.4,2.0,   2.1230,2.0
738,09AR20011029, SR03,39.0,1.0,7.0,7.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   2005.6,   2.0970,  34.7390,2.0,  34.7410,2.0,    194.5,2.0,    194.7,2.0,    83.10,2.0,    30.60,2.0,    30.60,     2.01,2.0,    0.103,2.0,    0.044,2.0,    0.000,2.0,   2245.2,2.0,   2347.3,2.0,   1.9590,2.0
739,09AR20011029, SR03,39.0,1.0,6.0,6.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   2308.0,   1.8460,  34.7490,2.0,  34.7490,2.0,    198.7,2.0,    200.0,2.0,    90.60,2.0,    30.48,2.0,    30.48,     2.00,2.0,    0.084,2.0,    0.040,2.0,    0.020,2.0,   2247.2,2.0,   2351.7,2.0,   1.6860,2.0
740,09AR20011029, SR03,39.0,1.0,5.0,5.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   2601.4,   1.6100,  34.7430,2.0,  34.7440,2.0,    203.8,2.0,    203.0,2.0,    98.00,2.0,    30.86,2.0,    30.86,     2.03,2.0,    0.072,2.0,    0.036,2.0,    0.000,2.0,   2250.5,2.0,   2354.2,2.0,   1.4280,2.0
741,09AR20011029, SR03,39.0,1.0,4.0,4.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   2899.6,   1.2990,  34.7300,2.0,  34.7310,2.0,    206.1,2.0,    206.3,2.0,   108.00,2.0,    31.26,2.0,    31.26,     2.06,2.0,    0.080,2.0,    0.040,2.0,    0.010,2.0,   2254.9,2.0,   2360.6,2.0,   1.0960,2.0
742,09AR20011029, SR03,39.0,1.0,3.0,3.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   3200.2,   1.1400,  34.7220,2.0,  34.7230,2.0,    207.8,2.0,    207.7,2.0,   113.90,2.0,    31.60,2.0,    31.60,     2.09,2.0,    0.081,2.0,    0.047,2.0,    0.010,2.0,   2258.8,2.0,   2361.7,2.0,   0.9120,2.0
743,09AR20011029, SR03,39.0,1.0,2.0,2.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   3499.2,   1.0380,  34.7170,2.0, -999.0000,9.0,    209.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   0.7840,9.0
744,09AR20011029, SR03,39.0,1.0,1.0,1.0,2.0,20011110.0,1056.0,-51.2555,143.1385, 3744,  -999.00,   3852.8,   0.9790,  34.7130,2.0,  34.7140,2.0,    211.8,2.0,    211.7,2.0,   120.30,2.0,    31.88,2.0,    31.88,     2.11,2.0,    0.125,6.0,    0.065,6.0,    0.010,6.0,   2259.5,6.0,   2359.1,2.0,   0.6900,2.0
745,09AR20011029, SR03,40.0,1.0,24.0,24.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,     11.0,   5.3400,  33.9080,2.0,  33.9060,2.0,    369.4,3.0,    319.8,2.0,     6.60,2.0,    22.02,2.0,    22.02,     1.41,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2112.0,2.0,   2272.0,2.0,   5.3400,2.0
746,09AR20011029, SR03,40.0,1.0,23.0,23.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,     50.5,   5.1420,  33.9060,2.0,  33.9060,2.0,    320.2,2.0,    319.9,2.0,     6.50,2.0,    21.95,2.0,    21.95,     1.42,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   5.1390,2.0
747,09AR20011029, SR03,40.0,1.0,22.0,22.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    100.8,   4.2430,  33.9290,4.0,  33.9340,2.0,    320.3,2.0,    313.7,2.0,     8.30,2.0,    23.26,2.0,    23.26,     1.52,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   4.2370,2.0
748,09AR20011029, SR03,40.0,1.0,21.0,21.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    149.3,   3.9800,  33.9320,2.0,  33.9360,2.0,    306.2,2.0,    311.3,2.0,     9.60,2.0,    24.08,2.0,    24.08,     1.57,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   3.9710,2.0
749,09AR20011029, SR03,40.0,1.0,20.0,20.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    200.9,   3.5090,  33.9220,3.0,  33.9260,2.0,    313.8,2.0,    310.9,2.0,    10.80,2.0,    25.09,2.0,    25.09,     1.62,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   3.4970,2.0
750,09AR20011029, SR03,40.0,1.0,19.0,19.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    300.8,   4.3400,  34.1450,2.0,  34.1450,2.0,    260.5,2.0,    261.9,2.0,    18.10,2.0,    27.39,2.0,    27.39,     1.78,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   4.3190,2.0
751,09AR20011029, SR03,40.0,1.0,18.0,518.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    401.1,   3.7200,  34.1680,4.0,  34.1680,2.0,    246.2,2.0,    253.1,2.0,    23.90,2.0,    29.33,2.0,    29.33,     1.90,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   3.6930,2.0
752,09AR20011029, SR03,40.0,1.0,17.0,17.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    500.4,   3.4580,  34.2150,4.0,  34.2160,2.0,    240.7,2.0,    239.5,2.0,    29.60,2.0,    30.77,2.0,    30.77,     2.01,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   3.4250,2.0
753,09AR20011029, SR03,40.0,1.0,16.0,16.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    600.6,   3.4640,  34.2980,2.0,  34.2970,2.0,    213.8,2.0,    218.2,2.0,    37.30,2.0,    32.00,2.0,    32.00,     2.11,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   3.4240,2.0
754,09AR20011029, SR03,40.0,1.0,15.0,15.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    700.5,   2.9730,  34.3220,2.0,  34.3190,2.0,    211.9,2.0,    210.2,2.0,    45.40,2.0,    33.22,2.0,    33.22,     2.20,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   2.9280,2.0
755,09AR20011029, SR03,40.0,1.0,14.0,14.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    801.4,   2.8680,  34.3850,2.0,  34.3840,2.0,    200.1,2.0,    197.3,2.0,    53.50,2.0,    34.08,2.0,    34.08,     2.25,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   2.8170,2.0
756,09AR20011029, SR03,40.0,1.0,13.0,13.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,    899.7,   2.7160,  34.4360,2.0,  34.4350,2.0,    190.9,2.0,    188.7,2.0,    60.00,2.0,    34.19,2.0,    34.19,     2.27,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   2.6580,2.0
757,09AR20011029, SR03,40.0,1.0,12.0,12.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,   1071.5,   2.5800,  34.5250,2.0,  34.5250,2.0,    179.3,2.0,    180.5,2.0,    71.80,2.0,    33.47,2.0,    33.47,     2.24,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   2.5110,2.0
758,09AR20011029, SR03,40.0,1.0,11.0,11.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,   1199.2,   2.5040,  34.5860,2.0,  34.5860,2.0,    177.4,2.0,    179.3,2.0,    72.10,2.0,    33.83,2.0,    33.83,     2.24,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   2.4260,2.0
759,09AR20011029, SR03,40.0,1.0,10.0,10.0,2.0,20011110.0,1541.0,-51.5305,143.0067, 3686,  -999.00,   1399.6,   2.4020,  34.6520,2.0,  34.6510,2.0,    181.6,2.0,    181.4,2.0,    75.70,2.0,    32.90,2.0,    32.90,     2.17,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   2.3090,2.0
