,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,ALUMIN,ALUMIN_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,BTL_LAT,BTL_LON,DELSI30,DELSI30_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOMSN,CDOMSN_FLAG_W,BLACKC,BLACKC_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM555,CDOM555_FLAG_W,DELHER,HELIER
205,33RR20080204,       I06S,42.0,1.0,8.0,8.0,2.0,20080218.0,1127.0,-47.9998,30.0,       5110,  3306.3,   0.9451,  34.7167,2.0,  34.7151,2.0,    210.0,2.0,   210.8,2.0,  111.75,2.0,   31.35,2.0,    0.00,2.0,    2.17,2.0,   0.185,2.0,   0.101,2.0,   0.007,2.0,  -999.0,9.0,  2358.8,2.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-47.9997,29.9999,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
206,33RR20080204,       I06S,42.0,1.0,7.0,7.0,2.0,20080218.0,1120.0,-47.9998,30.0,       5110,  3608.7,   0.7393,  34.6999,2.0,  34.6982,2.0,    210.4,2.0,   211.3,2.0,  119.31,2.0,   31.96,2.0,    0.00,2.0,    2.21,2.0,   0.233,2.0,   0.132,2.0,   0.016,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-47.9997,29.9999,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
207,33RR20080204,       I06S,42.0,1.0,6.0,6.0,2.0,20080218.0,1114.0,-47.9998,30.0,       5110,  3919.3,   0.6239,  34.6924,2.0,  34.6909,2.0,    212.4,2.0,   213.0,2.0,  123.59,2.0,   32.17,2.0,    0.00,2.0,    2.23,2.0,   0.250,2.0,   0.137,2.0,   0.014,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-47.9997,30.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
208,33RR20080204,       I06S,42.0,1.0,5.0,5.0,2.0,20080218.0,1107.0,-47.9998,30.0,       5110,  4230.7,   0.5472,  34.6874,2.0,  34.6860,2.0,    215.2,2.0,   215.2,2.0,  126.12,2.0,   32.38,2.0,    0.00,2.0,    2.24,2.0,   0.264,2.0,   0.146,2.0,   0.015,2.0,  -999.0,9.0,  2359.6,2.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-47.9997,29.9999,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
209,33RR20080204,       I06S,42.0,1.0,4.0,4.0,2.0,20080218.0,1101.0,-47.9998,30.0,       5110,  4536.4,   0.4675,  34.6818,2.0,  34.6803,2.0,    218.1,2.0,   217.6,2.0,  127.87,2.0,   32.43,2.0,    0.00,2.0,    2.25,2.0,   0.288,2.0,   0.153,2.0,   0.017,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.0001,30.0001,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
210,33RR20080204,       I06S,42.0,1.0,3.0,3.0,2.0,20080218.0,1056.0,-47.9998,30.0,       5110,  4740.3,   0.3351,  34.6753,2.0,  34.6745,2.0,    222.3,2.0,   222.2,2.0,  128.84,2.0,   32.44,2.0,    0.00,2.0,    2.25,2.0,   0.337,2.0,   0.182,2.0,   0.022,2.0,  -999.0,9.0,  2357.3,2.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.0002,30.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
211,33RR20080204,       I06S,42.0,1.0,2.0,2.0,2.0,20080218.0,1051.0,-47.9998,30.0,       5110,  4952.5,   0.2848,  34.6720,2.0,  34.6705,2.0,    224.7,2.0,   224.6,2.0,  129.43,2.0,   32.50,2.0,    0.00,2.0,    2.25,2.0,   0.572,2.0,   0.319,2.0,   0.051,2.0,  -999.0,9.0,  2356.6,2.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-47.9997,29.9999,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
212,33RR20080204,       I06S,42.0,1.0,1.0,1.0,2.0,20080218.0,1046.0,-47.9998,30.0,       5110,  5177.4,   0.2195,  34.6676,2.0,  34.6668,2.0,    227.4,2.0,   227.2,2.0,  130.21,2.0,   32.56,2.0,    0.00,2.0,    2.25,2.0,   0.000,4.0,   0.000,4.0,   0.000,4.0,  -999.0,9.0,  2356.8,2.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,-999.0000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-47.9998,30.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
213,33RR20080204,       I06S,43.0,2.0,36.0,36.0,2.0,20080218.0,2036.0,-48.498,30.0019,       4793,     4.1,   4.8656,  33.7826,2.0,  33.7798,2.0,    313.1,2.0,   314.1,2.0,    1.78,2.0,   21.20,2.0,    0.24,2.0,    1.46,2.0,   5.041,2.0,   2.837,2.0,   0.463,2.0,  2168.1,2.0,  2272.6,2.0,7.9559,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   4.8651,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   42.05,2.0, -999.00,1.0,-48.4978,30.0019,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
214,33RR20080204,       I06S,43.0,2.0,35.0,35.0,2.0,20080218.0,2033.0,-48.498,30.0019,       4793,    24.5,   4.8635,  33.7825,2.0,  33.7802,2.0,    315.4,2.0,   314.1,2.0,    1.77,2.0,   21.20,2.0,    0.24,2.0,    1.46,2.0,   5.073,2.0,   2.856,2.0,   0.430,2.0,  2157.2,2.0,  2273.0,2.0,7.9548,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   4.8630,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0,   42.24,2.0, -999.00,1.0,-48.4979,30.0019,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
215,33RR20080204,       I06S,43.0,2.0,34.0,34.0,2.0,20080218.0,2032.0,-48.498,30.0019,       4793,    45.4,   4.8349,  33.7826,2.0,  33.7798,2.0,    315.8,2.0,   314.5,2.0,    1.77,2.0,   21.20,2.0,    0.24,2.0,    1.46,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2092.6,2.0,  2271.5,2.0,7.9547,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   4.8386,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   41.07,2.0, -999.00,1.0,-48.498,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
216,33RR20080204,       I06S,43.0,2.0,33.0,33.0,2.0,20080218.0,2029.0,-48.498,30.0019,       4793,    74.7,   4.5437,  33.7802,2.0,  33.7779,2.0,    318.7,2.0,   317.1,2.0,    1.57,2.0,   21.40,2.0,    0.25,2.0,    1.46,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2090.7,2.0,  2273.0,2.0,7.9524,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   4.5438,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   46.63,3.0, -999.00,1.0,-48.4982,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
217,33RR20080204,       I06S,43.0,2.0,32.0,32.0,2.0,20080218.0,2027.0,-48.498,30.0019,       4793,   100.8,   4.1072,  33.7775,2.0,  33.7730,2.0,    322.1,2.0,   320.4,2.0,    1.39,2.0,   21.70,2.0,    0.25,2.0,    1.45,2.0,   5.347,2.0,   2.951,2.0,   0.454,2.0,  2070.9,2.0,  2275.6,2.0,7.9467,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   4.1090,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   44.59,2.0, -999.00,1.0,-48.4983,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
218,33RR20080204,       I06S,43.0,2.0,31.0,31.0,2.0,20080218.0,2023.0,-48.498,30.0019,       4793,   153.6,   3.4660,  33.8773,2.0,  33.8740,2.0,    309.1,2.0,   307.8,2.0,    8.00,2.0,   23.77,2.0,    0.10,2.0,    1.66,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2074.1,2.0,  2266.4,2.0,7.9106,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   3.4650,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0,   41.76,2.0, -999.00,1.0,-48.4985,30.0017,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
219,33RR20080204,       I06S,43.0,2.0,30.0,30.0,2.0,20080218.0,2020.0,-48.498,30.0019,       4793,   203.3,   3.1207,  33.9302,2.0,  33.9268,2.0,    298.7,2.0,   301.0,2.0,   11.50,2.0,   25.21,2.0,    0.01,2.0,    1.75,2.0,   5.189,2.0,   2.876,2.0,   0.417,2.0,  2085.2,2.0,  2270.8,2.0,7.89,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   3.1191,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   42.15,2.0, -999.00,1.0,-48.4985,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
220,33RR20080204,       I06S,43.0,2.0,29.0,29.0,2.0,20080218.0,2016.0,-48.498,30.0019,       4793,   254.0,   3.3460,  34.0997,2.0,  34.0966,2.0,    267.9,2.0,   266.5,2.0,   18.53,2.0,   28.16,2.0,    0.01,2.0,    1.95,2.0,   4.418,2.0,   2.396,2.0,   0.335,2.0,  2113.0,2.0,  2280.1,2.0,7.8478,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   3.3531,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0,   41.56,2.0, -999.00,1.0,-48.4985,30.0018,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
221,33RR20080204,       I06S,43.0,2.0,28.0,28.0,2.0,20080218.0,2015.0,-48.498,30.0019,       4793,   289.1,   3.1904,  34.1196,2.0,  34.1168,2.0,    261.8,2.0,   260.6,2.0,   21.30,2.0,   28.87,2.0,    0.01,2.0,    2.00,2.0,   4.489,2.0,   2.360,2.0,   0.313,2.0,  2207.8,3.0,  2279.8,2.0,7.8373,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   3.1922,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   39.41,2.0, -999.00,1.0,-48.4984,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
222,33RR20080204,       I06S,43.0,2.0,27.0,27.0,2.0,20080218.0,2010.0,-48.498,30.0019,       4793,   356.7,   2.9038,  34.1396,2.0,  34.1368,2.0,    254.7,2.0,   254.0,2.0,   25.76,2.0,   29.89,2.0,    0.01,2.0,    2.07,2.0,   0.000,4.0,   0.000,4.0,   0.000,4.0,  2163.4,2.0,  2283.5,2.0,7.8242,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.9040,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0,   39.02,2.0, -999.00,1.0,-48.4985,30.0018,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
223,33RR20080204,       I06S,43.0,2.0,26.0,26.0,2.0,20080218.0,2008.0,-48.498,30.0019,       4793,   399.5,   2.7503,  34.1595,2.0,  34.1546,2.0,    246.6,2.0,   248.5,2.0,   28.72,2.0,   30.46,2.0,    0.01,2.0,    2.11,2.0,   3.789,2.0,   2.017,2.0,   0.288,2.0,  1873.8,4.0,  2286.8,2.0,7.8134,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.7514,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   40.00,2.0, -999.00,1.0,-48.4984,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
224,33RR20080204,       I06S,43.0,2.0,25.0,25.0,2.0,20080218.0,2006.0,-48.498,30.0019,       4793,   456.4,   2.6829,  34.1953,2.0,  34.1928,2.0,    236.9,2.0,   237.6,2.0,   33.56,2.0,   31.37,2.0,    0.01,2.0,    2.17,2.0,   3.436,2.0,   1.788,2.0,   0.272,2.0,  2195.0,2.0,  2292.2,2.0,7.8011,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.6822,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.4984,30.0018,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
225,33RR20080204,       I06S,43.0,2.0,24.0,24.0,2.0,20080218.0,2003.0,-48.498,30.0019,       4793,   506.6,   2.7151,  34.2428,2.0,  34.2419,2.0,    223.2,2.0,   225.0,2.0,   38.41,2.0,   32.09,2.0,    0.01,2.0,    2.21,2.0,   2.889,6.0,   1.486,6.0,   0.212,6.0,  2204.5,2.0,  2297.9,2.0,7.7877,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.7121,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   38.05,2.0, -999.00,1.0,-48.4983,30.0019,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
226,33RR20080204,       I06S,43.0,2.0,23.0,23.0,9.0,20080218.0,2001.0,-48.498,30.0019,       4793,   606.5,   2.6483,  34.3215,2.0,-999.0000,9.0,   -999.0,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.6484,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.4982,30.0019,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
227,33RR20080204,       I06S,43.0,2.0,22.0,22.0,2.0,20080218.0,1958.0,-48.498,30.0019,       4793,   707.3,   2.6081,  34.3949,2.0,  34.3924,2.0,    192.1,2.0,   190.6,2.0,   55.83,2.0,   33.94,2.0,    0.01,2.0,    2.35,2.0,   1.542,2.0,   0.770,2.0,   0.101,2.0,  2233.2,2.0,  2313.7,2.0,7.7525,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.6069,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   39.12,2.0, -999.00,1.0,-48.4982,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
228,33RR20080204,       I06S,43.0,2.0,21.0,21.0,2.0,20080218.0,1955.0,-48.498,30.0019,       4793,   808.4,   2.5875,  34.4773,2.0,  34.4761,2.0,    182.3,2.0,   180.9,2.0,   62.79,2.0,   33.94,2.0,    0.01,2.0,    2.35,2.0,   0.949,2.0,   0.479,2.0,   0.072,2.0,  2241.8,2.0,  2322.5,2.0,7.7503,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.5871,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.4981,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
229,33RR20080204,       I06S,43.0,2.0,20.0,20.0,2.0,20080218.0,1953.0,-48.498,30.0019,       4793,   910.0,   2.5480,  34.5136,2.0,  34.5125,2.0,    177.2,2.0,   177.9,2.0,   66.00,2.0,   33.85,2.0,    0.00,2.0,    2.35,2.0,   0.783,2.0,   0.395,2.0,   0.044,2.0,  2245.4,2.0,  2325.3,2.0,7.7482,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.5473,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0,   38.63,2.0, -999.00,1.0,-48.498,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
230,33RR20080204,       I06S,43.0,2.0,19.0,19.0,2.0,20080218.0,1950.0,-48.498,30.0019,       4793,  1010.3,   2.5081,  34.5704,2.0,  34.5680,2.0,    175.4,2.0,   175.2,2.0,   69.77,2.0,   33.44,2.0,    0.00,2.0,    2.32,2.0,   0.554,2.0,   0.277,2.0,   0.038,2.0,  2248.0,6.0,  2330.6,2.0,7.7521,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.5090,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,1.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.498,30.0018,-999.0,1.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
231,33RR20080204,       I06S,43.0,2.0,18.0,18.0,2.0,20080218.0,1947.0,-48.498,30.0019,       4793,  1109.3,   2.5376,  34.6183,2.0,  34.6163,2.0,    176.7,2.0,   176.4,2.0,   70.34,2.0,   32.67,2.0,    0.01,2.0,    2.27,2.0,   0.363,2.0,   0.194,2.0,   0.023,2.0,  2246.7,2.0,  2334.3,2.0,7.7627,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.5370,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0,   39.41,2.0, -999.00,1.0,-48.498,30.0018,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
232,33RR20080204,       I06S,43.0,2.0,17.0,17.0,2.0,20080218.0,1942.0,-48.498,30.0019,       4793,  1215.4,   2.4944,  34.6495,2.0,  34.6475,2.0,    178.7,2.0,   177.5,2.0,   72.04,2.0,   32.23,2.0,    0.00,2.0,    2.23,2.0,   0.294,2.0,   0.163,2.0,   0.021,2.0,  2249.5,2.0,  2336.7,2.0,-999.0,5.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.4945,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0,   37.07,2.0, -999.00,1.0,-48.498,30.0019,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
233,33RR20080204,       I06S,43.0,2.0,16.0,16.0,2.0,20080218.0,1939.0,-48.498,30.0019,       4793,  1318.0,   2.4570,  34.6806,2.0,  34.6787,2.0,    179.7,2.0,   180.2,2.0,   73.18,2.0,   31.62,2.0,    0.00,2.0,    2.18,2.0,   0.240,2.0,   0.133,2.0,   0.017,2.0,  2247.8,2.0,  2340.3,2.0,7.777,2.0,    13.00,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,   2.4566,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-48.498,30.0018,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0, -999.00,-999.000
