,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
0,  06AQ20101128,   A12,21.0,2.0,24.0,2.0,20101207.0,1036.0,-50.2602,1.444, 3870,     25.1,   3.9175,  33.8811,2.0,    334.8,2.0,     9.70,2.0,    20.91,2.0,     0.20,2.0,     1.33,2.0,   2124.5,6.0,   2287.2,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.9158
1,  06AQ20101128,   A12,21.0,2.0,23.0,2.0,20101207.0,2143.0,-50.2602,1.444, 3870,     50.4,   3.8914,  33.8806,2.0,    332.7,2.0,     9.67,2.0,    21.11,2.0,     0.19,2.0,     1.33,2.0,   2124.9,6.0,   2286.3,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.8880
2,  06AQ20101128,   A12,21.0,2.0,22.0,2.0,20101207.0,2225.0,-50.2602,1.444, 3870,     76.2,   3.7879,  33.8853,2.0,    329.5,2.0,    10.87,2.0,    21.56,2.0,     0.19,2.0,     1.38,2.0,   2130.6,2.0,   2288.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.7829
3,  06AQ20101128,   A12,21.0,2.0,21.0,2.0,20101207.0,2246.0,-50.2602,1.444, 3870,    101.7,   2.5523,  33.9266,2.0,    319.5,2.0,    15.58,2.0,    24.26,2.0,     0.17,2.0,     1.70,2.0,   2145.4,2.0,   2278.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5466
4,  06AQ20101128,   A12,21.0,2.0,20.0,2.0,20101207.0,2307.0,-50.2602,1.444, 3870,    150.8,   2.1235,  33.9891,2.0,    304.1,2.0,    21.45,2.0,    27.61,2.0,     0.03,2.0,     1.89,2.0,   2168.4,2.0,   2282.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1155
5,  06AQ20101128,   A12,21.0,2.0,19.0,2.0,20101207.0,2327.0,-50.2602,1.444, 3870,    202.3,   1.9178,  34.0527,2.0,    280.8,2.0,    26.78,2.0,    29.27,2.0,     0.02,2.0,     2.00,2.0,   2172.6,2.0,   2308.0,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9073
6,  06AQ20101128,   A12,21.0,2.0,18.0,2.0,20101207.0,9.0,-50.2602,1.444, 3870,    203.1,   1.9157,  34.0548,2.0,    282.3,2.0,    27.10,2.0,    29.30,2.0,     0.02,2.0,     2.01,2.0,   2174.3,2.0,   2298.4,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9052
7,  06AQ20101128,   A12,21.0,2.0,17.0,2.0,20101207.0,30.0,-50.2602,1.444, 3870,    301.2,   2.1663,  34.2292,2.0,    229.4,2.0,    41.66,2.0,    32.29,2.0,     0.01,2.0,     2.23,2.0,   2198.5,2.0,   2303.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1497
8,  06AQ20101128,   A12,21.0,2.0,15.0,2.0,20101207.0,50.0,-50.2602,1.444, 3870,    505.5,   2.4300,  34.4462,2.0,    181.1,2.0,    61.68,2.0,    34.24,2.0,     0.00,2.0,     2.38,2.0,   2240.7,2.0,   2339.9,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4000
9,  06AQ20101128,   A12,21.0,2.0,14.0,2.0,20101207.0,111.0,-50.2602,1.444, 3870,    606.1,   2.3921,  34.5132,2.0,    174.7,2.0,    67.73,2.0,    34.21,2.0,     0.00,2.0,     2.38,2.0,   2245.6,2.0,   2335.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.3558
10,  06AQ20101128,   A12,21.0,2.0,12.0,2.0,20101207.0,133.0,-50.2602,1.444, 3870,    808.1,   2.2733,  34.6003,2.0,    173.9,2.0,    75.99,2.0,    33.50,2.0,     0.00,2.0,     2.32,2.0,   2250.2,2.0,   2348.2,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.2242
11,  06AQ20101128,   A12,21.0,2.0,11.0,2.0,20101207.0,154.0,-50.2602,1.444, 3870,   1011.4,   2.2939,  34.6920,2.0,    182.3,2.0,    76.52,2.0,    31.51,2.0,     0.00,2.0,     2.19,2.0,   2244.4,2.0,   2350.0,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.2304
12,  06AQ20101128,   A12,21.0,2.0,10.0,2.0,20101207.0,222.0,-50.2602,1.444, 3870,   1265.5,   2.1597,  34.7405,2.0,    191.7,2.0,    75.42,2.0,    29.73,2.0,     0.00,2.0,     2.06,2.0,   2235.6,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0789
13,  06AQ20101128,   A12,21.0,2.0,8.0,2.0,20101207.0,244.0,-50.2602,1.444, 3870,   2030.0,   1.4981,  34.7434,2.0,    204.6,2.0,    93.25,2.0,    29.86,2.0,     0.00,2.0,     2.08,2.0,   2245.7,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.3665
14,  06AQ20101128,   A12,21.0,2.0,7.0,2.0,20101207.0,305.0,-50.2602,1.444, 3870,   2536.1,   1.0387,  34.7154,2.0,    206.6,2.0,   107.24,2.0,    30.98,2.0,     0.00,2.0,     2.17,2.0,   2253.0,2.0,   2363.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.8731
15,  06AQ20101128,   A12,21.0,2.0,6.0,2.0,20101207.0,326.0,-50.2602,1.444, 3870,   3049.4,   0.6983,  34.6959,2.0,    211.0,2.0,   117.34,2.0,    31.77,2.0,     0.00,2.0,     2.22,2.0,   2258.2,2.0,   2363.4,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.4947
16,  06AQ20101128,   A12,21.0,2.0,5.0,2.0,20101207.0,348.0,-50.2602,1.444, 3870,   3375.2,   0.6162,  34.6905,2.0,    213.2,2.0,   120.85,2.0,    32.05,2.0,     0.00,2.0,     2.24,2.0,   2259.8,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3843
17,  06AQ20101128,   A12,21.0,2.0,4.0,2.0,20101207.0,411.0,-50.2602,1.444, 3870,   3629.4,   0.5973,  34.6888,2.0,    212.9,2.0,   122.91,2.0,    32.08,2.0,     0.00,2.0,     2.24,2.0,   2258.6,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3413
18,  06AQ20101128,   A12,21.0,2.0,2.0,2.0,20101207.0,432.0,-50.2602,1.444, 3870,   3834.0,   0.6006,  34.6876,2.0,    213.4,2.0,   123.63,2.0,    32.02,2.0,     0.00,2.0,     2.25,2.0,   2259.3,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3241
19,  06AQ20101128,   A12,21.0,2.0,1.0,2.0,20101207.0,453.0,-50.2602,1.444, 3870,   3886.5,   0.6042,  34.6878,2.0,    213.0,2.0,   123.45,2.0,    32.17,2.0,     0.00,2.0,     2.25,2.0,   2259.9,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3223
20,  06AQ20101128,   A12,22.0,2.0,24.0,2.0,20101208.0,536.0,-51.4195,0.0055, 2711,     24.6,   2.8301,  33.8514,2.0,    338.1,2.0,    22.78,2.0,    23.60,2.0,     0.21,2.0,     1.60,2.0,   2151.8,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.8287
21,  06AQ20101128,   A12,22.0,2.0,23.0,2.0,20101208.0,617.0,-51.4195,0.0055, 2711,     50.2,   2.7506,  33.8547,2.0,    336.8,2.0,    22.82,2.0,    23.71,2.0,     0.21,2.0,     1.60,2.0,   2150.8,2.0,   2282.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.7477
22,  06AQ20101128,   A12,22.0,2.0,20.0,2.0,20101208.0,637.0,-51.4195,0.0055, 2711,     75.3,   1.9801,  33.9038,2.0,    338.0,2.0,    23.07,2.0,    23.98,2.0,     0.22,2.0,     1.64,2.0,   2153.1,6.0,   2283.1,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9763
23,  06AQ20101128,   A12,22.0,2.0,19.0,2.0,20101208.0,718.0,-51.4195,0.0055, 2711,    100.6,   1.5322,  33.9458,2.0,    324.8,2.0,    23.53,2.0,    25.18,2.0,     0.27,2.0,     1.80,2.0,   2162.2,2.0,   2283.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.5274
24,  06AQ20101128,   A12,22.0,2.0,18.0,2.0,20101208.0,753.0,-51.4195,0.0055, 2711,    151.4,   1.4922,  34.0246,2.0,    298.1,2.0,    29.36,2.0,    28.05,2.0,     0.06,2.0,     1.96,2.0,   2176.9,6.0,   2287.6,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.4849
25,  06AQ20101128,   A12,22.0,2.0,17.0,2.0,20101208.0,834.0,-51.4195,0.0055, 2711,    201.2,   1.6507,  34.1717,2.0,    250.7,2.0,    50.03,2.0,    32.84,2.0,     0.00,2.0,     2.28,2.0,   2213.6,2.0,   2300.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6407
26,  06AQ20101128,   A12,22.0,2.0,16.0,2.0,20101208.0,854.0,-51.4195,0.0055, 2711,    304.2,   1.9600,  34.4210,2.0,    188.6,2.0,    66.74,2.0,    34.93,2.0,     0.01,2.0,     2.42,2.0,   2242.1,6.0,   2315.4,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9436
27,  06AQ20101128,   A12,22.0,2.0,15.0,2.0,20101208.0,958.0,-51.4195,0.0055, 2711,    404.1,   2.0856,  34.5254,2.0,    173.3,2.0,    75.95,2.0,    34.55,2.0,     0.00,2.0,     2.39,2.0,   2253.2,2.0,   2327.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0630
28,  06AQ20101128,   A12,22.0,2.0,14.0,2.0,20101208.0,1019.0,-51.4195,0.0055, 2711,    507.4,   2.0694,  34.5930,2.0,    171.1,2.0,    80.57,2.0,    33.90,2.0,     0.00,2.0,     2.35,2.0,   2255.4,6.0,   2335.4,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0406
29,  06AQ20101128,   A12,22.0,2.0,13.0,2.0,20101208.0,1101.0,-51.4195,0.0055, 2711,    604.0,   2.0337,  34.6390,2.0,    174.5,2.0,    83.07,2.0,    33.04,2.0,     0.00,2.0,     2.29,2.0,   2253.3,2.0,   2337.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9991
30,  06AQ20101128,   A12,22.0,2.0,12.0,2.0,20101208.0,1124.0,-51.4195,0.0055, 2711,    708.0,   2.0787,  34.6790,2.0,    179.5,2.0,    83.19,2.0,    32.11,2.0,     0.00,2.0,     2.23,2.0,   2250.1,2.0,   2340.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0372
31,  06AQ20101128,   A12,22.0,2.0,11.0,2.0,20101208.0,1144.0,-51.4195,0.0055, 2711,    808.9,   2.0195,  34.6986,2.0,    183.4,2.0,    84.14,2.0,    31.49,2.0,     0.00,2.0,     2.19,2.0,   2249.4,2.0,   2341.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9718
32,  06AQ20101128,   A12,22.0,2.0,10.0,2.0,20101208.0,1206.0,-51.4195,0.0055, 2711,   1009.7,   1.7166,  34.7384,2.0,    192.3,2.0,    84.02,2.0,    30.30,2.0,     0.00,2.0,     2.10,2.0,   2241.9,2.0,   2343.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6578
33,  06AQ20101128,   A12,22.0,2.0,8.0,2.0,20101208.0,1226.0,-51.4195,0.0055, 2711,   1518.8,   1.3645,  34.7236,2.0,    200.1,2.0,    98.96,2.0,    30.77,2.0,     0.00,2.0,     2.14,2.0,   2249.5,2.0,   2349.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.2739
34,  06AQ20101128,   A12,22.0,2.0,6.0,2.0,20101208.0,1247.0,-51.4195,0.0055, 2711,   2028.1,   1.0004,  34.7131,2.0,    206.4,2.0,   108.45,2.0,    31.16,2.0,     0.00,2.0,     2.17,2.0,   2250.6,2.0,   2352.2,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.8768
35,  06AQ20101128,   A12,22.0,2.0,5.0,2.0,20101208.0,1309.0,-51.4195,0.0055, 2711,   2384.0,   0.7808,  34.6994,2.0,    207.8,2.0,   115.13,2.0,    31.77,2.0,     0.00,2.0,     2.22,2.0,   2253.5,2.0,   2352.9,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.6327
36,  06AQ20101128,   A12,22.0,2.0,4.0,2.0,20101208.0,1331.0,-51.4195,0.0055, 2711,   2543.7,   0.6677,  34.6944,2.0,    210.0,2.0,   119.97,2.0,    31.98,2.0,     0.00,2.0,     2.23,2.0,   2254.7,2.0,   2352.4,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.5086
37,  06AQ20101128,   A12,22.0,2.0,3.0,2.0,20101208.0,1352.0,-51.4195,0.0055, 2711,   2594.2,   0.6168,  34.6919,2.0,    210.2,2.0,   124.12,2.0,    32.09,2.0,     0.00,2.0,     2.25,2.0,   2256.6,2.0,   2353.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.4545
38,  06AQ20101128,   A12,22.0,2.0,2.0,2.0,20101208.0,1414.0,-51.4195,0.0055, 2711,   2647.2,   0.5747,  34.6896,2.0,    210.7,2.0,   125.18,2.0,    32.17,2.0,     0.00,2.0,     2.25,2.0,   2255.8,2.0,   2354.2,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.4089
39,  06AQ20101128,   A12,22.0,2.0,1.0,2.0,20101208.0,1434.0,-51.4195,0.0055, 2711,   2696.2,   0.5510,  34.6882,2.0,    210.7,2.0,   126.43,2.0,    32.12,2.0,     0.00,2.0,     2.25,2.0,   2256.7,6.0,   2353.8,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3815
40,  06AQ20101128,   A12,23.0,1.0,24.0,2.0,20101208.0,1518.0,-51.9455,-0.0037, 2856,     10.1,   2.5998,  33.8242,2.0,    340.1,2.0,    17.62,2.0,    22.97,2.0,     0.20,2.0,     1.54,2.0,   2145.1,6.0,   2292.2,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5992
41,  06AQ20101128,   A12,23.0,1.0,23.0,2.0,20101208.0,1605.0,-51.9455,-0.0037, 2856,     23.0,   2.5966,  33.8242,2.0,    339.6,2.0,    17.58,2.0,    23.18,2.0,     0.20,2.0,     1.55,2.0,   2145.3,2.0,   2292.9,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5953
42,  06AQ20101128,   A12,23.0,1.0,22.0,2.0,20101208.0,1627.0,-51.9455,-0.0037, 2856,     50.1,   2.5938,  33.8241,2.0,    337.9,2.0,    17.52,2.0,    23.11,2.0,     0.21,2.0,     1.56,2.0,   2144.9,2.0,   2290.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5910
43,  06AQ20101128,   A12,23.0,1.0,21.0,2.0,20101208.0,2018.0,-51.9455,-0.0037, 2856,     76.2,   2.4276,  33.8292,2.0,    335.0,2.0,    19.02,2.0,    23.70,2.0,     0.22,2.0,     1.67,2.0,   2152.0,2.0,   2287.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4234
44,  06AQ20101128,   A12,23.0,1.0,20.0,2.0,20101208.0,2040.0,-51.9455,-0.0037, 2856,    102.1,   2.1762,  33.8426,2.0,    332.8,2.0,    23.50,2.0,    24.94,2.0,     0.21,2.0,     1.80,2.0,   2162.0,2.0,   2291.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1708
45,  06AQ20101128,   A12,23.0,1.0,19.0,2.0,20101208.0,2101.0,-51.9455,-0.0037, 2856,    151.2,   1.7015,  34.0396,2.0,    300.1,2.0,    37.65,2.0,    29.87,2.0,     0.09,2.0,     2.12,2.0,   2191.7,2.0,   2299.0,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6940
46,  06AQ20101128,   A12,23.0,1.0,18.0,2.0,20101208.0,2122.0,-51.9455,-0.0037, 2856,    202.3,   1.9203,  34.3083,2.0,    208.4,2.0,    55.38,2.0,    33.98,2.0,     0.01,2.0,     2.37,2.0,   2226.9,2.0,   2314.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9097
47,  06AQ20101128,   A12,23.0,1.0,17.0,2.0,20101208.0,2144.0,-51.9455,-0.0037, 2856,    302.3,   2.1315,  34.4594,2.0,    179.4,2.0,    69.67,2.0,    34.62,2.0,     0.01,2.0,     2.42,2.0,   2245.9,2.0,   2332.4,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1148
48,  06AQ20101128,   A12,23.0,1.0,16.0,2.0,20101208.0,2210.0,-51.9455,-0.0037, 2856,    403.5,   2.1709,  34.5304,2.0,    172.2,2.0,    74.84,2.0,    34.13,2.0,     0.01,2.0,     2.40,2.0,   2254.5,2.0,   2342.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1481
49,  06AQ20101128,   A12,23.0,1.0,15.0,2.0,20101208.0,2235.0,-51.9455,-0.0037, 2856,    505.9,   2.1274,  34.6262,2.0,    172.6,2.0,    78.53,2.0,    33.33,2.0,     0.01,2.0,     2.33,2.0,   2260.3,2.0,   2342.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0985
50,  06AQ20101128,   A12,23.0,1.0,14.0,2.0,20101208.0,201.0,-51.9455,-0.0037, 2856,    606.1,   2.0947,  34.6654,2.0,    176.8,2.0,    80.35,2.0,    32.34,2.0,     0.00,2.0,     2.27,2.0,   2250.0,2.0,   2346.1,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0596
51,  06AQ20101128,   A12,23.0,1.0,12.0,2.0,20101208.0,221.0,-51.9455,-0.0037, 2856,    809.4,   1.9775,  34.7115,2.0,    186.1,2.0,    83.60,2.0,    31.05,2.0,     0.00,2.0,     2.17,2.0,   2245.6,2.0,   2349.2,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9300
52,  06AQ20101128,   A12,23.0,1.0,11.0,2.0,20101208.0,242.0,-51.9455,-0.0037, 2856,   1011.4,   1.8404,  34.7349,2.0,    193.8,2.0,    85.07,2.0,    30.07,2.0,     0.00,2.0,     2.10,2.0,   2245.5,2.0,   2356.1,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.7805
53,  06AQ20101128,   A12,23.0,1.0,10.0,2.0,20101208.0,302.0,-51.9455,-0.0037, 2856,   1263.8,   1.4446,  34.7205,2.0,    197.1,2.0,    95.86,2.0,    30.80,2.0,     0.00,2.0,     2.17,2.0,   2250.0,2.0,   -999.0,9.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.3711
54,  06AQ20101128,   A12,23.0,1.0,9.0,2.0,20101208.0,416.0,-51.9455,-0.0037, 2856,   1519.1,   1.2214,  34.7193,2.0,    201.9,2.0,   100.45,2.0,    30.85,2.0,     0.00,2.0,     2.16,2.0,   2249.7,2.0,   2359.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.1325
55,  06AQ20101128,   A12,23.0,1.0,8.0,2.0,20101208.0,437.0,-51.9455,-0.0037, 2856,   1771.4,   1.0383,  34.7137,2.0,    205.1,2.0,   105.72,2.0,    31.06,2.0,     0.00,2.0,     2.18,2.0,   2250.7,2.0,   2361.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.9335
56,  06AQ20101128,   A12,23.0,1.0,7.0,2.0,20101208.0,457.0,-51.9455,-0.0037, 2856,   2027.2,   0.8275,  34.7011,2.0,    207.0,2.0,   112.38,2.0,    31.51,2.0,     0.00,2.0,     2.22,2.0,   2253.5,2.0,   2364.2,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.7067
57,  06AQ20101128,   A12,23.0,1.0,6.0,2.0,20101208.0,519.0,-51.9455,-0.0037, 2856,   2284.3,   0.6233,  34.6914,2.0,    209.0,2.0,   120.32,2.0,    32.01,2.0,     0.00,2.0,     2.25,2.0,   2257.7,2.0,   2363.4,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.4860
58,  06AQ20101128,   A12,23.0,1.0,5.0,2.0,20101208.0,556.0,-51.9455,-0.0037, 2856,   2538.3,   0.5134,  34.6857,2.0,    210.3,2.0,   126.52,2.0,    32.12,2.0,     0.00,2.0,     2.27,2.0,   2259.6,6.0,   2363.7,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3578
59,  06AQ20101128,   A12,23.0,1.0,3.0,2.0,20101208.0,639.0,-51.9455,-0.0037, 2856,   2743.6,   0.4901,  34.6852,2.0,    211.0,2.0,   129.94,2.0,    32.20,2.0,     0.00,2.0,     2.28,2.0,   2258.7,2.0,   2363.0,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3179
60,  06AQ20101128,   A12,23.0,1.0,2.0,2.0,20101208.0,659.0,-51.9455,-0.0037, 2856,   2793.2,   0.4819,  34.6847,2.0,    211.5,2.0,   130.72,2.0,    32.09,2.0,     0.00,2.0,     2.27,2.0,   2259.8,2.0,   2363.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.3056
61,  06AQ20101128,   A12,23.0,1.0,1.0,2.0,20101208.0,720.0,-51.9455,-0.0037, 2856,   2846.6,   0.4778,  34.6844,2.0,    210.4,2.0,   131.79,2.0,    32.23,2.0,     0.00,2.0,     2.27,2.0,   2257.4,6.0,   2364.2,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.2970
62,  06AQ20101128,   A12,24.0,1.0,24.0,2.0,20101209.0,1004.0,-52.4703,-0.0002, 2595,     10.2,   2.4861,  33.8261,2.0,    340.9,2.0,    18.80,2.0,    23.20,2.0,     0.19,2.0,     1.54,2.0,   2144.5,2.0,   2279.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4855
63,  06AQ20101128,   A12,24.0,1.0,23.0,2.0,20101209.0,1026.0,-52.4703,-0.0002, 2595,     25.3,   2.4840,  33.8269,2.0,    339.4,2.0,    18.92,2.0,    23.32,2.0,     0.19,2.0,     1.55,2.0,   2146.1,2.0,   2280.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4826
64,  06AQ20101128,   A12,24.0,1.0,22.0,2.0,20101209.0,1047.0,-52.4703,-0.0002, 2595,     49.6,   2.4438,  33.8312,2.0,    337.9,2.0,    18.98,2.0,    23.40,2.0,     0.20,2.0,     1.56,2.0,   2145.6,2.0,   2280.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4411
65,  06AQ20101128,   A12,24.0,1.0,21.0,2.0,20101209.0,1111.0,-52.4703,-0.0002, 2595,     76.2,   2.0387,  33.8549,2.0,    334.9,2.0,    23.62,2.0,    24.64,2.0,     0.22,2.0,     1.73,2.0,   2158.5,2.0,   2282.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0348
66,  06AQ20101128,   A12,24.0,1.0,20.0,2.0,20101209.0,1131.0,-52.4703,-0.0002, 2595,    100.7,   1.5414,  33.9151,2.0,    323.6,2.0,    28.04,2.0,    26.61,2.0,     0.17,2.0,     1.87,2.0,   2167.0,2.0,   2285.9,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.5366
67,  06AQ20101128,   A12,24.0,1.0,19.0,2.0,20101209.0,1152.0,-52.4703,-0.0002, 2595,    151.2,   1.2538,  34.0878,2.0,    275.9,2.0,    47.79,2.0,    31.55,2.0,     0.01,2.0,     2.21,2.0,   2210.0,2.0,   2298.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.2468
68,  06AQ20101128,   A12,24.0,1.0,18.0,2.0,20101209.0,1212.0,-52.4703,-0.0002, 2595,    201.9,   1.6818,  34.3127,2.0,    215.7,2.0,    61.99,2.0,    34.54,2.0,     0.01,2.0,     2.40,2.0,   2235.5,2.0,   2310.2,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6716
69,  06AQ20101128,   A12,24.0,1.0,17.0,2.0,20101209.0,1233.0,-52.4703,-0.0002, 2595,    302.7,   1.8957,  34.4847,2.0,    178.7,2.0,    75.31,2.0,    34.94,2.0,     0.01,2.0,     2.44,2.0,   2253.5,2.0,   2325.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.8795
70,  06AQ20101128,   A12,24.0,1.0,16.0,2.0,20101209.0,1254.0,-52.4703,-0.0002, 2595,    404.6,   1.9800,  34.5582,2.0,    172.1,2.0,    79.63,2.0,    34.23,2.0,     0.01,2.0,     2.38,2.0,   2256.9,2.0,   2332.3,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9577
71,  06AQ20101128,   A12,24.0,1.0,15.0,2.0,20101209.0,1314.0,-52.4703,-0.0002, 2595,    505.4,   1.9527,  34.6160,2.0,    172.4,2.0,    83.48,2.0,    33.65,2.0,     0.00,2.0,     2.34,2.0,   2256.2,6.0,   2336.6,6.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9245
72,  06AQ20101128,   A12,24.0,1.0,14.0,2.0,20101209.0,1358.0,-52.4703,-0.0002, 2595,    606.4,   1.9372,  34.6569,2.0,    176.3,2.0,    84.62,2.0,    32.61,2.0,     0.01,2.0,     2.28,2.0,   2254.2,2.0,   2340.9,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9029
73,  06AQ20101128,   A12,24.0,1.0,13.0,2.0,20101209.0,1418.0,-52.4703,-0.0002, 2595,    707.8,   1.9293,  34.6874,2.0,    181.6,2.0,    85.76,2.0,    31.87,2.0,     0.00,2.0,     2.22,2.0,   2251.2,2.0,   2342.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.8887
74,  06AQ20101128,   A12,24.0,1.0,12.0,2.0,20101209.0,1439.0,-52.4703,-0.0002, 2595,    807.0,   1.9289,  34.7122,2.0,    186.6,2.0,    85.09,2.0,    31.18,2.0,     0.00,2.0,     2.17,2.0,   2247.4,2.0,   2343.8,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.8819
75,  06AQ20101128,   A12,24.0,1.0,11.0,2.0,20101209.0,1459.0,-52.4703,-0.0002, 2595,   1011.2,   1.7945,  34.7354,2.0,    194.6,2.0,    87.88,2.0,    30.31,2.0,     0.00,2.0,     2.12,2.0,   2245.1,2.0,   2350.5,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.7349
76,  06AQ20101128,   A12,24.0,1.0,10.0,2.0,20101209.0,1521.0,-52.4703,-0.0002, 2595,   1265.1,   1.4804,  34.7293,2.0,    199.1,2.0,    96.97,2.0,    30.85,2.0,     0.00,2.0,     2.15,2.0,   2249.9,2.0,   2350.7,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.4064
77,  06AQ20101128,   A12,24.0,1.0,9.0,2.0,20101209.0,1541.0,-52.4703,-0.0002, 2595,   1517.8,   1.2124,  34.7220,2.0,    202.8,2.0,   102.39,2.0,    30.90,2.0,     0.00,2.0,     2.16,2.0,   2250.8,2.0,   2351.6,2.0,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.1237
