,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
477,  740H20090203,  SR01,23.0,1.0,6.0,6.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   2538.4,   1.2084,  34.7224,2.0,  34.7216,2.0,    190.8,    193.0,2.0,   106.74,2.0,    33.27,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
478,  740H20090203,  SR01,23.0,1.0,7.0,7.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   2283.2,   1.3856,  34.7259,2.0,  34.7247,2.0,    187.4,    190.6,2.0,   101.60,2.0,    33.07,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
479,  740H20090203,  SR01,23.0,1.0,8.0,8.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   2027.9,   1.5570,  34.7282,2.0,  34.7272,2.0,    184.1,    186.9,2.0,    97.11,2.0,    33.05,2.0,     2.22,2.0,   -999.0,9.0,   -999.0,9.0
480,  740H20090203,  SR01,23.0,1.0,9.0,9.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   1773.6,   1.7605,  34.7267,2.0,  34.7260,2.0,    180.5,    184.3,2.0,    90.05,2.0,    32.70,2.0,     2.21,2.0,   -999.0,9.0,   -999.0,9.0
481,  740H20090203,  SR01,23.0,1.0,10.0,10.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   1519.1,   1.9788,  34.7140,2.0,  34.7132,2.0,    175.7,    178.9,2.0,    83.73,2.0,    33.44,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
482,  740H20090203,  SR01,23.0,1.0,11.0,11.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   1265.4,   2.1335,  34.6848,2.0,  34.6833,2.0,    170.8,    173.5,2.0,    79.71,2.0,    34.36,2.0,     2.29,2.0,   -999.0,9.0,   -999.0,9.0
483,  740H20090203,  SR01,23.0,1.0,12.0,12.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,   1010.0,   2.2676,  34.6238,2.0,  34.6224,2.0,    166.5,    169.7,2.0,    73.98,2.0,    34.68,2.0,     2.34,2.0,   -999.0,9.0,   -999.0,9.0
484,  740H20090203,  SR01,23.0,1.0,13.0,13.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    885.6,   2.3305,  34.5782,2.0,  34.5765,2.0,    166.6,    170.0,2.0,    71.40,2.0,    35.88,2.0,     2.43,2.0,   -999.0,9.0,   -999.0,9.0
485,  740H20090203,  SR01,23.0,1.0,14.0,14.0,9.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    758.7,   2.3981,  34.5276,2.0,-999.0000,9.0,    168.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
486,  740H20090203,  SR01,23.0,1.0,15.0,15.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    632.2,   2.4776,  34.4672,2.0,  34.4647,2.0,    173.6,   -999.0,9.0,    61.88,2.0,    36.06,2.0,     2.43,2.0,   -999.0,9.0,   -999.0,9.0
487,  740H20090203,  SR01,23.0,1.0,16.0,16.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    506.1,   2.5081,  34.3937,2.0,  34.3931,2.0,    185.3,    187.4,2.0,    55.26,2.0,    35.85,2.0,     2.39,2.0,   -999.0,9.0,   -999.0,9.0
488,  740H20090203,  SR01,23.0,1.0,17.0,17.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    379.5,   2.0954,  34.2364,2.0,  34.2351,2.0,    227.4,    229.4,2.0,    41.66,2.0,    33.55,2.0,     2.26,2.0,   -999.0,9.0,   -999.0,9.0
489,  740H20090203,  SR01,23.0,1.0,18.0,18.0,4.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    252.7,   0.8511,  34.0396,2.0,  33.9890,4.0,    297.5,    303.1,4.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
490,  740H20090203,  SR01,23.0,1.0,19.0,19.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    178.1,   1.4678,  34.0571,2.0,  34.0554,2.0,    292.4,    292.4,2.0,    25.74,2.0,    30.41,2.0,     2.12,2.0,   -999.0,9.0,   -999.0,9.0
491,  740H20090203,  SR01,23.0,1.0,20.0,20.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,    102.1,   1.8694,  33.9830,2.0,  33.9821,2.0,    312.8,    313.8,2.0,    20.45,2.0,    28.05,2.0,     1.93,2.0,   -999.0,9.0,   -999.0,9.0
492,  740H20090203,  SR01,23.0,1.0,21.0,21.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,     76.7,   3.0253,  33.9537,2.0,  33.9518,2.0,    317.2,    317.5,2.0,    12.78,2.0,    25.95,2.0,     1.82,2.0,   -999.0,9.0,   -999.0,9.0
493,  740H20090203,  SR01,23.0,1.0,22.0,22.0,9.0,20090212.0,945.0,-60.0704,-68.1894, 3749,     51.6,   4.1387,  33.9233,2.0,-999.0000,9.0,    310.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
494,  740H20090203,  SR01,23.0,1.0,23.0,23.0,9.0,20090212.0,945.0,-60.0704,-68.1894, 3749,     27.3,   4.3587,  33.9231,2.0,-999.0000,9.0,    308.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
495,  740H20090203,  SR01,23.0,1.0,24.0,24.0,2.0,20090212.0,945.0,-60.0704,-68.1894, 3749,      6.3,   4.3837,  33.9233,2.0,  33.9222,2.0,    307.9,    308.0,2.0,     7.73,2.0,    24.92,2.0,     1.62,2.0,   -999.0,9.0,   -999.0,9.0
496,  740H20090203,  SR01,24.0,1.0,1.0,1.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   3849.3,   0.7919,  34.7084,2.0,  34.7087,2.0,    201.3,    206.4,2.0,   122.46,2.0,    32.66,2.0,     2.14,2.0,   2262.4,2.0,   2370.3,6.0
497,  740H20090203,  SR01,24.0,1.0,2.0,2.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   3799.1,   0.7857,  34.7084,2.0,  34.7087,2.0,    200.9,    201.2,2.0,   122.33,2.0,    32.76,2.0,     2.12,2.0,   2259.9,2.0,   -999.0,6.0
498,  740H20090203,  SR01,24.0,1.0,3.0,3.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   3567.3,   0.7970,  34.7091,2.0,  34.7091,2.0,    199.7,    201.5,2.0,   121.11,2.0,    32.73,2.0,     2.14,2.0,   2263.1,2.0,   2369.2,6.0
499,  740H20090203,  SR01,24.0,1.0,4.0,4.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   3309.3,   0.8849,  34.7117,2.0,  34.7114,2.0,    197.3,    199.7,2.0,   118.32,2.0,    32.87,2.0,     2.14,2.0,   2262.6,2.0,   2366.5,6.0
500,  740H20090203,  SR01,24.0,1.0,5.0,5.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   3052.8,   1.0017,  34.7153,2.0,  34.7151,2.0,    194.5,    197.7,2.0,   114.55,2.0,    32.53,2.0,     2.17,2.0,   2260.2,2.0,   2366.8,6.0
501,  740H20090203,  SR01,24.0,1.0,6.0,6.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   2797.2,   1.1564,  34.7205,2.0,  34.7205,2.0,    191.6,    194.4,2.0,   110.50,2.0,    32.54,2.0,     2.13,2.0,   2259.1,2.0,   2367.2,6.0
502,  740H20090203,  SR01,24.0,1.0,7.0,7.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   2541.0,   1.2647,  34.7236,2.0,  34.7234,2.0,    189.1,    193.5,2.0,   106.80,2.0,    32.61,2.0,     2.18,2.0,   2258.0,2.0,   2367.0,6.0
503,  740H20090203,  SR01,24.0,1.0,8.0,8.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   2286.1,   1.4404,  34.7261,2.0,  34.7262,2.0,    185.5,    189.0,2.0,   102.84,2.0,    32.64,2.0,     2.13,2.0,   2260.3,2.0,   2371.0,6.0
504,  740H20090203,  SR01,24.0,1.0,9.0,9.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   2030.3,   1.5893,  34.7270,2.0,  34.7274,2.0,    182.3,    186.1,2.0,    98.73,2.0,    32.68,2.0,     2.13,2.0,   2257.2,2.0,   2369.4,6.0
505,  740H20090203,  SR01,24.0,1.0,10.0,10.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   1775.3,   1.7775,  34.7240,2.0,  34.7242,2.0,    178.6,    182.5,2.0,    92.68,2.0,    32.93,2.0,     2.13,2.0,   2257.2,2.0,   2369.5,6.0
506,  740H20090203,  SR01,24.0,1.0,11.0,11.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   1521.6,   1.9879,  34.7114,2.0,  34.7110,2.0,    174.3,    178.5,2.0,    87.60,2.0,    33.13,2.0,     2.16,2.0,   2257.5,2.0,   2358.4,6.0
507,  740H20090203,  SR01,24.0,1.0,12.0,12.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   1268.3,   2.1571,  34.6794,2.0,  34.6787,2.0,    169.8,    173.3,2.0,    82.15,2.0,    33.95,2.0,     2.20,2.0,   2252.7,2.0,   2359.1,6.0
508,  740H20090203,  SR01,24.0,1.0,13.0,13.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,   1015.1,   2.3206,  34.6160,2.0,  34.6165,2.0,    165.7,    172.3,2.0,    77.08,2.0,    34.97,2.0,     2.34,2.0,   2253.8,2.0,   2352.4,6.0
509,  740H20090203,  SR01,24.0,1.0,14.0,14.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    888.3,   2.4096,  34.5714,2.0,  34.5709,2.0,    165.7,    179.5,2.0,    73.49,2.0,    35.25,2.0,     2.30,2.0,   2251.4,2.0,   2349.1,6.0
510,  740H20090203,  SR01,24.0,1.0,15.0,15.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    760.9,   2.4824,  34.5143,2.0,  34.5134,2.0,    168.4,    177.2,3.0,    68.17,2.0,    35.64,2.0,     2.32,2.0,   2247.2,2.0,   2338.9,6.0
511,  740H20090203,  SR01,24.0,1.0,16.0,16.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    634.3,   2.4561,  34.4379,2.0,  34.4383,2.0,    177.4,    195.6,2.0,    62.03,2.0,    35.66,2.0,     2.34,2.0,   2238.2,2.0,   2334.8,6.0
512,  740H20090203,  SR01,24.0,1.0,17.0,17.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    508.3,   2.5628,  34.3639,2.0,  34.3637,2.0,    190.7,    237.1,2.0,    54.21,2.0,    35.31,2.0,     2.30,2.0,   2227.0,2.0,   2327.1,6.0
513,  740H20090203,  SR01,24.0,1.0,18.0,18.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    381.5,   2.1157,  34.2176,2.0,  34.2174,2.0,    232.5,    262.1,2.0,    40.83,2.0,    33.51,2.0,     2.18,2.0,   2199.9,2.0,   2314.1,6.0
514,  740H20090203,  SR01,24.0,1.0,19.0,19.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    255.0,   1.7678,  34.1118,2.0,  34.1127,2.0,    270.5,    270.9,2.0,    30.98,2.0,    31.69,2.0,     2.06,2.0,   2181.8,2.0,   2302.4,6.0
515,  740H20090203,  SR01,24.0,1.0,20.0,20.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    179.4,   1.7056,  34.0615,2.0,  34.0628,2.0,    288.3,    289.7,2.0,    25.79,2.0,    30.80,2.0,     2.00,2.0,   2167.6,2.0,   2296.3,6.0
516,  740H20090203,  SR01,24.0,1.0,21.0,21.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,    103.3,   1.9573,  33.9779,2.0,  33.9779,2.0,    314.7,    319.9,2.0,    20.41,2.0,    27.84,2.0,     1.84,2.0,   2149.7,2.0,   2300.3,6.0
517,  740H20090203,  SR01,24.0,1.0,22.0,22.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,     78.1,   2.3139,  33.9748,2.0,  33.9753,2.0,    314.8,    315.5,2.0,    18.06,2.0,    27.34,2.0,     1.86,4.0,   2146.8,2.0,   2298.7,6.0
518,  740H20090203,  SR01,24.0,1.0,23.0,23.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,     52.9,   3.9334,  33.9603,2.0,  33.9629,2.0,    309.1,    312.2,2.0,     4.72,2.0,    24.49,2.0,     1.65,2.0,   2127.4,2.0,   2297.9,6.0
519,  740H20090203,  SR01,24.0,1.0,24.0,24.0,2.0,20090212.0,1517.0,-60.32,-68.1199, 3859,      7.2,   4.7311,  33.9422,2.0,  33.9425,2.0,    304.8,    306.2,2.0,     1.84,2.0,    24.21,2.0,     1.52,2.0,   2120.3,2.0,   2297.3,6.0
520,  740H20090203,  SR01,25.0,1.0,1.0,1.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   4069.4,   0.6139,  34.7050,2.0,  34.7064,2.0,    204.5,    209.1,2.0,   131.98,2.0,    33.62,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
521,  740H20090203,  SR01,25.0,1.0,2.0,2.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   4018.4,   0.6149,  34.7052,2.0,  34.7065,2.0,    203.8,    205.1,2.0,   131.61,2.0,    33.40,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
522,  740H20090203,  SR01,25.0,1.0,3.0,3.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   3822.7,   0.6048,  34.7054,2.0,  34.7066,2.0,    202.8,    207.5,3.0,   131.28,2.0,    33.56,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
523,  740H20090203,  SR01,25.0,1.0,4.0,4.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   3565.3,   0.6684,  34.7071,2.0,  34.7080,2.0,    201.0,    200.4,2.0,   127.85,2.0,    33.76,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
524,  740H20090203,  SR01,25.0,1.0,5.0,5.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   3309.3,   0.8475,  34.7109,2.0,  34.7115,2.0,    197.2,    200.5,2.0,   121.03,2.0,    33.57,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
525,  740H20090203,  SR01,25.0,1.0,6.0,6.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   3052.4,   0.9908,  34.7148,2.0,  34.7158,2.0,    194.3,    197.6,3.0,   116.59,2.0,    33.49,2.0,     2.22,2.0,   -999.0,9.0,   -999.0,9.0
526,  740H20090203,  SR01,25.0,1.0,7.0,7.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   2796.4,   1.1162,  34.7192,2.0,  34.7204,2.0,    192.0,    195.3,2.0,   112.72,2.0,    33.21,2.0,     2.21,2.0,   -999.0,9.0,   -999.0,9.0
527,  740H20090203,  SR01,25.0,1.0,8.0,8.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   2541.4,   1.2614,  34.7234,2.0,  34.7249,2.0,    189.0,    193.1,2.0,   108.55,2.0,    33.29,2.0,     2.21,2.0,   -999.0,9.0,   -999.0,9.0
528,  740H20090203,  SR01,25.0,1.0,9.0,9.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   2285.7,   1.4357,  34.7262,2.0,  34.7275,2.0,    185.4,    192.1,2.0,   104.68,2.0,    33.28,2.0,     2.20,2.0,   -999.0,9.0,   -999.0,9.0
529,  740H20090203,  SR01,25.0,1.0,10.0,10.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   2030.7,   1.6056,  34.7263,2.0,  34.7279,2.0,    181.9,    186.2,2.0,    99.06,2.0,    33.21,2.0,     2.21,2.0,   -999.0,9.0,   -999.0,9.0
530,  740H20090203,  SR01,25.0,1.0,11.0,11.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   1776.4,   1.7627,  34.7165,2.0,  34.7179,2.0,    174.7,    186.7,2.0,    97.83,2.0,    33.53,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
531,  740H20090203,  SR01,25.0,1.0,12.0,12.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   1522.2,   1.9823,  34.7105,2.0,  34.7116,2.0,    173.9,    177.1,2.0,    88.18,2.0,    33.50,2.0,     2.23,2.0,   -999.0,9.0,   -999.0,9.0
532,  740H20090203,  SR01,25.0,1.0,13.0,13.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   1267.8,   2.1696,  34.6762,2.0,  34.6773,2.0,    168.4,    174.2,2.0,    82.53,2.0,    33.98,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0
533,  740H20090203,  SR01,25.0,1.0,14.0,14.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,   1013.7,   2.3116,  34.6185,2.0,  34.6192,2.0,    165.7,    169.2,2.0,    77.07,2.0,    35.18,2.0,     2.32,2.0,   -999.0,9.0,   -999.0,9.0
534,  740H20090203,  SR01,25.0,1.0,15.0,15.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    886.9,   2.4002,  34.5729,2.0,  34.5737,2.0,    165.5,    169.5,2.0,    73.63,2.0,    35.88,2.0,     2.50,4.0,   -999.0,9.0,   -999.0,9.0
535,  740H20090203,  SR01,25.0,1.0,16.0,16.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    760.1,   2.4531,  34.5109,2.0,  34.5126,2.0,    168.8,    172.1,2.0,    68.50,2.0,    35.80,2.0,     2.37,2.0,   -999.0,9.0,   -999.0,9.0
536,  740H20090203,  SR01,25.0,1.0,17.0,17.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    633.9,   2.5273,  34.4358,2.0,  34.4365,2.0,    177.2,    180.8,2.0,    61.03,2.0,    35.84,2.0,     2.38,2.0,   -999.0,9.0,   -999.0,9.0
537,  740H20090203,  SR01,25.0,1.0,18.0,18.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    506.2,   2.6286,  34.3511,2.0,  34.3512,2.0,    192.7,    195.4,2.0,    52.41,2.0,    35.23,2.0,     2.33,2.0,   -999.0,9.0,   -999.0,9.0
538,  740H20090203,  SR01,25.0,1.0,19.0,19.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    379.7,   2.1164,  34.1925,2.0,  34.1944,2.0,    241.8,    245.9,2.0,    37.36,2.0,    33.08,2.0,     2.22,2.0,   -999.0,9.0,   -999.0,9.0
539,  740H20090203,  SR01,25.0,1.0,20.0,20.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    253.2,   1.9049,  34.0755,2.0,  34.0762,2.0,    283.4,    284.9,2.0,    25.72,2.0,    30.31,2.0,     2.01,2.0,   -999.0,9.0,   -999.0,9.0
540,  740H20090203,  SR01,25.0,1.0,21.0,21.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    175.9,   2.1741,  34.0616,2.0,  34.0636,2.0,    289.6,    290.9,2.0,    22.35,2.0,    29.84,2.0,     2.07,4.0,   -999.0,9.0,   -999.0,9.0
541,  740H20090203,  SR01,25.0,1.0,22.0,22.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,    101.2,   2.6260,  34.0485,2.0,  34.0493,2.0,    295.0,    296.1,2.0,    18.34,2.0,    28.59,2.0,     1.91,2.0,   -999.0,9.0,   -999.0,9.0
542,  740H20090203,  SR01,25.0,1.0,23.0,23.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,     49.3,   3.6987,  33.9888,2.0,  33.9873,2.0,    308.2,    309.8,2.0,     4.62,2.0,    24.18,2.0,     1.69,2.0,   -999.0,9.0,   -999.0,9.0
543,  740H20090203,  SR01,25.0,1.0,24.0,24.0,2.0,20090212.0,2101.0,-60.5801,-68.0601, 4079,      5.3,   4.7965,  33.9521,2.0,  33.9532,2.0,    304.3,     24.0,4.0,     2.13,2.0,    24.11,2.0,     1.57,2.0,   -999.0,9.0,   -999.0,9.0
544,  740H20090203,  SR01,26.0,1.0,1.0,1.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   4020.0,   0.6019,  34.7048,2.0,  34.7066,2.0,    204.5,    206.0,2.0,   133.14,2.0,    34.09,2.0,     2.26,2.0,   2263.3,3.0,   2370.0,6.0
545,  740H20090203,  SR01,26.0,1.0,2.0,2.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   3967.5,   0.6014,  34.7050,2.0,  34.7066,2.0,    204.4,    205.1,2.0,   132.21,2.0,    34.13,2.0,     2.25,2.0,   2263.0,3.0,   2371.6,6.0
546,  740H20090203,  SR01,26.0,1.0,3.0,3.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   3819.4,   0.6189,  34.7054,2.0,  34.7066,2.0,    203.0,    203.8,2.0,   130.32,2.0,    34.00,2.0,     2.25,2.0,   2261.7,3.0,   2376.4,6.0
547,  740H20090203,  SR01,26.0,1.0,4.0,4.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   3561.1,   0.6922,  34.7070,2.0,  34.7084,2.0,    200.9,    203.0,2.0,   128.29,2.0,    33.95,2.0,     2.26,2.0,   2261.2,3.0,   2374.6,6.0
548,  740H20090203,  SR01,26.0,1.0,5.0,5.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   3303.3,   0.8295,  34.7102,2.0,  34.7110,2.0,    197.7,    200.6,2.0,   123.67,2.0,    33.91,2.0,     2.32,4.0,   2260.3,3.0,   2374.0,6.0
549,  740H20090203,  SR01,26.0,1.0,6.0,6.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   3047.4,   0.9937,  34.7151,2.0,  34.7158,2.0,    194.5,    197.6,2.0,   117.77,2.0,    33.49,2.0,     2.24,2.0,   2260.8,3.0,   2372.2,6.0
550,  740H20090203,  SR01,26.0,1.0,7.0,7.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   2793.0,   1.1209,  34.7195,2.0,  34.7210,2.0,    191.9,    195.5,2.0,   113.70,2.0,    33.76,4.0,     2.31,4.0,   2260.2,3.0,   2373.4,6.0
551,  740H20090203,  SR01,26.0,1.0,8.0,8.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   2537.9,   1.2662,  34.7231,2.0,  34.7247,2.0,    189.0,    192.2,2.0,   108.06,2.0,    32.93,2.0,     2.20,2.0,   2260.5,3.0,   2371.5,6.0
552,  740H20090203,  SR01,26.0,1.0,9.0,9.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   2283.2,   1.4206,  34.7252,2.0,  34.7264,2.0,    185.2,    189.6,2.0,   103.99,2.0,    33.22,2.0,     2.19,2.0,   2262.6,3.0,   2373.4,6.0
553,  740H20090203,  SR01,26.0,1.0,10.0,10.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   2028.7,   1.6003,  34.7256,2.0,  34.7265,2.0,    181.6,    184.7,2.0,    99.36,2.0,    33.07,2.0,     2.19,2.0,   2261.6,3.0,   2370.1,6.0
554,  740H20090203,  SR01,26.0,1.0,11.0,11.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   1775.3,   1.7939,  34.7225,2.0,  34.7228,2.0,    177.9,    182.4,2.0,    94.00,2.0,    33.19,2.0,     2.20,2.0,   2260.0,3.0,   2367.0,6.0
555,  740H20090203,  SR01,26.0,1.0,12.0,12.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   1519.8,   1.9739,  34.7105,2.0,  34.7110,2.0,    173.7,    177.4,2.0,    88.65,2.0,    33.41,2.0,     2.21,2.0,   2260.0,3.0,   2364.3,6.0
556,  740H20090203,  SR01,26.0,1.0,13.0,13.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   1266.5,   2.1542,  34.6813,2.0,  34.6824,2.0,    169.4,    173.8,2.0,    82.52,2.0,    34.09,2.0,     2.28,2.0,   2257.7,3.0,   2357.2,6.0
557,  740H20090203,  SR01,26.0,1.0,14.0,14.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,   1012.6,   2.2911,  34.6256,2.0,  34.6261,2.0,    165.8,    169.8,2.0,    77.53,2.0,    35.07,2.0,     2.30,2.0,   2257.2,3.0,   2351.7,6.0
558,  740H20090203,  SR01,26.0,1.0,15.0,15.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    885.6,   2.3461,  34.5879,2.0,  34.5885,2.0,    165.6,   -999.0,9.0,    74.67,2.0,    35.36,2.0,     2.34,2.0,   2254.1,3.0,   2344.5,6.0
559,  740H20090203,  SR01,26.0,1.0,16.0,16.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    759.6,   2.3874,  34.5308,2.0,  34.5322,2.0,    167.6,    170.7,2.0,    70.13,2.0,    36.07,2.0,     2.37,2.0,   2252.0,3.0,   2341.9,6.0
560,  740H20090203,  SR01,26.0,1.0,17.0,17.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    632.2,   2.5082,  34.4511,2.0,  34.4526,2.0,    175.0,    178.7,2.0,    62.78,2.0,    36.17,2.0,     2.38,2.0,   2243.1,3.0,   2335.1,6.0
561,  740H20090203,  SR01,26.0,1.0,18.0,18.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    505.8,   2.6180,  34.3606,2.0,  34.3615,2.0,    190.4,    194.0,2.0,    53.51,2.0,    35.37,2.0,     2.33,2.0,   2229.6,3.0,   2322.0,6.0
562,  740H20090203,  SR01,26.0,1.0,19.0,19.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    379.1,   2.1825,  34.2270,2.0,  34.2281,2.0,    228.6,    231.1,2.0,    41.90,2.0,    33.47,2.0,     2.22,2.0,   2205.9,3.0,   2308.7,6.0
563,  740H20090203,  SR01,26.0,1.0,20.0,20.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    252.0,   1.6832,  34.1025,2.0,  34.1088,2.0,    274.6,    274.5,2.0,    30.69,2.0,    31.58,2.0,     2.18,4.0,   2183.1,3.0,   2299.0,6.0
564,  740H20090203,  SR01,26.0,1.0,21.0,21.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    176.3,   1.6182,  34.0416,2.0,  34.0447,2.0,    296.1,    297.3,2.0,    24.44,2.0,    30.38,2.0,     1.99,2.0,   2166.4,3.0,   2298.2,6.0
565,  740H20090203,  SR01,26.0,1.0,22.0,22.0,2.0,20090213.0,249.0,-60.8288,-67.9902, 4030,    100.8,   1.9596,  33.9734,2.0,  33.9758,2.0,    315.4,    316.4,2.0,    20.84,2.0,    27.73,2.0,     1.91,2.0,   2153.5,3.0,   2287.3,6.0
