,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,POC,POC_FLAG_W,PON,PON_FLAG_W,SF6,SF6_FLAG_W
0,33RO20161119,        P18,158.0,1.0,1.0,11010.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  3891.1,   1.1803,  34.7094,2.0,  34.7084,2.0,    192.7,2.0,   192.8,2.0,   122.0,2.0,    32.9,2.0,    0.01,2.0,   2.295,2.0,   0.0057,2.0,   0.0035,2.0,  2279.8,6.0,  2391.3,3.0,7.6036,6.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0413,2.0
1,33RO20161119,        P18,158.0,1.0,2.0,11101.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  3591.5,   1.2023,  34.7097,2.0,  34.7086,2.0,    191.3,2.0,   191.2,2.0,   121.0,2.0,    32.8,2.0,    0.00,2.0,   2.288,2.0,   0.0067,2.0,   0.0038,2.0,  2277.9,2.0,  2382.7,6.0,7.603,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
2,33RO20161119,        P18,158.0,1.0,3.0,11102.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  3289.8,   1.5117,  34.7108,2.0,  34.7098,2.0,    183.6,2.0,   184.6,2.0,   112.7,6.0,    32.9,6.0,    0.00,6.0,   2.293,6.0,   0.0163,2.0,   0.0088,2.0,  2275.1,2.0,  2378.0,2.0,7.5942,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
3,33RO20161119,        P18,158.0,1.0,4.0,11103.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  3025.6,   1.6433,  34.7068,2.0,  34.7062,2.0,    178.3,2.0,   178.3,2.0,   110.4,6.0,    33.1,6.0,    0.01,6.0,   2.316,6.0,   0.0147,2.0,   0.0067,2.0,  2276.3,2.0,  2377.4,2.0,7.5857,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0436,2.0
4,33RO20161119,        P18,158.0,1.0,5.0,11104.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  2719.1,   1.7834,  34.7012,2.0,  34.7005,2.0,    173.3,2.0,   173.6,2.0,   107.0,6.0,    33.4,6.0,    0.01,6.0,   2.337,6.0,   0.0224,2.0,   0.0111,2.0,  2278.6,2.0,  2374.2,2.0,7.5814,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
5,33RO20161119,        P18,158.0,1.0,6.0,11105.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  2440.5,   1.9763,  34.6922,2.0,  34.6940,2.0,    170.3,2.0,   170.5,2.0,   100.0,6.0,    33.3,6.0,    0.01,6.0,   2.330,6.0,   0.0427,2.0,   0.0202,2.0,  2276.7,2.0,  2370.7,2.0,7.575,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0588,2.0
6,33RO20161119,        P18,158.0,1.0,7.0,11106.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  2135.1,   2.1978,  34.6598,2.0,  34.6582,2.0,    165.1,2.0,   165.3,2.0,    92.8,2.0,    33.7,2.0,    0.01,2.0,   2.368,2.0,   0.0654,2.0,   0.0309,2.0,  2272.6,2.0,  2362.7,2.0,7.5627,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0606,2.0
7,33RO20161119,        P18,158.0,1.0,8.0,11107.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  1845.5,   2.4435,  34.6062,2.0,  34.6112,2.0,    161.9,2.0,   162.7,2.0,    83.4,2.0,    34.4,2.0,    0.00,2.0,   2.411,2.0,   0.1821,2.0,   0.0870,2.0,  2267.5,2.0,  2351.7,2.0,7.5544,6.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0456,2.0
8,33RO20161119,        P18,158.0,1.0,9.0,11108.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  1525.5,   2.8165,  34.4994,2.0,  34.4993,2.0,    166.0,2.0,   167.0,2.0,    67.9,2.0,    34.8,2.0,    0.00,2.0,   2.425,2.0,   0.5631,3.0,   0.2717,3.0,  2253.2,6.0,  2331.2,2.0,7.5464,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.1039,3.0
9,33RO20161119,        P18,158.0,1.0,10.0,11109.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  1315.7,   3.2138,  34.4280,2.0,-999.0000,9.0,    165.8,2.0,   165.4,2.0,    58.1,2.0,    35.2,2.0,    0.01,2.0,   2.459,2.0,   0.4880,2.0,   0.2362,2.0,  2242.7,2.0,  2323.7,6.0,7.5423,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0961,2.0
10,33RO20161119,        P18,158.0,1.0,11.0,11110.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  1184.8,   3.5290,  34.3617,2.0,  34.3632,2.0,    185.1,2.0,   187.3,6.0,    45.1,2.0,    33.4,2.0,    0.01,2.0,   2.328,2.0,   1.1798,2.0,   0.5716,2.0,  2220.6,2.0,  2311.0,2.0,7.572,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.2662,2.0
11,33RO20161119,        P18,158.0,1.0,12.0,11111.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,  1050.6,   4.0877,  34.3158,2.0,  34.3148,2.0,    201.0,2.0,   201.2,2.0,    33.7,2.0,    31.6,2.0,    0.01,2.0,   2.198,2.0,   1.7255,6.0,   0.8505,6.0,  2200.5,2.0,  2297.7,2.0,7.5977,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.3589,6.0
12,33RO20161119,        P18,158.0,1.0,13.0,11112.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   930.3,   4.5667,  34.2892,2.0,  34.2885,2.0,    210.9,2.0,   211.2,2.0,    25.7,2.0,    30.0,2.0,    0.01,2.0,   2.087,2.0,   2.2370,2.0,   1.1191,2.0,  2189.0,2.0,  2289.8,2.0,7.617,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.5574,2.0
13,33RO20161119,        P18,158.0,1.0,14.0,11113.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   813.8,   5.0971,  34.2631,2.0,  34.2628,2.0,    228.2,2.0,   227.4,2.0,    18.0,2.0,    27.8,2.0,    0.01,2.0,   1.919,2.0,   3.0147,2.0,   1.5460,2.0,  2172.3,2.0,  2284.6,2.0,7.6475,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.9080,2.0
14,33RO20161119,        P18,158.0,1.0,15.0,11114.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   699.2,   5.4964,  34.2488,2.0,  34.2478,2.0,    246.8,2.0,   247.5,2.0,    12.3,2.0,    25.3,2.0,    0.01,2.0,   1.750,2.0,   3.6157,2.0,   1.9244,2.0,  2159.2,2.0,  2280.4,2.0,7.6771,2.0,    25.00, -999.00,9.0, -999.00,9.0,     1.3411,2.0
15,33RO20161119,        P18,158.0,1.0,16.0,11115.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   580.0,   5.8550,  34.2586,2.0,  34.2581,2.0,    256.4,2.0,   257.1,2.0,     9.3,2.0,    23.7,2.0,    0.01,2.0,   1.657,2.0,   3.9344,2.0,   2.1126,2.0,  2147.1,2.0,  2278.1,2.0,7.6944,2.0,    25.00, -999.00,9.0, -999.00,9.0,     1.5911,2.0
16,33RO20161119,        P18,158.0,1.0,17.0,11116.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   475.8,   6.1294,  34.2707,2.0,  34.2707,2.0,    260.7,2.0,   262.2,2.0,     7.7,2.0,    22.5,2.0,    0.01,2.0,   1.592,2.0,   4.0727,2.0,   2.2092,2.0,  2143.8,2.0,  2278.3,2.0,7.7052,2.0,    25.00, -999.00,9.0, -999.00,9.0,     1.7852,2.0
17,33RO20161119,        P18,158.0,1.0,18.0,11117.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   370.1,   6.4644,  34.2940,2.0,  34.2936,2.0,    258.5,2.0,   259.3,2.0,     6.9,2.0,    21.8,2.0,    0.01,2.0,   1.545,2.0,   4.0596,2.0,   2.2168,2.0,  2144.0,2.0,  2278.3,2.0,7.7083,2.0,    25.00, -999.00,9.0, -999.00,9.0,     1.8022,3.0
18,33RO20161119,        P18,158.0,1.0,19.0,11083.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   280.2,   6.5962,  34.2802,2.0,  34.2807,2.0,    262.0,2.0,   264.0,2.0,     5.9,2.0,    21.1,2.0,    0.01,2.0,   1.468,2.0,   4.1063,2.0,   2.2693,2.0,  2142.1,2.0,  2275.1,2.0,7.7117,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.1016,2.0
19,33RO20161119,        P18,158.0,1.0,20.0,11118.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   190.6,   6.9589,  34.2355,2.0,  34.2360,2.0,    264.6,2.0,   266.1,2.0,     4.3,2.0,    19.9,2.0,    0.02,2.0,   1.415,2.0,   4.0440,6.0,   2.2733,6.0,  2131.0,2.0,  2273.0,6.0,7.7217,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.3429,6.0
20,33RO20161119,        P18,158.0,1.0,21.0,11119.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,   100.2,   8.7430,  34.0920,2.0,  34.0946,2.0,    269.9,2.0,   271.2,2.0,     1.6,2.0,    14.7,2.0,    0.30,2.0,   1.155,2.0,   3.6861,2.0,   2.0948,2.0,  2100.7,6.0,  2264.9,2.0,7.7782,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.4322,2.0
21,33RO20161119,        P18,158.0,1.0,22.0,11120.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,    40.9,  11.4047,  34.0077,2.0,  34.0095,2.0,    279.0,2.0,   280.1,2.0,     1.0,2.0,    11.8,2.0,    0.16,2.0,   0.969,2.0,   3.2796,2.0,   1.8921,2.0,  2072.4,2.0,  2260.7,2.0,7.8414,2.0,    25.00,  160.83,6.0,   28.07,6.0,     2.3347,2.0
22,33RO20161119,        P18,158.0,1.0,23.0,11121.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,    20.4,  11.9688,  34.0255,2.0,  34.0247,2.0,    271.9,2.0,   272.6,2.0,     0.8,2.0,    11.9,2.0,    0.19,2.0,   0.975,2.0,   3.1769,2.0,   1.8454,2.0,  2073.4,2.0,  2262.3,2.0,7.839,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.3166,2.0
23,33RO20161119,        P18,158.0,1.0,24.0,11122.0,2.0,20170112.0,2.0,-45.0017,-103.0006,       3776,     3.3,  12.1584,  34.0271,2.0,  34.0279,2.0,    270.4,2.0,   272.2,2.0,     0.9,2.0,    12.7,2.0,    0.21,2.0,   1.015,2.0,   3.1768,2.0,   1.8387,2.0,  2072.9,2.0,  2263.0,2.0,7.8387,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.3045,2.0
24,33RO20161119,        P18,159.0,1.0,1.0,11010.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  3739.1,   1.1998,  34.7092,2.0,  34.7083,2.0,    192.2,2.0,   191.7,2.0,   121.3,2.0,    32.2,2.0,    0.01,2.0,   2.291,2.0,-999.0000,9.0,-999.0000,9.0,  2279.9,6.0,  2380.6,2.0,7.6042,6.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
25,33RO20161119,        P18,159.0,1.0,2.0,11101.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  3393.8,   1.4570,  34.7123,2.0,  34.7113,2.0,    186.1,2.0,   185.7,2.0,   113.4,2.0,    32.1,2.0,    0.01,2.0,   2.279,2.0,-999.0000,9.0,-999.0000,9.0,  2274.0,2.0,  2374.6,2.0,7.5955,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
26,33RO20161119,        P18,159.0,1.0,3.0,11102.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  3050.6,   1.6290,  34.7086,2.0,  34.7160,4.0,    179.2,2.0,   178.8,2.0,   109.9,6.0,    32.4,6.0,    0.01,6.0,   2.305,6.0,   0.0202,2.0,   0.0093,2.0,  2276.8,2.0,  2376.8,6.0,7.5882,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
27,33RO20161119,        P18,159.0,1.0,4.0,11103.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  2774.5,   1.7444,  34.7032,2.0,  34.7071,2.0,    174.2,2.0,   174.3,2.0,   107.5,6.0,    32.7,6.0,    0.01,6.0,   2.316,6.0,   0.0227,2.0,   0.0109,2.0,  2278.2,2.0,  2376.6,2.0,7.5824,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
28,33RO20161119,        P18,159.0,1.0,5.0,11104.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  2500.1,   1.9076,  34.6957,2.0,  34.6965,2.0,    170.6,2.0,   170.6,2.0,   102.5,6.0,    32.8,6.0,    0.01,6.0,   2.321,6.0,   0.0330,6.0,   0.0157,6.0,  2276.5,2.0,  2371.6,2.0,7.5777,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0174,6.0
29,33RO20161119,        P18,159.0,1.0,6.0,11105.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  2218.6,   2.1399,  34.6757,2.0,  34.6745,2.0,    168.3,2.0,   167.9,2.0,    93.6,6.0,    32.9,6.0,    0.01,6.0,   2.336,6.0,-999.0000,9.0,-999.0000,9.0,  2271.2,2.0,  2362.0,2.0,7.5689,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
30,33RO20161119,        P18,159.0,1.0,7.0,11106.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  1937.4,   2.3613,  34.6250,2.0,  34.6275,2.0,    161.8,2.0,   162.6,2.0,    86.9,2.0,    33.7,2.0,    0.01,2.0,   2.399,2.0,-999.0000,9.0,-999.0000,9.0,  2269.5,2.0,  2356.6,2.0,7.5563,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
31,33RO20161119,        P18,159.0,1.0,8.0,11107.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  1660.6,   2.6456,  34.5547,2.0,  34.5526,2.0,    159.0,2.0,   160.2,2.0,    76.5,2.0,    34.4,2.0,    0.01,2.0,   2.452,2.0,-999.0000,9.0,-999.0000,9.0,  2261.0,2.0,  2343.0,2.0,7.5436,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
32,33RO20161119,        P18,159.0,1.0,9.0,11108.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  1380.2,   3.0840,  34.4657,2.0,  34.4656,2.0,    155.0,2.0,   155.2,2.0,    65.6,2.0,    35.4,2.0,    0.01,2.0,   2.509,2.0,   0.2854,2.0,   0.1392,2.0,  2254.4,6.0,  2329.1,2.0,7.5326,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0600,2.0
33,33RO20161119,        P18,159.0,1.0,10.0,11109.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  1216.8,   3.4139,  34.3859,2.0,  34.4064,4.0,    176.9,2.0,   176.1,2.0,    50.2,2.0,    33.9,2.0,    0.01,2.0,   2.394,2.0,-999.0000,9.0,-999.0000,9.0,  2229.1,2.0,  2313.8,2.0,7.5582,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
34,33RO20161119,        P18,159.0,1.0,11.0,11110.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,  1089.9,   3.7625,  34.3377,2.0,  34.3367,2.0,    192.9,2.0,   193.5,2.0,    39.8,2.0,    32.2,2.0,    0.01,2.0,   2.262,2.0,   1.4160,2.0,   0.6956,2.0,  2209.3,2.0,  2303.8,6.0,7.5824,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.2703,2.0
35,33RO20161119,        P18,159.0,1.0,12.0,11111.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   969.6,   4.3251,  34.3009,2.0,  34.3055,2.0,    205.8,2.0,   206.0,6.0,    29.8,2.0,    30.3,2.0,    0.01,2.0,   2.147,2.0,-999.0000,9.0,-999.0000,9.0,  2192.4,2.0,  2149.1,4.0,7.6082,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
36,33RO20161119,        P18,159.0,1.0,13.0,11112.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   849.9,   4.9243,  34.2759,2.0,  34.2746,2.0,    219.2,2.0,   218.6,2.0,    21.1,2.0,    28.2,2.0,    0.01,2.0,   1.994,2.0,   2.6484,2.0,   1.3535,2.0,  2177.2,2.0,  2289.8,2.0,7.635,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.7074,2.0
37,33RO20161119,        P18,159.0,1.0,14.0,11113.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   722.2,   5.4582,  34.2583,2.0,  34.2670,2.0,    240.0,2.0,   239.1,2.0,    13.6,2.0,    25.4,2.0,    0.01,2.0,   1.813,2.0,-999.0000,9.0,-999.0000,9.0,  2160.3,2.0,  2281.2,2.0,7.6702,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
38,33RO20161119,        P18,159.0,1.0,15.0,11114.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   624.5,   5.8165,  34.2650,2.0,  34.2644,2.0,    250.1,2.0,   251.4,6.0,    10.1,2.0,    23.6,2.0,    0.01,2.0,   1.696,2.0,   3.7255,2.0,   2.0180,2.0,  2149.7,2.0,  2279.7,2.0,7.6904,2.0,    25.00, -999.00,9.0, -999.00,9.0,     1.3947,2.0
39,33RO20161119,        P18,159.0,1.0,16.0,11115.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   517.8,   6.1221,  34.2734,2.0,  34.2836,4.0,    259.1,2.0,   259.2,2.0,     8.4,2.0,    22.1,2.0,    0.01,2.0,   1.602,2.0,-999.0000,9.0,-999.0000,9.0,  2143.6,2.0,  2278.2,2.0,7.7014,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
40,33RO20161119,        P18,159.0,1.0,17.0,11116.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   424.6,   6.3677,  34.2840,2.0,  34.3320,4.0,    264.9,2.0,   264.2,2.0,     7.2,2.0,    20.8,2.0,    0.01,2.0,   1.529,2.0,   4.0188,2.0,   2.2312,2.0,  2140.3,2.0,  2280.7,2.0,7.7133,2.0,    25.00, -999.00,9.0, -999.00,9.0,     1.9127,2.0
41,33RO20161119,        P18,159.0,1.0,18.0,11117.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   330.1,   6.5839,  34.2946,2.0,  34.3399,4.0,    263.3,2.0,   264.9,2.0,     6.0,2.0,    20.3,2.0,    0.01,2.0,   1.480,2.0,-999.0000,9.0,-999.0000,9.0,  2137.8,2.0,  2275.7,2.0,7.7172,2.0,    25.00, -999.00,9.0, -999.00,9.0,     -999.0,9.0
42,33RO20161119,        P18,159.0,1.0,19.0,11083.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   249.0,   6.8299,  34.2987,2.0,  34.3040,2.0,    264.8,2.0,   265.5,2.0,     5.1,2.0,    19.4,2.0,    0.02,2.0,   1.444,2.0,   3.9997,2.0,   2.2629,2.0,  2134.4,2.0,  2279.1,2.0,7.7173,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.1867,2.0
43,33RO20161119,        P18,159.0,1.0,20.0,11118.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   179.7,   7.0328,  34.2473,2.0,  34.2481,2.0,    264.4,2.0,   264.3,2.0,     4.5,2.0,    18.9,2.0,    0.02,2.0,   1.434,2.0,   4.0210,2.0,   2.2605,2.0,  2132.0,2.0,  2272.7,2.0,7.7204,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.3127,2.0
44,33RO20161119,        P18,159.0,1.0,21.0,11119.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,   114.9,   7.9944,  34.1156,2.0,  34.1169,2.0,    282.2,2.0,   283.9,2.0,     2.0,2.0,    13.8,2.0,    0.26,2.0,   1.171,2.0,   3.7562,2.0,   2.1588,2.0,  2100.9,2.0,  2268.5,6.0,7.7832,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.5647,2.0
45,33RO20161119,        P18,159.0,1.0,22.0,11120.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,    59.9,  10.6108,  34.0307,2.0,  34.0602,2.0,    278.5,2.0,   279.6,2.0,     1.2,2.0,    11.9,2.0,    0.17,2.0,   1.027,2.0,   3.3881,2.0,   1.9688,2.0,  2082.9,2.0,  2265.5,2.0,7.8214,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.4515,2.0
46,33RO20161119,        P18,159.0,1.0,23.0,11121.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,    25.4,  11.5798,  34.0343,2.0,  34.0409,2.0,    275.6,2.0,   275.5,2.0,     0.9,2.0,    11.2,2.0,    0.19,2.0,   0.975,2.0,   3.2355,2.0,   1.8888,2.0,  2075.3,2.0,  2260.4,2.0,7.8392,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.3104,2.0
47,33RO20161119,        P18,159.0,1.0,24.0,11122.0,2.0,20170112.0,612.0,-45.5,-102.9993,       3693,     3.2,  11.6123,  34.0349,2.0,  34.0492,2.0,    275.2,2.0,   275.5,2.0,     0.8,2.0,    11.2,2.0,    0.19,2.0,   0.991,2.0,   3.2105,2.0,   1.8833,2.0,  2074.9,6.0,  2264.7,2.0,7.8383,2.0,    25.00, -999.00,9.0, -999.00,9.0,     2.2957,2.0
48,33RO20161119,        P18,160.0,1.0,1.0,11010.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  3968.9,   1.1177,  34.7099,2.0,  34.7086,2.0,    194.8,2.0,   194.7,2.0,   123.5,2.0,    32.4,2.0,    0.01,2.0,   2.271,2.0,   0.0082,2.0,   0.0043,2.0,  2276.0,6.0,  2386.7,2.0,7.6059,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
49,33RO20161119,        P18,160.0,1.0,2.0,11101.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  3725.4,   1.2349,  34.7098,2.0,  34.7143,4.0,    190.6,2.0,   190.8,2.0,   121.4,2.0,    32.4,2.0,    0.01,2.0,   2.273,2.0,   0.0068,2.0,   0.0047,2.0,  2276.8,2.0,  2382.2,6.0,7.6028,6.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
50,33RO20161119,        P18,160.0,1.0,3.0,11102.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  3506.0,   1.3840,  34.7113,2.0,  34.7094,2.0,    187.7,2.0,   187.6,2.0,   116.5,6.0,    32.4,6.0,    0.01,6.0,   2.281,6.0,   0.0179,2.0,   0.0095,2.0,  2274.7,2.0,  2376.6,2.0,7.5985,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
51,33RO20161119,        P18,160.0,1.0,4.0,11103.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  3155.3,   1.5916,  34.7110,2.0,  34.7097,2.0,    181.8,2.0,   181.4,2.0,   110.6,6.0,    32.5,6.0,    0.01,6.0,   2.284,6.0,   0.0276,2.0,   0.0135,2.0,  2273.9,2.0,  2376.6,2.0,7.5913,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
52,33RO20161119,        P18,160.0,1.0,5.0,11104.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  2978.6,   1.6537,  34.7076,2.0,  34.7081,2.0,    178.4,2.0,   178.2,2.0,   109.8,6.0,    32.7,6.0,    0.01,6.0,   2.304,6.0,   0.0258,6.0,   0.0129,6.0,  2274.8,2.0,  2376.8,2.0,7.5875,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,6.0
53,33RO20161119,        P18,160.0,1.0,6.0,11105.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  2560.2,   1.8605,  34.6988,2.0,  34.6974,2.0,    171.8,2.0,   171.9,2.0,   104.3,6.0,    32.9,6.0,    0.01,6.0,   2.325,6.0,   0.0291,2.0,   0.0139,2.0,  2274.5,2.0,  2369.9,2.0,7.5788,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
54,33RO20161119,        P18,160.0,1.0,7.0,11106.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  2260.4,   2.0681,  34.6822,2.0,  34.6805,2.0,    168.5,2.0,   168.2,2.0,    96.8,2.0,    32.9,2.0,    0.01,2.0,   2.321,2.0,   0.0533,2.0,   0.0262,2.0,  2270.0,2.0,  2363.6,2.0,7.5704,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
55,33RO20161119,        P18,160.0,1.0,8.0,11107.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  1948.9,   2.3218,  34.6361,2.0,  34.6343,2.0,    163.3,2.0,   164.0,2.0,    88.0,2.0,    33.6,2.0,    0.01,2.0,   2.384,2.0,   0.1193,2.0,   0.0569,2.0,  2266.0,2.0,  2355.8,2.0,7.559,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0000,2.0
56,33RO20161119,        P18,160.0,1.0,9.0,11108.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  1605.3,   2.6791,  34.5431,2.0,  34.5420,2.0,    160.7,2.0,   160.7,2.0,    75.6,2.0,    34.6,2.0,    0.01,2.0,   2.433,2.0,   0.3292,2.0,   0.1571,2.0,  2258.1,2.0,  2338.9,2.0,7.5435,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0466,2.0
57,33RO20161119,        P18,160.0,1.0,10.0,11109.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  1389.6,   2.9951,  34.4616,2.0,  34.4617,2.0,    162.8,2.0,   166.8,2.0,    63.5,2.0,    34.6,2.0,    0.01,2.0,   2.416,2.0,   0.5753,2.0,   0.2791,2.0,  2245.3,2.0,  2344.0,3.0,7.5438,6.0,    25.00, -999.00,9.0, -999.00,9.0,     0.0923,2.0
58,33RO20161119,        P18,160.0,1.0,11.0,11110.0,2.0,20170112.0,1215.0,-46.0001,-103.0001,       3915,  1256.0,   3.2841,  34.3972,2.0,  34.3955,2.0,    179.1,2.0,   179.8,2.0,    52.0,2.0,    33.6,2.0,    0.01,2.0,   2.353,2.0,   0.9781,2.0,   0.4722,2.0,  2226.9,2.0,  2314.9,2.0,7.5606,2.0,    25.00, -999.00,9.0, -999.00,9.0,     0.1696,2.0
