,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W,XMISS,XMISS_FLAG_W
0,  09AR20060102,  S04I,2.0,1.0,24.0,24.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,      8.4,   0.5232,  33.6946,2.0,  33.6958,2.0,   351.25,2.0,   351.11,2.0,     31.7,2.0,    25.41,2.0,  -999.00,9.0,3.035,2.0,0.0,2.0,0.93,2.0
1,  09AR20060102,  S04I,2.0,1.0,23.0,23.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     20.3,   0.5127,  33.6955,2.0,-999.0000,9.0,   351.68,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.9139999999999997,2.0,0.0,2.0,0.932,2.0
2,  09AR20060102,  S04I,2.0,1.0,22.0,22.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     20.1,   0.5123,  33.6957,2.0,-999.0000,9.0,   351.68,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.003,2.0,0.0,2.0,0.929,2.0
3,  09AR20060102,  S04I,2.0,1.0,21.0,21.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     20.0,   0.5106,  33.6958,2.0,  33.6964,2.0,   351.68,2.0,   351.50,2.0,     31.6,2.0,    25.48,2.0,  -999.00,9.0,2.98,2.0,0.0,2.0,0.929,2.0
4,  09AR20060102,  S04I,2.0,1.0,20.0,20.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     30.7,   0.5012,  33.6961,2.0,  33.6972,2.0,   351.92,2.0,   350.62,2.0,     31.6,2.0,    25.44,2.0,  -999.00,9.0,2.955,2.0,0.0,2.0,0.93,2.0
5,  09AR20060102,  S04I,2.0,1.0,19.0,19.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     39.3,   0.2452,  33.7158,2.0,  33.7147,2.0,   350.08,2.0,   351.68,2.0,     32.4,2.0,    25.74,2.0,  -999.00,9.0,3.262,2.0,0.0,2.0,0.934,2.0
6,  09AR20060102,  S04I,2.0,1.0,18.0,18.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     49.1,  -1.0772,  33.8388,2.0,  33.8314,2.0,   342.19,2.0,   344.52,2.0,     39.3,2.0,    27.58,2.0,  -999.00,9.0,1.8090000000000002,2.0,0.0,2.0,0.961,2.0
7,  09AR20060102,  S04I,2.0,1.0,17.0,17.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     60.4,  -1.5576,  33.8923,2.0,-999.0000,9.0,   333.95,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.8290000000000001,2.0,0.0,2.0,0.977,2.0
8,  09AR20060102,  S04I,2.0,1.0,16.0,16.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     81.0,  -1.5610,  33.9418,2.0,  33.9413,2.0,   325.06,2.0,   326.77,2.0,     45.9,2.0,    29.38,2.0,  -999.00,9.0,0.39899999999999997,2.0,0.0,2.0,0.983,2.0
9,  09AR20060102,  S04I,2.0,1.0,15.0,15.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,     99.0,  -1.4997,  33.9794,2.0,  33.9794,2.0,   316.65,2.0,   318.98,2.0,     49.6,2.0,    29.92,2.0,  -999.00,9.0,0.373,2.0,0.0,2.0,0.981,2.0
10,  09AR20060102,  S04I,2.0,1.0,14.0,14.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    121.3,  -0.8813,  34.0846,2.0,  34.0833,2.0,   295.23,2.0,   287.52,2.0,     56.7,2.0,    31.46,2.0,  -999.00,9.0,0.297,2.0,0.0,2.0,0.983,2.0
11,  09AR20060102,  S04I,2.0,1.0,13.0,13.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    148.5,   0.7804,  34.2939,2.0,  34.2879,2.0,   255.55,2.0,   229.10,2.0,     63.4,2.0,    33.76,2.0,  -999.00,9.0,0.14300000000000002,2.0,0.0,2.0,0.987,2.0
12,  09AR20060102,  S04I,2.0,1.0,12.0,12.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    201.3,   1.8240,  34.4838,2.0,  34.4807,2.0,   205.65,2.0,   184.03,2.0,     72.7,2.0,    34.86,2.0,  -999.00,9.0,0.02,2.0,0.0,2.0,0.9890000000000001,2.0
13,  09AR20060102,  S04I,2.0,1.0,11.0,11.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    300.6,   1.9739,  34.5794,2.0,-999.0000,9.0,   179.05,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.006999999999999999,2.0,0.0,2.0,0.99,2.0
14,  09AR20060102,  S04I,2.0,1.0,10.0,10.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    398.4,   2.0202,  34.6389,2.0,  34.6381,2.0,   175.41,2.0,   174.47,2.0,     77.8,2.0,    33.49,2.0,  -999.00,9.0,-0.013000000000000001,2.0,0.0,2.0,0.991,2.0
15,  09AR20060102,  S04I,2.0,1.0,9.0,9.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    598.4,   2.0170,  34.7053,2.0,  34.7049,2.0,   180.28,2.0,   181.27,2.0,     81.2,2.0,    31.92,2.0,  -999.00,9.0,-0.022000000000000002,2.0,0.0,2.0,0.991,2.0
16,  09AR20060102,  S04I,2.0,1.0,8.0,8.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,    798.6,   1.9191,  34.7368,2.0,  34.7369,2.0,   188.35,2.0,   189.44,2.0,     81.7,2.0,    30.72,2.0,  -999.00,9.0,-0.027999999999999997,2.0,0.0,2.0,0.992,2.0
17,  09AR20060102,  S04I,2.0,1.0,7.0,7.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   1000.5,   1.7545,  34.7483,2.0,-999.0000,9.0,   195.46,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.033,2.0,0.0,2.0,0.992,2.0
18,  09AR20060102,  S04I,2.0,1.0,6.0,6.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   1398.1,   1.4068,  34.7431,2.0,  34.7445,2.0,   202.02,2.0,   202.18,2.0,     90.9,2.0,    30.52,2.0,  -999.00,9.0,-0.036000000000000004,2.0,0.0,2.0,0.992,2.0
19,  09AR20060102,  S04I,2.0,1.0,5.0,5.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   1799.3,   1.0300,  34.7233,2.0,  34.7229,2.0,   205.87,2.0,   205.58,2.0,    103.4,2.0,    31.25,2.0,  -999.00,9.0,-0.035,2.0,0.0,2.0,0.992,2.0
20,  09AR20060102,  S04I,2.0,1.0,4.0,4.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   2200.2,   0.7074,  34.7042,2.0,  34.7043,2.0,   208.64,2.0,   208.50,2.0,    114.9,2.0,    32.06,2.0,  -999.00,9.0,-0.040999999999999995,2.0,0.0,2.0,0.992,2.0
21,  09AR20060102,  S04I,2.0,1.0,3.0,3.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   2598.3,   0.4720,  34.6913,2.0,  34.6915,2.0,   211.76,2.0,   211.80,2.0,    114.8,2.0,    32.37,2.0,  -999.00,9.0,-0.039,2.0,0.0,2.0,0.992,2.0
22,  09AR20060102,  S04I,2.0,1.0,2.0,2.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   2986.7,   0.3260,  34.6834,2.0,  34.6835,2.0,   215.81,2.0,   215.60,2.0,    109.7,2.0,    32.60,2.0,  -999.00,9.0,-0.035,2.0,0.0,2.0,0.991,2.0
23,  09AR20060102,  S04I,2.0,1.0,1.0,1.0,2.0,20060110.0,1549.0,-60.6013,78.537,2971.0,   3076.0,   0.3248,  34.6830,2.0,  34.6827,2.0,   215.52,2.0,   215.50,2.0,    123.7,2.0,    32.69,2.0,  -999.00,9.0,-0.031,2.0,0.0,2.0,0.99,2.0
24,  09AR20060102,  S04I,3.0,1.0,24.0,24.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     10.0,   0.5548,  33.8332,2.0,  33.8339,2.0,   347.70,2.0,   347.67,2.0,     35.7,2.0,    26.54,2.0,  -999.00,9.0,1.516,2.0,0.14,2.0,0.937,2.0
25,  09AR20060102,  S04I,3.0,1.0,23.0,23.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     30.5,   0.5487,  33.8337,2.0,-999.0000,9.0,   348.62,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.081,2.0,0.027000000000000003,2.0,0.937,2.0
26,  09AR20060102,  S04I,3.0,1.0,22.0,22.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     30.0,   0.5470,  33.8343,2.0,-999.0000,9.0,   348.62,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.037,2.0,0.027999999999999997,2.0,0.935,2.0
27,  09AR20060102,  S04I,3.0,1.0,21.0,21.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     30.2,   0.5446,  33.8343,2.0,  33.8355,2.0,   348.62,2.0,   347.37,2.0,     35.9,2.0,    26.60,2.0,  -999.00,9.0,2.0669999999999997,2.0,0.028999999999999998,2.0,0.937,2.0
28,  09AR20060102,  S04I,3.0,1.0,20.0,20.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     39.8,   0.2499,  33.8488,2.0,  33.8529,2.0,   347.33,2.0,   347.07,2.0,     37.3,2.0,    26.91,2.0,  -999.00,9.0,2.061,2.0,0.015,2.0,0.94,2.0
29,  09AR20060102,  S04I,3.0,1.0,19.0,19.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     51.4,  -1.1568,  33.9385,2.0,  33.9262,2.0,   341.13,2.0,   337.49,2.0,     44.0,2.0,    28.65,2.0,  -999.00,9.0,1.247,2.0,0.005,2.0,0.97,2.0
30,  09AR20060102,  S04I,3.0,1.0,18.0,18.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     58.2,  -1.3922,  33.9667,2.0,  33.9671,2.0,   335.01,2.0,   329.50,2.0,     47.4,2.0,    29.42,2.0,  -999.00,9.0,0.93,2.0,0.003,2.0,0.976,2.0
31,  09AR20060102,  S04I,3.0,1.0,17.0,17.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     69.5,  -1.4440,  33.9922,2.0,-999.0000,9.0,   315.02,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.643,2.0,0.001,2.0,0.982,2.0
32,  09AR20060102,  S04I,3.0,1.0,16.0,16.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     79.6,  -1.4018,  34.0024,2.0,  34.0005,2.0,   305.85,2.0,   319.95,2.0,     51.0,2.0,    30.04,2.0,  -999.00,9.0,0.5710000000000001,2.0,0.001,2.0,0.982,2.0
33,  09AR20060102,  S04I,3.0,1.0,15.0,15.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,     91.0,  -1.0301,  34.0745,2.0,  34.0778,2.0,   298.16,2.0,   295.11,2.0,     52.9,2.0,    31.23,2.0,  -999.00,9.0,0.365,2.0,0.0,2.0,0.9840000000000001,2.0
34,  09AR20060102,  S04I,3.0,1.0,14.0,14.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,    100.3,  -0.8278,  34.1042,2.0,  34.1029,2.0,   289.75,2.0,   287.91,2.0,     54.8,2.0,    31.66,2.0,  -999.00,9.0,0.321,2.0,0.0,2.0,0.985,2.0
35,  09AR20060102,  S04I,3.0,1.0,13.0,13.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,    152.2,   1.6345,  34.4637,2.0,  34.4624,2.0,   205.41,2.0,   188.70,2.0,     71.0,2.0,    34.92,2.0,  -999.00,9.0,0.022000000000000002,2.0,0.0,2.0,0.992,2.0
36,  09AR20060102,  S04I,3.0,1.0,12.0,12.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,    200.0,   1.8772,  34.5359,2.0,  34.5350,2.0,   182.16,2.0,   177.69,2.0,     75.2,2.0,    34.68,2.0,  -999.00,9.0,-0.006,2.0,0.0,2.0,0.992,2.0
37,  09AR20060102,  S04I,3.0,1.0,11.0,11.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,    400.4,   2.0125,  34.6588,2.0,  34.6438,2.0,   173.48,2.0,   175.73,2.0,     81.1,2.0,    33.40,2.0,  -999.00,9.0,-0.021,2.0,0.0,2.0,0.9940000000000001,2.0
38,  09AR20060102,  S04I,3.0,1.0,10.0,10.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,    601.9,   1.9805,  34.7197,2.0,  34.7196,2.0,   180.80,2.0,   183.80,2.0,     80.9,2.0,    31.70,2.0,  -999.00,9.0,-0.025,2.0,0.0,2.0,0.9940000000000001,2.0
39,  09AR20060102,  S04I,3.0,1.0,9.0,9.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,    798.9,   1.8430,  34.7418,2.0,  34.7418,2.0,   191.03,2.0,   192.75,2.0,     82.5,2.0,    30.74,2.0,  -999.00,9.0,-0.031,2.0,0.0,2.0,0.9940000000000001,2.0
40,  09AR20060102,  S04I,3.0,1.0,8.0,8.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   1001.7,   1.6960,  34.7491,2.0,  34.7496,2.0,   198.51,2.0,   198.00,2.0,     86.0,2.0,    30.45,2.0,  -999.00,9.0,-0.028999999999999998,2.0,0.0,2.0,0.995,2.0
41,  09AR20060102,  S04I,3.0,1.0,7.0,7.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   1249.1,   1.4739,  34.7459,2.0,  34.7457,2.0,   203.26,2.0,   201.98,2.0,     91.7,2.0,    30.44,2.0,  -999.00,9.0,-0.036000000000000004,2.0,0.0,2.0,0.995,2.0
42,  09AR20060102,  S04I,3.0,1.0,6.0,6.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   1500.9,   1.2180,  34.7339,2.0,  34.7339,2.0,   205.07,2.0,   205.97,3.0,     98.0,2.0,    30.80,2.0,  -999.00,9.0,-0.034,2.0,0.0,2.0,0.995,2.0
43,  09AR20060102,  S04I,3.0,1.0,5.0,5.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   1751.5,   0.9734,  34.7202,2.0,  34.7202,2.0,   205.48,2.0,   204.90,2.0,    107.7,2.0,    31.40,2.0,  -999.00,9.0,-0.037000000000000005,2.0,0.0,2.0,0.995,2.0
44,  09AR20060102,  S04I,3.0,1.0,4.0,4.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   2000.4,   0.7295,  34.7063,2.0,  34.7062,2.0,   206.39,2.0,   207.13,2.0,    115.9,2.0,    31.89,2.0,  -999.00,9.0,-0.037000000000000005,2.0,0.0,2.0,0.995,2.0
45,  09AR20060102,  S04I,3.0,1.0,3.0,3.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   2199.1,   0.5718,  34.6977,2.0,  34.6978,2.0,   209.96,2.0,  -999.00,9.0,    120.0,2.0,    32.09,2.0,  -999.00,9.0,-0.035,2.0,0.0,2.0,0.995,2.0
46,  09AR20060102,  S04I,3.0,1.0,2.0,2.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   2400.7,   0.4169,  34.6898,2.0,  34.6898,2.0,   212.81,2.0,   212.97,2.0,    124.7,2.0,    32.39,2.0,  -999.00,9.0,-0.032,2.0,0.0,2.0,0.993,2.0
47,  09AR20060102,  S04I,3.0,1.0,1.0,1.0,2.0,20060111.0,33.0,-60.2017,77.0648,2478.0,   2459.6,   0.4189,  34.6895,2.0,  34.6899,2.0,   210.66,2.0,  -999.00,9.0,    124.4,2.0,    32.41,2.0,  -999.00,9.0,-0.026000000000000002,2.0,0.0,2.0,0.993,2.0
48,  09AR20060102,  S04I,4.0,1.0,24.0,24.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     10.0,   0.6533,  33.9020,2.0,  33.9031,2.0,   345.34,2.0,   346.38,2.0,     39.9,2.0,    27.36,2.0,  -999.00,9.0,1.338,2.0,0.35100000000000003,2.0,0.867,2.0
49,  09AR20060102,  S04I,4.0,1.0,23.0,23.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     19.9,   0.6494,  33.9026,2.0,-999.0000,9.0,   345.93,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.398,2.0,0.127,2.0,0.7879999999999999,2.0
50,  09AR20060102,  S04I,4.0,1.0,22.0,22.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     20.0,   0.6340,  33.9028,2.0,-999.0000,9.0,   345.93,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.435,2.0,0.11800000000000001,2.0,0.795,2.0
51,  09AR20060102,  S04I,4.0,1.0,21.0,21.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     19.9,   0.6408,  33.9027,2.0,  33.9043,2.0,   345.93,2.0,   345.90,2.0,     39.9,2.0,    27.48,2.0,  -999.00,9.0,2.394,2.0,0.129,2.0,0.738,2.0
52,  09AR20060102,  S04I,4.0,1.0,20.0,20.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     29.3,   0.5926,  33.9039,2.0,  33.9063,2.0,   346.63,2.0,   345.41,2.0,     40.0,2.0,    27.63,2.0,  -999.00,9.0,2.5839999999999996,2.0,0.06,2.0,0.914,2.0
53,  09AR20060102,  S04I,4.0,1.0,19.0,19.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     40.4,   0.2713,  33.9280,2.0,  33.9287,2.0,   346.21,2.0,   344.62,2.0,     42.1,2.0,    27.93,2.0,  -999.00,9.0,2.806,2.0,0.026000000000000002,2.0,0.93,2.0
54,  09AR20060102,  S04I,4.0,1.0,18.0,18.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     49.7,   0.1849,  33.9439,2.0,  33.9442,2.0,   343.98,2.0,   341.98,2.0,     44.7,2.0,    28.34,2.0,  -999.00,9.0,2.762,2.0,0.013000000000000001,2.0,0.9359999999999999,2.0
55,  09AR20060102,  S04I,4.0,1.0,17.0,17.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     60.0,  -0.1282,  33.9852,2.0,  33.9813,2.0,   329.70,2.0,   333.69,2.0,     46.7,2.0,    28.71,2.0,  -999.00,9.0,2.511,2.0,0.005,2.0,0.946,2.0
56,  09AR20060102,  S04I,4.0,1.0,16.0,16.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     71.7,  -0.8492,  34.0708,2.0,  34.0712,2.0,   313.61,2.0,   317.50,2.0,     53.6,2.0,    30.34,2.0,  -999.00,9.0,1.7,2.0,0.001,2.0,0.9670000000000001,2.0
57,  09AR20060102,  S04I,4.0,1.0,15.0,15.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     79.9,  -1.0589,  34.1238,2.0,  34.1260,2.0,   303.17,2.0,   302.89,2.0,     57.0,2.0,    31.43,2.0,  -999.00,9.0,1.365,2.0,0.001,2.0,0.972,2.0
58,  09AR20060102,  S04I,4.0,1.0,14.0,14.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,     89.0,  -0.6411,  34.1988,2.0,  34.1915,2.0,   284.83,2.0,   280.10,2.0,     60.0,2.0,    32.20,2.0,  -999.00,9.0,0.82,2.0,0.0,2.0,0.978,2.0
59,  09AR20060102,  S04I,4.0,1.0,13.0,13.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    102.8,   0.2343,  34.3377,2.0,  34.3171,2.0,   261.60,2.0,   240.47,2.0,     66.3,2.0,    33.85,2.0,  -999.00,9.0,0.28,2.0,0.0,2.0,0.987,2.0
60,  09AR20060102,  S04I,4.0,1.0,12.0,12.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    131.0,   1.3543,  34.4916,2.0,  34.4903,2.0,   217.64,2.0,   192.87,2.0,     75.6,2.0,    34.77,2.0,  -999.00,9.0,0.049,2.0,0.0,2.0,0.991,2.0
61,  09AR20060102,  S04I,4.0,1.0,11.0,11.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    150.8,   1.5325,  34.5241,2.0,  34.5222,2.0,   202.90,2.0,   185.48,2.0,     77.7,2.0,    34.92,2.0,  -999.00,9.0,0.024,2.0,0.0,2.0,0.992,2.0
62,  09AR20060102,  S04I,4.0,1.0,10.0,10.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    198.4,   1.8099,  34.5874,2.0,  34.5866,2.0,   181.17,2.0,   176.71,2.0,     77.2,2.0,    34.80,2.0,  -999.00,9.0,-0.013999999999999999,2.0,0.0,2.0,0.992,2.0
63,  09AR20060102,  S04I,4.0,1.0,9.0,9.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    298.6,   1.9494,  34.6578,2.0,  34.6582,2.0,   172.68,2.0,   174.56,2.0,     80.9,2.0,    33.74,2.0,  -999.00,9.0,-0.026000000000000002,2.0,0.0,2.0,0.993,2.0
64,  09AR20060102,  S04I,4.0,1.0,8.0,8.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    499.8,   1.9320,  34.7191,2.0,  34.7192,2.0,   181.28,2.0,   183.41,2.0,     81.6,2.0,    32.23,2.0,  -999.00,9.0,-0.027999999999999997,2.0,0.0,2.0,0.9940000000000001,2.0
65,  09AR20060102,  S04I,4.0,1.0,7.0,7.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    701.8,   1.7732,  34.7412,2.0,  34.7414,2.0,   192.19,2.0,   193.81,2.0,     81.9,2.0,    31.21,2.0,  -999.00,9.0,-0.032,2.0,0.0,2.0,0.9940000000000001,2.0
66,  09AR20060102,  S04I,4.0,1.0,6.0,6.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,    900.0,   1.6157,  34.7478,2.0,  34.7488,2.0,   201.25,2.0,   201.11,2.0,     88.9,2.0,    30.68,2.0,  -999.00,9.0,-0.032,2.0,0.0,2.0,0.9940000000000001,2.0
67,  09AR20060102,  S04I,4.0,1.0,5.0,5.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,   1099.9,   1.4105,  34.7406,2.0,  34.7412,2.0,   201.31,2.0,   201.98,2.0,     94.1,2.0,    31.40,2.0,  -999.00,9.0,-0.033,2.0,0.0,2.0,0.9940000000000001,2.0
68,  09AR20060102,  S04I,4.0,1.0,4.0,4.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,   1301.2,   1.2288,  34.7338,2.0,  34.7341,2.0,   203.35,2.0,   204.22,2.0,     98.0,2.0,    31.56,2.0,  -999.00,9.0,-0.034,2.0,0.0,2.0,0.9940000000000001,2.0
69,  09AR20060102,  S04I,4.0,1.0,3.0,3.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,   1500.1,   0.9986,  34.7215,2.0,  34.7219,2.0,   205.13,2.0,   204.61,2.0,    106.2,2.0,    32.00,2.0,  -999.00,9.0,-0.033,2.0,0.0,2.0,0.9940000000000001,2.0
70,  09AR20060102,  S04I,4.0,1.0,2.0,2.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,   1641.7,   0.7502,  34.7083,2.0,  34.7086,2.0,   207.85,2.0,   207.33,2.0,    114.3,2.0,    31.73,2.0,  -999.00,9.0,-0.037000000000000005,2.0,0.0,2.0,0.993,2.0
71,  09AR20060102,  S04I,4.0,1.0,1.0,1.0,2.0,20060111.0,708.0,-59.7982,75.6005,1730.0,   1695.8,   0.6811,  34.7044,2.0,  34.7054,2.0,   208.42,2.0,   208.30,2.0,    115.8,2.0,    32.59,2.0,  -999.00,9.0,-0.03,2.0,0.0,2.0,0.991,2.0
72,  09AR20060102,  S04I,5.0,1.0,24.0,24.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,      9.0,   0.5477,  33.8047,2.0,  33.8058,2.0,   346.59,2.0,   347.28,2.0,     35.6,2.0,    26.50,2.0,  -999.00,9.0,2.003,2.0,0.076,2.0,0.401,2.0
73,  09AR20060102,  S04I,5.0,1.0,23.0,23.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     30.0,   0.5070,  33.8229,2.0,-999.0000,9.0,   347.71,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.37,2.0,0.016,2.0,0.84,2.0
74,  09AR20060102,  S04I,5.0,1.0,22.0,22.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     29.8,   0.5038,  33.8233,2.0,-999.0000,9.0,   347.71,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.448,2.0,0.017,2.0,0.809,2.0
75,  09AR20060102,  S04I,5.0,1.0,21.0,21.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     29.5,   0.4971,  33.8227,2.0,  33.8279,2.0,   347.71,2.0,   346.89,2.0,     35.8,2.0,    26.72,2.0,  -999.00,9.0,2.447,2.0,0.017,2.0,0.8,2.0
76,  09AR20060102,  S04I,5.0,1.0,20.0,20.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     49.9,  -1.3280,  33.9605,2.0,  33.9593,2.0,   338.42,2.0,   334.36,2.0,     47.5,2.0,    29.39,2.0,  -999.00,9.0,1.4040000000000001,2.0,0.002,2.0,0.9670000000000001,2.0
77,  09AR20060102,  S04I,5.0,1.0,19.0,19.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     58.1,  -1.5228,  33.9831,2.0,  33.9868,2.0,   325.42,2.0,   327.15,2.0,     49.6,2.0,    29.90,2.0,  -999.00,9.0,0.912,2.0,0.001,2.0,0.9790000000000001,2.0
78,  09AR20060102,  S04I,5.0,1.0,18.0,18.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     68.1,  -1.4034,  34.0167,2.0,  34.0162,2.0,   318.80,2.0,   317.32,2.0,     51.8,2.0,    30.43,2.0,  -999.00,9.0,0.5710000000000001,2.0,0.001,2.0,0.983,2.0
79,  09AR20060102,  S04I,5.0,1.0,17.0,17.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,     89.4,  -0.8256,  34.1368,2.0,  34.1334,2.0,   299.24,2.0,   282.16,2.0,     57.3,2.0,    32.11,2.0,  -999.00,9.0,0.371,2.0,0.0,2.0,0.985,2.0
80,  09AR20060102,  S04I,5.0,1.0,16.0,16.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,    119.8,   0.9403,  34.3832,2.0,  34.3825,2.0,   260.77,2.0,   211.08,2.0,     68.9,2.0,    34.54,2.0,  -999.00,9.0,0.065,2.0,0.0,2.0,0.991,2.0
81,  09AR20060102,  S04I,5.0,1.0,15.0,15.0,2.0,20060111.0,1202.0,-59.9947,75.2187,2091.0,    149.0,   1.6423,  34.4880,2.0,  34.4879,2.0,   222.96,2.0,   185.48,2.0,     74.0,2.0,    35.40,2.0,  -999.00,9.0,0.013999999999999999,2.0,0.0,2.0,0.992,2.0
