,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W,XMISS,XMISS_FLAG_W
1169,  09AR20060102,  S04I,50.0,1.0,7.0,7.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   1999.8,   0.2312,  34.6776,2.0,  34.6782,2.0,   216.60,2.0,   216.57,2.0,    122.8,2.0,    32.06,2.0,  -999.00,9.0,-0.05,2.0,0.0,2.0,0.993,2.0
1170,  09AR20060102,  S04I,50.0,1.0,6.0,6.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   2499.6,   0.0400,  34.6693,2.0,  34.6693,2.0,   224.90,2.0,   225.03,2.0,    124.3,2.0,    31.86,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.9940000000000001,2.0
1171,  09AR20060102,  S04I,50.0,1.0,5.0,5.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   2999.9,  -0.1003,  34.6633,2.0,  34.6629,2.0,   231.65,2.0,   231.94,2.0,    123.9,2.0,    31.85,2.0,  -999.00,9.0,-0.051,2.0,0.0,2.0,0.993,2.0
1172,  09AR20060102,  S04I,50.0,1.0,4.0,4.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   3500.4,  -0.1968,  34.6589,2.0,  34.6586,2.0,   237.15,2.0,   237.49,2.0,    124.6,2.0,    31.60,2.0,  -999.00,9.0,-0.055,2.0,0.0,2.0,0.993,2.0
1173,  09AR20060102,  S04I,50.0,1.0,3.0,3.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   4000.0,  -0.2700,  34.6542,2.0,  34.6535,2.0,   242.42,2.0,   242.84,2.0,    128.7,2.0,    31.60,2.0,  -999.00,9.0,-0.054000000000000006,2.0,0.0,2.0,0.993,2.0
1174,  09AR20060102,  S04I,50.0,1.0,2.0,2.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   4497.8,  -0.3210,  34.6507,2.0,  34.6509,2.0,   245.26,2.0,   245.17,2.0,    132.8,2.0,    31.62,2.0,  -999.00,9.0,-0.055,2.0,0.0,2.0,0.991,2.0
1175,  09AR20060102,  S04I,50.0,1.0,1.0,1.0,2.0,20060129.0,534.0,-66.0008,40.0042,4484.0,   4574.1,  -0.3113,  34.6529,2.0,  34.6525,2.0,   242.75,2.0,   243.52,2.0,    137.9,2.0,    31.88,2.0,  -999.00,9.0,-0.055,2.0,0.0,2.0,0.99,2.0
1176,  09AR20060102,  S04I,51.0,1.0,24.0,24.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,      8.5,   1.4245,  33.5590,2.0,  33.5606,2.0,   337.07,2.0,   336.76,2.0,     47.0,2.0,    25.43,2.0,  -999.00,9.0,0.34,2.0,0.045,2.0,0.171,2.0
1177,  09AR20060102,  S04I,51.0,1.0,23.0,23.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,      8.7,   1.4254,  33.5575,2.0,-999.0000,9.0,   337.07,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.349,2.0,0.042,2.0,0.157,2.0
1178,  09AR20060102,  S04I,51.0,1.0,22.0,22.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,      8.8,   1.4293,  33.5564,2.0,-999.0000,9.0,   337.07,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.332,2.0,0.045,2.0,0.124,2.0
1179,  09AR20060102,  S04I,51.0,1.0,21.0,21.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,     28.8,  -1.0102,  34.1982,2.0,  34.2040,2.0,   324.94,2.0,   323.89,2.0,     56.3,2.0,    27.87,2.0,  -999.00,9.0,0.615,2.0,0.02,2.0,0.584,2.0
1180,  09AR20060102,  S04I,51.0,1.0,20.0,20.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,     44.0,  -1.5205,  34.2536,2.0,  34.2559,2.0,   311.50,2.0,   311.12,2.0,     58.9,2.0,    28.71,2.0,  -999.00,9.0,0.953,2.0,0.012,2.0,0.872,2.0
1181,  09AR20060102,  S04I,51.0,1.0,19.0,19.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,     59.7,  -1.5366,  34.2949,2.0,  34.2965,2.0,   302.74,2.0,   302.26,2.0,     62.3,2.0,    29.36,2.0,  -999.00,9.0,1.339,2.0,0.006,2.0,0.96,2.0
1182,  09AR20060102,  S04I,51.0,1.0,18.0,18.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,     84.9,   0.6552,  34.5509,2.0,  34.5662,2.0,   220.87,2.0,   208.81,2.0,     83.5,2.0,    32.71,2.0,  -999.00,9.0,0.93,2.0,0.001,2.0,0.981,2.0
1183,  09AR20060102,  S04I,51.0,1.0,17.0,17.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    109.4,   1.1705,  34.6207,2.0,  34.6211,2.0,   192.24,2.0,   190.61,2.0,     87.4,2.0,    32.78,2.0,  -999.00,9.0,0.39399999999999996,2.0,0.0,2.0,0.988,2.0
1184,  09AR20060102,  S04I,51.0,1.0,16.0,16.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    148.4,   1.3326,  34.6532,2.0,  34.6544,2.0,   188.85,2.0,   188.96,2.0,     89.1,2.0,    32.66,2.0,  -999.00,9.0,0.039,2.0,0.0,2.0,0.991,2.0
1185,  09AR20060102,  S04I,51.0,1.0,15.0,15.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    200.5,   1.4176,  34.6798,2.0,  34.6803,2.0,   189.21,2.0,   189.54,2.0,     90.2,2.0,    32.05,2.0,  -999.00,9.0,-0.03,2.0,0.0,2.0,0.991,2.0
1186,  09AR20060102,  S04I,51.0,1.0,14.0,14.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    298.8,   1.4194,  34.7064,2.0,  34.7060,2.0,   191.58,2.0,   191.77,2.0,     92.6,2.0,    31.61,2.0,  -999.00,9.0,-0.042,2.0,0.0,2.0,0.993,2.0
1187,  09AR20060102,  S04I,51.0,1.0,13.0,13.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    399.6,   1.3384,  34.7157,2.0,  34.7156,2.0,   194.67,2.0,   194.79,2.0,     94.8,2.0,    31.22,2.0,  -999.00,9.0,-0.040999999999999995,2.0,0.0,2.0,0.9940000000000001,2.0
1188,  09AR20060102,  S04I,51.0,1.0,12.0,12.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    481.4,   1.2586,  34.7176,2.0,  34.7176,2.0,   196.63,2.0,   196.93,2.0,     97.0,2.0,    31.15,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.9940000000000001,2.0
1189,  09AR20060102,  S04I,51.0,1.0,11.0,11.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    699.3,   1.0459,  34.7160,2.0,  34.7155,2.0,   200.35,2.0,   200.72,2.0,    103.9,2.0,    31.18,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.993,2.0
1190,  09AR20060102,  S04I,51.0,1.0,10.0,10.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,    899.1,   0.8577,  34.7086,2.0,  34.7094,2.0,   202.49,2.0,   202.86,2.0,    108.6,2.0,    31.55,2.0,  -999.00,9.0,-0.047,2.0,0.0,2.0,0.992,2.0
1191,  09AR20060102,  S04I,51.0,1.0,9.0,9.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   1201.0,   0.6254,  34.6986,2.0,  34.6982,2.0,   204.94,2.0,   205.68,2.0,    114.9,2.0,    31.97,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.9940000000000001,2.0
1192,  09AR20060102,  S04I,51.0,1.0,8.0,8.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   1500.3,   0.4577,  34.6901,2.0,  34.6901,2.0,   207.98,2.0,   208.30,2.0,    119.2,2.0,    32.15,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.9940000000000001,2.0
1193,  09AR20060102,  S04I,51.0,1.0,7.0,7.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   2000.1,   0.2395,  34.6802,2.0,  34.6797,2.0,   215.55,2.0,   214.72,2.0,    123.3,2.0,    32.02,2.0,  -999.00,9.0,-0.051,2.0,0.0,2.0,0.9940000000000001,2.0
1194,  09AR20060102,  S04I,51.0,1.0,6.0,6.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   2501.2,   0.0339,  34.6685,2.0,  34.6680,2.0,   225.68,2.0,   225.33,2.0,    122.4,2.0,    31.80,2.0,  -999.00,9.0,-0.053,2.0,0.0,2.0,0.9940000000000001,2.0
1195,  09AR20060102,  S04I,51.0,1.0,5.0,5.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   3000.5,  -0.1051,  34.6624,2.0,  34.6619,2.0,   232.48,2.0,   232.91,2.0,    120.8,2.0,    31.86,2.0,  -999.00,9.0,-0.055,2.0,0.0,2.0,0.993,2.0
1196,  09AR20060102,  S04I,51.0,1.0,4.0,4.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   3500.1,  -0.2008,  34.6581,2.0,  34.6576,2.0,   238.07,2.0,   237.78,2.0,    122.3,2.0,    31.70,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.993,2.0
1197,  09AR20060102,  S04I,51.0,1.0,3.0,3.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   4000.4,  -0.2595,  34.6556,2.0,  34.6544,2.0,   242.32,2.0,   241.96,2.0,    124.5,2.0,    31.67,2.0,  -999.00,9.0,-0.054000000000000006,2.0,0.0,2.0,0.993,2.0
1198,  09AR20060102,  S04I,51.0,1.0,2.0,2.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   4499.8,  -0.3114,  34.6503,2.0,  34.6495,2.0,   246.66,2.0,   246.14,2.0,    127.3,2.0,    31.51,2.0,  -999.00,9.0,-0.054000000000000006,2.0,0.0,2.0,0.992,2.0
1199,  09AR20060102,  S04I,51.0,1.0,1.0,1.0,2.0,20060129.0,1257.0,-66.5005,40.0007,4520.0,   4608.7,  -0.3073,  34.6512,2.0,  34.6499,2.0,   244.99,2.0,   244.98,2.0,    133.7,2.0,    31.82,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.9890000000000001,2.0
1200,  09AR20060102,  S04I,52.0,1.0,24.0,24.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,      9.7,   0.2388,  33.1052,2.0,  33.1147,2.0,   345.07,2.0,   343.77,2.0,     51.1,2.0,    25.41,2.0,  -999.00,9.0,1.128,2.0,0.0,2.0,0.05,2.0
1201,  09AR20060102,  S04I,52.0,1.0,23.0,23.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,     30.0,  -1.4719,  34.1698,2.0,-999.0000,9.0,   351.90,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.443,2.0,0.0,2.0,0.29,2.0
1202,  09AR20060102,  S04I,52.0,1.0,22.0,22.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,     30.0,  -1.4731,  34.1707,2.0,-999.0000,9.0,   351.90,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.489,2.0,0.0,2.0,0.295,2.0
1203,  09AR20060102,  S04I,52.0,1.0,21.0,21.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,     29.9,  -1.4734,  34.1710,2.0,  34.1490,2.0,   351.90,2.0,  -999.00,9.0,     61.1,2.0,    28.61,2.0,  -999.00,9.0,2.474,2.0,0.0,2.0,0.249,2.0
1204,  09AR20060102,  S04I,52.0,1.0,20.0,20.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,     50.1,  -1.6878,  34.2662,2.0,  34.2622,2.0,   320.16,2.0,  -999.00,9.0,     67.2,2.0,    29.62,2.0,  -999.00,9.0,1.641,2.0,0.0,2.0,0.536,2.0
1205,  09AR20060102,  S04I,52.0,1.0,19.0,19.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,     70.2,  -1.7650,  34.2889,2.0,  34.2853,2.0,   314.19,2.0,  -999.00,9.0,     65.0,2.0,    30.35,2.0,  -999.00,9.0,0.608,2.0,0.0,2.0,0.8590000000000001,2.0
1206,  09AR20060102,  S04I,52.0,1.0,18.0,18.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,     89.6,  -1.7991,  34.2992,2.0,  34.2975,2.0,   311.16,2.0,   306.54,2.0,     66.9,2.0,    30.60,2.0,  -999.00,9.0,0.442,2.0,0.0,2.0,0.978,2.0
1207,  09AR20060102,  S04I,52.0,1.0,17.0,17.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    100.2,  -1.8141,  34.3027,2.0,  34.2961,2.0,   311.25,2.0,   309.84,2.0,     64.4,2.0,    30.60,2.0,  -999.00,9.0,0.423,2.0,0.0,2.0,0.987,2.0
1208,  09AR20060102,  S04I,52.0,1.0,16.0,16.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    119.3,  -1.8275,  34.3096,2.0,  34.3080,2.0,   311.42,2.0,  -999.00,9.0,     64.8,2.0,    30.82,2.0,  -999.00,9.0,0.151,2.0,0.0,2.0,0.991,2.0
1209,  09AR20060102,  S04I,52.0,1.0,15.0,15.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    149.7,  -1.7971,  34.3211,2.0,  34.3190,2.0,   305.23,2.0,   313.15,2.0,     67.6,2.0,    30.44,2.0,  -999.00,9.0,0.051,2.0,0.0,2.0,0.992,2.0
1210,  09AR20060102,  S04I,52.0,1.0,14.0,14.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    200.3,  -0.2682,  34.4786,2.0,  34.4803,2.0,   267.88,2.0,   252.12,2.0,     75.7,2.0,    31.68,2.0,  -999.00,9.0,0.059000000000000004,2.0,0.0,2.0,0.992,2.0
1211,  09AR20060102,  S04I,52.0,1.0,13.0,13.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    300.1,   1.3246,  34.6745,2.0,  34.6744,2.0,   192.56,2.0,   194.31,2.0,     90.0,2.0,    32.13,2.0,  -999.00,9.0,-0.035,2.0,0.0,2.0,0.993,2.0
1212,  09AR20060102,  S04I,52.0,1.0,12.0,12.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    401.0,   1.4224,  34.7080,2.0,  34.7078,2.0,   190.68,2.0,   190.90,2.0,     92.5,2.0,    31.64,2.0,  -999.00,9.0,-0.038,2.0,0.0,2.0,0.9940000000000001,2.0
1213,  09AR20060102,  S04I,52.0,1.0,11.0,11.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    499.7,   1.0746,  34.6920,2.0,  34.6917,2.0,   203.96,2.0,   203.83,2.0,     92.8,2.0,    31.07,2.0,  -999.00,9.0,-0.044000000000000004,2.0,0.0,2.0,0.9940000000000001,2.0
1214,  09AR20060102,  S04I,52.0,1.0,10.0,10.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    699.7,   0.8388,  34.6911,2.0,  34.6917,2.0,   208.51,2.0,   210.74,2.0,     97.3,2.0,    31.02,2.0,  -999.00,9.0,-0.043,2.0,0.0,2.0,0.9940000000000001,2.0
1215,  09AR20060102,  S04I,52.0,1.0,9.0,9.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,    799.9,   0.8237,  34.6989,2.0,  34.6972,2.0,   210.67,2.0,   204.22,2.0,    102.5,2.0,    31.27,2.0,  -999.00,9.0,-0.043,2.0,0.0,2.0,0.993,2.0
1216,  09AR20060102,  S04I,52.0,1.0,8.0,8.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   1000.1,   0.7747,  34.7050,2.0,  34.7057,2.0,   206.63,2.0,   206.46,2.0,    110.0,2.0,    31.65,2.0,  -999.00,9.0,-0.047,2.0,0.0,2.0,0.9940000000000001,2.0
1217,  09AR20060102,  S04I,52.0,1.0,7.0,7.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   1249.1,   0.5834,  34.6955,2.0,  34.6962,2.0,   208.54,2.0,   209.57,2.0,    113.9,2.0,    31.91,2.0,  -999.00,9.0,-0.05,2.0,0.0,2.0,0.9940000000000001,2.0
1218,  09AR20060102,  S04I,52.0,1.0,6.0,6.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   1500.0,   0.4172,  34.6877,2.0,  34.6880,2.0,   211.24,2.0,   211.22,2.0,    119.0,2.0,    32.05,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.9940000000000001,2.0
1219,  09AR20060102,  S04I,52.0,1.0,5.0,5.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   1998.8,   0.1639,  34.6746,2.0,  34.6707,2.0,   219.97,2.0,   220.95,2.0,    120.5,2.0,    31.92,2.0,  -999.00,9.0,-0.048,2.0,0.0,2.0,0.993,2.0
1220,  09AR20060102,  S04I,52.0,1.0,4.0,4.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   2501.1,   0.0086,  34.6707,2.0,  34.6670,2.0,   225.50,2.0,   224.55,2.0,    123.3,2.0,    31.90,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.9940000000000001,2.0
1221,  09AR20060102,  S04I,52.0,1.0,3.0,3.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   3000.1,  -0.1036,  34.6653,2.0,  34.6625,2.0,   232.24,2.0,  -999.00,9.0,    121.4,2.0,    31.81,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.993,2.0
1222,  09AR20060102,  S04I,52.0,1.0,2.0,2.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   3499.9,  -0.1353,  34.6646,2.0,  34.6641,2.0,   234.41,2.0,   233.59,2.0,    126.2,2.0,    31.89,2.0,  -999.00,9.0,-0.05,2.0,0.0,2.0,0.992,2.0
1223,  09AR20060102,  S04I,52.0,1.0,1.0,1.0,2.0,20060129.0,1932.0,-67.0013,39.9968,3632.0,   3715.5,  -0.1538,  34.6624,2.0,  34.6623,2.0,   236.27,2.0,   237.29,2.0,    128.2,2.0,    32.16,2.0,  -999.00,9.0,-0.054000000000000006,2.0,0.0,2.0,0.991,2.0
1224,  09AR20060102,  S04I,53.0,1.0,24.0,24.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,      9.3,  -0.3934,  33.0779,2.0,  33.0732,2.0,   354.80,2.0,  -999.00,9.0,     49.9,2.0,    24.26,2.0,  -999.00,9.0,0.469,2.0,0.308,2.0,0.439,2.0
1225,  09AR20060102,  S04I,53.0,1.0,23.0,23.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     19.4,  -0.9228,  33.2001,2.0,-999.0000,9.0,   354.60,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.102,2.0,0.138,2.0,0.733,2.0
1226,  09AR20060102,  S04I,53.0,1.0,22.0,22.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     19.4,  -0.8649,  33.1854,2.0,-999.0000,9.0,   354.60,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.13,2.0,0.142,2.0,0.7390000000000001,2.0
1227,  09AR20060102,  S04I,53.0,1.0,21.0,21.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     19.7,  -0.5371,  33.0991,2.0,  33.0866,2.0,   354.60,2.0,   356.62,2.0,     47.6,2.0,    23.71,2.0,  -999.00,9.0,0.795,2.0,0.128,2.0,0.7440000000000001,2.0
1228,  09AR20060102,  S04I,53.0,1.0,20.0,20.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     29.3,  -1.2832,  33.7259,2.0,  33.7272,2.0,   348.37,2.0,  -999.00,9.0,     51.0,2.0,    24.52,2.0,  -999.00,9.0,1.193,2.0,0.05,2.0,0.9359999999999999,2.0
1229,  09AR20060102,  S04I,53.0,1.0,19.0,19.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     39.4,  -1.4983,  34.0349,2.0,  34.0162,2.0,   334.14,2.0,  -999.00,9.0,     55.9,2.0,    26.88,2.0,  -999.00,9.0,0.868,2.0,0.026000000000000002,2.0,0.953,2.0
1230,  09AR20060102,  S04I,53.0,1.0,18.0,18.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     59.4,  -1.6458,  34.2269,2.0,  34.2268,2.0,   314.19,2.0,   311.23,2.0,     60.3,2.0,    29.49,2.0,  -999.00,9.0,3.5989999999999998,2.0,0.006,2.0,0.9329999999999999,2.0
1231,  09AR20060102,  S04I,53.0,1.0,17.0,17.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,     79.6,  -1.6941,  34.2683,2.0,  34.2599,2.0,   306.71,2.0,  -999.00,9.0,     65.3,2.0,    29.99,2.0,  -999.00,9.0,1.5919999999999999,2.0,0.001,2.0,0.973,2.0
1232,  09AR20060102,  S04I,53.0,1.0,16.0,16.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    109.4,  -1.8012,  34.2971,2.0,  34.2963,2.0,   307.58,2.0,   309.65,2.0,     69.1,2.0,    30.71,2.0,  -999.00,9.0,0.344,2.0,0.0,2.0,0.988,2.0
1233,  09AR20060102,  S04I,53.0,1.0,15.0,15.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    139.3,  -1.7955,  34.3110,2.0,  34.3016,2.0,   307.72,2.0,   307.31,2.0,     64.7,2.0,    30.86,2.0,  -999.00,9.0,0.157,2.0,0.0,2.0,0.99,2.0
1234,  09AR20060102,  S04I,53.0,1.0,14.0,14.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    199.3,   0.3950,  34.5443,2.0,  34.5495,2.0,   236.42,2.0,   225.45,2.0,     82.1,2.0,    32.39,2.0,  -999.00,9.0,0.18,2.0,0.0,2.0,0.988,2.0
1235,  09AR20060102,  S04I,53.0,1.0,13.0,13.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    299.5,   0.9189,  34.6454,2.0,  34.6478,2.0,   206.61,2.0,   208.90,2.0,     87.1,2.0,    31.96,2.0,  -999.00,9.0,-0.033,2.0,0.0,2.0,0.993,2.0
1236,  09AR20060102,  S04I,53.0,1.0,12.0,12.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    374.6,   0.6407,  34.6413,2.0,  34.6407,2.0,   216.67,2.0,   219.99,2.0,     87.4,2.0,    31.54,2.0,  -999.00,9.0,-0.038,2.0,0.0,2.0,0.993,2.0
1237,  09AR20060102,  S04I,53.0,1.0,11.0,11.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    449.7,   0.7109,  34.6618,2.0,  34.6605,2.0,   215.37,2.0,   215.90,2.0,     89.8,2.0,    31.38,2.0,  -999.00,9.0,-0.040999999999999995,2.0,0.0,2.0,0.993,2.0
1238,  09AR20060102,  S04I,53.0,1.0,10.0,10.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    649.4,   0.6367,  34.6772,2.0,  34.6770,2.0,   214.55,2.0,   215.99,2.0,     97.2,2.0,    31.34,2.0,  -999.00,9.0,-0.04,2.0,0.0,2.0,0.9940000000000001,2.0
1239,  09AR20060102,  S04I,53.0,1.0,9.0,9.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    799.4,   0.5719,  34.6802,2.0,  34.6797,2.0,   213.40,2.0,  -999.00,9.0,    101.4,2.0,    31.63,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.993,2.0
1240,  09AR20060102,  S04I,53.0,1.0,8.0,8.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,    999.5,   0.4855,  34.6817,2.0,  34.6819,2.0,   214.34,2.0,   213.75,2.0,    108.1,2.0,    31.80,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.9940000000000001,2.0
1241,  09AR20060102,  S04I,53.0,1.0,7.0,7.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   1249.5,   0.3616,  34.6788,2.0,  34.6786,2.0,   215.76,2.0,   215.89,2.0,    115.7,2.0,    32.40,2.0,  -999.00,9.0,-0.047,2.0,0.0,2.0,0.9940000000000001,2.0
1242,  09AR20060102,  S04I,53.0,1.0,6.0,6.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   1499.5,   0.2660,  34.6774,2.0,  34.6774,2.0,   216.89,2.0,   216.47,2.0,    118.9,2.0,    32.35,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.9940000000000001,2.0
1243,  09AR20060102,  S04I,53.0,1.0,5.0,5.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   1749.2,   0.1378,  34.6711,2.0,  34.6699,2.0,   220.12,2.0,  -999.00,9.0,    119.1,2.0,    32.63,2.0,  -999.00,9.0,-0.051,2.0,0.0,2.0,0.9940000000000001,2.0
1244,  09AR20060102,  S04I,53.0,1.0,4.0,4.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   2000.0,   0.0704,  34.6690,2.0,  34.6676,2.0,   224.19,2.0,  -999.00,9.0,    120.2,2.0,    32.19,2.0,  -999.00,9.0,-0.05,2.0,0.0,2.0,0.9940000000000001,2.0
1245,  09AR20060102,  S04I,53.0,1.0,3.0,3.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   2499.5,  -0.0691,  34.6649,2.0,  34.6638,2.0,   230.28,2.0,   230.58,2.0,    119.9,2.0,    32.33,2.0,  -999.00,9.0,-0.05,2.0,0.0,2.0,0.993,2.0
1246,  09AR20060102,  S04I,53.0,1.0,2.0,2.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   2999.7,  -0.1234,  34.6610,2.0,  34.6597,2.0,   234.73,2.0,   234.86,2.0,    118.3,2.0,    32.00,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.993,2.0
1247,  09AR20060102,  S04I,53.0,1.0,1.0,1.0,2.0,20060130.0,307.0,-67.4993,39.9927,3222.0,   3292.7,  -0.1219,  34.6602,2.0,  34.6587,2.0,   235.76,2.0,   236.12,2.0,    118.3,2.0,    32.10,2.0,  -999.00,9.0,-0.053,2.0,0.0,2.0,0.992,2.0
1248,  09AR20060102,  S04I,54.0,1.0,24.0,24.0,2.0,20060130.0,948.0,-67.9415,39.9963,2216.0,      9.5,  -0.6719,  32.9090,2.0,  32.9721,3.0,   355.85,2.0,   357.15,2.0,     48.6,2.0,    24.64,2.0,  -999.00,9.0,0.301,2.0,0.607,2.0,0.8959999999999999,2.0
1249,  09AR20060102,  S04I,54.0,1.0,23.0,23.0,2.0,20060130.0,948.0,-67.9415,39.9963,2216.0,     10.2,  -0.6604,  32.9245,2.0,-999.0000,9.0,   355.85,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.501,2.0,0.7440000000000001,2.0,0.904,2.0
