,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2_TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CHLORA,CHLORA_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,NEON,NEON_FLAG_W,NEONER,DELC13,DELC13_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,THETA
160,  33RO20071215,   P18,132.0,1.0,20.0,12055.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,    666.8,   5.5315,  34.2556,  34.2572,2.0,    250.7,2.0,    250.8,2.0,    12.40,2.0,    25.20,2.0,     0.01,2.0,     1.83,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2144.9,2.0,   2285.1,2.0,   -999.0,9.0,     -999,7.6937,2.0,    25.00,     40.1,2.0,    26.60,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.0727,2.0,   0.0455,2.0,   0.0215,2.0,   0.0151,2.0,   0.0080,2.0,   0.0026,2.0,  -0.0006,4.0,   0.0167,2.0,   0.0209,2.0,   5.4751
161,  33RO20071215,   P18,132.0,1.0,19.0,12018.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,    766.5,   5.1096,  34.2609,  34.2651,2.0,    233.2,2.0,    233.3,2.0,    17.60,2.0,    27.70,2.0,     0.01,2.0,     1.98,2.0,    2.875,6.0,    1.469,6.0,   0.7052,6.0, -999.000,9.0,   2160.1,2.0,   2294.3,2.0,   -999.0,9.0,     -999,7.667,2.0,    25.00,     39.8,2.0,    28.85,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.0785,2.0,   0.0494,2.0,   0.0242,2.0,   0.0167,2.0,   0.0092,2.0,   0.0032,2.0,  -0.0003,4.0,   0.0163,2.0,   0.0201,2.0,   5.0467
162,  33RO20071215,   P18,132.0,1.0,18.0,12025.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,    866.4,   4.7174,  34.2828,  34.2822,2.0,    218.8,2.0,    218.9,2.0,    23.90,2.0,    29.60,2.0,     0.00,2.0,     2.11,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2174.8,2.0,   2299.1,2.0,   -999.0,9.0,     -999,7.648,2.0,    25.00,     39.4,2.0,    30.72,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.0852,2.0,   0.0545,2.0,   0.0272,2.0,   0.0191,2.0,   0.0108,2.0,   0.0038,2.0,   0.0002,3.0,   0.0158,2.0,   0.0191,2.0,   4.6482
163,  33RO20071215,   P18,132.0,1.0,17.0,12016.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,    966.5,   4.2679,  34.3041,  34.3044,2.0,    209.6,2.0,    209.5,2.0,    31.10,2.0,    30.80,2.0,     0.00,2.0,     2.22,2.0,    1.917,2.0,    0.963,2.0,   0.3285,2.0, -999.000,9.0,   2187.7,2.0,   2305.6,2.0,   -999.0,9.0,     -999,7.6239,2.0,    25.00,     39.1,2.0,    32.10,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.0909,2.0,   0.0587,2.0,   0.0292,2.0,   0.0205,2.0,   0.0118,2.0,   0.0042,2.0,   0.0005,3.0,   0.0157,2.0,   0.0188,2.0,   4.1933
164,  33RO20071215,   P18,132.0,1.0,16.0,12051.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   1067.2,   3.7853,  34.3279,  34.3273,2.0,    202.1,2.0,    202.1,2.0,    38.60,2.0,    32.30,2.0,     0.00,2.0,     2.31,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2200.8,2.0,   2313.0,2.0,   -999.0,9.0,     -999,7.6083,2.0,    25.00,     39.0,2.0,    33.68,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.0923,2.0,   0.0589,2.0,   0.0291,2.0,   0.0201,2.0,   0.0113,2.0,   0.0035,2.0,   0.0000,4.0,   0.0161,2.0,   0.0193,2.0,   3.7061
165,  33RO20071215,   P18,132.0,1.0,15.0,12014.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   1166.1,   3.4712,  34.3573,  34.3582,2.0,    193.4,2.0,    192.9,2.0,    45.80,2.0,    33.40,2.0,     0.00,2.0,     2.42,2.0,    1.079,2.0,    0.544,2.0,   0.1545,2.0, -999.000,9.0,   2212.6,2.0,   2320.5,2.0,   -999.0,9.0,     -999,7.59,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.0963,2.0,   0.0619,2.0,   0.0306,2.0,   0.0210,2.0,   0.0121,2.0,   0.0039,2.0,   0.0003,4.0,   0.0161,2.0,   0.0192,2.0,   3.3865
166,  33RO20071215,   P18,132.0,1.0,14.0,12013.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   1332.3,   3.0561,  34.4301,  34.4313,2.0,    176.6,2.0,    176.2,2.0,    59.40,2.0,    34.70,2.0,     0.00,2.0,     2.47,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2233.7,2.0,   2322.9,2.0,   -999.0,9.0,     -999,7.5668,2.0,    25.00,     38.8,2.0,    36.09,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1052,2.0,   0.0684,2.0,   0.0343,2.0,   0.0234,2.0,   0.0137,2.0,   0.0048,2.0,   0.0008,2.0,   0.0159,2.0,   0.0186,2.0,   2.9618
167,  33RO20071215,   P18,132.0,1.0,13.0,12012.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   1533.1,   2.7433,  34.5192,  34.5230,2.0,    162.2,2.0,    162.0,2.0,    74.10,2.0,    35.40,2.0,     0.00,2.0,     2.52,2.0,    0.242,2.0,    0.126,2.0,        0,2.0, -999.000,9.0,   2254.5,6.0,   2339.8,2.0,   -999.0,9.0,     -999,7.5576,2.0,    25.00,     38.2,2.0,    36.80,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1138,2.0,   0.0755,2.0,   0.0384,2.0,   0.0261,2.0,   0.0156,2.0,   0.0058,2.0,   0.0013,2.0,   0.0157,2.0,   0.0180,2.0,   2.6358
168,  33RO20071215,   P18,132.0,1.0,12.0,12031.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   1732.7,   2.5252,  34.5791,  34.5781,2.0,    164.4,2.0,    164.0,2.0,    81.00,2.0,    34.70,2.0,     0.00,2.0,     2.50,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2259.1,2.0,   2348.4,2.0,   -999.0,9.0,     -999,7.5585,2.0,    25.00,     38.4,2.0,    36.42,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1148,2.0,   0.0760,2.0,   0.0381,2.0,   0.0256,2.0,   0.0151,2.0,   0.0052,2.0,   0.0010,2.0,   0.0161,2.0,   0.0184,2.0,   2.4038
169,  33RO20071215,   P18,132.0,1.0,11.0,12003.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   1932.6,   2.3506,  34.6315,  34.6300,2.0,    166.2,2.0,    165.8,2.0,    87.40,2.0,    34.20,2.0,     0.00,2.0,     2.47,2.0,    0.096,2.0,    0.050,2.0,        0,2.0, -999.000,9.0,   2263.5,2.0,   2356.0,2.0,   -999.0,9.0,     -999,7.5718,2.0,    25.00,     39.1,2.0,    35.51,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1216,2.0,   0.0816,2.0,   0.0415,2.0,   0.0282,2.0,   0.0172,2.0,   0.0070,2.0,   0.0021,2.0,   0.0156,2.0,   0.0177,2.0,   2.2146
170,  33RO20071215,   P18,132.0,1.0,10.0,12032.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   2133.2,   2.1912,  34.6673,  34.6671,2.0,    167.7,2.0,    168.0,2.0,    93.80,2.0,    33.80,2.0,     0.00,2.0,     2.41,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2268.2,2.0,   -999.0,5.0,   -999.0,9.0,     -999,7.5776,2.0,    25.00,     39.7,2.0,    34.95,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1176,2.0,   0.0778,2.0,   0.0384,2.0,   0.0254,2.0,   0.0150,2.0,   0.0053,2.0,   0.0011,2.0,   0.0164,2.0,   0.0188,2.0,   2.0402
171,  33RO20071215,   P18,132.0,1.0,9.0,12002.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   2332.3,   2.0489,  34.6886,  34.6884,2.0,    170.9,2.0,    170.7,2.0,    99.10,2.0,    33.60,2.0,     0.00,2.0,     2.40,2.0,    0.030,2.0,    0.016,2.0,        0,2.0,    0.067,3.0,   2271.3,2.0,   2366.4,2.0,   -999.0,9.0,     -999,7.5838,2.0,    25.00,     39.1,2.0,    34.85,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1163,2.0,   0.0768,2.0,   0.0376,2.0,   0.0244,2.0,   0.0144,2.0,   0.0052,2.0,   0.0012,2.0,   0.0166,2.0,   0.0191,2.0,   1.8827
172,  33RO20071215,   P18,132.0,1.0,8.0,12021.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   2532.8,   1.8910,  34.6991,  34.6990,2.0,    172.6,2.0,    172.4,2.0,   105.50,2.0,    33.50,2.0,     0.00,2.0,     2.38,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2275.3,2.0,   2373.1,2.0,   -999.0,9.0,     -999,7.5851,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1156,2.0,   0.0762,2.0,   0.0372,2.0,   0.0241,2.0,   0.0142,2.0,   0.0050,2.0,   0.0010,2.0,   0.0167,2.0,   0.0192,2.0,   1.7095
173,  33RO20071215,   P18,132.0,1.0,7.0,12001.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   2728.5,   1.7700,  34.7035,  34.7070,2.0,    174.9,2.0,    174.3,2.0,   109.70,2.0,    33.50,2.0,     0.00,2.0,     2.37,2.0,    0.010,2.0,    0.005,2.0,        0,2.0,    0.033,3.0,   2278.4,2.0,   2375.1,2.0,   -999.0,9.0,     -999,7.5953,2.0,    25.00,     39.1,2.0,    34.82,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1177,2.0,   0.0783,2.0,   0.0386,2.0,   0.0250,2.0,   0.0150,2.0,   0.0056,2.0,   0.0015,2.0,   0.0165,2.0,   0.0188,2.0,   1.5729
174,  33RO20071215,   P18,132.0,1.0,6.0,12033.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   2932.7,   1.6698,  34.7074,  34.7069,2.0,    178.3,2.0,    178.7,2.0,   112.20,2.0,    33.50,2.0,     0.00,2.0,     2.36,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2276.5,2.0,   2376.9,2.0,   -999.0,9.0,     -999,7.5999,2.0,    25.00,     39.4,2.0,    34.61,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1155,2.0,   0.0762,2.0,   0.0371,2.0,   0.0239,2.0,   0.0141,2.0,   0.0052,2.0,   0.0013,2.0,   0.0167,2.0,   0.0193,2.0,   1.4555
175,  33RO20071215,   P18,132.0,1.0,5.0,12008.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   3161.5,   1.5885,  34.7116,  34.7107,2.0,    182.6,2.0,    182.8,2.0,   113.40,2.0,    33.20,2.0,     0.00,2.0,     2.35,2.0,    0.010,6.0,    0.005,6.0,        0,6.0,    0.032,3.0,   2271.2,2.0,   2371.2,2.0,   -999.0,9.0,     -999,7.6048,2.0,    25.00,     39.5,2.0,    34.89,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1155,2.0,   0.0761,2.0,   0.0369,2.0,   0.0238,2.0,   0.0140,2.0,   0.0050,2.0,   0.0011,2.0,   0.0168,2.0,   0.0194,2.0,   1.3539
176,  33RO20071215,   P18,132.0,1.0,4.0,12009.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   3415.7,   1.4452,  34.7131,  34.7155,2.0,    187.5,2.0,    187.1,2.0,   117.20,6.0,    33.10,6.0,     0.00,6.0,     2.34,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2273.6,2.0,   2376.9,2.0,   -999.0,9.0,     -999,7.5965,2.0,    25.00,     39.3,2.0,    34.41,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1127,2.0,   0.0737,2.0,   0.0352,2.0,   0.0226,2.0,   0.0129,2.0,   0.0042,2.0,   0.0006,3.0,   0.0172,2.0,   0.0199,2.0,   1.1887
177,  33RO20071215,   P18,132.0,1.0,3.0,12006.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   3666.4,   1.1843,  34.7111,  34.7150,3.0,    193.9,2.0,    193.3,2.0,   124.40,6.0,    33.20,6.0,     0.00,6.0,     2.34,2.0,    0.003,2.0,    0.001,2.0,        0,2.0,    0.024,3.0,   2274.7,2.0,   2382.1,2.0,   -999.0,9.0,     -999,7.6127,2.0,    25.00,     38.8,3.0,    34.46,3.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1101,2.0,   0.0716,2.0,   0.0340,2.0,   0.0213,2.0,   0.0121,2.0,   0.0041,2.0,   0.0006,2.0,   0.0176,2.0,   0.0203,2.0,   0.9090
178,  33RO20071215,   P18,132.0,1.0,2.0,12007.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   3916.3,   0.9451,  34.7102,  34.7126,2.0,    200.8,2.0,    199.8,2.0,   130.00,6.0,    33.10,6.0,     0.00,6.0,     2.34,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2272.5,2.0,   2380.5,2.0,   -999.0,9.0,     -999,7.6254,2.0,    25.00,     38.5,2.0,    34.82,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1116,2.0,   0.0726,2.0,   0.0341,2.0,   0.0213,2.0,   0.0120,2.0,   0.0038,2.0,   0.0005,3.0,   0.0177,2.0,   0.0205,2.0,   0.6504
179,  33RO20071215,   P18,132.0,1.0,1.0,12035.0,2.0,20080201.0,1816.0,-47.9167,-103.0008, 4059,   4118.6,   0.8837,  34.7098,  34.7191,4.0,    203.7,2.0,    202.8,2.0,   131.80,2.0,    33.00,2.0,     0.01,2.0,     2.34,2.0,    0.005,2.0,    0.003,2.0,        0,2.0,    0.043,3.0,   2271.8,6.0,   2381.1,2.0,   -999.0,9.0,     -999,7.6141,2.0,    25.00,     39.9,3.0,    33.93,3.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1130,2.0,   0.0739,2.0,   0.0352,2.0,   0.0223,2.0,   0.0126,2.0,   0.0043,2.0,   0.0006,2.0,   0.0174,2.0,   0.0201,2.0,   0.5694
180,  33RO20071215,   P18,133.0,1.0,36.0,12017.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,      5.4,  10.5423,  34.0968,  34.0984,2.0,    277.0,2.0,    277.7,2.0,     1.80,2.0,    15.70,2.0,     0.22,2.0,     1.14,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2081.0,6.0,   2277.9,2.0,    583.1,2.0,       20,7.8301,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  10.5417
181,  33RO20071215,   P18,133.0,1.0,35.0,12029.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,      9.6,  10.5382,  34.0987,  34.1002,2.0,    277.3,2.0,    277.6,2.0,     1.80,2.0,    15.70,2.0,     0.21,2.0,     1.14,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  10.5371
182,  33RO20071215,   P18,133.0,1.0,34.0,12049.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,     25.3,  10.4474,  34.1128,  34.1155,2.0,    278.4,2.0,    279.4,2.0,     1.80,2.0,    15.70,2.0,     0.20,2.0,     1.14,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  10.4444
183,  33RO20071215,   P18,133.0,1.0,33.0,12027.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,     50.1,  10.0647,  34.1269,  34.1276,2.0,    279.8,2.0,    280.8,2.0,     1.80,2.0,    15.80,2.0,     0.19,2.0,     1.15,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2084.2,2.0,   2278.0,2.0,    588.3,2.0,       20,7.826,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  10.0590
184,  33RO20071215,   P18,133.0,1.0,32.0,12023.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,     75.0,   9.8677,  34.1268,  34.1296,2.0,    280.2,2.0,    280.7,2.0,     1.90,2.0,    15.90,2.0,     0.20,2.0,     1.16,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   9.8592
185,  33RO20071215,   P18,133.0,1.0,31.0,12037.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,    100.1,   7.4135,  34.1789,  34.1798,2.0,    292.8,2.0,    292.6,2.0,     2.70,2.0,    16.80,2.0,     0.19,2.0,     1.23,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2098.8,2.0,   2282.0,2.0,    631.4,2.0,       20,7.8027,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   7.4040
186,  33RO20071215,   P18,133.0,1.0,30.0,12036.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,    125.2,   7.0676,  34.1955,  34.1991,2.0,    291.8,2.0,    287.4,2.0,     3.30,2.0,    17.80,2.0,     0.24,2.0,     1.29,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   7.0560
187,  33RO20071215,   P18,133.0,1.0,29.0,12044.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,    149.3,   6.7402,  34.2135,  34.2144,2.0,    283.7,2.0,    283.7,2.0,     3.90,2.0,    19.00,2.0,     0.21,2.0,     1.35,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   6.7267
188,  33RO20071215,   P18,133.0,1.0,28.0,12057.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,    175.4,   6.8627,  34.2783,  34.2826,2.0,    271.2,2.0,    271.9,2.0,     5.10,2.0,    20.10,2.0,     0.01,2.0,     1.40,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   6.8467
189,  33RO20071215,   P18,133.0,1.0,27.0,12026.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,    200.1,   6.8096,  34.2997,  34.3031,2.0,    270.1,2.0,    270.1,2.0,     5.60,2.0,    20.30,2.0,     0.01,2.0,     1.41,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2124.9,2.0,   2288.0,2.0,    722.4,2.0,       20,7.7507,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   6.7914
190,  33RO20071215,   P18,133.0,1.0,26.0,12030.0,2.0,20080202.0,155.0,-48.501,-103.0008, 4177,    249.0,   6.7031,  34.3251,  34.3238,2.0,    269.7,2.0,    269.4,2.0,     6.30,2.0,    20.60,2.0,     0.00,2.0,     1.43,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   6.6805
